group,invariant,invariantType,variables,pptname,tp
teams_url,return.teams_url is Url,daikon.inv.unary.string.IsUrl,(return.teams_url),/orgs/{org}/repos&createOrganizationRepository&201():::EXIT,1.0
template_repository,return.template_repository == null,daikon.inv.unary.scalar.OneOfScalar,(return.template_repository),/orgs/{org}/repos&createOrganizationRepository&201():::EXIT,1.0
template_repository.owner,return.template_repository.owner == null,daikon.inv.unary.scalar.OneOfScalar,(return.template_repository.owner),/orgs/{org}/repos&createOrganizationRepository&201():::EXIT,1.0
template_repository.permissions,return.template_repository.permissions == null,daikon.inv.unary.scalar.OneOfScalar,(return.template_repository.permissions),/orgs/{org}/repos&createOrganizationRepository&201():::EXIT,1.0
template_repository.topics,return.template_repository.topics == null,daikon.inv.unary.scalar.OneOfScalar,(return.template_repository.topics),/orgs/{org}/repos&createOrganizationRepository&201():::EXIT,1.0
topics,return.topics[] == [],daikon.inv.unary.stringsequence.OneOfStringSequence,(return.topics[..]),/orgs/{org}/repos&createOrganizationRepository&201():::EXIT,1.0
trees_url,return.trees_url is Url,daikon.inv.unary.string.IsUrl,(return.trees_url),/orgs/{org}/repos&createOrganizationRepository&201():::EXIT,1.0
updated_at,"LENGTH(return.updated_at)==20
return.updated_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.updated_at)
(return.updated_at)","/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT",1.0
url,"return.url is Url
return.url is a substring of return.archive_url
return.url is a substring of return.assignees_url
return.url is a substring of return.blobs_url
return.url is a substring of return.branches_url
return.url is a substring of return.collaborators_url
return.url is a substring of return.comments_url
return.url is a substring of return.commits_url
return.url is a substring of return.compare_url
return.url is a substring of return.contents_url
return.url is a substring of return.contributors_url
return.url is a substring of return.deployments_url
return.url is a substring of return.downloads_url
return.url is a substring of return.events_url
return.url is a substring of return.forks_url
return.url is a substring of return.git_commits_url
return.url is a substring of return.git_refs_url
return.url is a substring of return.git_tags_url
return.url is a substring of return.issue_comment_url
return.url is a substring of return.issue_events_url
return.url is a substring of return.issues_url
return.url is a substring of return.keys_url
return.url is a substring of return.labels_url
return.url is a substring of return.languages_url
return.url is a substring of return.merges_url
return.url is a substring of return.milestones_url
return.url is a substring of return.notifications_url
return.url is a substring of return.pulls_url
return.url is a substring of return.releases_url
return.url is a substring of return.stargazers_url
return.url is a substring of return.statuses_url
return.url is a substring of return.subscribers_url
return.url is a substring of return.subscription_url
return.url is a substring of return.tags_url
return.url is a substring of return.teams_url
return.url is a substring of return.trees_url
return.url is a substring of return.hooks_url","daikon.inv.unary.string.IsUrl
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.url)
(return.url, return.archive_url)
(return.url, return.assignees_url)
(return.url, return.blobs_url)
(return.url, return.branches_url)
(return.url, return.collaborators_url)
(return.url, return.comments_url)
(return.url, return.commits_url)
(return.url, return.compare_url)
(return.url, return.contents_url)
(return.url, return.contributors_url)
(return.url, return.deployments_url)
(return.url, return.downloads_url)
(return.url, return.events_url)
(return.url, return.forks_url)
(return.url, return.git_commits_url)
(return.url, return.git_refs_url)
(return.url, return.git_tags_url)
(return.url, return.issue_comment_url)
(return.url, return.issue_events_url)
(return.url, return.issues_url)
(return.url, return.keys_url)
(return.url, return.labels_url)
(return.url, return.languages_url)
(return.url, return.merges_url)
(return.url, return.milestones_url)
(return.url, return.notifications_url)
(return.url, return.pulls_url)
(return.url, return.releases_url)
(return.url, return.stargazers_url)
(return.url, return.statuses_url)
(return.url, return.subscribers_url)
(return.url, return.subscription_url)
(return.url, return.tags_url)
(return.url, return.teams_url)
(return.url, return.trees_url)
(return.url, return.hooks_url)","/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT",1.0
visibility,input.visibility == return.visibility,daikon.inv.binary.twoString.StringEqual,"(input.visibility, return.visibility)",/orgs/{org}/repos&createOrganizationRepository&201():::EXIT,1.0
