endpoint,group,description,tp
get+orgs_{org}_repos,template_repository.events_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.forks_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}",1.0
get+orgs_{org}_repos,template_repository.git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}",1.0
get+orgs_{org}_repos,template_repository.git_tags_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""}",1.0
get+orgs_{org}_repos,template_repository.git_url,"{""type"": ""string"", ""example"": ""git:github.com/octocat/Hello-World.git""}",1.0
get+orgs_{org}_repos,template_repository.has_downloads,"Whether downloads are enabled, schema: {""type"": ""boolean"", ""example"": true}",1.0
get+orgs_{org}_repos,template_repository.homepage,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.hooks_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.html_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.id,"Unique identifier of the repository, schema: {""type"": ""integer"", ""example"": 42}",1.0
get+orgs_{org}_repos,template_repository.issue_comment_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""}",1.0
get+orgs_{org}_repos,template_repository.issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}",1.0
get+orgs_{org}_repos,template_repository.issues_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""}",1.0
get+orgs_{org}_repos,template_repository.keys_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""}",1.0
get+orgs_{org}_repos,template_repository.labels_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""}",1.0
get+orgs_{org}_repos,template_repository.languages_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.merges_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}",1.0
get+orgs_{org}_repos,template_repository.mirror_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}",1.0
get+orgs_{org}_repos,template_repository.pushed_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0
get+orgs_{org}_repos,template_repository.ssh_url,"{""type"": ""string"", ""example"": ""git@github.com:octocat/Hello-World.git""}",1.0
get+orgs_{org}_repos,template_repository.stargazers_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:42Z\""""}",1.0
get+orgs_{org}_repos,template_repository.statuses_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""}",1.0
get+orgs_{org}_repos,template_repository.subscribers_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.subscription_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.svn_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.tags_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.teams_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.archive_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.assignees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.blobs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/blobs{/sha}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.branches_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.clone_url,"{""type"": ""string"", ""example"": ""https://github.com/octocat/Hello-World.git""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.comments_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/commits{/sha}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.compare_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.contents_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contents/{+path}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.contributors_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.created_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.deployments_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.downloads_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.events_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.forks_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.git_tags_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.git_url,"{""type"": ""string"", ""example"": ""git:github.com/octocat/Hello-World.git""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.has_downloads,"Whether downloads are enabled, schema: {""type"": ""boolean"", ""example"": true}",1.0
get+orgs_{org}_repos,template_repository.template_repository.homepage,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.hooks_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.html_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.id,"Unique identifier of the repository, schema: {""type"": ""integer"", ""example"": 42}",1.0
get+orgs_{org}_repos,template_repository.template_repository.issue_comment_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.issues_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.keys_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.labels_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.languages_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.merges_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.mirror_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.owner.events_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.owner.html_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.owner.id,"Unique identifier of the repository, schema: {""type"": ""integer"", ""example"": 42}",1.0
get+orgs_{org}_repos,template_repository.template_repository.owner.url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.pushed_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.ssh_url,"{""type"": ""string"", ""example"": ""git@github.com:octocat/Hello-World.git""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.stargazers_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.statuses_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.subscribers_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.subscription_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.svn_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.tags_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.teams_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.updated_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.template_repository.visibility,"The repository visibility: public, private, or internal",1.0
get+orgs_{org}_repos,template_repository.trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}",1.0
get+orgs_{org}_repos,template_repository.updated_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0
get+orgs_{org}_repos,template_repository.url,"{""type"": ""string"", ""format"": ""uri""}",1.0
get+orgs_{org}_repos,template_repository.visibility,"The repository visibility: public, private, or internal",1.0
get+orgs_{org}_repos,trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}",1.0
get+orgs_{org}_repos,updated_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0
get+orgs_{org}_repos,url,"{""type"": ""string"", ""format"": ""uri""}",1.0
