endpoint,group,response resource,attribute,description
get+orgs_{org}_repos,template_repository.template_repository.owner.url,repository,url,"{""type"": ""string"", ""format"": ""uri"", ""nullable"": true, ""example"": ""https://api.github.com/repos/octocat/Hello-World""} schema: {""type"": ""string"", ""format"": ""uri"", ""nullable"": true, ""example"": ""https://api.github.com/repos/octocat/Hello-World""}"
get+orgs_{org}_repos,template_repository.template_repository.url,repository,url,"{""type"": ""string"", ""format"": ""uri"", ""nullable"": true, ""example"": ""https://api.github.com/repos/octocat/Hello-World""} schema: {""type"": ""string"", ""format"": ""uri"", ""nullable"": true, ""example"": ""https://api.github.com/repos/octocat/Hello-World""}"
get+orgs_{org}_repos,license.url,repository,url,"{""type"": ""string"", ""format"": ""uri"", ""nullable"": true, ""example"": ""https://api.github.com/repos/octocat/Hello-World""} schema: {""type"": ""string"", ""format"": ""uri"", ""nullable"": true, ""example"": ""https://api.github.com/repos/octocat/Hello-World""}"
get+orgs_{org}_repos,template_repository.archive_url,repository,archive_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""}"
get+orgs_{org}_repos,template_repository.template_repository.archive_url,repository,archive_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""}"
get+orgs_{org}_repos,template_repository.assignees_url,repository,assignees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""}"
get+orgs_{org}_repos,template_repository.template_repository.assignees_url,repository,assignees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""}"
get+orgs_{org}_repos,template_repository.blobs_url,repository,blobs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/blobs{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/blobs{/sha}""}"
get+orgs_{org}_repos,template_repository.template_repository.blobs_url,repository,blobs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/blobs{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/blobs{/sha}""}"
get+orgs_{org}_repos,template_repository.branches_url,repository,branches_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""}"
get+orgs_{org}_repos,template_repository.template_repository.branches_url,repository,branches_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""}"
get+orgs_{org}_repos,template_repository.collaborators_url,repository,collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}"
get+orgs_{org}_repos,template_repository.template_repository.collaborators_url,repository,collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}"
get+orgs_{org}_repos,template_repository.comments_url,repository,comments_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""}"
get+orgs_{org}_repos,template_repository.template_repository.comments_url,repository,comments_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""}"
get+orgs_{org}_repos,template_repository.commits_url,repository,commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/commits{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/commits{/sha}""}"
get+orgs_{org}_repos,template_repository.template_repository.commits_url,repository,commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/commits{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/commits{/sha}""}"
get+orgs_{org}_repos,template_repository.compare_url,repository,compare_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""}"
get+orgs_{org}_repos,template_repository.template_repository.compare_url,repository,compare_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""}"
get+orgs_{org}_repos,template_repository.contents_url,repository,contents_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contents/{+path}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contents/{+path}""}"
get+orgs_{org}_repos,template_repository.template_repository.contents_url,repository,contents_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contents/{+path}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contents/{+path}""}"
get+orgs_{org}_repos,template_repository.contributors_url,repository,contributors_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contributors""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contributors""}"
get+orgs_{org}_repos,template_repository.template_repository.contributors_url,repository,contributors_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contributors""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contributors""}"
get+orgs_{org}_repos,template_repository.deployments_url,repository,deployments_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/deployments""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/deployments""}"
get+orgs_{org}_repos,template_repository.template_repository.deployments_url,repository,deployments_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/deployments""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/deployments""}"
get+orgs_{org}_repos,template_repository.downloads_url,repository,downloads_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/downloads""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/downloads""}"
get+orgs_{org}_repos,template_repository.template_repository.downloads_url,repository,downloads_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/downloads""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/downloads""}"
get+orgs_{org}_repos,template_repository.events_url,repository,events_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/events""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/events""}"
get+orgs_{org}_repos,template_repository.template_repository.owner.events_url,repository,events_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/events""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/events""}"
get+orgs_{org}_repos,template_repository.template_repository.events_url,repository,events_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/events""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/events""}"
get+orgs_{org}_repos,template_repository.forks_url,repository,forks_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/forks""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/forks""}"
get+orgs_{org}_repos,template_repository.template_repository.forks_url,repository,forks_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/forks""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/forks""}"
get+orgs_{org}_repos,template_repository.git_commits_url,repository,git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}"
get+orgs_{org}_repos,template_repository.template_repository.git_commits_url,repository,git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}"
get+orgs_{org}_repos,template_repository.git_refs_url,repository,git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}"
get+orgs_{org}_repos,template_repository.template_repository.git_refs_url,repository,git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}"
get+orgs_{org}_repos,template_repository.git_tags_url,repository,git_tags_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""}"
get+orgs_{org}_repos,template_repository.template_repository.git_tags_url,repository,git_tags_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""}"
get+orgs_{org}_repos,template_repository.git_url,repository,git_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get+orgs_{org}_repos,template_repository.template_repository.git_url,repository,git_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get+orgs_{org}_repos,template_repository.issue_comment_url,repository,issue_comment_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""}"
get+orgs_{org}_repos,template_repository.template_repository.issue_comment_url,repository,issue_comment_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""}"
get+orgs_{org}_repos,template_repository.issue_events_url,repository,issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}"
get+orgs_{org}_repos,template_repository.template_repository.issue_events_url,repository,issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}"
get+orgs_{org}_repos,template_repository.issues_url,repository,issues_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""}"
get+orgs_{org}_repos,template_repository.template_repository.issues_url,repository,issues_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""}"
get+orgs_{org}_repos,template_repository.keys_url,repository,keys_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""}"
get+orgs_{org}_repos,template_repository.template_repository.keys_url,repository,keys_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""}"
get+orgs_{org}_repos,template_repository.labels_url,repository,labels_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""}"
get+orgs_{org}_repos,template_repository.template_repository.labels_url,repository,labels_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""}"
get+orgs_{org}_repos,template_repository.languages_url,repository,languages_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/languages""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/languages""}"
get+orgs_{org}_repos,template_repository.template_repository.languages_url,repository,languages_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/languages""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/languages""}"
get+orgs_{org}_repos,template_repository.merges_url,repository,merges_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/merges""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/merges""}"
get+orgs_{org}_repos,template_repository.template_repository.merges_url,repository,merges_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/merges""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/merges""}"
get+orgs_{org}_repos,template_repository.milestones_url,repository,milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}"
get+orgs_{org}_repos,template_repository.template_repository.milestones_url,repository,milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}"
get+orgs_{org}_repos,template_repository.notifications_url,repository,notifications_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/notifications{?since,all,participating}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/notifications{?since,all,participating}""}"
get+orgs_{org}_repos,template_repository.template_repository.notifications_url,repository,notifications_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/notifications{?since,all,participating}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/notifications{?since,all,participating}""}"
get+orgs_{org}_repos,template_repository.pulls_url,repository,pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}"
get+orgs_{org}_repos,template_repository.template_repository.pulls_url,repository,pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}"
get+orgs_{org}_repos,template_repository.releases_url,repository,releases_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""}"
get+orgs_{org}_repos,template_repository.template_repository.releases_url,repository,releases_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""}"
get+orgs_{org}_repos,template_repository.ssh_url,repository,ssh_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get+orgs_{org}_repos,template_repository.template_repository.ssh_url,repository,ssh_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get+orgs_{org}_repos,template_repository.stargazers_url,repository,stargazers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/stargazers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/stargazers""}"
get+orgs_{org}_repos,template_repository.template_repository.stargazers_url,repository,stargazers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/stargazers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/stargazers""}"
get+orgs_{org}_repos,template_repository.statuses_url,repository,statuses_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""}"
get+orgs_{org}_repos,template_repository.template_repository.statuses_url,repository,statuses_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""}"
get+orgs_{org}_repos,template_repository.subscribers_url,repository,subscribers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscribers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscribers""}"
get+orgs_{org}_repos,template_repository.template_repository.subscribers_url,repository,subscribers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscribers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscribers""}"
get+orgs_{org}_repos,template_repository.subscription_url,repository,subscription_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscription""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscription""}"
get+orgs_{org}_repos,template_repository.template_repository.subscription_url,repository,subscription_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscription""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscription""}"
get+orgs_{org}_repos,template_repository.tags_url,repository,tags_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/tags""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/tags""}"
get+orgs_{org}_repos,template_repository.template_repository.tags_url,repository,tags_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/tags""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/tags""}"
get+orgs_{org}_repos,template_repository.teams_url,repository,teams_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/teams""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/teams""}"
get+orgs_{org}_repos,template_repository.template_repository.teams_url,repository,teams_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/teams""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/teams""}"
get+orgs_{org}_repos,template_repository.trees_url,repository,trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}"
get+orgs_{org}_repos,template_repository.template_repository.trees_url,repository,trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}"
get+orgs_{org}_repos,template_repository.clone_url,repository,clone_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get+orgs_{org}_repos,template_repository.template_repository.clone_url,repository,clone_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get+orgs_{org}_repos,template_repository.mirror_url,repository,mirror_url,"{""type"": ""string"", ""nullable"": true} schema: {""type"": ""string"", ""nullable"": true}"
get+orgs_{org}_repos,template_repository.template_repository.mirror_url,repository,mirror_url,"{""type"": ""string"", ""nullable"": true} schema: {""type"": ""string"", ""nullable"": true}"
get+orgs_{org}_repos,template_repository.hooks_url,repository,hooks_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/hooks""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/hooks""}"
get+orgs_{org}_repos,template_repository.template_repository.hooks_url,repository,hooks_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/hooks""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/hooks""}"
get+orgs_{org}_repos,template_repository.svn_url,repository,svn_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get+orgs_{org}_repos,template_repository.template_repository.svn_url,repository,svn_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get+orgs_{org}_repos,template_repository.pushed_at,repository,pushed_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:06:43Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:06:43Z"", ""nullable"": true}"
get+orgs_{org}_repos,template_repository.template_repository.pushed_at,repository,pushed_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:06:43Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:06:43Z"", ""nullable"": true}"
get+orgs_{org}_repos,template_repository.created_at,repository,created_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:01:12Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:01:12Z"", ""nullable"": true}"
