pptname;invariant;invariantType;variables;postmanAssertion;tp;fp;enter;bug
/youtube/v3/videos&getVideos&200&items():::EXIT;return.suggestions.editorSuggestions == return.suggestions.processingErrors;daikon.inv.binary.twoScalar.IntEqual;(return.suggestions.editorSuggestions, return.suggestions.processingErrors);pm.expect(return_suggestions_editorSuggestions).to.eql(return_suggestions_processingErrors);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.suggestions.editorSuggestions == return.suggestions.processingHints;daikon.inv.binary.twoScalar.IntEqual;(return.suggestions.editorSuggestions, return.suggestions.processingHints);pm.expect(return_suggestions_editorSuggestions).to.eql(return_suggestions_processingHints);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.suggestions.editorSuggestions == return.suggestions.processingWarnings;daikon.inv.binary.twoScalar.IntEqual;(return.suggestions.editorSuggestions, return.suggestions.processingWarnings);pm.expect(return_suggestions_editorSuggestions).to.eql(return_suggestions_processingWarnings);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.suggestions.editorSuggestions == return.topicDetails.relevantTopicIds;daikon.inv.binary.twoScalar.IntEqual;(return.suggestions.editorSuggestions, return.topicDetails.relevantTopicIds);pm.expect(return_suggestions_editorSuggestions).to.eql(return_topicDetails_relevantTopicIds);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.suggestions.editorSuggestions == return.topicDetails.topicIds;daikon.inv.binary.twoScalar.IntEqual;(return.suggestions.editorSuggestions, return.topicDetails.topicIds);pm.expect(return_suggestions_editorSuggestions).to.eql(return_topicDetails_topicIds);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;size(input.id[]) == size(return.topicDetails.topicCategories[]);daikon.inv.binary.twoScalar.IntEqual;(size(input.id[..]), size(return.topicDetails.topicCategories[..]));pm.expect(input_id_size_array).to.eql(return_topicDetails_topicCategories_size_array);0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.ageGating == null;daikon.inv.unary.scalar.OneOfScalar;(return.ageGating);pm.expect(return_ageGating).to.be.null;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;"return.contentDetails.caption one of { ""false"", ""true"" }";daikon.inv.unary.string.OneOfString;(return.contentDetails.caption);"pm.expect([""false"", ""true""].includes(return_contentDetails_caption)).to.be.true";1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.contentDetails.countryRestriction == null;daikon.inv.unary.scalar.OneOfScalar;(return.contentDetails.countryRestriction);pm.expect(return_contentDetails_countryRestriction).to.be.null;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;"return.contentDetails.definition one of { ""hd"", ""sd"" }";daikon.inv.unary.string.OneOfString;(return.contentDetails.definition);"pm.expect([""hd"", ""sd""].includes(return_contentDetails_definition)).to.be.true";1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.contentDetails.definition)==2;daikon.inv.unary.string.FixedLengthString;(return.contentDetails.definition);pm.expect(return_contentDetails_definition).to.have.length(2);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;"return.contentDetails.dimension one of { ""2d"", ""3d"" }";daikon.inv.unary.string.OneOfString;(return.contentDetails.dimension);"pm.expect([""2d"", ""3d""].includes(return_contentDetails_dimension)).to.be.true";1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.contentDetails.dimension)==2;daikon.inv.unary.string.FixedLengthString;(return.contentDetails.dimension);pm.expect(return_contentDetails_dimension).to.have.length(2);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;"return.contentDetails.projection == ""rectangular""";daikon.inv.unary.string.OneOfString;(return.contentDetails.projection);"pm.expect([""rectangular""].includes(return_contentDetails_projection)).to.be.true";0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.contentDetails.projection)==11;daikon.inv.unary.string.FixedLengthString;(return.contentDetails.projection);pm.expect(return_contentDetails_projection).to.have.length(11);0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.contentDetails.regionRestriction.allowed[] one of { [CA, IN, PH, US], [GU, MP, PR, US, VI] };daikon.inv.unary.stringsequence.OneOfStringSequence;(return.contentDetails.regionRestriction.allowed[..]);"pm.expect([[""CA"", ""IN"", ""PH"", ""US""], [""GU"", ""MP"", ""PR"", ""US"", ""VI""]].some(value => pm.expect(return_contentDetails_regionRestriction_allowed_array).to.deep.equal(value).that)).to.be.true";0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;All the elements of return.contentDetails.regionRestriction.allowed[] have LENGTH=2;daikon.inv.unary.stringsequence.SequenceFixedLengthString;(return.contentDetails.regionRestriction.allowed[..]);pm.expect(return_contentDetails_regionRestriction_allowed_array.every(element => element.length === 2)).to.be.true;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;All the elements of return.contentDetails.regionRestriction.blocked[] have LENGTH=2;daikon.inv.unary.stringsequence.SequenceFixedLengthString;(return.contentDetails.regionRestriction.blocked[..]);pm.expect(return_contentDetails_regionRestriction_blocked_array.every(element => element.length === 2)).to.be.true;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.etag)==27;daikon.inv.unary.string.FixedLengthString;(return.etag);pm.expect(return_etag).to.have.length(27);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.fileDetails == null;daikon.inv.unary.scalar.OneOfScalar;(return.fileDetails);pm.expect(return_fileDetails).to.be.null;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.fileDetails.audioStreams == null;daikon.inv.unary.scalar.OneOfScalar;(return.fileDetails.audioStreams);pm.expect(return_fileDetails_audioStreams).to.be.null;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.fileDetails.videoStreams == null;daikon.inv.unary.scalar.OneOfScalar;(return.fileDetails.videoStreams);pm.expect(return_fileDetails_videoStreams).to.be.null;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.id)==11;daikon.inv.unary.string.FixedLengthString;(return.id);pm.expect(return_id).to.have.length(11);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;"return.kind == ""youtube#video""";daikon.inv.unary.string.OneOfString;(return.kind);"pm.expect([""youtube#video""].includes(return_kind)).to.be.true";1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.kind)==13;daikon.inv.unary.string.FixedLengthString;(return.kind);pm.expect(return_kind).to.have.length(13);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;"return.liveStreamingDetails.activeLiveChatId == ""Cg0KC3dIbjFfUVZvWEdNKicKGFVDajZQY3lMdnBuSVJUXzJXX213YTlBdxILd0huMV9RVm9YR00""";daikon.inv.unary.string.OneOfString;(return.liveStreamingDetails.activeLiveChatId);"pm.expect([""Cg0KC3dIbjFfUVZvWEdNKicKGFVDajZQY3lMdnBuSVJUXzJXX213YTlBdxILd0huMV9RVm9YR00""].includes(return_liveStreamingDetails_activeLiveChatId)).to.be.true";0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.liveStreamingDetails.actualEndTime)==20;daikon.inv.unary.string.FixedLengthString;(return.liveStreamingDetails.actualEndTime);pm.expect(return_liveStreamingDetails_actualEndTime).to.have.length(20);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.liveStreamingDetails.actualEndTime is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional);daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;(return.liveStreamingDetails.actualEndTime);pm.expect(return_liveStreamingDetails_actualEndTime).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.liveStreamingDetails.actualStartTime)==20;daikon.inv.unary.string.FixedLengthString;(return.liveStreamingDetails.actualStartTime);pm.expect(return_liveStreamingDetails_actualStartTime).to.have.length(20);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.liveStreamingDetails.actualStartTime is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional);daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;(return.liveStreamingDetails.actualStartTime);pm.expect(return_liveStreamingDetails_actualStartTime).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;"return.liveStreamingDetails.concurrentViewers one of { ""302"", ""45266"" }";daikon.inv.unary.string.OneOfString;(return.liveStreamingDetails.concurrentViewers);"pm.expect([""302"", ""45266""].includes(return_liveStreamingDetails_concurrentViewers)).to.be.true";0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.liveStreamingDetails.concurrentViewers is Numeric;daikon.inv.unary.string.IsNumeric;(return.liveStreamingDetails.concurrentViewers);pm.expect(return_liveStreamingDetails_concurrentViewers).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.liveStreamingDetails.scheduledStartTime)==20;daikon.inv.unary.string.FixedLengthString;(return.liveStreamingDetails.scheduledStartTime);pm.expect(return_liveStreamingDetails_scheduledStartTime).to.have.length(20);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.liveStreamingDetails.scheduledStartTime is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional);daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;(return.liveStreamingDetails.scheduledStartTime);pm.expect(return_liveStreamingDetails_scheduledStartTime).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.monetizationDetails == null;daikon.inv.unary.scalar.OneOfScalar;(return.monetizationDetails);pm.expect(return_monetizationDetails).to.be.null;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.monetizationDetails.access == null;daikon.inv.unary.scalar.OneOfScalar;(return.monetizationDetails.access);pm.expect(return_monetizationDetails_access).to.be.null;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.player.embedHeight is Numeric;daikon.inv.unary.string.IsNumeric;(return.player.embedHeight);pm.expect(return_player_embedHeight).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.player.embedWidth is Numeric;daikon.inv.unary.string.IsNumeric;(return.player.embedWidth);pm.expect(return_player_embedWidth).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.processingDetails == null;daikon.inv.unary.scalar.OneOfScalar;(return.processingDetails);pm.expect(return_processingDetails).to.be.null;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.processingDetails.processingProgress == null;daikon.inv.unary.scalar.OneOfScalar;(return.processingDetails.processingProgress);pm.expect(return_processingDetails_processingProgress).to.be.null;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.projectDetails == null;daikon.inv.unary.scalar.OneOfScalar;(return.projectDetails);pm.expect(return_projectDetails).to.be.null;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.recordingDetails.location.altitude == 0.0;daikon.inv.unary.scalar.OneOfFloat;(return.recordingDetails.location.altitude);pm.expect([0.0, 0.0, 0.0].includes(return_recordingDetails_location_altitude)).to.be.true;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.recordingDetails.location.latitude == 26.4520248;daikon.inv.unary.scalar.OneOfFloat;(return.recordingDetails.location.latitude);pm.expect([26.4520248, 0.0, 0.0].includes(return_recordingDetails_location_latitude)).to.be.true;0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.recordingDetails.location.longitude == -81.948145;daikon.inv.unary.scalar.OneOfFloat;(return.recordingDetails.location.longitude);pm.expect([-81.948145, 0.0, 0.0].includes(return_recordingDetails_location_longitude)).to.be.true;0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;"return.recordingDetails.locationDescription == ""Fort Myers Beach""";daikon.inv.unary.string.OneOfString;(return.recordingDetails.locationDescription);"pm.expect([""Fort Myers Beach""].includes(return_recordingDetails_locationDescription)).to.be.true";0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;"return.recordingDetails.recordingDate == ""2022-10-01T00:00:00Z""";daikon.inv.unary.string.OneOfString;(return.recordingDetails.recordingDate);"pm.expect([""2022-10-01T00:00:00Z""].includes(return_recordingDetails_recordingDate)).to.be.true";0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.categoryId is Numeric;daikon.inv.unary.string.IsNumeric;(return.snippet.categoryId);pm.expect(return_snippet_categoryId).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.snippet.channelId)==24;daikon.inv.unary.string.FixedLengthString;(return.snippet.channelId);pm.expect(return_snippet_channelId).to.have.length(24);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;"return.snippet.defaultLanguage one of { ""en"", ""es"", ""ko"" }";daikon.inv.unary.string.OneOfString;(return.snippet.defaultLanguage);"pm.expect([""en"", ""es"", ""ko""].includes(return_snippet_defaultLanguage)).to.be.true";0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.snippet.defaultLanguage)==2;daikon.inv.unary.string.FixedLengthString;(return.snippet.defaultLanguage);pm.expect(return_snippet_defaultLanguage).to.have.length(2);0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;"return.snippet.liveBroadcastContent == ""none""";daikon.inv.unary.string.OneOfString;(return.snippet.liveBroadcastContent);"pm.expect([""none""].includes(return_snippet_liveBroadcastContent)).to.be.true";0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.snippet.liveBroadcastContent)==4;daikon.inv.unary.string.FixedLengthString;(return.snippet.liveBroadcastContent);pm.expect(return_snippet_liveBroadcastContent).to.have.length(4);0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.snippet.publishedAt)==20;daikon.inv.unary.string.FixedLengthString;(return.snippet.publishedAt);pm.expect(return_snippet_publishedAt).to.have.length(20);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.publishedAt is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional);daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm;(return.snippet.publishedAt);pm.expect(return_snippet_publishedAt).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.default.height == 90;daikon.inv.unary.scalar.OneOfScalar;(return.snippet.thumbnails.default.height);pm.expect([90].includes(return_snippet_thumbnails_default_height)).to.be.true;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.snippet.thumbnails.default.url)==46;daikon.inv.unary.string.FixedLengthString;(return.snippet.thumbnails.default.url);pm.expect(return_snippet_thumbnails_default_url).to.have.length(46);0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.default.url is Url;daikon.inv.unary.string.IsUrl;(return.snippet.thumbnails.default.url);pm.expect(return_snippet_thumbnails_default_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.default.width == 120;daikon.inv.unary.scalar.OneOfScalar;(return.snippet.thumbnails.default.width);pm.expect([120].includes(return_snippet_thumbnails_default_width)).to.be.true;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.high.height == 360;daikon.inv.unary.scalar.OneOfScalar;(return.snippet.thumbnails.high.height);pm.expect([360].includes(return_snippet_thumbnails_high_height)).to.be.true;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.snippet.thumbnails.high.url)==48;daikon.inv.unary.string.FixedLengthString;(return.snippet.thumbnails.high.url);pm.expect(return_snippet_thumbnails_high_url).to.have.length(48);0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.high.url is Url;daikon.inv.unary.string.IsUrl;(return.snippet.thumbnails.high.url);pm.expect(return_snippet_thumbnails_high_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.high.width == 480;daikon.inv.unary.scalar.OneOfScalar;(return.snippet.thumbnails.high.width);pm.expect([480].includes(return_snippet_thumbnails_high_width)).to.be.true;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.maxres.height == 720;daikon.inv.unary.scalar.OneOfScalar;(return.snippet.thumbnails.maxres.height);pm.expect([720].includes(return_snippet_thumbnails_maxres_height)).to.be.true;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.snippet.thumbnails.maxres.url)==52;daikon.inv.unary.string.FixedLengthString;(return.snippet.thumbnails.maxres.url);pm.expect(return_snippet_thumbnails_maxres_url).to.have.length(52);0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.maxres.url is Url;daikon.inv.unary.string.IsUrl;(return.snippet.thumbnails.maxres.url);pm.expect(return_snippet_thumbnails_maxres_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.maxres.width == 1280;daikon.inv.unary.scalar.OneOfScalar;(return.snippet.thumbnails.maxres.width);pm.expect([1280].includes(return_snippet_thumbnails_maxres_width)).to.be.true;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.medium.height == 180;daikon.inv.unary.scalar.OneOfScalar;(return.snippet.thumbnails.medium.height);pm.expect([180].includes(return_snippet_thumbnails_medium_height)).to.be.true;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.snippet.thumbnails.medium.url)==48;daikon.inv.unary.string.FixedLengthString;(return.snippet.thumbnails.medium.url);pm.expect(return_snippet_thumbnails_medium_url).to.have.length(48);0;1;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.medium.url is Url;daikon.inv.unary.string.IsUrl;(return.snippet.thumbnails.medium.url);pm.expect(return_snippet_thumbnails_medium_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.medium.width == 320;daikon.inv.unary.scalar.OneOfScalar;(return.snippet.thumbnails.medium.width);pm.expect([320].includes(return_snippet_thumbnails_medium_width)).to.be.true;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;return.snippet.thumbnails.standard.height == 480;daikon.inv.unary.scalar.OneOfScalar;(return.snippet.thumbnails.standard.height);pm.expect([480].includes(return_snippet_thumbnails_standard_height)).to.be.true;1;0;0;0
/youtube/v3/videos&getVideos&200&items():::EXIT;LENGTH(return.snippet.thumbnails.standard.url)==48;daikon.inv.unary.string.FixedLengthString;(return.snippet.thumbnails.standard.url);pm.expect(return_snippet_thumbnails_standard_url).to.have.length(48);0;1;0;0
