endpoint,group,response resource,attribute,description,tp
get+shopping_hotel-offers,data.offers.price.taxes.currency,Tax,currency,Defines a monetary unit. It is a three alpha code (iata code,1
get+shopping_hotel-offers,data.offers.rateCode,HotelOffer,rateCode,Special Rate - Provider Response Code (3 chars,1
get+shopping_hotel-offers,data.offers.price.variations.average.sellingTotal,Price,sellingTotal,sellingTotal = Total + margins + markup + totalFees - discounts,1
get+shopping_hotel-offers,data.offers.category,HotelOffer,category,"Special Rate Category
Examples:
  ASSOCIATION
  FAMILY_PLAN, schema: {""type"": ""string"", ""example"": ""FAMILY_PLAN""}",1
get+shopping_hotel-offers,data.offers.policies.cancellation.deadline,HotelProduct_CancellationPolicy,deadline,"Represents the deadline after which the penalty applies. DateTime is in ISO 8601 [https://www.w3.org/TR/NOTE-datetime].
Example: 2010-08-14T12:00:00+01:00
Example: 2010-08-14T12:00:00Z
Example: 2010-08-14T12:00:00-01:00
The value is expressed in the hotel local time zone, with the added time zone difference. So you can compute the deadline in UTC(GMT",0
get+shopping_hotel-offers,data.offers.checkOutDate,HotelOffer,checkOutDate,check-out date of the stay (hotel local date,1
get+shopping_hotel-offers,data.offers.price.variations.changes.sellingTotal,HotelProduct_PriceVariation,sellingTotal,sellingTotal = Total + margins + markup + totalFees - discounts,1
get+shopping_hotel-offers,data.offers.price.variations.average.currency,Price,currency,currency Code apply to all elements of the price,1
get+shopping_hotel-offers,data.offers.policies.cancellation.percentage,HotelProduct_CancellationPolicy,percentage,Percentage of the total stay amount to be paid in case of cancellation. Value is between 0 and 100,1
get+shopping_hotel-offers,data.offers.policies.deposit.deadline,HotelProduct_DepositPolicy,deadline,"The date and time of the deadline in ISO 8601[https://www.w3.org/TR/NOTE-datetime]. 
 Example: 2010-08-14T13:00:00
 Please note that this value is expressed in the hotels local time zone",0
get+shopping_hotel-offers,data.offers.policies.prepay.deadline,HotelProduct_DepositPolicy,deadline,"The date and time of the deadline in ISO 8601[https://www.w3.org/TR/NOTE-datetime]. 
 Example: 2010-08-14T13:00:00
 Please note that this value is expressed in the hotels local time zone",0
get+shopping_hotel-offers,data.offers.id,HotelOffer,id,"Unique identifier of this offer. Might be valid for a temporary period only, schema: {""type"": ""string"", ""minLength"": 2, ""maxLength"": 100}",1
get+shopping_hotel-offers,data.offers.price.variations.changes.currency,HotelProduct_PriceVariation,currency,currency Code apply to all elements of the price,1
get+shopping_hotel-offers,data.offers.price.sellingTotal,HotelProduct_HotelPrice,sellingTotal,sellingTotal = Total + margins + markup + totalFees - discounts,1
get+shopping_hotel-offers,data.offers.policies.checkInOut.checkIn,HotelProduct_CheckInOutPolicy,checkIn,"Check-in From time limit in ISO-8601 format [http://www.w3.org/TR/xmlschema-2/#time], schema: {""type"": ""string"", ""example"": ""13:00:00""}",1
get+shopping_hotel-offers,data.offers.policies.checkInOut.checkOut,HotelProduct_CheckInOutPolicy,checkOut,"Check-out Until time limit in ISO-8601 format [http://www.w3.org/TR/xmlschema-2/#time], schema: {""type"": ""string"", ""example"": ""11:00:00""}",1
get+shopping_hotel-offers,data.offers.commission.percentage,HotelProduct_Commission,percentage,Percentage of the commission paid to the travel seller. Value is between 0 and 100,1
