operation,response resource,attribute,group,description,tp
get-/orgs/{org}/repos,repository,assignees_url,template_repository.assignees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""}",1
get-/orgs/{org}/repos,repository,assignees_url,template_repository.template_repository.assignees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""}",1
get-/orgs/{org}/repos,minimal-repository,deployments_url,deployments_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,releases_url,template_repository.releases_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""}",1
get-/orgs/{org}/repos,repository,releases_url,template_repository.template_repository.releases_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""}",1
get-/orgs/{org}/repos,minimal-repository,issue_events_url,issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}",1
get-/orgs/{org}/repos,repository,deployments_url,template_repository.deployments_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,deployments_url,template_repository.template_repository.deployments_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,minimal-repository,git_commits_url,git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}",1
get-/orgs/{org}/repos,repository,events_url,template_repository.events_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,events_url,template_repository.template_repository.owner.events_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,events_url,template_repository.template_repository.events_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,stargazers_url,template_repository.stargazers_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,stargazers_url,template_repository.template_repository.stargazers_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,teams_url,template_repository.teams_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,teams_url,template_repository.template_repository.teams_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,minimal-repository,git_refs_url,git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}",1
get-/orgs/{org}/repos,repository,contributors_url,template_repository.contributors_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,contributors_url,template_repository.template_repository.contributors_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,minimal-repository,languages_url,languages_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,simple-user,following_url,owner.following_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/following{/other_user}""}",1
get-/orgs/{org}/repos,repository,id,template_repository.id,"Unique identifier of the repository, schema: {""type"": ""integer"", ""example"": 42}",0
get-/orgs/{org}/repos,repository,id,template_repository.template_repository.id,"Unique identifier of the repository, schema: {""type"": ""integer"", ""example"": 42}",0
get-/orgs/{org}/repos,repository,id,template_repository.template_repository.owner.id,"Unique identifier of the repository, schema: {""type"": ""integer"", ""example"": 42}",0
get-/orgs/{org}/repos,minimal-repository,commits_url,commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/commits{/sha}""}",1
get-/orgs/{org}/repos,minimal-repository,html_url,html_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,milestones_url,template_repository.milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}",1
get-/orgs/{org}/repos,repository,milestones_url,template_repository.template_repository.milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}",1
get-/orgs/{org}/repos,repository,git_refs_url,template_repository.git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}",1
get-/orgs/{org}/repos,repository,git_refs_url,template_repository.template_repository.git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}",1
get-/orgs/{org}/repos,repository,compare_url,template_repository.compare_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""}",1
get-/orgs/{org}/repos,repository,compare_url,template_repository.template_repository.compare_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""}",1
get-/orgs/{org}/repos,minimal-repository,subscribers_url,subscribers_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,trees_url,template_repository.trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}",1
get-/orgs/{org}/repos,repository,trees_url,template_repository.template_repository.trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}",1
get-/orgs/{org}/repos,repository,html_url,template_repository.html_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,html_url,template_repository.template_repository.owner.html_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,html_url,template_repository.template_repository.html_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,minimal-repository,stargazers_url,stargazers_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,simple-user,repos_url,owner.repos_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,minimal-repository,contributors_url,contributors_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,simple-user,avatar_url,owner.avatar_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,archive_url,template_repository.archive_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""}",1
get-/orgs/{org}/repos,repository,archive_url,template_repository.template_repository.archive_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""}",1
get-/orgs/{org}/repos,repository,issue_comment_url,template_repository.issue_comment_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""}",1
get-/orgs/{org}/repos,repository,issue_comment_url,template_repository.template_repository.issue_comment_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""}",1
get-/orgs/{org}/repos,repository,issue_events_url,template_repository.issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}",1
get-/orgs/{org}/repos,repository,issue_events_url,template_repository.template_repository.issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}",1
get-/orgs/{org}/repos,repository,hooks_url,template_repository.hooks_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,hooks_url,template_repository.template_repository.hooks_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,simple-user,subscriptions_url,owner.subscriptions_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,minimal-repository,merges_url,merges_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,git_commits_url,template_repository.git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}",1
get-/orgs/{org}/repos,repository,git_commits_url,template_repository.template_repository.git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}",1
get-/orgs/{org}/repos,simple-user,gists_url,owner.gists_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/gists{/gist_id}""}",1
get-/orgs/{org}/repos,minimal-repository,subscription_url,subscription_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,minimal-repository,milestones_url,milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}",1
get-/orgs/{org}/repos,repository,subscription_url,template_repository.subscription_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,subscription_url,template_repository.template_repository.subscription_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,minimal-repository,branches_url,branches_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""}",1
get-/orgs/{org}/repos,minimal-repository,trees_url,trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}",1
get-/orgs/{org}/repos,minimal-repository,statuses_url,statuses_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""}",1
get-/orgs/{org}/repos,repository,merges_url,template_repository.merges_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,repository,merges_url,template_repository.template_repository.merges_url,"{""type"": ""string"", ""format"": ""uri""}",1
get-/orgs/{org}/repos,minimal-repository,pulls_url,pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}",1
get-/orgs/{org}/repos,repository,ssh_url,template_repository.ssh_url,"{""type"": ""string"", ""example"": ""git@github.com:octocat/Hello-World.git""}",1
get-/orgs/{org}/repos,repository,ssh_url,template_repository.template_repository.ssh_url,"{""type"": ""string"", ""example"": ""git@github.com:octocat/Hello-World.git""}",1
get-/orgs/{org}/repos,repository,collaborators_url,template_repository.collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}",1
get-/orgs/{org}/repos,repository,collaborators_url,template_repository.template_repository.collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}",1
get-/orgs/{org}/repos,simple-user,events_url,owner.events_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""}",1
get-/orgs/{org}/repos,minimal-repository,collaborators_url,collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}",1
get-/orgs/{org}/repos,minimal-repository,comments_url,comments_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""}",1
get-/orgs/{org}/repos,repository,comments_url,template_repository.comments_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""}",1
get-/orgs/{org}/repos,repository,comments_url,template_repository.template_repository.comments_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""}",1
get-/orgs/{org}/repos,repository,pulls_url,template_repository.pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}",1
get-/orgs/{org}/repos,repository,pulls_url,template_repository.template_repository.pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}",1
