endpoint,group,invariant,invariantType,variables,postmanAssertion,pptname
get+projects,permissions.project_access.notification_level,"return.permissions.project_access.notification_level == return.permissions.group_access.notification_level
return.permissions.project_access.notification_level == 3","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(return.permissions.project_access.notification_level, return.permissions.group_access.notification_level)
(return.permissions.project_access.notification_level)","pm.expect(return_permissions_project_access_notification_level).to.eql(return_permissions_group_access_notification_level)
pm.expect([3].includes(return_permissions_project_access_notification_level)).to.be.true","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT"
get+projects,repository_storage,"return.repository_storage == ""default""
LENGTH(return.repository_storage)==7","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.repository_storage)
(return.repository_storage)","pm.expect([""default""].includes(return_repository_storage)).to.be.true
pm.expect(return_repository_storage).to.have.length(7)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT"
get+projects,runners_token,LENGTH(return.runners_token)==29,daikon.inv.unary.string.FixedLengthString,(return.runners_token),pm.expect(return_runners_token).to.have.length(29),/projects&/projects&get&200():::EXIT
get+projects,ssh_url_to_repo,return.path_with_namespace is a substring of return.ssh_url_to_repo,daikon.inv.binary.twoString.StdString$SubString,"(return.ssh_url_to_repo, return.path_with_namespace)",pm.expect(return_ssh_url_to_repo.includes(return_path_with_namespace)).to.be.true,/projects&/projects&get&200():::EXIT
get+projects,star_count,return.star_count >= 0,daikon.inv.unary.scalar.LowerBound,(return.star_count),pm.expect(return_star_count).to.be.at.least(0),/projects&/projects&get&200():::EXIT
get+projects,statistics.commit_count,return.statistics.commit_count >= 0,daikon.inv.unary.scalar.LowerBound,(return.statistics.commit_count),pm.expect(return_statistics_commit_count).to.be.at.least(0),/projects&/projects&get&200():::EXIT
get+projects,statistics.repository_size,"return.statistics.repository_size >= 0
return.statistics.repository_size >= return.statistics.lfs_objects_size","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.statistics.repository_size)
(return.statistics.repository_size, return.statistics.lfs_objects_size)","pm.expect(return_statistics_repository_size).to.be.at.least(0)
pm.expect(return_statistics_repository_size).to.be.at.least(return_statistics_lfs_objects_size)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT"
get+projects,statistics.storage_size,"return.statistics.storage_size >= 0
return.statistics.storage_size >= return.statistics.repository_size
return.statistics.storage_size >= return.statistics.wiki_size
return.statistics.storage_size >= return.statistics.lfs_objects_size","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.statistics.storage_size)
(return.statistics.storage_size, return.statistics.repository_size)
(return.statistics.storage_size, return.statistics.wiki_size)
(return.statistics.storage_size, return.statistics.lfs_objects_size)","pm.expect(return_statistics_storage_size).to.be.at.least(0)
pm.expect(return_statistics_storage_size).to.be.at.least(return_statistics_repository_size)
pm.expect(return_statistics_storage_size).to.be.at.least(return_statistics_wiki_size)
pm.expect(return_statistics_storage_size).to.be.at.least(return_statistics_lfs_objects_size)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT"
get+projects,visibility,"input.visibility == return.visibility
return.visibility one of { ""internal"", ""private"", ""public"" }","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString","(input.visibility, return.visibility)
(return.visibility)","pm.expect(input_visibility).to.eql(return_visibility)
pm.expect([""internal"", ""private"", ""public""].includes(return_visibility)).to.be.true","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT"
get+projects,web_url,"return.web_url is a substring of return.readme_url
return.path_with_namespace is a substring of return.web_url","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.web_url, return.readme_url)
(return.web_url, return.path_with_namespace)","pm.expect(return_readme_url.includes(return_web_url)).to.be.true
pm.expect(return_web_url.includes(return_path_with_namespace)).to.be.true","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT"
get+projects_{id}_repository_commits,array,size(return.array[]) == 20,daikon.inv.unary.scalar.OneOfScalar,(size(return.array[..])),pm.expect([20].includes(return_array_size_array)).to.be.true,/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200%array():::EXIT
get+projects_{id}_repository_commits,authored_date,"LENGTH(return.authored_date)==29
return.authored_date is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.authored_date)
(return.authored_date)","pm.expect(return_authored_date).to.have.length(29)
pm.expect(return_authored_date).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT
/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT"
get+projects_{id}_repository_commits,created_at,"LENGTH(return.created_at)==29
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","pm.expect(return_created_at).to.have.length(29)
pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT
/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT"
get+projects_{id}_repository_commits,id,"LENGTH(return.id)==40
return.short_id is a substring of return.id","daikon.inv.unary.string.FixedLengthString
daikon.inv.binary.twoString.StdString$SubString","(return.id)
(return.id, return.short_id)","pm.expect(return_id).to.have.length(40)
pm.expect(return_id.includes(return_short_id)).to.be.true","/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT
/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT"
get+projects_{id}_repository_commits,message,return.title is a substring of return.message,daikon.inv.binary.twoString.StdString$SubString,"(return.message, return.title)",pm.expect(return_message.includes(return_title)).to.be.true,/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT
get+projects_{id}_repository_commits,parent_ids,"All the elements of return.parent_ids[] have LENGTH=40
size(return.parent_ids[]) one of { 1, 2 }","daikon.inv.unary.stringsequence.SequenceFixedLengthString
daikon.inv.unary.scalar.OneOfScalar","(return.parent_ids[..])
(size(return.parent_ids[..]))","pm.expect(return_parent_ids_array.every(element => element.length === 40)).to.be.true
pm.expect([1, 2, 0].includes(return_parent_ids_size_array)).to.be.true","/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT
/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT"
get+projects_{id}_repository_commits,short_id,LENGTH(return.short_id)==8,daikon.inv.unary.string.FixedLengthString,(return.short_id),pm.expect(return_short_id).to.have.length(8),/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT
get+projects_{id}_repository_commits_{sha}_comments,author.avatar_url,"LENGTH(return.author.avatar_url)==113
return.author.avatar_url is Url","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.author.avatar_url)
(return.author.avatar_url)","pm.expect(return_author_avatar_url).to.have.length(113)
pm.expect(return_author_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)","/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT"
get+projects_{id}_repository_commits_{sha}_comments,author.id,return.author.id >= 1,daikon.inv.unary.scalar.LowerBound,(return.author.id),pm.expect(return_author_id).to.be.at.least(1),/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT
get+projects_{id}_repository_commits_{sha}_comments,author.state,"return.author.state == ""active""
LENGTH(return.author.state)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.author.state)
(return.author.state)","pm.expect([""active""].includes(return_author_state)).to.be.true
pm.expect(return_author_state).to.have.length(6)","/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT"
get+projects_{id}_repository_commits_{sha}_comments,author.web_url,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",pm.expect(return_author_web_url.includes(return_author_username)).to.be.true,/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT
get+projects_{id}_repository_commits_{sha}_comments,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","pm.expect(return_created_at).to.have.length(24)
pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT"
get+projects_{id}_repository_commits_{sha}_merge_requests,author.state,"return.author.state one of { ""active"", ""blocked"" }",daikon.inv.unary.string.OneOfString,(return.author.state),"pm.expect([""active"", ""blocked""].includes(return_author_state)).to.be.true",/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
get+projects_{id}_repository_commits_{sha}_merge_requests,author.web_url,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",pm.expect(return_author_web_url.includes(return_author_username)).to.be.true,/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
get+projects_{id}_repository_commits_{sha}_merge_requests,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","pm.expect(return_created_at).to.have.length(24)
pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT"
get+projects_{id}_repository_commits_{sha}_merge_requests,discussion_locked,"return.discussion_locked == ""true""
LENGTH(return.discussion_locked)==4","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.discussion_locked)
(return.discussion_locked)","pm.expect([""true""].includes(return_discussion_locked)).to.be.true
pm.expect(return_discussion_locked).to.have.length(4)","/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT"
get+projects_{id}_repository_commits_{sha}_merge_requests,downvotes,"return.downvotes == return.time_stats.total_time_spent
return.downvotes == 0
return.downvotes <= return.user_notes_count
return.downvotes <= return.time_stats.time_estimate
return.downvotes <= size(return.labels[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.downvotes, return.time_stats.total_time_spent)
(return.downvotes)
(return.downvotes, return.user_notes_count)
(return.downvotes, return.time_stats.time_estimate)
(return.downvotes, size(return.labels[..]))","pm.expect(return_downvotes).to.eql(return_time_stats_total_time_spent)
pm.expect([0].includes(return_downvotes)).to.be.true
pm.expect(return_downvotes).to.be.lte(return_user_notes_count)
pm.expect(return_downvotes).to.be.lte(return_time_stats_time_estimate)
pm.expect(return_downvotes).to.be.lte(return_labels_size_array)","/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT"
get+projects_{id}_repository_commits_{sha}_merge_requests,id,"return.id > return.project_id
return.id > return.author.id
return.id > return.source_project_id","daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan","(return.id, return.project_id)
(return.id, return.author.id)
(return.id, return.source_project_id)","pm.expect(return_id).to.be.greaterThan(return_project_id)
pm.expect(return_id).to.be.greaterThan(return_author_id)
pm.expect(return_id).to.be.greaterThan(return_source_project_id)","/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT"
get+projects_{id}_repository_commits_{sha}_merge_requests,iid,"return.iid < return.author.id
return.iid > size(return.labels[])","daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntGreaterThan","(return.iid, return.author.id)
(return.iid, size(return.labels[..]))","pm.expect(return_iid).to.be.lessThan(return_author_id)
pm.expect(return_iid).to.be.greaterThan(return_labels_size_array)","/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT"
get+projects_{id}_repository_commits_{sha}_merge_requests,merge_commit_sha,LENGTH(return.merge_commit_sha)==40,daikon.inv.unary.string.FixedLengthString,(return.merge_commit_sha),pm.expect(return_merge_commit_sha).to.have.length(40),/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
get+projects_{id}_repository_commits_{sha}_merge_requests,merge_status,"return.merge_status one of { ""can_be_merged"", ""cannot_be_merged"", ""cannot_be_merged_recheck"" }",daikon.inv.unary.string.OneOfString,(return.merge_status),"pm.expect([""can_be_merged"", ""cannot_be_merged"", ""cannot_be_merged_recheck""].includes(return_merge_status)).to.be.true",/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
