pptname,invariant,invariantType,variables,postmanAssertion,endpoint,tp,fp,enter,invariantDescription,Unnamed: 10,group,api
/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT,return.title is a substring of return.message,daikon.inv.binary.twoString.StdString$SubString,"(return.message, return.title)",pm.expect(return_message.includes(return_title)).to.be.true,get+projects_{id}_repository_commits,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,message,GitLab Commit API
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT,LENGTH(return.author.avatar_url)==113,daikon.inv.unary.string.FixedLengthString,(return.author.avatar_url),pm.expect(return_author_avatar_url).to.have.length(113),get+projects_{id}_repository_commits_{sha}_comments,,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,author.avatar_url,GitLab Commit API
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT,return.author.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.author.avatar_url),"pm.expect(return_author_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",get+projects_{id}_repository_commits_{sha}_comments,1.0,,,Indicates that the value of a string variable is always a URL. Represented as x is Url.,,author.avatar_url,GitLab Commit API
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT,"return.author.state == ""active""",daikon.inv.unary.string.OneOfString,(return.author.state),"pm.expect([""active""].includes(return_author_state)).to.be.true",get+projects_{id}_repository_commits_{sha}_comments,1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,author.state,GitLab Commit API
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT,LENGTH(return.author.state)==6,daikon.inv.unary.string.FixedLengthString,(return.author.state),pm.expect(return_author_state).to.have.length(6),get+projects_{id}_repository_commits_{sha}_comments,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,author.state,GitLab Commit API
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT,return.author.id >= 1,daikon.inv.unary.scalar.LowerBound,(return.author.id),pm.expect(return_author_id).to.be.at.least(1),get+projects_{id}_repository_commits_{sha}_comments,1.0,,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,author.id,GitLab Commit API
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT,LENGTH(return.created_at)==24,daikon.inv.unary.string.FixedLengthString,(return.created_at),pm.expect(return_created_at).to.have.length(24),get+projects_{id}_repository_commits_{sha}_comments,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,created_at,GitLab Commit API
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT,return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.created_at),"pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+projects_{id}_repository_commits_{sha}_comments,1.0,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,created_at,GitLab Commit API
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",pm.expect(return_author_web_url.includes(return_author_username)).to.be.true,get+projects_{id}_repository_commits_{sha}_comments,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,author.web_url,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200%array():::EXIT,size(return.array[]) >= 2,daikon.inv.unary.scalar.LowerBound,(size(return.array[..])),pm.expect(return_array_size_array).to.be.at.least(2),get+projects_{id}_repository_commits_{sha}_merge_requests,,1.0,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,array,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.project_id == return.target_project_id,daikon.inv.binary.twoScalar.IntEqual,"(return.project_id, return.target_project_id)",pm.expect(return_project_id).to.eql(return_target_project_id),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,project_id,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.downvotes == return.time_stats.total_time_spent,daikon.inv.binary.twoScalar.IntEqual,"(return.downvotes, return.time_stats.total_time_spent)",pm.expect(return_downvotes).to.eql(return_time_stats_total_time_spent),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents an invariant of == between two long scalars. Prints as x == y.,,downvotes,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,"return.state one of { ""closed"", ""merged"", ""opened"" }",daikon.inv.unary.string.OneOfString,(return.state),"pm.expect([""closed"", ""merged"", ""opened""].includes(return_state)).to.be.true",get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,state,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,LENGTH(return.state)==6,daikon.inv.unary.string.FixedLengthString,(return.state),pm.expect(return_state).to.have.length(6),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,state,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,LENGTH(return.created_at)==24,daikon.inv.unary.string.FixedLengthString,(return.created_at),pm.expect(return_created_at).to.have.length(24),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,created_at,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.created_at),"pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,created_at,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,LENGTH(return.updated_at)==24,daikon.inv.unary.string.FixedLengthString,(return.updated_at),pm.expect(return_updated_at).to.have.length(24),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,updated_at,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.updated_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.updated_at),"pm.expect(return_updated_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,updated_at,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,"return.upvotes one of { 0, 1, 2 }",daikon.inv.unary.scalar.OneOfScalar,(return.upvotes),"pm.expect([0, 1, 2].includes(return_upvotes)).to.be.true",get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,upvotes,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.downvotes == 0,daikon.inv.unary.scalar.OneOfScalar,(return.downvotes),pm.expect([0].includes(return_downvotes)).to.be.true,get+projects_{id}_repository_commits_{sha}_merge_requests,,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,downvotes,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,"return.author.state one of { ""active"", ""blocked"" }",daikon.inv.unary.string.OneOfString,(return.author.state),"pm.expect([""active"", ""blocked""].includes(return_author_state)).to.be.true",get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,author.state,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,"return.merge_when_pipeline_succeeds one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(return.merge_when_pipeline_succeeds),"pm.expect([0, 1, 0].includes(return_merge_when_pipeline_succeeds)).to.be.true",get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,merge_when_pipeline_succeeds,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,"return.merge_status one of { ""can_be_merged"", ""cannot_be_merged"", ""cannot_be_merged_recheck"" }",daikon.inv.unary.string.OneOfString,(return.merge_status),"pm.expect([""can_be_merged"", ""cannot_be_merged"", ""cannot_be_merged_recheck""].includes(return_merge_status)).to.be.true",get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,merge_status,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,LENGTH(return.sha)==40,daikon.inv.unary.string.FixedLengthString,(return.sha),pm.expect(return_sha).to.have.length(40),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,sha,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,LENGTH(return.merge_commit_sha)==40,daikon.inv.unary.string.FixedLengthString,(return.merge_commit_sha),pm.expect(return_merge_commit_sha).to.have.length(40),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,merge_commit_sha,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,LENGTH(return.squash_commit_sha)==40,daikon.inv.unary.string.FixedLengthString,(return.squash_commit_sha),pm.expect(return_squash_commit_sha).to.have.length(40),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,squash_commit_sha,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.user_notes_count >= 0,daikon.inv.unary.scalar.LowerBound,(return.user_notes_count),pm.expect(return_user_notes_count).to.be.at.least(0),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,user_notes_count,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,"return.discussion_locked == ""true""",daikon.inv.unary.string.OneOfString,(return.discussion_locked),"pm.expect([""true""].includes(return_discussion_locked)).to.be.true",get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,discussion_locked,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,LENGTH(return.discussion_locked)==4,daikon.inv.unary.string.FixedLengthString,(return.discussion_locked),pm.expect(return_discussion_locked).to.have.length(4),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,discussion_locked,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,"return.should_remove_source_branch one of { ""false"", ""true"" }",daikon.inv.unary.string.OneOfString,(return.should_remove_source_branch),"pm.expect([""false"", ""true""].includes(return_should_remove_source_branch)).to.be.true",get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,should_remove_source_branch,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,"return.time_stats.time_estimate one of { 0, 57600 }",daikon.inv.unary.scalar.OneOfScalar,(return.time_stats.time_estimate),"pm.expect([0, 57600, 0].includes(return_time_stats_time_estimate)).to.be.true",get+projects_{id}_repository_commits_{sha}_merge_requests,,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,time_stats.time_estimate,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,"return.time_stats.human_time_estimate == ""16h""",daikon.inv.unary.string.OneOfString,(return.time_stats.human_time_estimate),"pm.expect([""16h""].includes(return_time_stats_human_time_estimate)).to.be.true",get+projects_{id}_repository_commits_{sha}_merge_requests,,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,time_stats.human_time_estimate,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.id > return.project_id,daikon.inv.binary.twoScalar.IntGreaterThan,"(return.id, return.project_id)",pm.expect(return_id).to.be.greaterThan(return_project_id),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents an invariant of > between two long scalars. Prints as x > y.,,id,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.id > return.author.id,daikon.inv.binary.twoScalar.IntGreaterThan,"(return.id, return.author.id)",pm.expect(return_id).to.be.greaterThan(return_author_id),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents an invariant of > between two long scalars. Prints as x > y.,,id,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.id > return.source_project_id,daikon.inv.binary.twoScalar.IntGreaterThan,"(return.id, return.source_project_id)",pm.expect(return_id).to.be.greaterThan(return_source_project_id),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents an invariant of > between two long scalars. Prints as x > y.,,id,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.iid < return.author.id,daikon.inv.binary.twoScalar.IntLessThan,"(return.iid, return.author.id)",pm.expect(return_iid).to.be.lessThan(return_author_id),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents an invariant of < between two long scalars. Prints as x < y.,,iid,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.iid > size(return.labels[]),daikon.inv.binary.twoScalar.IntGreaterThan,"(return.iid, size(return.labels[..]))",pm.expect(return_iid).to.be.greaterThan(return_labels_size_array),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents an invariant of > between two long scalars. Prints as x > y.,,iid,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.project_id <= return.source_project_id,daikon.inv.binary.twoScalar.IntLessEqual,"(return.project_id, return.source_project_id)",pm.expect(return_project_id).to.be.lte(return_source_project_id),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,project_id,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.upvotes >= return.downvotes,daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.upvotes, return.downvotes)",pm.expect(return_upvotes).to.be.at.least(return_downvotes),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,upvotes,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.downvotes <= return.merge_when_pipeline_succeeds,daikon.inv.binary.twoScalar.IntLessEqual,"(return.downvotes, return.merge_when_pipeline_succeeds)",pm.expect(return_downvotes).to.be.lte(return_merge_when_pipeline_succeeds),get+projects_{id}_repository_commits_{sha}_merge_requests,,1.0,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,downvotes,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.downvotes <= return.user_notes_count,daikon.inv.binary.twoScalar.IntLessEqual,"(return.downvotes, return.user_notes_count)",pm.expect(return_downvotes).to.be.lte(return_user_notes_count),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,downvotes,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.downvotes <= return.time_stats.time_estimate,daikon.inv.binary.twoScalar.IntLessEqual,"(return.downvotes, return.time_stats.time_estimate)",pm.expect(return_downvotes).to.be.lte(return_time_stats_time_estimate),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,downvotes,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.downvotes <= size(return.labels[]),daikon.inv.binary.twoScalar.IntLessEqual,"(return.downvotes, size(return.labels[..]))",pm.expect(return_downvotes).to.be.lte(return_labels_size_array),get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,downvotes,GitLab Commit API
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",pm.expect(return_author_web_url.includes(return_author_username)).to.be.true,get+projects_{id}_repository_commits_{sha}_merge_requests,1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,author.web_url,GitLab Commit API
/projects/{id}/repository/commits/{sha}/refs&/projects/{id}/repository/commits/{sha}/refs&get&200():::EXIT,"return.type one of { ""branch"", ""tag"" }",daikon.inv.unary.string.OneOfString,(return.type),"pm.expect([""branch"", ""tag""].includes(return_type)).to.be.true",get+projects_{id}_repository_commits_{sha}_refs,1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,type,GitLab Commit API
