endpoint,group,invariant,invariantType,variables,pptname,tp
get+projects,path_with_namespace,"return.path_with_namespace is a substring of return.ssh_url_to_repo
return.path_with_namespace is a substring of return.web_url
return.path is a substring of return.path_with_namespace
return.namespace.full_path is a substring of return.path_with_namespace","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.ssh_url_to_repo, return.path_with_namespace)
(return.web_url, return.path_with_namespace)
(return.path, return.path_with_namespace)
(return.path_with_namespace, return.namespace.full_path)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",1.0
get+projects,permissions.group_access.access_level,return.permissions.group_access.access_level == 50,daikon.inv.unary.scalar.OneOfScalar,(return.permissions.group_access.access_level),/projects&/projects&get&200():::EXIT,0.0
get+projects,permissions.group_access.notification_level,"return.permissions.group_access.notification_level == 3
return.permissions.group_access.notification_level >= return.forks_count","daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.permissions.group_access.notification_level)
(return.permissions.group_access.notification_level, return.forks_count)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",0.5
get+projects,permissions.project_access.access_level,"return.permissions.project_access.access_level == return.permissions.group_access.access_level
return.permissions.project_access.access_level == 50","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(return.permissions.project_access.access_level, return.permissions.group_access.access_level)
(return.permissions.project_access.access_level)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",0.5
get+projects,permissions.project_access.notification_level,"return.permissions.project_access.notification_level == return.permissions.group_access.notification_level
return.permissions.project_access.notification_level == 3","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(return.permissions.project_access.notification_level, return.permissions.group_access.notification_level)
(return.permissions.project_access.notification_level)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",1.0
get+projects,repository_storage,"return.repository_storage == ""default""
LENGTH(return.repository_storage)==7","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.repository_storage)
(return.repository_storage)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",1.0
get+projects,runners_token,LENGTH(return.runners_token)==29,daikon.inv.unary.string.FixedLengthString,(return.runners_token),/projects&/projects&get&200():::EXIT,1.0
get+projects,service_desk_enabled,"input.simple == return.service_desk_enabled
return.service_desk_enabled == false","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(input.simple, return.service_desk_enabled)
(return.service_desk_enabled)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",0.0
get+projects,shared_with_groups,"size(return.shared_with_groups[]) one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.shared_with_groups[..])),/projects&/projects&get&200():::EXIT,0.0
get+projects,shared_with_groups.group_access_level,"return.group_access_level one of { 20, 30 }",daikon.inv.unary.scalar.OneOfScalar,(return.group_access_level),/projects&/projects&get&200&shared_with_groups():::EXIT,0.0
get+projects,shared_with_groups.group_full_path,"return.group_full_path one of { ""myjane"", ""salubriousness"" }",daikon.inv.unary.string.OneOfString,(return.group_full_path),/projects&/projects&get&200&shared_with_groups():::EXIT,0.0
get+projects,shared_with_groups.group_id,"return.group_id one of { 176, 1070 }",daikon.inv.unary.scalar.OneOfScalar,(return.group_id),/projects&/projects&get&200&shared_with_groups():::EXIT,0.0
get+projects,shared_with_groups.group_name,"return.group_name one of { ""effortlessly"", ""myjane"" }",daikon.inv.unary.string.OneOfString,(return.group_name),/projects&/projects&get&200&shared_with_groups():::EXIT,0.0
get+projects,star_count,"return.star_count >= 0
return.star_count >= return.statistics.lfs_objects_size","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.star_count)
(return.star_count, return.statistics.lfs_objects_size)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",0.5
get+projects,statistics.commit_count,"return.statistics.commit_count >= 0
return.statistics.commit_count >= return.statistics.lfs_objects_size
return.statistics.commit_count >= size(return.shared_with_groups[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.statistics.commit_count)
(return.statistics.commit_count, return.statistics.lfs_objects_size)
(return.statistics.commit_count, size(return.shared_with_groups[..]))","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",0.3333333333333333
get+projects,statistics.job_artifacts_size,return.statistics.lfs_objects_size == return.statistics.job_artifacts_size,daikon.inv.binary.twoScalar.IntEqual,"(return.statistics.lfs_objects_size, return.statistics.job_artifacts_size)",/projects&/projects&get&200():::EXIT,0.0
get+projects,statistics.lfs_objects_size,"return.statistics.lfs_objects_size == return.statistics.packages_size
return.statistics.lfs_objects_size == return.statistics.snippets_size
return.statistics.lfs_objects_size == 0
return.statistics.lfs_objects_size <= size(return.shared_with_groups[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual","(return.statistics.lfs_objects_size, return.statistics.packages_size)
(return.statistics.lfs_objects_size, return.statistics.snippets_size)
(return.statistics.lfs_objects_size)
(return.statistics.lfs_objects_size, size(return.shared_with_groups[..]))","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",0.0
get+projects,statistics.repository_size,"return.statistics.repository_size >= 0
return.statistics.repository_size >= return.statistics.lfs_objects_size
return.statistics.repository_size >= size(return.shared_with_groups[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.statistics.repository_size)
(return.statistics.repository_size, return.statistics.lfs_objects_size)
(return.statistics.repository_size, size(return.shared_with_groups[..]))","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",0.6666666666666666
get+projects,statistics.storage_size,"return.statistics.storage_size >= 0
return.statistics.storage_size >= return.statistics.repository_size
return.statistics.storage_size >= return.statistics.wiki_size
return.statistics.storage_size >= return.statistics.lfs_objects_size
return.statistics.storage_size >= size(return.shared_with_groups[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.statistics.storage_size)
(return.statistics.storage_size, return.statistics.repository_size)
(return.statistics.storage_size, return.statistics.wiki_size)
(return.statistics.storage_size, return.statistics.lfs_objects_size)
(return.statistics.storage_size, size(return.shared_with_groups[..]))","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",0.8
get+projects,statistics.wiki_size,"return.statistics.wiki_size one of { 0, 41943 }
return.statistics.wiki_size >= return.statistics.lfs_objects_size","daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.statistics.wiki_size)
(return.statistics.wiki_size, return.statistics.lfs_objects_size)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",0.0
get+projects,tag_list,"return.id > size(return.tag_list[])
return.permissions.group_access.notification_level >= size(return.tag_list[])
return.statistics.lfs_objects_size <= size(return.tag_list[])","daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.id, size(return.tag_list[..]))
(return.permissions.group_access.notification_level, size(return.tag_list[..]))
(return.statistics.lfs_objects_size, size(return.tag_list[..]))","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",0.3333333333333333
get+projects,visibility,"input.visibility == return.visibility
return.visibility one of { ""internal"", ""private"", ""public"" }","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString","(input.visibility, return.visibility)
(return.visibility)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",1.0
get+projects,web_url,"return.web_url is a substring of return.http_url_to_repo
return.web_url is a substring of return.readme_url","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.http_url_to_repo, return.web_url)
(return.web_url, return.readme_url)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT",1.0
get+projects_{id}_repository_commits,array,size(return.array[]) == 20,daikon.inv.unary.scalar.OneOfScalar,(size(return.array[..])),/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200%array():::EXIT,1.0
get+projects_{id}_repository_commits,authored_date,"LENGTH(return.authored_date)==29
return.authored_date is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.authored_date)
(return.authored_date)","/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT
/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT",1.0
get+projects_{id}_repository_commits,created_at,"LENGTH(return.created_at)==29
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT
/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT",1.0
get+projects_{id}_repository_commits,id,"LENGTH(return.id)==40
return.short_id is a substring of return.id","daikon.inv.unary.string.FixedLengthString
daikon.inv.binary.twoString.StdString$SubString","(return.id)
(return.id, return.short_id)","/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT
/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT",1.0
get+projects_{id}_repository_commits,message,return.title is a substring of return.message,daikon.inv.binary.twoString.StdString$SubString,"(return.message, return.title)",/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT,1.0
get+projects_{id}_repository_commits,parent_ids,"All the elements of return.parent_ids[] have LENGTH=40
size(return.parent_ids[]) one of { 1, 2 }","daikon.inv.unary.stringsequence.SequenceFixedLengthString
daikon.inv.unary.scalar.OneOfScalar","(return.parent_ids[..])
(size(return.parent_ids[..]))","/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT
/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT",1.0
get+projects_{id}_repository_commits,short_id,LENGTH(return.short_id)==8,daikon.inv.unary.string.FixedLengthString,(return.short_id),/projects/{id}/repository/commits&/projects/{id}/repository/commits&get&200():::EXIT,1.0
get+projects_{id}_repository_commits_{sha}_comments,author.avatar_url,"LENGTH(return.author.avatar_url)==113
return.author.avatar_url is Url","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.author.avatar_url)
(return.author.avatar_url)","/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT",0.5
get+projects_{id}_repository_commits_{sha}_comments,author.id,return.author.id >= 1,daikon.inv.unary.scalar.LowerBound,(return.author.id),/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT,1.0
get+projects_{id}_repository_commits_{sha}_comments,author.state,"return.author.state == ""active""
LENGTH(return.author.state)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.author.state)
(return.author.state)","/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT",1.0
get+projects_{id}_repository_commits_{sha}_comments,author.web_url,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT,1.0
get+projects_{id}_repository_commits_{sha}_comments,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/comments&/projects/{id}/repository/commits/{sha}/comments&get&200():::EXIT",1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,array,size(return.array[]) >= 2,daikon.inv.unary.scalar.LowerBound,(size(return.array[..])),/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200%array():::EXIT,0.0
get+projects_{id}_repository_commits_{sha}_merge_requests,author.state,"return.author.state one of { ""active"", ""blocked"" }",daikon.inv.unary.string.OneOfString,(return.author.state),/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,author.web_url,return.author.username is a substring of return.author.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.author.web_url, return.author.username)",/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT",1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,discussion_locked,"return.discussion_locked == ""true""
LENGTH(return.discussion_locked)==4","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.discussion_locked)
(return.discussion_locked)","/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT",1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,downvotes,"return.downvotes == return.time_stats.total_time_spent
return.downvotes == 0
return.downvotes <= return.merge_when_pipeline_succeeds
return.downvotes <= return.user_notes_count
return.downvotes <= return.time_stats.time_estimate
return.downvotes <= size(return.labels[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.downvotes, return.time_stats.total_time_spent)
(return.downvotes)
(return.downvotes, return.merge_when_pipeline_succeeds)
(return.downvotes, return.user_notes_count)
(return.downvotes, return.time_stats.time_estimate)
(return.downvotes, size(return.labels[..]))","/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT",0.6666666666666666
get+projects_{id}_repository_commits_{sha}_merge_requests,id,"return.id > return.project_id
return.id > return.author.id
return.id > return.source_project_id","daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan
daikon.inv.binary.twoScalar.IntGreaterThan","(return.id, return.project_id)
(return.id, return.author.id)
(return.id, return.source_project_id)","/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT",1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,iid,"return.iid < return.author.id
return.iid > size(return.labels[])","daikon.inv.binary.twoScalar.IntLessThan
daikon.inv.binary.twoScalar.IntGreaterThan","(return.iid, return.author.id)
(return.iid, size(return.labels[..]))","/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT",1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,merge_commit_sha,LENGTH(return.merge_commit_sha)==40,daikon.inv.unary.string.FixedLengthString,(return.merge_commit_sha),/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,merge_status,"return.merge_status one of { ""can_be_merged"", ""cannot_be_merged"", ""cannot_be_merged_recheck"" }",daikon.inv.unary.string.OneOfString,(return.merge_status),/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,merge_when_pipeline_succeeds,"return.merge_when_pipeline_succeeds one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(return.merge_when_pipeline_succeeds),/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,project_id,"return.project_id == return.target_project_id
return.project_id <= return.source_project_id","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.project_id, return.target_project_id)
(return.project_id, return.source_project_id)","/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT
/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT",1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,sha,LENGTH(return.sha)==40,daikon.inv.unary.string.FixedLengthString,(return.sha),/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,should_remove_source_branch,"return.should_remove_source_branch one of { ""false"", ""true"" }",daikon.inv.unary.string.OneOfString,(return.should_remove_source_branch),/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,1.0
get+projects_{id}_repository_commits_{sha}_merge_requests,squash_commit_sha,LENGTH(return.squash_commit_sha)==40,daikon.inv.unary.string.FixedLengthString,(return.squash_commit_sha),/projects/{id}/repository/commits/{sha}/merge_requests&/projects/{id}/repository/commits/{sha}/merge_requests&get&200():::EXIT,1.0
