group,invariant,invariantType,variables,pptname,tp
downloads_url,return.downloads_url is Url,daikon.inv.unary.string.IsUrl,(return.downloads_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
events_url,return.events_url is Url,daikon.inv.unary.string.IsUrl,(return.events_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
forks_count,"return.forks_count == return.forks
return.forks_count >= 0","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.LowerBound","(return.forks_count, return.forks)
(return.forks_count)","/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT",1.0
forks_url,return.forks_url is Url,daikon.inv.unary.string.IsUrl,(return.forks_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
full_name,"return.owner.login is a substring of return.full_name
return.full_name is a substring of return.html_url
return.full_name is a substring of return.url
return.full_name is a substring of return.git_url
return.full_name is a substring of return.ssh_url","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.full_name, return.owner.login)
(return.full_name, return.html_url)
(return.full_name, return.url)
(return.full_name, return.git_url)
(return.full_name, return.ssh_url)","/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT",1.0
git_commits_url,return.git_commits_url is Url,daikon.inv.unary.string.IsUrl,(return.git_commits_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
git_refs_url,return.git_refs_url is Url,daikon.inv.unary.string.IsUrl,(return.git_refs_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
git_tags_url,return.git_tags_url is Url,daikon.inv.unary.string.IsUrl,(return.git_tags_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
hooks_url,return.hooks_url is Url,daikon.inv.unary.string.IsUrl,(return.hooks_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
issue_comment_url,return.issue_comment_url is Url,daikon.inv.unary.string.IsUrl,(return.issue_comment_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
issue_events_url,return.issue_events_url is Url,daikon.inv.unary.string.IsUrl,(return.issue_events_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
issues_url,return.issues_url is Url,daikon.inv.unary.string.IsUrl,(return.issues_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
keys_url,return.keys_url is Url,daikon.inv.unary.string.IsUrl,(return.keys_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
labels_url,return.labels_url is Url,daikon.inv.unary.string.IsUrl,(return.labels_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
languages_url,return.languages_url is Url,daikon.inv.unary.string.IsUrl,(return.languages_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
license.key,return.license.key is a substring of return.license.url,daikon.inv.binary.twoString.StdString$SubString,"(return.license.key, return.license.url)",/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
license.node_id,LENGTH(return.license.node_id)==16,daikon.inv.unary.string.FixedLengthString,(return.license.node_id),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
license.url,return.license.url is Url,daikon.inv.unary.string.IsUrl,(return.license.url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
merges_url,return.merges_url is Url,daikon.inv.unary.string.IsUrl,(return.merges_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
milestones_url,return.milestones_url is Url,daikon.inv.unary.string.IsUrl,(return.milestones_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
name,return.name is a substring of return.full_name,daikon.inv.binary.twoString.StdString$SubString,"(return.name, return.full_name)",/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
notifications_url,return.notifications_url is Url,daikon.inv.unary.string.IsUrl,(return.notifications_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
open_issues_count,"return.open_issues_count == return.open_issues
return.open_issues_count >= 0","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.LowerBound","(return.open_issues_count, return.open_issues)
(return.open_issues_count)","/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT",1.0
owner.avatar_url,return.owner.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.owner.avatar_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
owner.events_url,return.owner.events_url is Url,daikon.inv.unary.string.IsUrl,(return.owner.events_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
owner.followers_url,return.owner.followers_url is Url,daikon.inv.unary.string.IsUrl,(return.owner.followers_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
owner.following_url,return.owner.following_url is Url,daikon.inv.unary.string.IsUrl,(return.owner.following_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
owner.gists_url,return.owner.gists_url is Url,daikon.inv.unary.string.IsUrl,(return.owner.gists_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
owner.gravatar_id,"return.owner.gravatar_id == """"
LENGTH(return.owner.gravatar_id)==0","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.owner.gravatar_id)
(return.owner.gravatar_id)","/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT",1.0
owner.html_url,"return.owner.html_url is Url
return.owner.html_url is a substring of return.html_url","daikon.inv.unary.string.IsUrl
daikon.inv.binary.twoString.StdString$SubString","(return.owner.html_url)
(return.owner.html_url, return.html_url)","/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT",1.0
owner.login,"return.owner.login is a substring of return.owner.url
return.owner.login is a substring of return.owner.html_url","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.owner.login, return.owner.url)
(return.owner.login, return.owner.html_url)","/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT",1.0
owner.organizations_url,return.owner.organizations_url is Url,daikon.inv.unary.string.IsUrl,(return.owner.organizations_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
owner.received_events_url,return.owner.received_events_url is Url,daikon.inv.unary.string.IsUrl,(return.owner.received_events_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
owner.repos_url,return.owner.repos_url is Url,daikon.inv.unary.string.IsUrl,(return.owner.repos_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
owner.starred_url,return.owner.starred_url is Url,daikon.inv.unary.string.IsUrl,(return.owner.starred_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
owner.subscriptions_url,return.owner.subscriptions_url is Url,daikon.inv.unary.string.IsUrl,(return.owner.subscriptions_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
owner.type,"return.owner.type == ""Organization""
LENGTH(return.owner.type)==12","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.owner.type)
(return.owner.type)","/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT",1.0
owner.url,"return.owner.url is Url
return.owner.url is a substring of return.owner.followers_url
return.owner.url is a substring of return.owner.following_url
return.owner.url is a substring of return.owner.gists_url
return.owner.url is a substring of return.owner.starred_url
return.owner.url is a substring of return.owner.subscriptions_url
return.owner.url is a substring of return.owner.organizations_url
return.owner.url is a substring of return.owner.repos_url
return.owner.url is a substring of return.owner.events_url
return.owner.url is a substring of return.owner.received_events_url","daikon.inv.unary.string.IsUrl
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.owner.url)
(return.owner.url, return.owner.followers_url)
(return.owner.url, return.owner.following_url)
(return.owner.url, return.owner.gists_url)
(return.owner.url, return.owner.starred_url)
(return.owner.url, return.owner.subscriptions_url)
(return.owner.url, return.owner.organizations_url)
(return.owner.url, return.owner.repos_url)
(return.owner.url, return.owner.events_url)
(return.owner.url, return.owner.received_events_url)","/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT",1.0
permissions.pull,return.permissions.pull == true,daikon.inv.unary.scalar.OneOfScalar,(return.permissions.pull),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
pulls_url,return.pulls_url is Url,daikon.inv.unary.string.IsUrl,(return.pulls_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
pushed_at,"LENGTH(return.pushed_at)==20
return.pushed_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.pushed_at)
(return.pushed_at)","/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT",1.0
releases_url,return.releases_url is Url,daikon.inv.unary.string.IsUrl,(return.releases_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
size,return.size >= 0,daikon.inv.unary.scalar.LowerBound,(return.size),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
stargazers_count,"return.stargazers_count == return.watchers_count
return.stargazers_count == return.watchers
return.stargazers_count >= 0","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.LowerBound","(return.stargazers_count, return.watchers_count)
(return.stargazers_count, return.watchers)
(return.stargazers_count)","/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT",1.0
stargazers_url,return.stargazers_url is Url,daikon.inv.unary.string.IsUrl,(return.stargazers_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
statuses_url,return.statuses_url is Url,daikon.inv.unary.string.IsUrl,(return.statuses_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
subscribers_url,return.subscribers_url is Url,daikon.inv.unary.string.IsUrl,(return.subscribers_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
subscription_url,return.subscription_url is Url,daikon.inv.unary.string.IsUrl,(return.subscription_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
tags_url,return.tags_url is Url,daikon.inv.unary.string.IsUrl,(return.tags_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
teams_url,return.teams_url is Url,daikon.inv.unary.string.IsUrl,(return.teams_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
trees_url,return.trees_url is Url,daikon.inv.unary.string.IsUrl,(return.trees_url),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
updated_at,"LENGTH(return.updated_at)==20
return.updated_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.updated_at)
(return.updated_at)","/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT",1.0
url,"return.url is Url
return.url is a substring of return.archive_url
return.url is a substring of return.assignees_url
return.url is a substring of return.blobs_url
return.url is a substring of return.branches_url
return.url is a substring of return.collaborators_url
return.url is a substring of return.comments_url
return.url is a substring of return.commits_url
return.url is a substring of return.compare_url
return.url is a substring of return.contents_url
return.url is a substring of return.contributors_url
return.url is a substring of return.deployments_url
return.url is a substring of return.downloads_url
return.url is a substring of return.events_url
return.url is a substring of return.forks_url
return.url is a substring of return.git_commits_url
return.url is a substring of return.git_refs_url
return.url is a substring of return.git_tags_url
return.url is a substring of return.issue_comment_url
return.url is a substring of return.issue_events_url
return.url is a substring of return.issues_url
return.url is a substring of return.keys_url
return.url is a substring of return.labels_url
return.url is a substring of return.languages_url
return.url is a substring of return.merges_url
return.url is a substring of return.milestones_url
return.url is a substring of return.notifications_url
return.url is a substring of return.pulls_url
return.url is a substring of return.releases_url
return.url is a substring of return.stargazers_url
return.url is a substring of return.statuses_url
return.url is a substring of return.subscribers_url
return.url is a substring of return.subscription_url
return.url is a substring of return.tags_url
return.url is a substring of return.teams_url
return.url is a substring of return.trees_url
return.url is a substring of return.hooks_url","daikon.inv.unary.string.IsUrl
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.url)
(return.url, return.archive_url)
(return.url, return.assignees_url)
(return.url, return.blobs_url)
(return.url, return.branches_url)
(return.url, return.collaborators_url)
(return.url, return.comments_url)
(return.url, return.commits_url)
(return.url, return.compare_url)
(return.url, return.contents_url)
(return.url, return.contributors_url)
(return.url, return.deployments_url)
(return.url, return.downloads_url)
(return.url, return.events_url)
(return.url, return.forks_url)
(return.url, return.git_commits_url)
(return.url, return.git_refs_url)
(return.url, return.git_tags_url)
(return.url, return.issue_comment_url)
(return.url, return.issue_events_url)
(return.url, return.issues_url)
(return.url, return.keys_url)
(return.url, return.labels_url)
(return.url, return.languages_url)
(return.url, return.merges_url)
(return.url, return.milestones_url)
(return.url, return.notifications_url)
(return.url, return.pulls_url)
(return.url, return.releases_url)
(return.url, return.stargazers_url)
(return.url, return.statuses_url)
(return.url, return.subscribers_url)
(return.url, return.subscription_url)
(return.url, return.tags_url)
(return.url, return.teams_url)
(return.url, return.trees_url)
(return.url, return.hooks_url)","/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT
/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT",1.0
visibility,"return.visibility one of { ""private"", ""public"" }",daikon.inv.unary.string.OneOfString,(return.visibility),/orgs/{org}/repos&getOrganizationRepositories&200():::EXIT,1.0
