pptname,invariant,invariantType,variables,postmanAssertion,tp,fp,enter,bug,group
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,return.href is Url,daikon.inv.unary.string.IsUrl,(return.href),"pm.expect(return_href).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,items.href
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,LENGTH(return.id)==22,daikon.inv.unary.string.FixedLengthString,(return.id),pm.expect(return_id).to.have.length(22),1,0,0,0,items.id
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,return.is_local == false,daikon.inv.unary.scalar.OneOfScalar,(return.is_local),pm.expect(return_is_local).to.eql(false),1,0,0,0,items.is_local
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,return.linked_from == null,daikon.inv.unary.scalar.OneOfScalar,(return.linked_from),pm.expect(return_linked_from).to.be.null,0,1,0,0,items.linked_from
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,return.linked_from.external_urls == null,daikon.inv.unary.scalar.OneOfScalar,(return.linked_from.external_urls),pm.expect(return_linked_from_external_urls).to.be.null,0,1,0,0,items.linked_from.external_urls
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,LENGTH(return.preview_url)==107,daikon.inv.unary.string.FixedLengthString,(return.preview_url),pm.expect(return_preview_url).to.have.length(107),1,0,0,0,items.preview_url
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,return.preview_url is Url,daikon.inv.unary.string.IsUrl,(return.preview_url),"pm.expect(return_preview_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,items.preview_url
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,"return.restrictions.reason == ""explicit""",daikon.inv.unary.string.OneOfString,(return.restrictions.reason),"pm.expect([""explicit""].includes(return_restrictions_reason)).to.be.true",0,1,0,0,items.restrictions.reason
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,LENGTH(return.restrictions.reason)==8,daikon.inv.unary.string.FixedLengthString,(return.restrictions.reason),pm.expect(return_restrictions_reason).to.have.length(8),0,1,0,0,items.restrictions.reason
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,return.track_number >= 1,daikon.inv.unary.scalar.LowerBound,(return.track_number),pm.expect(return_track_number).to.be.at.least(1),1,0,0,0,items.track_number
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,"return.type == ""track""",daikon.inv.unary.string.OneOfString,(return.type),"pm.expect([""track""].includes(return_type)).to.be.true",1,0,0,0,items.type
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,LENGTH(return.type)==5,daikon.inv.unary.string.FixedLengthString,(return.type),pm.expect(return_type).to.have.length(5),1,0,0,0,items.type
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,LENGTH(return.uri)==36,daikon.inv.unary.string.FixedLengthString,(return.uri),pm.expect(return_uri).to.have.length(36),1,0,0,0,items.uri
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,size(return.artists[]) >= 1,daikon.inv.unary.scalar.LowerBound,(size(return.artists[..])),pm.expect(return_artists_size_array).to.be.at.least(1),1,0,0,0,items.artists
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,input.limit > return.disc_number,daikon.inv.binary.twoScalar.IntGreaterThan,"(input.limit, return.disc_number)",pm.expect(input_limit).to.be.greaterThan(return_disc_number),0,1,0,0,items.disc_number
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,input.limit >= size(return.artists[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.limit, size(return.artists[..]))",pm.expect(input_limit).to.be.at.least(return_artists_size_array),0,1,0,0,items.artists
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,input.offset > size(return.artists[]),daikon.inv.binary.twoScalar.IntGreaterThan,"(input.offset, size(return.artists[..]))",pm.expect(input_offset).to.be.greaterThan(return_artists_size_array),0,1,0,0,items.artists
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,return.id is a substring of return.href,daikon.inv.binary.twoString.StdString$SubString,"(return.href, return.id)",pm.expect(return_href.includes(return_id)).to.be.true,1,0,0,0,items.href
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,return.type is a substring of return.href,daikon.inv.binary.twoString.StdString$SubString,"(return.href, return.type)",pm.expect(return_href.includes(return_type)).to.be.true,1,0,0,0,items.href
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,return.id is a substring of return.uri,daikon.inv.binary.twoString.StdString$SubString,"(return.id, return.uri)",pm.expect(return_uri.includes(return_id)).to.be.true,1,0,0,0,items.id
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,return.type is a substring of return.uri,daikon.inv.binary.twoString.StdString$SubString,"(return.type, return.uri)",pm.expect(return_uri.includes(return_type)).to.be.true,1,0,0,0,items.type
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,input.limit == return.limit,daikon.inv.binary.twoScalar.IntEqual,"(input.limit, return.limit)",pm.expect(input_limit).to.eql(return_limit),1,0,0,0,limit
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,input.offset == return.offset,daikon.inv.binary.twoScalar.IntEqual,"(input.offset, return.offset)",pm.expect(input_offset).to.eql(return_offset),1,0,0,0,offset
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,return.href is Url,daikon.inv.unary.string.IsUrl,(return.href),"pm.expect(return_href).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,href
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,return.next is Url,daikon.inv.unary.string.IsUrl,(return.next),"pm.expect(return_next).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,next
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,return.offset >= 0,daikon.inv.unary.scalar.LowerBound,(return.offset),pm.expect(return_offset).to.be.at.least(0),1,0,0,0,offset
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,return.previous is Url,daikon.inv.unary.string.IsUrl,(return.previous),"pm.expect(return_previous).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,previous
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,return.total >= 1,daikon.inv.unary.scalar.LowerBound,(return.total),pm.expect(return_total).to.be.at.least(1),1,0,0,0,total
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,input.id is a substring of return.href,daikon.inv.binary.twoString.StdString$SubString,"(input.id, return.href)",pm.expect(return_href.includes(input_id)).to.be.true,1,0,0,0,href
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,input.id is a substring of return.next,daikon.inv.binary.twoString.StdString$SubString,"(input.id, return.next)",pm.expect(return_next.includes(input_id)).to.be.true,1,0,0,0,next
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,input.id is a substring of return.previous,daikon.inv.binary.twoString.StdString$SubString,"(input.id, return.previous)",pm.expect(return_previous.includes(input_id)).to.be.true,1,0,0,0,previous
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,input.limit >= size(return.items[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.limit, size(return.items[..]))",pm.expect(input_limit).to.be.at.least(return_items_size_array),1,0,0,0,items
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,input.market is a substring of return.href,daikon.inv.binary.twoString.StdString$SubString,"(input.market, return.href)",pm.expect(return_href.includes(input_market)).to.be.true,1,0,0,0,href
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,input.market is a substring of return.next,daikon.inv.binary.twoString.StdString$SubString,"(input.market, return.next)",pm.expect(return_next.includes(input_market)).to.be.true,1,0,0,0,next
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,input.market is a substring of return.previous,daikon.inv.binary.twoString.StdString$SubString,"(input.market, return.previous)",pm.expect(return_previous.includes(input_market)).to.be.true,1,0,0,0,previous
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,return.limit >= size(return.items[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.limit, size(return.items[..]))",pm.expect(return_limit).to.be.at.least(return_items_size_array),1,0,0,0,limit
/albums/{id}/tracks&getAlbumTracks&200():::EXIT,return.total >= size(return.items[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.total, size(return.items[..]))",pm.expect(return_total).to.be.at.least(return_items_size_array),1,0,0,0,total
