endpoint,group,description
get+v1_tax_rates,data.jurisdiction_level,"The level of the jurisdiction that imposes this tax rate. Will be `null` for manually defined tax rates. {""enum"": [""city"", ""country"", ""county"", ""district"", ""multiple"", ""state""], ""nullable"": true, ""type"": ""string""}"
get+v1_tax_rates,data.metadata,"Set of [key-value pairs](https://stripe.com/docs/api/metadata) that you can attach to an object. This can be useful for storing additional information about the object in a structured format. {""additionalProperties"": {""maxLength"": 500, ""type"": ""string""}, ""nullable"": true, ""type"": ""object""}"
get+v1_tax_rates,data.object,"String representing the object's type. Objects of the same type share the same value. {""enum"": [""tax_rate""], ""type"": ""string""}"
get+v1_tax_rates,data.percentage,"Tax rate percentage out of 100. For tax calculations with automatic_tax[enabled]=true, this percentage includes the statutory tax rate of non-taxable jurisdictions. {""type"": ""number""}"
get+v1_tax_rates,data.state,"[ISO 3166-2 subdivision code](https://en.wikipedia.org/wiki/ISO_3166-2:US), without country prefix. For example, ""NY"" for New York, United States. {""maxLength"": 5000, ""nullable"": true, ""type"": ""string""}"
get+v1_tax_rates,data.tax_type,"The high-level tax type, such as `vat` or `sales_tax`. {""enum"": [""amusement_tax"", ""communications_tax"", ""gst"", ""hst"", ""igst"", ""jct"", ""lease_tax"", ""pst"", ""qst"", ""rst"", ""sales_tax"", ""vat""], ""nullable"": true, ""type"": ""string"", ""x-stripeBypassValidation"": true}"
get+v1_tax_rates,object,nan
get+v1_tax_rates,url,nan
get+v1_test_helpers_test_clocks,data.created,"Time at which the object was created. Measured in seconds since the Unix epoch. {""format"": ""unix-time"", ""type"": ""integer""}"
get+v1_test_helpers_test_clocks,data.deletes_after,"Time at which this clock is scheduled to auto delete. {""format"": ""unix-time"", ""type"": ""integer""}"
get+v1_test_helpers_test_clocks,data.frozen_time,"Time at which all objects belonging to this clock are frozen. {""format"": ""unix-time"", ""type"": ""integer""}"
get+v1_test_helpers_test_clocks,data.id,"Attribute id is responded to by parameter starting_after with a description: A cursor for use in pagination. `starting_after` is an object ID that defines your place in the list. For instance, if you make a list request and receive 100 objects, ending with `obj_foo`, your subsequent call can include `starting_after=obj_foo` in order to fetch the next page of the list
Attribute id is responded to by parameter ending_before with a description: A cursor for use in pagination. `ending_before` is an object ID that defines your place in the list. For instance, if you make a list request and receive 100 objects, starting with `obj_bar`, your subsequent call can include `ending_before=obj_bar` in order to fetch the previous page of the list
Unique identifier for the object. {""maxLength"": 5000, ""type"": ""string""}"
get+v1_test_helpers_test_clocks,data.name,"The custom name supplied at creation. {""maxLength"": 5000, ""nullable"": true, ""type"": ""string""}"
get+v1_test_helpers_test_clocks,data.object,"String representing the object's type. Objects of the same type share the same value. {""enum"": [""test_helpers.test_clock""], ""type"": ""string""}
String representing the object's type. Objects of the same type share the same value. Always has the value `list`. {""enum"": [""list""], ""type"": ""string""}"
get+v1_test_helpers_test_clocks,data.status,"The status of the Test Clock. {""enum"": [""advancing"", ""internal_failure"", ""ready""], ""type"": ""string""}"
get+v1_test_helpers_test_clocks,url,nan
get+v1_webhook_endpoints,data.api_version,"The API version events are rendered as for this webhook endpoint. {""maxLength"": 5000, ""nullable"": true, ""type"": ""string""}"
get+v1_webhook_endpoints,data.application,"The ID of the associated Connect application. {""maxLength"": 5000, ""nullable"": true, ""type"": ""string""}"
get+v1_webhook_endpoints,data.created,"Time at which the object was created. Measured in seconds since the Unix epoch. {""format"": ""unix-time"", ""type"": ""integer""}"
get+v1_webhook_endpoints,data.description,"An optional description of what the webhook is used for. {""maxLength"": 5000, ""nullable"": true, ""type"": ""string""}"
get+v1_webhook_endpoints,data.id,"Attribute id is responded to by parameter ending_before with a description: A cursor for use in pagination. `ending_before` is an object ID that defines your place in the list. For instance, if you make a list request and receive 100 objects, starting with `obj_bar`, your subsequent call can include `ending_before=obj_bar` in order to fetch the previous page of the list
Attribute id is responded to by parameter starting_after with a description: A cursor for use in pagination. `starting_after` is an object ID that defines your place in the list. For instance, if you make a list request and receive 100 objects, ending with `obj_foo`, your subsequent call can include `starting_after=obj_foo` in order to fetch the next page of the list
Unique identifier for the object. {""maxLength"": 5000, ""type"": ""string""}"
get+v1_webhook_endpoints,data.metadata,"Set of [key-value pairs](https://stripe.com/docs/api/metadata) that you can attach to an object. This can be useful for storing additional information about the object in a structured format. {""additionalProperties"": {""maxLength"": 500, ""type"": ""string""}, ""type"": ""object""}"
get+v1_webhook_endpoints,data.object,"String representing the object's type. Objects of the same type share the same value. {""enum"": [""webhook_endpoint""], ""type"": ""string""}"
get+v1_webhook_endpoints,data.secret,"The endpoint's secret, used to generate [webhook signatures](https://stripe.com/docs/webhooks/signatures). Only returned at creation. {""maxLength"": 5000, ""type"": ""string""}"
get+v1_webhook_endpoints,data.status,"The status of the webhook. It can be `enabled` or `disabled`. {""maxLength"": 5000, ""type"": ""string""}"
get+v1_webhook_endpoints,data.url,"The URL of the webhook endpoint. {""maxLength"": 5000, ""type"": ""string""}"
get+v1_webhook_endpoints,object,nan
get+v1_webhook_endpoints,url,nan
post+v1_account_links,created,"Time at which the object was created. Measured in seconds since the Unix epoch. {""format"": ""unix-time"", ""type"": ""integer""}"
post+v1_account_links,expires_at,"The timestamp at which this account link will expire. {""format"": ""unix-time"", ""type"": ""integer""}"
post+v1_account_links,object,"String representing the object's type. Objects of the same type share the same value. {""enum"": [""account_link""], ""type"": ""string""}"
post+v1_account_links,url,"The URL for the account link. {""maxLength"": 5000, ""type"": ""string""}"
post+v1_apple_pay_domains,created,"Time at which the object was created. Measured in seconds since the Unix epoch. {""format"": ""unix-time"", ""type"": ""integer""}"
post+v1_apple_pay_domains,domain_name," {""maxLength"": 5000, ""type"": ""string""}"
post+v1_apple_pay_domains,id,"Unique identifier for the object. {""maxLength"": 5000, ""type"": ""string""}"
post+v1_apple_pay_domains,object,"String representing the object's type. Objects of the same type share the same value. {""enum"": [""apple_pay_domain""], ""type"": ""string""}"
post+v1_ephemeral_keys,created,"Time at which the object was created. Measured in seconds since the Unix epoch. {""format"": ""unix-time"", ""type"": ""integer""}"
post+v1_ephemeral_keys,expires,"Time at which the key will expire. Measured in seconds since the Unix epoch. {""format"": ""unix-time"", ""type"": ""integer""}"
post+v1_ephemeral_keys,id,"Unique identifier for the object. {""maxLength"": 5000, ""type"": ""string""}"
post+v1_ephemeral_keys,object,"String representing the object's type. Objects of the same type share the same value. {""enum"": [""ephemeral_key""], ""type"": ""string""}"
post+v1_ephemeral_keys,secret,"The key's secret. You can use this value to make authorized requests to the Stripe API. {""maxLength"": 5000, ""type"": ""string""}"
post+v1_radar_value_list_items,created,"Time at which the object was created. Measured in seconds since the Unix epoch. {""format"": ""unix-time"", ""type"": ""integer""}"
post+v1_radar_value_list_items,created_by,"The name or email address of the user who added this item to the value list. {""maxLength"": 5000, ""type"": ""string""}"
post+v1_radar_value_list_items,id,"Unique identifier for the object. {""maxLength"": 5000, ""type"": ""string""}"
post+v1_radar_value_list_items,object,"String representing the object's type. Objects of the same type share the same value. {""enum"": [""radar.value_list_item""], ""type"": ""string""}"
post+v1_radar_value_list_items,value,"The value of the item. {""maxLength"": 5000, ""type"": ""string""}"
post+v1_radar_value_list_items,value_list,"The identifier of the value list this item belongs to. {""maxLength"": 5000, ""type"": ""string""}"
post+v1_tax_rates,country,nan
post+v1_tax_rates,created,nan
post+v1_tax_rates,description,nan
post+v1_tax_rates,display_name,nan
post+v1_tax_rates,effective_percentage,nan
post+v1_tax_rates,id,nan
post+v1_tax_rates,jurisdiction,nan
post+v1_tax_rates,jurisdiction_level,nan
post+v1_tax_rates,object,nan
post+v1_tax_rates,percentage,nan
post+v1_tax_rates,state,nan
post+v1_tax_rates,tax_type,nan
post+v1_test_helpers_test_clocks,created,"Time at which the object was created. Measured in seconds since the Unix epoch. {""format"": ""unix-time"", ""type"": ""integer""}"
post+v1_test_helpers_test_clocks,deletes_after,"Time at which this clock is scheduled to auto delete. {""format"": ""unix-time"", ""type"": ""integer""}"
post+v1_test_helpers_test_clocks,frozen_time,"Time at which all objects belonging to this clock are frozen. {""format"": ""unix-time"", ""type"": ""integer""}"
post+v1_test_helpers_test_clocks,id,"Unique identifier for the object. {""maxLength"": 5000, ""type"": ""string""}"
post+v1_test_helpers_test_clocks,name,"The custom name supplied at creation. {""maxLength"": 5000, ""nullable"": true, ""type"": ""string""}"
post+v1_test_helpers_test_clocks,object,"String representing the object's type. Objects of the same type share the same value. {""enum"": [""test_helpers.test_clock""], ""type"": ""string""}"
post+v1_test_helpers_test_clocks,status,"The status of the Test Clock. {""enum"": [""advancing"", ""internal_failure"", ""ready""], ""type"": ""string""}"
post+v1_webhook_endpoints,api_version,"The API version events are rendered as for this webhook endpoint. {""maxLength"": 5000, ""nullable"": true, ""type"": ""string""}"
post+v1_webhook_endpoints,application,"The ID of the associated Connect application. {""maxLength"": 5000, ""nullable"": true, ""type"": ""string""}"
post+v1_webhook_endpoints,created,"Time at which the object was created. Measured in seconds since the Unix epoch. {""format"": ""unix-time"", ""type"": ""integer""}"
post+v1_webhook_endpoints,description,"An optional description of what the webhook is used for. {""maxLength"": 5000, ""nullable"": true, ""type"": ""string""}"
post+v1_webhook_endpoints,id,"Unique identifier for the object. {""maxLength"": 5000, ""type"": ""string""}"
post+v1_webhook_endpoints,metadata,"Set of [key-value pairs](https://stripe.com/docs/api/metadata) that you can attach to an object. This can be useful for storing additional information about the object in a structured format. {""additionalProperties"": {""maxLength"": 500, ""type"": ""string""}, ""type"": ""object""}"
post+v1_webhook_endpoints,object,"String representing the object's type. Objects of the same type share the same value. {""enum"": [""webhook_endpoint""], ""type"": ""string""}"
post+v1_webhook_endpoints,secret,"The endpoint's secret, used to generate [webhook signatures](https://stripe.com/docs/webhooks/signatures). Only returned at creation. {""maxLength"": 5000, ""type"": ""string""}"
post+v1_webhook_endpoints,status,"The status of the webhook. It can be `enabled` or `disabled`. {""maxLength"": 5000, ""type"": ""string""}"
post+v1_webhook_endpoints,url,"The URL of the webhook endpoint. {""maxLength"": 5000, ""type"": ""string""}"
