pptname,invariant,invariantType,variables,postmanAssertion,endpoint,tp,fp,enter,invariantDescription,Unnamed: 10,group,api
/groups&/groups&get&200():::EXIT,return.full_path is a substring of return.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.full_path, return.web_url)",pm.expect(return_web_url.includes(return_full_path)).to.be.true,get+groups,1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,full_path,GitLab Groups API
/groups&/groups&get&200():::EXIT,return.statistics.job_artifacts_size <= return.statistics.repository_size,daikon.inv.binary.twoScalar.IntLessEqual,"(return.statistics.job_artifacts_size, return.statistics.repository_size)",pm.expect(return_statistics_job_artifacts_size).to.be.lte(return_statistics_repository_size),get+groups,1,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,statistics.job_artifacts_size,GitLab Groups API
/groups&/groups&get&200():::EXIT,return.statistics.job_artifacts_size <= return.statistics.storage_size,daikon.inv.binary.twoScalar.IntLessEqual,"(return.statistics.job_artifacts_size, return.statistics.storage_size)",pm.expect(return_statistics_job_artifacts_size).to.be.lte(return_statistics_storage_size),get+groups,1,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,statistics.storage_size,GitLab Groups API
/groups&/groups&get&200():::EXIT,return.statistics.job_artifacts_size <= return.statistics.wiki_size,daikon.inv.binary.twoScalar.IntLessEqual,"(return.statistics.job_artifacts_size, return.statistics.wiki_size)",pm.expect(return_statistics_job_artifacts_size).to.be.lte(return_statistics_wiki_size),get+groups,1,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,statistics.job_artifacts_size,GitLab Groups API
/groups&/groups&get&200():::EXIT,return.statistics.job_artifacts_size <= return.two_factor_grace_period,daikon.inv.binary.twoScalar.IntLessEqual,"(return.statistics.job_artifacts_size, return.two_factor_grace_period)",pm.expect(return_statistics_job_artifacts_size).to.be.lte(return_two_factor_grace_period),get+groups,1,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,statistics.job_artifacts_size,GitLab Groups API
/groups&/groups&get&200():::EXIT,return.statistics.repository_size <= return.statistics.storage_size,daikon.inv.binary.twoScalar.IntLessEqual,"(return.statistics.repository_size, return.statistics.storage_size)",pm.expect(return_statistics_repository_size).to.be.lte(return_statistics_storage_size),get+groups,1,,,Represents an invariant of <= between two long scalars. Prints as x <= y.,,statistics.storage_size,GitLab Groups API
/groups&/groups&get&200():::EXIT,return.statistics.repository_size >= return.statistics.wiki_size,daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.statistics.repository_size, return.statistics.wiki_size)",pm.expect(return_statistics_repository_size).to.be.at.least(return_statistics_wiki_size),get+groups,1,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,statistics.repository_size,GitLab Groups API
/groups&/groups&get&200():::EXIT,return.statistics.storage_size >= return.statistics.wiki_size,daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.statistics.storage_size, return.statistics.wiki_size)",pm.expect(return_statistics_storage_size).to.be.at.least(return_statistics_wiki_size),get+groups,1,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,statistics.storage_size,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,input.id == return.namespace.id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.namespace.id)",pm.expect(input_id).to.eql(return_namespace_id),get+groups_{id},1,,,Represents an invariant of == between two long scalars. Prints as x == y.,,projects.namespace.id,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,LENGTH(return.created_at)==24,daikon.inv.unary.string.FixedLengthString,(return.created_at),pm.expect(return_created_at).to.have.length(24),get+groups_{id},1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,projects.created_at,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.created_at),"pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+groups_{id},1,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,projects.created_at,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,LENGTH(return.last_activity_at)==24,daikon.inv.unary.string.FixedLengthString,(return.last_activity_at),pm.expect(return_last_activity_at).to.have.length(24),get+groups_{id},1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,projects.last_activity_at,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return.last_activity_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.last_activity_at),"pm.expect(return_last_activity_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+groups_{id},1,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,projects.last_activity_at,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,"return.namespace.kind == ""group""",daikon.inv.unary.string.OneOfString,(return.namespace.kind),"pm.expect([""group""].includes(return_namespace_kind)).to.be.true",get+groups_{id},1,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,projects.namespace.kind,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,LENGTH(return.namespace.kind)==5,daikon.inv.unary.string.FixedLengthString,(return.namespace.kind),pm.expect(return_namespace_kind).to.have.length(5),get+groups_{id},1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,projects.namespace.kind,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,"return.merge_method one of { ""ff"", ""merge"", ""rebase_merge"" }",daikon.inv.unary.string.OneOfString,(return.merge_method),"pm.expect([""ff"", ""merge"", ""rebase_merge""].includes(return_merge_method)).to.be.true",get+groups_{id},1,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,projects.merge_method,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,"size(return.tag_list[]) one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.tag_list[..])),"pm.expect([0, 1, 0].includes(return_tag_list_size_array)).to.be.true",get+groups_{id},1,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,projects.tag_list,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return.default_branch is a substring of return.readme_url,daikon.inv.binary.twoString.StdString$SubString,"(return.default_branch, return.readme_url)",pm.expect(return_readme_url.includes(return_default_branch)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects.default_branch,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return.path_with_namespace is a substring of return.ssh_url_to_repo,daikon.inv.binary.twoString.StdString$SubString,"(return.ssh_url_to_repo, return.path_with_namespace)",pm.expect(return_ssh_url_to_repo.includes(return_path_with_namespace)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects.path_with_namespace,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return.web_url is a substring of return.http_url_to_repo,daikon.inv.binary.twoString.StdString$SubString,"(return.http_url_to_repo, return.web_url)",pm.expect(return_http_url_to_repo.includes(return_web_url)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects.web_url,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return.web_url is a substring of return.readme_url,daikon.inv.binary.twoString.StdString$SubString,"(return.web_url, return.readme_url)",pm.expect(return_readme_url.includes(return_web_url)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects.web_url,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return.path_with_namespace is a substring of return.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.web_url, return.path_with_namespace)",pm.expect(return_web_url.includes(return_path_with_namespace)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects.path_with_namespace,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return.name is a substring of return.name_with_namespace,daikon.inv.binary.twoString.StdString$SubString,"(return.name, return.name_with_namespace)",pm.expect(return_name_with_namespace.includes(return_name)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects.name_with_namespace,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return.namespace.name is a substring of return.name_with_namespace,daikon.inv.binary.twoString.StdString$SubString,"(return.name_with_namespace, return.namespace.name)",pm.expect(return_name_with_namespace.includes(return_namespace_name)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects.name_with_namespace,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return.path is a substring of return.path_with_namespace,daikon.inv.binary.twoString.StdString$SubString,"(return.path, return.path_with_namespace)",pm.expect(return_path_with_namespace.includes(return_path)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects.path_with_namespace,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return.namespace.path is a substring of return.path_with_namespace,daikon.inv.binary.twoString.StdString$SubString,"(return.path_with_namespace, return.namespace.path)",pm.expect(return_path_with_namespace.includes(return_namespace_path)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects.path_with_namespace,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return._links.self is a substring of return._links.issues,daikon.inv.binary.twoString.StdString$SubString,"(return._links.self, return._links.issues)",pm.expect(return__links_issues.includes(return__links_self)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects._links.self,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return._links.self is a substring of return._links.merge_requests,daikon.inv.binary.twoString.StdString$SubString,"(return._links.self, return._links.merge_requests)",pm.expect(return__links_merge_requests.includes(return__links_self)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects._links.self,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return._links.self is a substring of return._links.repo_branches,daikon.inv.binary.twoString.StdString$SubString,"(return._links.self, return._links.repo_branches)",pm.expect(return__links_repo_branches.includes(return__links_self)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects._links.self,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return._links.self is a substring of return._links.labels,daikon.inv.binary.twoString.StdString$SubString,"(return._links.self, return._links.labels)",pm.expect(return__links_labels.includes(return__links_self)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects._links.self,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return._links.self is a substring of return._links.events,daikon.inv.binary.twoString.StdString$SubString,"(return._links.self, return._links.events)",pm.expect(return__links_events.includes(return__links_self)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects._links.self,GitLab Groups API
/groups/{id}&/groups/{id}&get&200&projects():::EXIT,return._links.self is a substring of return._links.members,daikon.inv.binary.twoString.StdString$SubString,"(return._links.self, return._links.members)",pm.expect(return__links_members.includes(return__links_self)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,projects._links.self,GitLab Groups API
/groups/{id}&/groups/{id}&get&200():::EXIT,input.id == return.id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.id)",pm.expect(input_id).to.eql(return_id),get+groups_{id},1,,,Represents an invariant of == between two long scalars. Prints as x == y.,,id,GitLab Groups API
/groups/{id}&/groups/{id}&get&200():::EXIT,LENGTH(return.created_at)==24,daikon.inv.unary.string.FixedLengthString,(return.created_at),pm.expect(return_created_at).to.have.length(24),get+groups_{id},1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,created_at,GitLab Groups API
/groups/{id}&/groups/{id}&get&200():::EXIT,return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.created_at),"pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+groups_{id},1,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,created_at,GitLab Groups API
/groups/{id}&/groups/{id}&get&200():::EXIT,"return.visibility one of { ""internal"", ""private"", ""public"" }",daikon.inv.unary.string.OneOfString,(return.visibility),"pm.expect([""internal"", ""private"", ""public""].includes(return_visibility)).to.be.true",get+groups_{id},1,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,visibility,GitLab Groups API
/groups/{id}&/groups/{id}&get&200():::EXIT,return.full_path is a substring of return.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.full_path, return.web_url)",pm.expect(return_web_url.includes(return_full_path)).to.be.true,get+groups_{id},1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,full_path,GitLab Groups API
/groups/{id}&/groups/{id}&get&200():::EXIT,size(return.projects[]) >= size(return.shared_with_groups[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(return.projects[..]), size(return.shared_with_groups[..]))",pm.expect(return_projects_size_array).to.be.at.least(return_shared_with_groups_size_array),get+groups_{id},1,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,projects,GitLab Groups API
/groups/{id}&/groups/{id}&get&200():::EXIT,size(return.shared_projects[]) >= size(return.shared_with_groups[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(return.shared_projects[..]), size(return.shared_with_groups[..]))",pm.expect(return_shared_projects_size_array).to.be.at.least(return_shared_with_groups_size_array),get+groups_{id},1,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,shared_projects,GitLab Groups API
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200%array():::EXIT,input.per_page >= size(return.array[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.per_page, size(return.array[..]))",pm.expect(input_per_page).to.be.at.least(return_array_size_array),get+groups_{id}_descendant_groups,1,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,array,GitLab Groups API
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT,return.statistics.job_artifacts_size == return.statistics.lfs_objects_size,daikon.inv.binary.twoScalar.IntEqual,"(return.statistics.job_artifacts_size, return.statistics.lfs_objects_size)",pm.expect(return_statistics_job_artifacts_size).to.eql(return_statistics_lfs_objects_size),get+groups_{id}_descendant_groups,1,,,Represents an invariant of == between two long scalars. Prints as x == y.,,statistics.job_artifacts_size,GitLab Groups API
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT,return.statistics.job_artifacts_size == return.statistics.packages_size,daikon.inv.binary.twoScalar.IntEqual,"(return.statistics.job_artifacts_size, return.statistics.packages_size)",pm.expect(return_statistics_job_artifacts_size).to.eql(return_statistics_packages_size),get+groups_{id}_descendant_groups,1,,,Represents an invariant of == between two long scalars. Prints as x == y.,,statistics.job_artifacts_size,GitLab Groups API
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT,return.statistics.job_artifacts_size == return.statistics.snippets_size,daikon.inv.binary.twoScalar.IntEqual,"(return.statistics.job_artifacts_size, return.statistics.snippets_size)",pm.expect(return_statistics_job_artifacts_size).to.eql(return_statistics_snippets_size),get+groups_{id}_descendant_groups,1,,,Represents an invariant of == between two long scalars. Prints as x == y.,,statistics.job_artifacts_size,GitLab Groups API
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT,"return.auto_devops_enabled one of { ""false"", ""true"" }",daikon.inv.unary.string.OneOfString,(return.auto_devops_enabled),"pm.expect([""false"", ""true""].includes(return_auto_devops_enabled)).to.be.true",get+groups_{id}_descendant_groups,1,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,auto_devops_enabled,GitLab Groups API
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT,LENGTH(return.created_at)==24,daikon.inv.unary.string.FixedLengthString,(return.created_at),pm.expect(return_created_at).to.have.length(24),get+groups_{id}_descendant_groups,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,created_at,GitLab Groups API
/groups/{id}/descendant_groups&/groups/{id}/descendant_groups&get&200():::EXIT,return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.created_at),"pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+groups_{id}_descendant_groups,1,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,created_at,GitLab Groups API
