endpoint,group,description
get+v1_public_comics_{comicid},data.results.creators.returned,"The number of creators returned in this collection (up to 20). schema: {""type"": ""integer"", ""format"": ""int32""} schema: {""type"": ""integer"", ""format"": ""int32""}"
get+v1_public_comics_{comicid},data.results.dates.date,"The date. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.dates.type,"A description of the date (e.g. onsale date, FOC date). schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.diamondCode,"The Diamond code for the comic. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.digitalId,"The ID of the digital comic representation of this comic. Will be 0 if the comic is not available digitally. schema: {""type"": ""integer"", ""format"": ""int32""} schema: {""type"": ""integer"", ""format"": ""int32""}"
get+v1_public_comics_{comicid},data.results.ean,"The EAN barcode for the comic. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.events.available,"The number of total available events in this list. Will always be greater than or equal to the ""returned"" value. schema: {""type"": ""integer"", ""format"": ""int32""} schema: {""type"": ""integer"", ""format"": ""int32""}"
get+v1_public_comics_{comicid},data.results.events.collectionURI,The path to the full list of events in this collection
get+v1_public_comics_{comicid},data.results.events.items.resourceURI,The path to the individual event resource
get+v1_public_comics_{comicid},data.results.events.returned,The number of events returned in this collection (up to 20
get+v1_public_comics_{comicid},data.results.format,"The publication format of the comic e.g. comic, hardcover, trade paperback. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.id,"Attribute id is responded to by parameter comicId with a description: A single comic
The unique ID of the comic resource. schema: {""type"": ""integer"", ""format"": ""int32""} schema: {""type"": ""integer"", ""format"": ""int32""}"
get+v1_public_comics_{comicid},data.results.images.extension,"The file extension for the image. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.images.path,"The directory path of to the image. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.isbn,"The ISBN for the comic (generally only populated for collection formats). schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.issn,"The ISSN barcode for the comic. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.issueNumber,"The number of the issue in the series (will generally be 0 for collection formats). schema: {""type"": ""number"", ""format"": ""double""} schema: {""type"": ""number"", ""format"": ""double""}"
get+v1_public_comics_{comicid},data.results.modified,The date the resource was most recently modified
get+v1_public_comics_{comicid},data.results.pageCount,"The number of story pages in the comic. schema: {""type"": ""integer"", ""format"": ""int32""} schema: {""type"": ""integer"", ""format"": ""int32""}"
get+v1_public_comics_{comicid},data.results.prices.price,"The price (all prices in USD). schema: {""type"": ""number"", ""format"": ""float""} schema: {""type"": ""number"", ""format"": ""float""}"
get+v1_public_comics_{comicid},data.results.prices.type,"A description of the price (e.g. print price, digital price). schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.resourceURI,"The canonical URL identifier for this resource. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.series.resourceURI,The path to the individual series resource
get+v1_public_comics_{comicid},data.results.stories.available,"The number of total available stories in this list. Will always be greater than or equal to the ""returned"" value. schema: {""type"": ""integer"", ""format"": ""int32""} schema: {""type"": ""integer"", ""format"": ""int32""}"
get+v1_public_comics_{comicid},data.results.stories.collectionURI,The path to the full list of stories in this collection
get+v1_public_comics_{comicid},data.results.stories.items.resourceURI,The path to the individual story resource
get+v1_public_comics_{comicid},data.results.stories.items.type,The type of the story (interior or cover
get+v1_public_comics_{comicid},data.results.stories.returned,"The number of stories returned in this collection (up to 20). schema: {""type"": ""integer"", ""format"": ""int32""} schema: {""type"": ""integer"", ""format"": ""int32""}"
get+v1_public_comics_{comicid},data.results.textObjects.language,"The IETF language tag denoting the language the text object is written in. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.textObjects.type,"The canonical type of the text object (e.g. solicit text, preview text, etc."
get+v1_public_comics_{comicid},data.results.thumbnail.extension,"The file extension for the image. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.thumbnail.path,"The directory path of to the image. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.upc,"The UPC barcode number for the comic (generally only populated for periodical formats). schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.urls.type,"A text identifier for the URL. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.results.urls.url,"A full URL (including scheme, domain, and path"
get+v1_public_comics_{comicid},data.results.variants.resourceURI,"The path to the individual comic resource. schema: {""type"": ""string""} schema: {""type"": ""string""}"
get+v1_public_comics_{comicid},data.total,"The total number of resources available given the current filter set. schema: {""type"": ""integer"", ""format"": ""int32""} schema: {""type"": ""integer"", ""format"": ""int32""}"
