operation,response resource,attribute,group,description
get-/orgs/{org}/repos,repository,url,template_repository.template_repository.owner.url,"{""type"": ""string"", ""format"": ""uri"", ""nullable"": true, ""example"": ""https://api.github.com/repos/octocat/Hello-World""} schema: {""type"": ""string"", ""format"": ""uri"", ""nullable"": true, ""example"": ""https://api.github.com/repos/octocat/Hello-World""}"
get-/orgs/{org}/repos,repository,url,template_repository.template_repository.url,"{""type"": ""string"", ""format"": ""uri"", ""nullable"": true, ""example"": ""https://api.github.com/repos/octocat/Hello-World""} schema: {""type"": ""string"", ""format"": ""uri"", ""nullable"": true, ""example"": ""https://api.github.com/repos/octocat/Hello-World""}"
get-/orgs/{org}/repos,repository,url,license.url,"{""type"": ""string"", ""format"": ""uri"", ""nullable"": true, ""example"": ""https://api.github.com/repos/octocat/Hello-World""} schema: {""type"": ""string"", ""format"": ""uri"", ""nullable"": true, ""example"": ""https://api.github.com/repos/octocat/Hello-World""}"
get-/orgs/{org}/repos,repository,archive_url,template_repository.archive_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""}"
get-/orgs/{org}/repos,repository,archive_url,template_repository.template_repository.archive_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""}"
get-/orgs/{org}/repos,repository,assignees_url,template_repository.assignees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""}"
get-/orgs/{org}/repos,repository,assignees_url,template_repository.template_repository.assignees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/assignees{/user}""}"
get-/orgs/{org}/repos,repository,blobs_url,template_repository.blobs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/blobs{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/blobs{/sha}""}"
get-/orgs/{org}/repos,repository,blobs_url,template_repository.template_repository.blobs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/blobs{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/blobs{/sha}""}"
get-/orgs/{org}/repos,repository,branches_url,template_repository.branches_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""}"
get-/orgs/{org}/repos,repository,branches_url,template_repository.template_repository.branches_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""}"
get-/orgs/{org}/repos,repository,collaborators_url,template_repository.collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}"
get-/orgs/{org}/repos,repository,collaborators_url,template_repository.template_repository.collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}"
get-/orgs/{org}/repos,repository,comments_url,template_repository.comments_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""}"
get-/orgs/{org}/repos,repository,comments_url,template_repository.template_repository.comments_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""}"
get-/orgs/{org}/repos,repository,commits_url,template_repository.commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/commits{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/commits{/sha}""}"
get-/orgs/{org}/repos,repository,commits_url,template_repository.template_repository.commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/commits{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/commits{/sha}""}"
get-/orgs/{org}/repos,repository,compare_url,template_repository.compare_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""}"
get-/orgs/{org}/repos,repository,compare_url,template_repository.template_repository.compare_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""}"
get-/orgs/{org}/repos,repository,contents_url,template_repository.contents_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contents/{+path}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contents/{+path}""}"
get-/orgs/{org}/repos,repository,contents_url,template_repository.template_repository.contents_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contents/{+path}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contents/{+path}""}"
get-/orgs/{org}/repos,repository,contributors_url,template_repository.contributors_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contributors""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contributors""}"
get-/orgs/{org}/repos,repository,contributors_url,template_repository.template_repository.contributors_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contributors""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contributors""}"
get-/orgs/{org}/repos,repository,deployments_url,template_repository.deployments_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/deployments""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/deployments""}"
get-/orgs/{org}/repos,repository,deployments_url,template_repository.template_repository.deployments_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/deployments""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/deployments""}"
get-/orgs/{org}/repos,repository,downloads_url,template_repository.downloads_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/downloads""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/downloads""}"
get-/orgs/{org}/repos,repository,downloads_url,template_repository.template_repository.downloads_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/downloads""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/downloads""}"
get-/orgs/{org}/repos,repository,events_url,template_repository.events_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/events""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/events""}"
get-/orgs/{org}/repos,repository,events_url,template_repository.template_repository.owner.events_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/events""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/events""}"
get-/orgs/{org}/repos,repository,events_url,template_repository.template_repository.events_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/events""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/events""}"
get-/orgs/{org}/repos,repository,forks_url,template_repository.forks_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/forks""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/forks""}"
get-/orgs/{org}/repos,repository,forks_url,template_repository.template_repository.forks_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/forks""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/forks""}"
get-/orgs/{org}/repos,repository,git_commits_url,template_repository.git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}"
get-/orgs/{org}/repos,repository,git_commits_url,template_repository.template_repository.git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}"
get-/orgs/{org}/repos,repository,git_refs_url,template_repository.git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}"
get-/orgs/{org}/repos,repository,git_refs_url,template_repository.template_repository.git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}"
get-/orgs/{org}/repos,repository,git_tags_url,template_repository.git_tags_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""}"
get-/orgs/{org}/repos,repository,git_tags_url,template_repository.template_repository.git_tags_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""}"
get-/orgs/{org}/repos,repository,git_url,template_repository.git_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get-/orgs/{org}/repos,repository,git_url,template_repository.template_repository.git_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get-/orgs/{org}/repos,repository,issue_comment_url,template_repository.issue_comment_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""}"
get-/orgs/{org}/repos,repository,issue_comment_url,template_repository.template_repository.issue_comment_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""}"
get-/orgs/{org}/repos,repository,issue_events_url,template_repository.issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}"
get-/orgs/{org}/repos,repository,issue_events_url,template_repository.template_repository.issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}"
get-/orgs/{org}/repos,repository,issues_url,template_repository.issues_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""}"
get-/orgs/{org}/repos,repository,issues_url,template_repository.template_repository.issues_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""}"
get-/orgs/{org}/repos,repository,keys_url,template_repository.keys_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""}"
get-/orgs/{org}/repos,repository,keys_url,template_repository.template_repository.keys_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""}"
get-/orgs/{org}/repos,repository,labels_url,template_repository.labels_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""}"
get-/orgs/{org}/repos,repository,labels_url,template_repository.template_repository.labels_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""}"
get-/orgs/{org}/repos,repository,languages_url,template_repository.languages_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/languages""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/languages""}"
get-/orgs/{org}/repos,repository,languages_url,template_repository.template_repository.languages_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/languages""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/languages""}"
get-/orgs/{org}/repos,repository,merges_url,template_repository.merges_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/merges""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/merges""}"
get-/orgs/{org}/repos,repository,merges_url,template_repository.template_repository.merges_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/merges""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/merges""}"
get-/orgs/{org}/repos,repository,milestones_url,template_repository.milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}"
get-/orgs/{org}/repos,repository,milestones_url,template_repository.template_repository.milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}"
get-/orgs/{org}/repos,repository,notifications_url,template_repository.notifications_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/notifications{?since,all,participating}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/notifications{?since,all,participating}""}"
get-/orgs/{org}/repos,repository,notifications_url,template_repository.template_repository.notifications_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/notifications{?since,all,participating}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/notifications{?since,all,participating}""}"
get-/orgs/{org}/repos,repository,pulls_url,template_repository.pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}"
get-/orgs/{org}/repos,repository,pulls_url,template_repository.template_repository.pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}"
get-/orgs/{org}/repos,repository,releases_url,template_repository.releases_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""}"
get-/orgs/{org}/repos,repository,releases_url,template_repository.template_repository.releases_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""}"
get-/orgs/{org}/repos,repository,ssh_url,template_repository.ssh_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get-/orgs/{org}/repos,repository,ssh_url,template_repository.template_repository.ssh_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get-/orgs/{org}/repos,repository,stargazers_url,template_repository.stargazers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/stargazers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/stargazers""}"
get-/orgs/{org}/repos,repository,stargazers_url,template_repository.template_repository.stargazers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/stargazers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/stargazers""}"
get-/orgs/{org}/repos,repository,statuses_url,template_repository.statuses_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""}"
get-/orgs/{org}/repos,repository,statuses_url,template_repository.template_repository.statuses_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""}"
get-/orgs/{org}/repos,repository,subscribers_url,template_repository.subscribers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscribers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscribers""}"
get-/orgs/{org}/repos,repository,subscribers_url,template_repository.template_repository.subscribers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscribers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscribers""}"
get-/orgs/{org}/repos,repository,subscription_url,template_repository.subscription_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscription""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscription""}"
get-/orgs/{org}/repos,repository,subscription_url,template_repository.template_repository.subscription_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscription""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscription""}"
get-/orgs/{org}/repos,repository,tags_url,template_repository.tags_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/tags""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/tags""}"
get-/orgs/{org}/repos,repository,tags_url,template_repository.template_repository.tags_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/tags""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/tags""}"
get-/orgs/{org}/repos,repository,teams_url,template_repository.teams_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/teams""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/teams""}"
get-/orgs/{org}/repos,repository,teams_url,template_repository.template_repository.teams_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/teams""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/teams""}"
get-/orgs/{org}/repos,repository,trees_url,template_repository.trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}"
get-/orgs/{org}/repos,repository,trees_url,template_repository.template_repository.trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}"
get-/orgs/{org}/repos,repository,clone_url,template_repository.clone_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get-/orgs/{org}/repos,repository,clone_url,template_repository.template_repository.clone_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get-/orgs/{org}/repos,repository,mirror_url,template_repository.mirror_url,"{""type"": ""string"", ""nullable"": true} schema: {""type"": ""string"", ""nullable"": true}"
get-/orgs/{org}/repos,repository,mirror_url,template_repository.template_repository.mirror_url,"{""type"": ""string"", ""nullable"": true} schema: {""type"": ""string"", ""nullable"": true}"
get-/orgs/{org}/repos,repository,hooks_url,template_repository.hooks_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/hooks""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/hooks""}"
get-/orgs/{org}/repos,repository,hooks_url,template_repository.template_repository.hooks_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/hooks""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/hooks""}"
get-/orgs/{org}/repos,repository,svn_url,template_repository.svn_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get-/orgs/{org}/repos,repository,svn_url,template_repository.template_repository.svn_url,"{""type"": ""string""} schema: {""type"": ""string""}"
get-/orgs/{org}/repos,repository,pushed_at,template_repository.pushed_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:06:43Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:06:43Z"", ""nullable"": true}"
get-/orgs/{org}/repos,repository,pushed_at,template_repository.template_repository.pushed_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:06:43Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:06:43Z"", ""nullable"": true}"
