operation,response resource,attribute,group,description
post-/projects/user/{user_id},BasicProjectDetails,readme_url,readme_url,"{""type"": ""string""}"
post-/projects/user/{user_id},BasicProjectDetails,created_at,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post-/projects/user/{user_id},BasicProjectDetails,last_activity_at,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
post-/projects/user/{user_id},BasicProjectDetails,avatar_url,avatar_url,"{""type"": ""string""}"
post-/projects/user/{user_id},BasicProjectDetails,marked_for_deletion_at,marked_for_deletion_at,"{""type"": ""string"", ""format"": ""date""}"
post-/projects/user/{user_id},BasicProjectDetails,marked_for_deletion_on,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}"
put-/projects/{id},BasicProjectDetails,http_url_to_repo,http_url_to_repo,"{""type"": ""string""}"
put-/projects/{id},BasicProjectDetails,web_url,web_url,"{""type"": ""string""}"
put-/projects/{id},BasicProjectDetails,readme_url,readme_url,"{""type"": ""string""}"
put-/projects/{id},Owner,created_at,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
put-/projects/{id},BasicProjectDetails,created_at,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
put-/projects/{id},BasicProjectDetails,last_activity_at,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
put-/projects/{id},BasicProjectDetails,avatar_url,avatar_url,"{""type"": ""string""}"
put-/projects/{id},BasicProjectDetails,marked_for_deletion_at,marked_for_deletion_at,"{""type"": ""string"", ""format"": ""date""}"
put-/projects/{id},BasicProjectDetails,marked_for_deletion_on,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}"
put-/projects/{id}/hooks/{hook_id},ProjectHook,url,url,"{""type"": ""string""}"
put-/projects/{id}/transfer,ProjectWithAcess,http_url_to_repo,http_url_to_repo,"{""type"": ""string""}"
put-/projects/{id}/transfer,ProjectWithAcess,web_url,web_url,"{""type"": ""string""}"
put-/projects/{id}/transfer,ProjectWithAcess,readme_url,readme_url,"{""type"": ""string""}"
put-/projects/{id}/transfer,Owner,created_at,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
put-/projects/{id}/transfer,ProjectWithAcess,created_at,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
put-/projects/{id}/transfer,ProjectWithAcess,last_activity_at,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
put-/projects/{id}/transfer,ProjectWithAcess,last_activity_at,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}_x000D_"
put-/projects/{id}/transfer,ProjectWithAcess,avatar_url,avatar_url,"{""type"": ""string""}"
put-/projects/{id}/transfer,ProjectWithAcess,license_url,license_url,"{""type"": ""string""}"
put-/projects/{id}/transfer,License,html_url,license.html_url,"{""type"": ""string""}"
put-/projects/{id}/transfer,License,html_url,forked_from_project.license.html_url,"{""type"": ""string""}"
put-/projects/{id}/transfer,License,source_url,license.source_url,"{""type"": ""string""}"
put-/projects/{id}/transfer,License,source_url,forked_from_project.license.source_url,"{""type"": ""string""}"
put-/projects/{id}/transfer,ProjectWithAcess,marked_for_deletion_at,marked_for_deletion_at,"{""type"": ""string"", ""format"": ""date""}"
put-/projects/{id}/transfer,ProjectWithAcess,marked_for_deletion_on,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}"
put-/projects/{id}/transfer,ProjectWithAcess,marked_for_deletion_on,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}_x000D_"
put-/projects/{id}/transfer,ForkedFromProject,created_at,forked_from_project.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
put-/projects/{id}/transfer,ForkedFromProject,web_url,forked_from_project.web_url,"{""type"": ""string""}"
put-/projects/{id}/transfer,ForkedFromProject,avatar_url,forked_from_project.avatar_url,"{""type"": ""string""}"
put-/projects/{id}/transfer,ForkedFromProject,license_url,forked_from_project.license_url,"{""type"": ""string""}"
put-/projects/{id}/transfer,ForkedFromProject,last_activity_at,forked_from_project.last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
put-/projects/{id}/transfer,ProjectWithAcess,marked_for_deletion_on,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}"
put-/projects/{id}/transfer,ProjectWithAcess,marked_for_deletion_on,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}_x000D_"
put-/projects/{id}/transfer,ProjectWithAcess,last_activity_at,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
put-/projects/{id}/transfer,ProjectWithAcess,last_activity_at,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}_x000D_"
put-/projects/{id}/transfer,ContainerExpirationPolicy,next_run_at,container_expiration_policy.next_run_at,"{""type"": ""string"", ""format"": ""date-time""}"
get-/projects/{id},ForkedFromProject,last_activity_at,forked_from_project.last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
get-/projects/{id},ForkedFromProject,created_at,forked_from_project.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post-/projects,BasicProjectDetails,created_at,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post-/projects,Owner,created_at,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post-/projects/user/{user_id},Owner,created_at,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get-/projects/{id},ProjectWithAcess,marked_for_deletion_at,marked_for_deletion_at,"{""type"": ""string"", ""format"": ""date""}"
get-/projects/{id},Owner,created_at,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post-/projects/{id}/fork,BasicProjectDetails,marked_for_deletion_at,marked_for_deletion_at,"{""type"": ""string"", ""format"": ""date""}"
