endpoint,group,description
get+projects_{id}_repository_commits,created_at,"Attribute created_at is responded to by parameter since with a description: Only commits after or on this date will be returned in ISO 8601 format YYYY-MM-DDTHH:MM:SSZ
Attribute created_at is responded to by parameter until with a description: Only commits before or on this date will be returned in ISO 8601 format YYYY-MM-DDTHH:MM:SSZ
Attribute created_at is responded to by parameter since with a description: Only commits after or on this date will be returned in ISO 8601 format YYYY-MM-DDTHH:MM:SSZ
Attribute created_at is responded to by parameter until with a description: Only commits before or on this date will be returned in ISO 8601 format YYYY-MM-DDTHH:MM:SSZ"
get+projects_{id}_repository_commits_{sha}_comments,author.avatar_url,"{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}"
get+projects_{id}_repository_commits_{sha}_comments,author.web_url,"{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}
{""type"": ""string""}"
get+projects_{id}_repository_commits_{sha}_comments,line,Attribute line is responded to by parameter line with a description: The line number where the comment should be placed
get+projects_{id}_repository_commits_{sha}_comments,line_type,Attribute line_type is responded to by parameter line_type with a description: The line type
get+projects_{id}_repository_commits_{sha}_comments,note,Attribute note is responded to by parameter note with a description: The text of the comment
get+projects_{id}_repository_commits_{sha}_comments,path,Attribute path is responded to by parameter path with a description: The file path relative to the repository
get+projects_{id}_repository_commits_{sha}_merge_requests,author.avatar_url,"{""type"": ""string""}"
get+projects_{id}_repository_commits_{sha}_merge_requests,sha,Attribute sha is responded to by parameter sha with a description: The commit SHA
get+projects_{id}_repository_commits_{sha}_merge_requests,web_url,"{""type"": ""string""}"
get+projects_{id}_repository_commits_{sha}_refs,type,"Attribute type is responded to by parameter type with a description: The scope of commits
{""type"": ""string"", ""enum"": [""branch"", ""tag"", ""all""]}"
get+projects_{id}_repository_commits_{sha}_signature,x509_certificate.x509_issuer.crl_url,"{ ""type"": ""string"" }"
get+projects_{id}_repository_commits_{sha}_statuses,name,"Attribute name is responded to by parameter name with a description: Filter by job name, e.g., bundler:audit"
get+projects_{id}_repository_commits_{sha}_statuses,ref,"Attribute ref is responded to by parameter ref with a description: The name of a repository branch or tag or, if not given, the default branch"
get+projects_{id}_repository_commits_{sha}_statuses,sha,Attribute sha is responded to by parameter sha with a description: The commit hash or name of a repository branch or tag
get+projects_{id}_repository_commits_{sha}_statuses,target_url,"{""type"": ""string""}"
post+projects,allow_merge_on_skipped_pipeline,Attribute allow_merge_on_skipped_pipeline is responded to by parameter allow_merge_on_skipped_pipeline with a description: Set whether or not merge requests can be merged with skipped jobs
post+projects,auto_devops_deploy_strategy,Attribute auto_devops_deploy_strategy is responded to by parameter auto_devops_deploy_strategy with a description: Auto Deploy strategy
post+projects,auto_devops_enabled,Attribute auto_devops_enabled is responded to by parameter auto_devops_enabled with a description: Enable Auto DevOps for this project
post+projects,autoclose_referenced_issues,Attribute autoclose_referenced_issues is responded to by parameter autoclose_referenced_issues with a description: Set whether auto-closing referenced issues on default branch
post+projects,container_registry_enabled,Attribute container_registry_enabled is responded to by parameter container_registry_enabled with a description: Enable container registry for this project
post+projects,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects,default_branch,Attribute default_branch is responded to by parameter default_branch with a description: master by default
post+projects,description,Attribute description is responded to by parameter description with a description: Short project description
post+projects,issues_enabled,Attribute issues_enabled is responded to by parameter issues_enabled with a description: (Deprecated)Enable issues for this project. Use issues_access_level instead
post+projects,jobs_enabled,Attribute jobs_enabled is responded to by parameter jobs_enabled with a description: (Deprecated)Enable jobs for this project. Use builds_access_level instead
post+projects,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}"
post+projects,merge_method,Attribute merge_method is responded to by parameter merge_method with a description: Set the merge method used
post+projects,merge_requests_enabled,Attribute merge_requests_enabled is responded to by parameter merge_requests_enabled with a description: (Deprecated)Enable merge requests for this project. Use merge_requests_access_level instead
post+projects,name,"Attribute name is responded to by parameter name with a description: The name of the new project. Either path or name is required, not both"
post+projects,only_allow_merge_if_all_discussions_are_resolved,Attribute only_allow_merge_if_all_discussions_are_resolved is responded to by parameter only_allow_merge_if_all_discussions_are_resolved with a description: Set whether merge requests can only be merged when all the discussions are resolved
post+projects,only_allow_merge_if_pipeline_succeeds,Attribute only_allow_merge_if_pipeline_succeeds is responded to by parameter only_allow_merge_if_pipeline_succeeds with a description: Set whether merge requests can only be merged with successful jobs
post+projects,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects,packages_enabled,Attribute packages_enabled is responded to by parameter packages_enabled with a description: Enable or disable packages repository feature
post+projects,path,Attribute path is responded to by parameter path with a description: Repository name for new project. Generated based on name if not provided (generated as lowercase with dashes)
post+projects,readme_url,"{""type"": ""string""}"
post+projects,remove_source_branch_after_merge,Attribute remove_source_branch_after_merge is responded to by parameter remove_source_branch_after_merge with a description: Enable Delete source branch option by default for all new merge requests
post+projects,repository_storage,Attribute repository_storage is responded to by parameter repository_storage with a description: Which storage shard the repository is on.(admins only)
post+projects,request_access_enabled,Attribute request_access_enabled is responded to by parameter request_access_enabled with a description: Allow users to request member access
post+projects,resolve_outdated_diff_discussions,Attribute resolve_outdated_diff_discussions is responded to by parameter resolve_outdated_diff_discussions with a description: Automatically resolve merge request diffs discussions on lines changed with a push
post+projects,shared_runners_enabled,Attribute shared_runners_enabled is responded to by parameter shared_runners_enabled with a description: Enable shared runners for this project
post+projects,snippets_enabled,Attribute snippets_enabled is responded to by parameter snippets_enabled with a description: (Deprecated)Enable snippets for this project. Use snippets_access_level instead
post+projects,tag_list,"Attribute tag_list is responded to by parameter tag_list with a description: The list of tags for a project; put array of tags, that should be finally assigned to a project"
post+projects,visibility,"Attribute visibility is responded to by parameter visibility with a description: See project visibility level
Attribute visibility is responded to by parameter repository_access_level with a description: One of disabled, private, or enabled
Attribute visibility is responded to by parameter visibility with a description: See project visibility level
Attribute visibility is responded to by parameter repository_access_level with a description: One of disabled, private, or enabled"
post+projects,web_url,"{""type"": ""string""}"
post+projects,wiki_enabled,Attribute wiki_enabled is responded to by parameter wiki_enabled with a description: (Deprecated)Enable wiki for this project. Use wiki_access_levelinstead
post+projects_{id}_repository_commits,author_email,Attribute author_email is responded to by parameter author_email with a description: Author email for commit
post+projects_{id}_repository_commits,author_name,Attribute author_name is responded to by parameter author_name with a description: Author name for commit
post+projects_{id}_statuses_{sha},author.avatar_url,"{""type"": ""string""}"
post+projects_{id}_statuses_{sha},author.web_url,"{""type"": ""string""}"
post+projects_{id}_statuses_{sha},description,Attribute description is responded to by parameter description with a description: A short description of the status
post+projects_{id}_statuses_{sha},name,"Attribute name is responded to by parameter name with a description: The label to differentiate this status from the status of other systems
Attribute name is responded to by parameter context with a description: The label to differentiate this status from the status of other systems
Attribute name is responded to by parameter name with a description: The label to differentiate this status from the status of other systems
Attribute name is responded to by parameter context with a description: The label to differentiate this status from the status of other systems"
post+projects_{id}_statuses_{sha},ref,Attribute ref is responded to by parameter ref with a description: The ref (branch or tag) to which the status refers
post+projects_{id}_statuses_{sha},sha,Attribute sha is responded to by parameter sha with a description: The commit SHA
post+projects_{id}_statuses_{sha},status,Attribute status is responded to by parameter state with a description: The state of the status
post+projects_{id}_statuses_{sha},target_url,"Attribute target_url is responded to by parameter target_url with a description: The target URL to associate with this status
{""type"": ""string""}"
