endpoint,group,description_x,tp_x,description_y,tp_y,status,_check_verification_script,check_verify,_merge
post+projects,allow_merge_on_skipped_pipeline,Attribute allow_merge_on_skipped_pipeline is responded to by parameter BasicProjectDetails with a description: Set whether or not merge requests can be merged with skipped jobs,1.0,Attribute allow_merge_on_skipped_pipeline is responded to by parameter allow_merge_on_skipped_pipeline with a description: Set whether or not merge requests can be merged with skipped jobs,1.0,mismatched,yes,yes,both
post+projects,auto_devops_deploy_strategy,Attribute auto_devops_deploy_strategy is responded to by parameter BasicProjectDetails with a description: Auto Deploy strategy,1.0,Attribute auto_devops_deploy_strategy is responded to by parameter auto_devops_deploy_strategy with a description: Auto Deploy strategy,1.0,satisfied,yes,yes,both
post+projects,auto_devops_enabled,Attribute auto_devops_enabled is responded to by parameter BasicProjectDetails with a description: Enable Auto DevOps for this project,1.0,Attribute auto_devops_enabled is responded to by parameter auto_devops_enabled with a description: Enable Auto DevOps for this project,1.0,satisfied,yes,yes,both
post+projects,autoclose_referenced_issues,Attribute autoclose_referenced_issues is responded to by parameter BasicProjectDetails with a description: Set whether auto-closing referenced issues on default branch,1.0,Attribute autoclose_referenced_issues is responded to by parameter autoclose_referenced_issues with a description: Set whether auto-closing referenced issues on default branch,1.0,satisfied,yes,yes,both
post+projects,avatar_url,Attribute avatar is responded to by parameter BasicProjectDetails with a description: Image file for avatar of the project,0.0,Attribute avatar_url is responded to by parameter avatar with a description: Image file for avatar of the project,0.0,unknown,yes,yes,both
post+projects,container_registry_enabled,Attribute container_registry_enabled is responded to by parameter BasicProjectDetails with a description: Enable container registry for this project,1.0,Attribute container_registry_enabled is responded to by parameter container_registry_enabled with a description: Enable container registry for this project,1.0,satisfied,yes,yes,both
post+projects,created_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0,"{""type"": ""string"", ""format"": ""date-time""}",0.0,satisfied,yes,yes,both
post+projects,default_branch,Attribute default_branch is responded to by parameter BasicProjectDetails with a description: master by default,1.0,Attribute default_branch is responded to by parameter default_branch with a description: master by default,1.0,satisfied,yes,yes,both
post+projects,description,Attribute description is responded to by parameter BasicProjectDetails with a description: Short project description,1.0,Attribute description is responded to by parameter description with a description: Short project description,1.0,unknown,yes,yes,both
post+projects,issues_enabled,Attribute issues_enabled is responded to by parameter BasicProjectDetails with a description: (Deprecated)Enable issues for this project. Use issues_access_level instead,1.0,Attribute issues_enabled is responded to by parameter issues_enabled with a description: (Deprecated)Enable issues for this project. Use issues_access_level instead,1.0,satisfied,yes,yes,both
post+projects,jobs_enabled,Attribute jobs_enabled is responded to by parameter BasicProjectDetails with a description: (Deprecated)Enable jobs for this project. Use builds_access_level instead,1.0,Attribute jobs_enabled is responded to by parameter jobs_enabled with a description: (Deprecated)Enable jobs for this project. Use builds_access_level instead,1.0,satisfied,yes,yes,both
post+projects,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0,"{""type"": ""string"", ""format"": ""date-time""}",0.0,satisfied,yes,yes,both
post+projects,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}",1.0,"{""type"": ""string"", ""format"": ""date""}",0.0,unknown,yes,yes,both
post+projects,merge_method,Attribute merge_method is responded to by parameter BasicProjectDetails with a description: Set the merge method used,1.0,Attribute merge_method is responded to by parameter merge_method with a description: Set the merge method used,1.0,satisfied,yes,yes,both
post+projects,merge_requests_enabled,Attribute merge_requests_enabled is responded to by parameter BasicProjectDetails with a description: (Deprecated)Enable merge requests for this project. Use merge_requests_access_level instead,1.0,Attribute merge_requests_enabled is responded to by parameter merge_requests_enabled with a description: (Deprecated)Enable merge requests for this project. Use merge_requests_access_level instead,1.0,satisfied,yes,yes,both
post+projects,name,"Attribute name is responded to by parameter BasicProjectDetails with a description: The name of the new project. Either path or name is required, not both",1.0,"Attribute name is responded to by parameter name with a description: The name of the new project. Either path or name is required, not both",1.0,satisfied,yes,yes,both
post+projects,only_allow_merge_if_all_discussions_are_resolved,Attribute only_allow_merge_if_all_discussions_are_resolved is responded to by parameter BasicProjectDetails with a description: Set whether merge requests can only be merged when all the discussions are resolved,1.0,Attribute only_allow_merge_if_all_discussions_are_resolved is responded to by parameter only_allow_merge_if_all_discussions_are_resolved with a description: Set whether merge requests can only be merged when all the discussions are resolved,1.0,satisfied,yes,yes,both
post+projects,only_allow_merge_if_pipeline_succeeds,Attribute only_allow_merge_if_pipeline_succeeds is responded to by parameter BasicProjectDetails with a description: Set whether merge requests can only be merged with successful jobs,1.0,Attribute only_allow_merge_if_pipeline_succeeds is responded to by parameter only_allow_merge_if_pipeline_succeeds with a description: Set whether merge requests can only be merged with successful jobs,1.0,satisfied,yes,yes,both
post+projects,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0,"{""type"": ""string"", ""format"": ""date-time""}",0.0,satisfied,yes,yes,both
post+projects,packages_enabled,Attribute packages_enabled is responded to by parameter BasicProjectDetails with a description: Enable or disable packages repository feature,1.0,Attribute packages_enabled is responded to by parameter packages_enabled with a description: Enable or disable packages repository feature,1.0,satisfied,yes,yes,both
post+projects,path,Attribute path is responded to by parameter BasicProjectDetails with a description: Repository name for new project. Generated based on name if not provided (generated as lowercase with dashes),1.0,Attribute path is responded to by parameter path with a description: Repository name for new project. Generated based on name if not provided (generated as lowercase with dashes),1.0,satisfied,yes,yes,both
post+projects,readme_url,"{""type"": ""string""}",1.0,,,,,,left_only
post+projects,remove_source_branch_after_merge,Attribute remove_source_branch_after_merge is responded to by parameter BasicProjectDetails with a description: Enable Delete source branch option by default for all new merge requests,1.0,Attribute remove_source_branch_after_merge is responded to by parameter remove_source_branch_after_merge with a description: Enable Delete source branch option by default for all new merge requests,1.0,satisfied,yes,yes,both
post+projects,repository_storage,Attribute repository_storage is responded to by parameter BasicProjectDetails with a description: Which storage shard the repository is on.(admins only),1.0,Attribute repository_storage is responded to by parameter repository_storage with a description: Which storage shard the repository is on.(admins only),1.0,satisfied,yes,yes,both
post+projects,request_access_enabled,Attribute request_access_enabled is responded to by parameter BasicProjectDetails with a description: Allow users to request member access,1.0,Attribute request_access_enabled is responded to by parameter request_access_enabled with a description: Allow users to request member access,1.0,satisfied,yes,yes,both
post+projects,resolve_outdated_diff_discussions,Attribute resolve_outdated_diff_discussions is responded to by parameter BasicProjectDetails with a description: Automatically resolve merge request diffs discussions on lines changed with a push,1.0,Attribute resolve_outdated_diff_discussions is responded to by parameter resolve_outdated_diff_discussions with a description: Automatically resolve merge request diffs discussions on lines changed with a push,1.0,satisfied,yes,yes,both
post+projects,shared_runners_enabled,Attribute shared_runners_enabled is responded to by parameter BasicProjectDetails with a description: Enable shared runners for this project,1.0,Attribute shared_runners_enabled is responded to by parameter shared_runners_enabled with a description: Enable shared runners for this project,1.0,satisfied,yes,yes,both
post+projects,snippets_enabled,Attribute snippets_enabled is responded to by parameter BasicProjectDetails with a description: (Deprecated)Enable snippets for this project. Use snippets_access_level instead,1.0,Attribute snippets_enabled is responded to by parameter snippets_enabled with a description: (Deprecated)Enable snippets for this project. Use snippets_access_level instead,1.0,satisfied,yes,yes,both
post+projects,tag_list,"Attribute tag_list is responded to by parameter BasicProjectDetails with a description: The list of tags for a project; put array of tags, that should be finally assigned to a project",1.0,"Attribute tag_list is responded to by parameter tag_list with a description: The list of tags for a project; put array of tags, that should be finally assigned to a project",1.0,satisfied,yes,yes,both
post+projects,visibility,"Attribute visibility is responded to by parameter BasicProjectDetails with a description: See project visibility level
Attribute pages_access_level is responded to by parameter BasicProjectDetails with a description: One of disabled, private,enabled, or public
Attribute repository_access_level is responded to by parameter BasicProjectDetails with a description: One of disabled, private, or enabled",0.3333333333333333,"Attribute visibility is responded to by parameter visibility with a description: See project visibility level
Attribute visibility is responded to by parameter pages_access_level with a description: One of disabled, private,enabled, or public
Attribute visibility is responded to by parameter repository_access_level with a description: One of disabled, private, or enabled",0.3333333333333333,"satisfied
unknown
mismatched","yes,yes,yes",yes,both
post+projects,web_url,"{""type"": ""string""}",1.0,,,,,,left_only
post+projects,wiki_enabled,Attribute wiki_enabled is responded to by parameter BasicProjectDetails with a description: (Deprecated)Enable wiki for this project. Use wiki_access_levelinstead,1.0,Attribute wiki_enabled is responded to by parameter wiki_enabled with a description: (Deprecated)Enable wiki for this project. Use wiki_access_levelinstead,1.0,satisfied,yes,yes,both
post+projects_{id}_repository_commits,author_email,Attribute author_email is responded to by parameter RepoCommitDetail with a description: Author email for commit,1.0,Attribute author_email is responded to by parameter author_email with a description: Author email for commit,1.0,satisfied,yes,yes,both
post+projects_{id}_repository_commits,author_name,Attribute author_name is responded to by parameter RepoCommitDetail with a description: Author name for commit,1.0,Attribute author_name is responded to by parameter author_name with a description: Author name for commit,1.0,satisfied,yes,yes,both
post+projects_{id}_statuses_{sha},author.avatar_url,"{""type"": ""string""}",1.0,"{""type"": ""string""}",0.0,satisfied,yes,yes,both
post+projects_{id}_statuses_{sha},author.web_url,"{""type"": ""string""}",1.0,"{""type"": ""string""}",0.0,satisfied,yes,yes,both
post+projects_{id}_statuses_{sha},description,Attribute description is responded to by parameter CommitStatus with a description: A short description of the status,1.0,Attribute description is responded to by parameter description with a description: A short description of the status,1.0,mismatched,yes,yes,both
post+projects_{id}_statuses_{sha},name,"Attribute name is responded to by parameter CommitStatus with a description: The label to differentiate this status from the status of other systems
Attribute context is responded to by parameter CommitStatus with a description: The label to differentiate this status from the status of other systems",1.0,"Attribute name is responded to by parameter name with a description: The label to differentiate this status from the status of other systems
Attribute name is responded to by parameter context with a description: The label to differentiate this status from the status of other systems",1.0,"satisfied
unknown","yes,yes",yes,both
post+projects_{id}_statuses_{sha},ref,Attribute ref is responded to by parameter CommitStatus with a description: The ref (branch or tag) to which the status refers,1.0,Attribute ref is responded to by parameter ref with a description: The ref (branch or tag) to which the status refers,1.0,mismatched,yes,yes,both
post+projects_{id}_statuses_{sha},sha,Attribute sha is responded to by parameter CommitStatus with a description: The commit SHA,1.0,Attribute sha is responded to by parameter sha with a description: The commit SHA,1.0,satisfied,yes,yes,both
post+projects_{id}_statuses_{sha},status,Attribute state is responded to by parameter CommitStatus with a description: The state of the status,1.0,Attribute status is responded to by parameter state with a description: The state of the status,1.0,satisfied,yes,yes,both
post+projects_{id}_statuses_{sha},target_url,"Attribute target_url is responded to by parameter CommitStatus with a description: The target URL to associate with this status
{""type"": ""string""}",1.0,Attribute target_url is responded to by parameter target_url with a description: The target URL to associate with this status,1.0,mismatched,yes,yes,both
