endpoint,group,description
post+orgs_{org}_repos,contributors_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contributors""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/contributors""}"
post+orgs_{org}_repos,created_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:01:12Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:01:12Z"", ""nullable"": true}"
post+orgs_{org}_repos,delete_branch_on_merge,"Attribute delete_branch_on_merge is responded to by parameter delete_branch_on_merge with a description: Either `true` to allow automatically deleting head branches when pull requests are merged, or `false` to prevent automatic deletion"
post+orgs_{org}_repos,deployments_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/deployments""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/deployments""}"
post+orgs_{org}_repos,description,Attribute description is responded to by parameter description with a description: A short description of the repository
post+orgs_{org}_repos,downloads_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/downloads""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/downloads""}"
post+orgs_{org}_repos,events_url,"{""type"": ""string"", ""format"": ""uri""}"
post+orgs_{org}_repos,forks_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/forks""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/forks""}"
post+orgs_{org}_repos,git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}"
post+orgs_{org}_repos,git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}"
post+orgs_{org}_repos,git_tags_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/tags{/sha}""}"
post+orgs_{org}_repos,git_url,"{""type"": ""string"", ""example"": ""git:github.com/octocat/Hello-World.git""} schema: {""type"": ""string"", ""example"": ""git:github.com/octocat/Hello-World.git""}"
post+orgs_{org}_repos,has_issues,Attribute has_issues is responded to by parameter has_issues with a description: Either `true` to enable issues for this repository or `false` to disable them
post+orgs_{org}_repos,has_projects,"Attribute has_projects is responded to by parameter has_projects with a description: Either `true` to enable projects for this repository or `false` to disable them. **Note:** If you're creating a repository in an organization that has disabled repository projects, the default is `false`, and if you pass `true`, the API returns an error"
post+orgs_{org}_repos,has_wiki,Attribute has_wiki is responded to by parameter has_wiki with a description: Either `true` to enable the wiki for this repository or `false` to disable it
post+orgs_{org}_repos,homepage,"Attribute homepage is responded to by parameter homepage with a description: A URL with more information about the repository
{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com"", ""nullable"": true}"
post+orgs_{org}_repos,hooks_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/hooks""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/hooks""}"
post+orgs_{org}_repos,html_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/octocat/Hello-World""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/octocat/Hello-World""}"
post+orgs_{org}_repos,is_template,Attribute is_template is responded to by parameter is_template with a description: Either `true` to make this repo available as a template repository or `false` to prevent it
post+orgs_{org}_repos,issue_comment_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/comments{/number}""}"
post+orgs_{org}_repos,issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}"
post+orgs_{org}_repos,issues_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues{/number}""}"
post+orgs_{org}_repos,keys_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/keys{/key_id}""}"
post+orgs_{org}_repos,labels_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/labels{/name}""}"
post+orgs_{org}_repos,languages_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/languages""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/languages""}"
post+orgs_{org}_repos,license.html_url,"{""type"": ""string"", ""format"": ""uri""} schema: {""type"": ""string"", ""format"": ""uri""}"
post+orgs_{org}_repos,license.url,"{""type"": ""string"", ""nullable"": true, ""format"": ""uri"", ""example"": ""https://api.github.com/licenses/mit""} schema: {""type"": ""string"", ""nullable"": true, ""format"": ""uri"", ""example"": ""https://api.github.com/licenses/mit""}"
post+orgs_{org}_repos,merges_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/merges""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/merges""}"
post+orgs_{org}_repos,milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}"
post+orgs_{org}_repos,mirror_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""git:git.example.com/octocat/Hello-World"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""git:git.example.com/octocat/Hello-World"", ""nullable"": true}"
post+orgs_{org}_repos,notifications_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/notifications{?since,all,participating}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/notifications{?since,all,participating}""}"
post+orgs_{org}_repos,organization.avatar_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/images/error/octocat_happy.gif""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/images/error/octocat_happy.gif""}"
post+orgs_{org}_repos,organization.events_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""}"
post+orgs_{org}_repos,organization.followers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/followers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/followers""}"
post+orgs_{org}_repos,organization.following_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/following{/other_user}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/following{/other_user}""}"
post+orgs_{org}_repos,organization.gists_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/gists{/gist_id}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/gists{/gist_id}""}"
post+orgs_{org}_repos,organization.html_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/octocat""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/octocat""}"
post+orgs_{org}_repos,organization.organizations_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/orgs""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/orgs""}"
post+orgs_{org}_repos,organization.received_events_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/received_events""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/received_events""}"
post+orgs_{org}_repos,organization.repos_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/repos""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/repos""}"
post+orgs_{org}_repos,organization.starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:55Z\""""}"
post+orgs_{org}_repos,organization.starred_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/starred{/owner}{/repo}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/starred{/owner}{/repo}""}"
post+orgs_{org}_repos,organization.subscriptions_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/subscriptions""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/subscriptions""}"
post+orgs_{org}_repos,organization.url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat""}"
post+orgs_{org}_repos,owner.avatar_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/images/error/octocat_happy.gif""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/images/error/octocat_happy.gif""}"
post+orgs_{org}_repos,owner.events_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""}"
post+orgs_{org}_repos,owner.followers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/followers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/followers""}"
post+orgs_{org}_repos,owner.following_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/following{/other_user}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/following{/other_user}""}"
post+orgs_{org}_repos,owner.gists_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/gists{/gist_id}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/gists{/gist_id}""}"
post+orgs_{org}_repos,owner.html_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/octocat""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/octocat""}"
post+orgs_{org}_repos,owner.organizations_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/orgs""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/orgs""}"
post+orgs_{org}_repos,owner.received_events_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/received_events""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/received_events""}"
post+orgs_{org}_repos,owner.repos_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/repos""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/repos""}"
post+orgs_{org}_repos,owner.starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:55Z\""""}"
post+orgs_{org}_repos,owner.starred_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/starred{/owner}{/repo}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/starred{/owner}{/repo}""}"
post+orgs_{org}_repos,owner.subscriptions_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/subscriptions""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/subscriptions""}"
post+orgs_{org}_repos,owner.url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat""}"
post+orgs_{org}_repos,pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}"
post+orgs_{org}_repos,pushed_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:06:43Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:06:43Z"", ""nullable"": true}"
post+orgs_{org}_repos,releases_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/releases{/id}""}"
post+orgs_{org}_repos,ssh_url,"{""type"": ""string"", ""example"": ""git@github.com:octocat/Hello-World.git""} schema: {""type"": ""string"", ""example"": ""git@github.com:octocat/Hello-World.git""}"
post+orgs_{org}_repos,stargazers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/stargazers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/stargazers""}"
post+orgs_{org}_repos,starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:42Z\""""} schema: {""type"": ""string"", ""example"": ""\""2020-07-09T00:17:42Z\""""}"
post+orgs_{org}_repos,statuses_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""}"
post+orgs_{org}_repos,subscribers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscribers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscribers""}"
post+orgs_{org}_repos,subscription_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscription""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/subscription""}"
post+orgs_{org}_repos,svn_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://svn.github.com/octocat/Hello-World""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://svn.github.com/octocat/Hello-World""}"
post+orgs_{org}_repos,tags_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/tags""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/tags""}"
post+orgs_{org}_repos,teams_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/teams""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/teams""}"
post+orgs_{org}_repos,template_repository.events_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""}"
post+orgs_{org}_repos,template_repository.html_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/octocat""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/octocat""}"
post+orgs_{org}_repos,template_repository.owner.avatar_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/images/error/octocat_happy.gif""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/images/error/octocat_happy.gif""}"
post+orgs_{org}_repos,template_repository.owner.events_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""}"
post+orgs_{org}_repos,template_repository.owner.followers_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/followers""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/followers""}"
post+orgs_{org}_repos,template_repository.owner.following_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/following{/other_user}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/following{/other_user}""}"
post+orgs_{org}_repos,template_repository.owner.gists_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/gists{/gist_id}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/gists{/gist_id}""}"
post+orgs_{org}_repos,template_repository.owner.html_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/octocat""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://github.com/octocat""}"
post+orgs_{org}_repos,template_repository.owner.organizations_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/orgs""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/orgs""}"
post+orgs_{org}_repos,template_repository.owner.received_events_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/received_events""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/received_events""}"
post+orgs_{org}_repos,template_repository.owner.repos_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/repos""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/repos""}"
post+orgs_{org}_repos,template_repository.owner.starred_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/starred{/owner}{/repo}""} schema: {""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/starred{/owner}{/repo}""}"
post+orgs_{org}_repos,template_repository.owner.subscriptions_url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/subscriptions""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat/subscriptions""}"
post+orgs_{org}_repos,template_repository.owner.url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat""}"
post+orgs_{org}_repos,template_repository.url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/users/octocat""}"
post+orgs_{org}_repos,trees_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""} schema: {""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/trees{/sha}""}"
post+orgs_{org}_repos,updated_at,"{""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:14:43Z"", ""nullable"": true} schema: {""type"": ""string"", ""format"": ""date-time"", ""example"": ""2011-01-26T19:14:43Z"", ""nullable"": true}"
post+orgs_{org}_repos,url,"{""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/repos/octocat/Hello-World""} schema: {""type"": ""string"", ""format"": ""uri"", ""example"": ""https://api.github.com/repos/octocat/Hello-World""}"
post+orgs_{org}_repos,visibility,"Attribute visibility is responded to by parameter visibility with a description: Can be `public` or `private`. If your organization is associated with an enterprise account using GitHub Enterprise Cloud or GitHub Enterprise Server 2.20+, `visibility` can also be `internal`. Note: For GitHub Enterprise Server and GitHub AE, this endpoint will only list repositories available to all users on the enterprise. For more information, see ""[Creating an internal repository](https://help.github.com/en/github/creating-cloning-and-archiving-repositories/about-repository-visibility#about-internal-repositories)"" in the GitHub Help documentation.  
The `visibility` parameter overrides the `private` parameter when you use both parameters with the `nebula-preview` preview header
The repository visibility: public, private, or internal"
