pptname,invariant,invariantType,variables,postmanAssertion,tp,fp,enter,bug,group
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&events&items():::EXIT,return.resourceURI is Url,daikon.inv.unary.string.IsUrl,(return.resourceURI),"pm.expect(return_resourceURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.events.items.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&events&items():::EXIT,"return.name one of { ""Infinity"", ""Original Sin"", ""Secret Wars"" }",daikon.inv.unary.string.OneOfString,(return.name),"pm.expect([""Infinity"", ""Original Sin"", ""Secret Wars""].includes(return_name)).to.be.true",0,1,0,0,data.results.events.items.name
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&images():::EXIT,LENGTH(return.path)==57,daikon.inv.unary.string.FixedLengthString,(return.path),pm.expect(return_path).to.have.length(57),1,0,0,0,data.results.images.path
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&images():::EXIT,return.path is Url,daikon.inv.unary.string.IsUrl,(return.path),"pm.expect(return_path).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.images.path
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&images():::EXIT,"return.extension == ""jpg""",daikon.inv.unary.string.OneOfString,(return.extension),"pm.expect([""jpg""].includes(return_extension)).to.be.true",0,1,0,0,data.results.images.extension
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&images():::EXIT,LENGTH(return.extension)==3,daikon.inv.unary.string.FixedLengthString,(return.extension),pm.expect(return_extension).to.have.length(3),1,0,0,0,data.results.images.extension
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&prices():::EXIT,"return.type one of { ""digitalPurchasePrice"", ""printPrice"" }",daikon.inv.unary.string.OneOfString,(return.type),"pm.expect([""digitalPurchasePrice"", ""printPrice""].includes(return_type)).to.be.true",1,0,0,0,data.results.prices.type
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&prices():::EXIT,return.price >= 0.0,daikon.inv.unary.scalar.LowerBoundFloat,(return.price),pm.expect(return_price).to.be.at.least(0.0),1,0,0,0,data.results.prices.price
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&stories&items():::EXIT,return.resourceURI is Url,daikon.inv.unary.string.IsUrl,(return.resourceURI),"pm.expect(return_resourceURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.stories.items.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&textObjects():::EXIT,"return.type one of { ""issue_preview_text"", ""issue_solicit_text"" }",daikon.inv.unary.string.OneOfString,(return.type),"pm.expect([""issue_preview_text"", ""issue_solicit_text""].includes(return_type)).to.be.true",0,1,0,0,data.results.textObjects.type
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&textObjects():::EXIT,LENGTH(return.type)==18,daikon.inv.unary.string.FixedLengthString,(return.type),pm.expect(return_type).to.have.length(18),0,1,0,0,data.results.textObjects.type
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&textObjects():::EXIT,"return.language == ""en-us""",daikon.inv.unary.string.OneOfString,(return.language),"pm.expect([""en-us""].includes(return_language)).to.be.true",0,1,0,0,data.results.textObjects.language
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&textObjects():::EXIT,LENGTH(return.language)==5,daikon.inv.unary.string.FixedLengthString,(return.language),pm.expect(return_language).to.have.length(5),1,0,0,0,data.results.textObjects.language
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&urls():::EXIT,return.url is Url,daikon.inv.unary.string.IsUrl,(return.url),"pm.expect(return_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.urls.url
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&variants():::EXIT,return.resourceURI is Url,daikon.inv.unary.string.IsUrl,(return.resourceURI),"pm.expect(return_resourceURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.variants.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,input.comicId == return.id,daikon.inv.binary.twoScalar.IntEqual,"(input.comicId, return.id)",pm.expect(input_comicId).to.eql(return_id),1,0,0,0,data.results.id
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.creators.available == return.creators.returned,daikon.inv.binary.twoScalar.IntEqual,"(return.creators.available, return.creators.returned)",pm.expect(return_creators_available).to.eql(return_creators_returned),0,1,0,0,data.results.creators.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.creators.available == size(return.creators.items[]),daikon.inv.binary.twoScalar.IntEqual,"(return.creators.available, size(return.creators.items[..]))",pm.expect(return_creators_available).to.eql(return_creators_items_size_array),0,1,0,0,data.results.creators.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.characters.returned == size(return.characters.items[]),daikon.inv.binary.twoScalar.IntEqual,"(return.characters.returned, size(return.characters.items[..]))",pm.expect(return_characters_returned).to.eql(return_characters_items_size_array),1,0,0,0,data.results.characters.data.resultsed
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.stories.available == return.stories.returned,daikon.inv.binary.twoScalar.IntEqual,"(return.stories.available, return.stories.returned)",pm.expect(return_stories_available).to.eql(return_stories_returned),0,1,0,0,data.results.stories.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.stories.available == size(return.stories.items[]),daikon.inv.binary.twoScalar.IntEqual,"(return.stories.available, size(return.stories.items[..]))",pm.expect(return_stories_available).to.eql(return_stories_items_size_array),0,1,0,0,data.results.stories.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.events.available == return.events.returned,daikon.inv.binary.twoScalar.IntEqual,"(return.events.available, return.events.returned)",pm.expect(return_events_available).to.eql(return_events_returned),0,1,0,0,data.results.events.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.events.available == size(return.events.items[]),daikon.inv.binary.twoScalar.IntEqual,"(return.events.available, size(return.events.items[..]))",pm.expect(return_events_available).to.eql(return_events_items_size_array),0,1,0,0,data.results.events.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.digitalId >= 0,daikon.inv.unary.scalar.LowerBound,(return.digitalId),pm.expect(return_digitalId).to.be.at.least(0),1,0,0,0,data.results.digitalId
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,"return.variantDescription one of { ""I AM AN AVENGER BLANK COVER VARIANT"", ""Variant"" }",daikon.inv.unary.string.OneOfString,(return.variantDescription),"pm.expect([""I AM AN AVENGER BLANK COVER VARIANT"", ""Variant""].includes(return_variantDescription)).to.be.true",0,1,0,0,data.results.variantDescription
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,"return.isbn one of { ""0-7851-1857-8"", ""978-1-302-91177-5"" }",daikon.inv.unary.string.OneOfString,(return.isbn),"pm.expect([""0-7851-1857-8"", ""978-1-302-91177-5""].includes(return_isbn)).to.be.true",0,1,0,0,data.results.isbn
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,LENGTH(return.diamondCode)==9,daikon.inv.unary.string.FixedLengthString,(return.diamondCode),pm.expect(return_diamondCode).to.have.length(9),1,0,0,0,data.results.diamondCode
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,"return.ean == ""9781302 911775 53499""",daikon.inv.unary.string.OneOfString,(return.ean),"pm.expect([""9781302 911775 53499""].includes(return_ean)).to.be.true",0,1,0,0,data.results.ean
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,LENGTH(return.issn)==9,daikon.inv.unary.string.FixedLengthString,(return.issn),pm.expect(return_issn).to.have.length(9),1,0,0,0,data.results.issn
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.pageCount >= 0,daikon.inv.unary.scalar.LowerBound,(return.pageCount),pm.expect(return_pageCount).to.be.at.least(0),0,0,0,1,data.results.pageCount
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.resourceURI is Url,daikon.inv.unary.string.IsUrl,(return.resourceURI),"pm.expect(return_resourceURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.series.resourceURI is Url,daikon.inv.unary.string.IsUrl,(return.series.resourceURI),"pm.expect(return_series_resourceURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.series.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,LENGTH(return.thumbnail.path)==57,daikon.inv.unary.string.FixedLengthString,(return.thumbnail.path),pm.expect(return_thumbnail_path).to.have.length(57),0,1,0,0,data.results.thumbnail.path
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.thumbnail.path is Url,daikon.inv.unary.string.IsUrl,(return.thumbnail.path),"pm.expect(return_thumbnail_path).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.thumbnail.path
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,"return.thumbnail.extension == ""jpg""",daikon.inv.unary.string.OneOfString,(return.thumbnail.extension),"pm.expect([""jpg""].includes(return_thumbnail_extension)).to.be.true",0,1,0,0,data.results.thumbnail.extension
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,LENGTH(return.thumbnail.extension)==3,daikon.inv.unary.string.FixedLengthString,(return.thumbnail.extension),pm.expect(return_thumbnail_extension).to.have.length(3),1,0,0,0,data.results.thumbnail.extension
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.creators.collectionURI is Url,daikon.inv.unary.string.IsUrl,(return.creators.collectionURI),"pm.expect(return_creators_collectionURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.creators.collectionURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.characters.available >= 1,daikon.inv.unary.scalar.LowerBound,(return.characters.available),pm.expect(return_characters_available).to.be.at.least(1),0,1,0,0,data.results.characters.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.characters.returned >= 1,daikon.inv.unary.scalar.LowerBound,(return.characters.returned),pm.expect(return_characters_returned).to.be.at.least(1),0,1,0,0,data.results.characters.data.resultsed
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.characters.collectionURI is Url,daikon.inv.unary.string.IsUrl,(return.characters.collectionURI),"pm.expect(return_characters_collectionURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.characters.collectionURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.stories.collectionURI is Url,daikon.inv.unary.string.IsUrl,(return.stories.collectionURI),"pm.expect(return_stories_collectionURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.stories.collectionURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,"return.events.available one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(return.events.available),"pm.expect([0, 1, 0].includes(return_events_available)).to.be.true",0,1,0,0,data.results.events.available
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.events.collectionURI is Url,daikon.inv.unary.string.IsUrl,(return.events.collectionURI),"pm.expect(return_events_collectionURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.events.collectionURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,"size(return.textObjects[]) one of { 0, 1, 2 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.textObjects[..])),"pm.expect([0, 1, 2].includes(return_textObjects_size_array)).to.be.true",0,1,0,0,data.results.textObjects
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,"size(return.collections[]) one of { 0, 1, 4 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.collections[..])),"pm.expect([0, 1, 4].includes(return_collections_size_array)).to.be.true",0,1,0,0,data.results.collections
