pptname,invariant,invariantType,variables,postmanAssertion,tp,fp,enter,bug,group
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&prices():::EXIT,return.price >= 0.0,daikon.inv.unary.scalar.LowerBoundFloat,(return.price),pm.expect(return_price).to.be.at.least(0.0),1,0,0,0,data.results.prices.price
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&stories&items():::EXIT,return.resourceURI is Url,daikon.inv.unary.string.IsUrl,(return.resourceURI),"pm.expect(return_resourceURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.stories.items.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&textObjects():::EXIT,LENGTH(return.language)==5,daikon.inv.unary.string.FixedLengthString,(return.language),pm.expect(return_language).to.have.length(5),1,0,0,0,data.results.textObjects.language
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&urls():::EXIT,return.url is Url,daikon.inv.unary.string.IsUrl,(return.url),"pm.expect(return_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.urls.url
/v1/public/comics/{comicId}&getComicIndividual&200&data&results&variants():::EXIT,return.resourceURI is Url,daikon.inv.unary.string.IsUrl,(return.resourceURI),"pm.expect(return_resourceURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.variants.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,input.comicId == return.id,daikon.inv.binary.twoScalar.IntEqual,"(input.comicId, return.id)",pm.expect(input_comicId).to.eql(return_id),1,0,0,0,data.results.id
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.characters.returned == size(return.characters.items[]),daikon.inv.binary.twoScalar.IntEqual,"(return.characters.returned, size(return.characters.items[..]))",pm.expect(return_characters_returned).to.eql(return_characters_items_size_array),1,0,0,0,data.results.characters.data.resultsed
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.digitalId >= 0,daikon.inv.unary.scalar.LowerBound,(return.digitalId),pm.expect(return_digitalId).to.be.at.least(0),1,0,0,0,data.results.digitalId
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,LENGTH(return.diamondCode)==9,daikon.inv.unary.string.FixedLengthString,(return.diamondCode),pm.expect(return_diamondCode).to.have.length(9),1,0,0,0,data.results.diamondCode
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,LENGTH(return.issn)==9,daikon.inv.unary.string.FixedLengthString,(return.issn),pm.expect(return_issn).to.have.length(9),1,0,0,0,data.results.issn
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.resourceURI is Url,daikon.inv.unary.string.IsUrl,(return.resourceURI),"pm.expect(return_resourceURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.series.resourceURI is Url,daikon.inv.unary.string.IsUrl,(return.series.resourceURI),"pm.expect(return_series_resourceURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.series.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.thumbnail.path is Url,daikon.inv.unary.string.IsUrl,(return.thumbnail.path),"pm.expect(return_thumbnail_path).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.thumbnail.path
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,LENGTH(return.thumbnail.extension)==3,daikon.inv.unary.string.FixedLengthString,(return.thumbnail.extension),pm.expect(return_thumbnail_extension).to.have.length(3),1,0,0,0,data.results.thumbnail.extension
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.creators.collectionURI is Url,daikon.inv.unary.string.IsUrl,(return.creators.collectionURI),"pm.expect(return_creators_collectionURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.creators.collectionURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.characters.collectionURI is Url,daikon.inv.unary.string.IsUrl,(return.characters.collectionURI),"pm.expect(return_characters_collectionURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.characters.collectionURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.stories.collectionURI is Url,daikon.inv.unary.string.IsUrl,(return.stories.collectionURI),"pm.expect(return_stories_collectionURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.stories.collectionURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.events.collectionURI is Url,daikon.inv.unary.string.IsUrl,(return.events.collectionURI),"pm.expect(return_events_collectionURI).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",1,0,0,0,data.results.events.collectionURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,"size(return.prices[]) one of { 1, 2 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.prices[..])),"pm.expect([1, 2, 0].includes(return_prices_size_array)).to.be.true",1,0,0,0,data.results.prices
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.resourceURI is a substring of return.creators.collectionURI,daikon.inv.binary.twoString.StdString$SubString,"(return.resourceURI, return.creators.collectionURI)",pm.expect(return_creators_collectionURI.includes(return_resourceURI)).to.be.true,1,0,0,0,data.results.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.resourceURI is a substring of return.characters.collectionURI,daikon.inv.binary.twoString.StdString$SubString,"(return.resourceURI, return.characters.collectionURI)",pm.expect(return_characters_collectionURI.includes(return_resourceURI)).to.be.true,1,0,0,0,data.results.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.resourceURI is a substring of return.stories.collectionURI,daikon.inv.binary.twoString.StdString$SubString,"(return.resourceURI, return.stories.collectionURI)",pm.expect(return_stories_collectionURI.includes(return_resourceURI)).to.be.true,1,0,0,0,data.results.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.resourceURI is a substring of return.events.collectionURI,daikon.inv.binary.twoString.StdString$SubString,"(return.resourceURI, return.events.collectionURI)",pm.expect(return_events_collectionURI.includes(return_resourceURI)).to.be.true,1,0,0,0,data.results.resourceURI
/v1/public/comics/{comicId}&getComicIndividual&200&data&results():::EXIT,return.characters.available >= return.characters.returned,daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.characters.available, return.characters.returned)",pm.expect(return_characters_available).to.be.at.least(return_characters_returned),1,0,0,0,data.results.characters.available
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.total == return.data.count,daikon.inv.binary.twoScalar.IntEqual,"(return.data.total, return.data.count)",pm.expect(return_data_total).to.eql(return_data_count),1,0,0,0,data.total
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.total == size(return.data.results[]),daikon.inv.binary.twoScalar.IntEqual,"(return.data.total, size(return.data.results[..]))",pm.expect(return_data_total).to.eql(return_data_results_size_array),1,0,0,0,data.total
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.results[return.data.offset] == return.data.results[return.data.total -1],daikon.inv.binary.twoScalar.IntEqual,"(return.data.results[return.data.offset], return.data.results[return.data.total -1])",pm.expect(return_data_results_return_data_offset).to.eql(return_data_results_return_data_total_minus_1),1,0,0,0,data.results[data.offset]
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.results[return.data.offset] == return.data.results[return.data.count -1],daikon.inv.binary.twoScalar.IntEqual,"(return.data.results[return.data.offset], return.data.results[return.data.count -1])",pm.expect(return_data_results_return_data_offset).to.eql(return_data_results_return_data_count_minus_1),1,0,0,0,data.results[data.offset]
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.code == 200,daikon.inv.unary.scalar.OneOfScalar,(return.code),pm.expect([200].includes(return_code)).to.be.true,1,0,0,0,code
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,"return.status == ""Ok""",daikon.inv.unary.string.OneOfString,(return.status),"pm.expect([""Ok""].includes(return_status)).to.be.true",1,0,0,0,status
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,LENGTH(return.status)==2,daikon.inv.unary.string.FixedLengthString,(return.status),pm.expect(return_status).to.have.length(2),1,0,0,0,status
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,"return.copyright == ""\251 2022 MARVEL""",daikon.inv.unary.string.OneOfString,(return.copyright),"pm.expect([""© 2022 MARVEL""].includes(return_copyright)).to.be.true",1,0,0,0,copyright
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,LENGTH(return.copyright)==13,daikon.inv.unary.string.FixedLengthString,(return.copyright),pm.expect(return_copyright).to.have.length(13),1,0,0,0,copyright
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,"return.attributionText == ""Data provided by Marvel. \251 2022 MARVEL""",daikon.inv.unary.string.OneOfString,(return.attributionText),"pm.expect([""Data provided by Marvel. © 2022 MARVEL""].includes(return_attributionText)).to.be.true",1,0,0,0,attributionText
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,LENGTH(return.attributionText)==38,daikon.inv.unary.string.FixedLengthString,(return.attributionText),pm.expect(return_attributionText).to.have.length(38),1,0,0,0,attributionText
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,"return.attributionHTML == ""<a href=\""http://marvel.com\"">Data provided by Marvel. \251 2022 MARVEL</a>""",daikon.inv.unary.string.OneOfString,(return.attributionHTML),"pm.expect([""<a href=\""http://marvel.com\"">Data provided by Marvel. © 2022 MARVEL</a>""].includes(return_attributionHTML)).to.be.true",1,0,0,0,attributionHTML
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,LENGTH(return.attributionHTML)==70,daikon.inv.unary.string.FixedLengthString,(return.attributionHTML),pm.expect(return_attributionHTML).to.have.length(70),1,0,0,0,attributionHTML
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.offset == 0,daikon.inv.unary.scalar.OneOfScalar,(return.data.offset),pm.expect([0].includes(return_data_offset)).to.be.true,1,0,0,0,data.offset
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.limit == 20,daikon.inv.unary.scalar.OneOfScalar,(return.data.limit),pm.expect([20].includes(return_data_limit)).to.be.true,1,0,0,0,data.limit
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.total == 1,daikon.inv.unary.scalar.OneOfScalar,(return.data.total),pm.expect([1].includes(return_data_total)).to.be.true,1,0,0,0,data.total
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,LENGTH(return.etag)==40,daikon.inv.unary.string.FixedLengthString,(return.etag),pm.expect(return_etag).to.have.length(40),1,0,0,0,etag
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.copyright is a substring of return.attributionText,daikon.inv.binary.twoString.StdString$SubString,"(return.copyright, return.attributionText)",pm.expect(return_attributionText.includes(return_copyright)).to.be.true,1,0,0,0,copyright
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.attributionText is a substring of return.attributionHTML,daikon.inv.binary.twoString.StdString$SubString,"(return.attributionText, return.attributionHTML)",pm.expect(return_attributionHTML.includes(return_attributionText)).to.be.true,1,0,0,0,attributionText
/v1/public/comics/{comicId}&getComicIndividual&200():::EXIT,return.data.results[] elements == return.data.results[return.data.offset],daikon.inv.binary.sequenceScalar.SeqIntEqual,"(return.data.results[..], return.data.results[return.data.offset])",pm.expect(return_data_results_array.every(element => element == return_data_results_return_data_offset)).to.be.true,1,0,0,0,data.results
