operation,response resource,attribute,group,description,tp,verification script,status,script confirmation,revised script,revised executable script,revised status,TP
get-/youtube/v3/videos,VideoProcessingDetailsProcessingProgress,partsProcessed,items.processingDetails.processingProgress.partsProcessed,"The number of parts of the video that YouTube has already processed. You can estimate the percentage of the video that YouTube has already processed by calculating: 100 * parts_processed / parts_total Note that since the estimated number of parts could increase without a corresponding increase in the number of parts that have already been processed, it is possible that the calculated progress could periodically decrease while YouTube processes a video, schema: {""type"": ""string"", ""format"": ""uint64""}",1,"def verify_latest_response(latest_response):
    try:
        items = latest_response.get(""items"", [])
        if not items:
            return 0
        
        for item in items:
            processing_details = item.get(""processingDetails"", {})
            processing_progress = processing_details.get(""processingProgress"", {})
            parts_processed_str = processing_progress.get(""partsProcessed"", None)
            
            if parts_processed_str is None:
                return 0
            
            # Check if partsProcessed is a valid uint64 string
            parts_processed = int(parts_processed_str)
            if parts_processed < 0 or parts_processed > 2**64 - 1:
                return -1
        
        return 1
    except (ValueError, TypeError):
        return -1
",unknown,,,,,1
get-/youtube/v3/videos,VideoContentDetails,licensedContent,items.contentDetails.licensedContent,The value of is_license_content indicates whether the video is licensed content,0,"def verify_latest_response(latest_response):
    try:
        items = latest_response.get('items', [])
        for item in items:
            content_details = item.get('contentDetails', {})
            if 'licensedContent' not in content_details:
                return 0
            if not isinstance(content_details['licensedContent'], bool):
                return -1
        return 1
    except Exception as e:
        return -1
",unknown,,,,,0
get-/youtube/v3/videos,VideoStatus,failureReason,items.status.failureReason,"This value explains why a video failed to upload. This property is only present if the uploadStatus property indicates that the upload failed, schema: {""type"": ""string"", ""enum"": [""conversion"", ""invalidFile"", ""emptyFile"", ""tooSmall"", ""codec"", ""uploadAborted""]}",1,"def verify_latest_response(latest_response):
    try:
        items = latest_response.get(""items"", [])
        for video in items:
            status = video.get(""status"", {})
            failure_reason = status.get(""failureReason"")
            if failure_reason is not None:
                if failure_reason not in [""conversion"", ""invalidFile"", ""emptyFile"", ""tooSmall"", ""codec"", ""uploadAborted""]:
                    return -1
        return 1
    except Exception as e:
        return -1
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,cncRating,items.contentDetails.contentRating.cncRating,"Rating system in France - Commission de classification cinematographique, schema: {""type"": ""string"", ""enum"": [""cncUnspecified"", ""cncT"", ""cnc10"", ""cnc12"", ""cnc16"", ""cnc18"", ""cncE"", ""cncInterdiction"", ""cncUnrated""]}",1,"def verify_latest_response(latest_response):
    try:
        valid_values = [
            ""cncUnspecified"", ""cncT"", ""cnc10"", ""cnc12"", 
            ""cnc16"", ""cnc18"", ""cncE"", ""cncInterdiction"", ""cncUnrated""
        ]
        
        items = latest_response.get(""items"", [])
        for item in items:
            content_details = item.get(""contentDetails"", {})
            content_rating = content_details.get(""contentRating"", {})
            cnc_rating = content_rating.get(""cncRating"")
            
            if cnc_rating is None:
                return 0  # Attribute does not exist
            
            if cnc_rating not in valid_values:
                return -1  # Constraint not satisfied
        
        return 1  # Constraint satisfied
    except Exception as e:
        return -1  # Constraint not satisfied due to an error
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,cncRating,items.contentDetails.contentRating.cncRating,"Rating system in France - Commission de classification cinematographique schema: {""enum"": [""cncUnspecified"", ""cncT"", ""cnc10"", ""cnc12"", ""cnc16"", ""cnc18"", ""cncE"", ""cncInterdiction"", ""cncUnrated""], ""type"": ""string""}",1,,,,,,,1
get-/youtube/v3/videos,ContentRating,fmocRating,items.contentDetails.contentRating.fmocRating,"This property has been deprecated. Use the contentDetails.contentRating.cncRating instead, schema: {""type"": ""string"", ""enum"": [""fmocUnspecified"", ""fmocU"", ""fmoc10"", ""fmoc12"", ""fmoc16"", ""fmoc18"", ""fmocE"", ""fmocUnrated""]}",1,"def verify_latest_response(latest_response):
    try:
        items = latest_response.get(""items"", [])
        for item in items:
            content_details = item.get(""contentDetails"", {})
            content_rating = content_details.get(""contentRating"", {})
            fmoc_rating = content_rating.get(""fmocRating"", None)
            
            if fmoc_rating is None:
                return 0  # Attribute does not exist
            
            valid_enum = [
                ""fmocUnspecified"", ""fmocU"", ""fmoc10"", ""fmoc12"", 
                ""fmoc16"", ""fmoc18"", ""fmocE"", ""fmocUnrated""
            ]
            
            if fmoc_rating not in valid_enum:
                return -1  # Constraint not satisfied
            
        return 1  # Constraint satisfied
    except Exception as e:
        return -1  # Constraint not satisfied due to error
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,fmocRating,items.contentDetails.contentRating.fmocRating,"This property has been deprecated. Use the contentDetails.contentRating.cncRating instead. schema: {""enum"": [""fmocUnspecified"", ""fmocU"", ""fmoc10"", ""fmoc12"", ""fmoc16"", ""fmoc18"", ""fmocE"", ""fmocUnrated""], ""type"": ""string""}",1,,,,,,,1
get-/youtube/v3/videos,VideoProcessingDetails,processingStatus,items.processingDetails.processingStatus,"The video's processing status. This value indicates whether YouTube was able to process the video or if the video is still being processed, schema: {""type"": ""string"", ""enum"": [""processing"", ""succeeded"", ""failed"", ""terminated""]}",1,"def verify_latest_response(latest_response):
    try:
        items = latest_response.get('items', [])
        if not items:
            return 0  # No items to verify

        for video in items:
            processing_details = video.get('processingDetails', {})
            processing_status = processing_details.get('processingStatus')

            if processing_status is None:
                return 0  # Missing processingStatus attribute

            if processing_status not in [""processing"", ""succeeded"", ""failed"", ""terminated""]:
                return -1  # Constraint not satisfied

        return 1  # All constraints satisfied
    except Exception as e:
        return -1  # Error in processing
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,chfilmRating,items.contentDetails.contentRating.chfilmRating,"The video's rating in Switzerland, schema: {""type"": ""string"", ""enum"": [""chfilmUnspecified"", ""chfilm0"", ""chfilm6"", ""chfilm12"", ""chfilm16"", ""chfilm18"", ""chfilmUnrated""]}",1,"def verify_latest_response(latest_response):
    try:
        valid_ratings = [
            ""chfilmUnspecified"", ""chfilm0"", ""chfilm6"", 
            ""chfilm12"", ""chfilm16"", ""chfilm18"", ""chfilmUnrated""
        ]
        
        items = latest_response.get(""items"", [])
        for item in items:
            content_details = item.get(""contentDetails"", {})
            content_rating = content_details.get(""contentRating"", {})
            chfilm_rating = content_rating.get(""chfilmRating"")
            
            if chfilm_rating is None:
                return 0  # Attribute does not exist
            
            if chfilm_rating not in valid_ratings:
                return -1  # Constraint not satisfied
        
        return 1  # Constraint satisfied
    except Exception as e:
        return -1  # Constraint not satisfied due to an error
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,chfilmRating,items.contentDetails.contentRating.chfilmRating,"The video's rating in Switzerland. schema: {""enum"": [""chfilmUnspecified"", ""chfilm0"", ""chfilm6"", ""chfilm12"", ""chfilm16"", ""chfilm18"", ""chfilmUnrated""], ""type"": ""string""}",1,,,,,,,1
get-/youtube/v3/videos,VideoFileDetailsAudioStream,channelCount,items.fileDetails.audioStreams.channelCount,"The number of audio channels that the stream contains, schema: {""type"": ""integer"", ""format"": ""uint32""}",1,"def verify_latest_response(latest_response):
    try:
        items = latest_response.get(""items"", [])
        for item in items:
            file_details = item.get(""fileDetails"", {})
            audio_streams = file_details.get(""audioStreams"", [])
            for stream in audio_streams:
                channel_count = stream.get(""channelCount"")
                if channel_count is None:
                    return 0  # Attribute does not exist
                if not isinstance(channel_count, int) or channel_count < 0:
                    return -1  # Constraint not satisfied
        return 1  # Constraint satisfied
    except Exception as e:
        return -1  # Constraint not satisfied due to error
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,egfilmRating,items.contentDetails.contentRating.egfilmRating,"The video's rating in Egypt, schema: {""type"": ""string"", ""enum"": [""egfilmUnspecified"", ""egfilmGn"", ""egfilm18"", ""egfilmBn"", ""egfilmUnrated""]}",1,"def verify_latest_response(latest_response):
    try:
        valid_ratings = {""egfilmUnspecified"", ""egfilmGn"", ""egfilm18"", ""egfilmBn"", ""egfilmUnrated""}
        items = latest_response.get(""items"", [])
        
        for item in items:
            content_details = item.get(""contentDetails"", {})
            content_rating = content_details.get(""contentRating"", {})
            egfilm_rating = content_rating.get(""egfilmRating"")
            
            if egfilm_rating is None:
                return 0  # Attribute does not exist
            
            if egfilm_rating not in valid_ratings:
                return -1  # Constraint not satisfied
        
        return 1  # Constraint satisfied
    except Exception as e:
        return -1  # Constraint not satisfied due to an error
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,egfilmRating,items.contentDetails.contentRating.egfilmRating,"The video's rating in Egypt. schema: {""enum"": [""egfilmUnspecified"", ""egfilmGn"", ""egfilm18"", ""egfilmBn"", ""egfilmUnrated""], ""type"": ""string""}",1,,,,,,,1
get-/youtube/v3/videos,VideoContentDetails,dimension,items.contentDetails.dimension,The value of dimension indicates whether the video is available in 3D or in 2D,1,"def verify_latest_response(latest_response):
    try:
        items = latest_response.get('items', [])
        for video in items:
            content_details = video.get('contentDetails', {})
            dimension = content_details.get('dimension')
            if dimension not in ['2D', '3D']:
                return -1
        return 1
    except Exception as e:
        return 0
",unknown,,,,,1
get-/youtube/v3/videos,VideoSuggestionsTagSuggestion,categoryRestricts,items.suggestions.tagSuggestions.categoryRestricts,"A set of video categories for which the tag is relevant. You can use this information to display appropriate tag suggestions based on the video category that the video uploader associates with the video. By default, tag suggestions are relevant for all categories if there are no restricts defined for the keyword",1,"def verify_latest_response(latest_response):
    try:
        # Check if 'items' is in the response
        if 'items' not in latest_response:
            return 0
        
        for video in latest_response['items']:
            # Check if 'suggestions' is in the video object
            if 'suggestions' not in video:
                continue
            
            suggestions = video['suggestions']
            
            # Check if 'tagSuggestions' is in the suggestions
            if 'tagSuggestions' not in suggestions:
                continue
            
            for tag_suggestion in suggestions['tagSuggestions']:
                # Check if 'categoryRestricts' is in the tag suggestion
                if 'categoryRestricts' not in tag_suggestion:
                    continue
                
                category_restricts = tag_suggestion['categoryRestricts']
                
                # Verify that 'categoryRestricts' is a list of strings
                if not isinstance(category_restricts, list):
                    return -1
                
                for category in category_restricts:
                    if not isinstance(category, str):
                        return -1
        
        return 1
    except Exception as e:
        return -1
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,csaRating,items.contentDetails.contentRating.csaRating,"The video's rating from France's Conseil supérieur de l’audiovisuel, which rates broadcast content, schema: {""type"": ""string"", ""enum"": [""csaUnspecified"", ""csaT"", ""csa10"", ""csa12"", ""csa16"", ""csa18"", ""csaInterdiction"", ""csaUnrated""]}",1,"def verify_latest_response(latest_response):
    try:
        # Extract the list of video items
        video_items = latest_response.get('items', [])
        
        # Define the allowed enum values for csaRating
        allowed_csa_ratings = [
            ""csaUnspecified"", ""csaT"", ""csa10"", ""csa12"", 
            ""csa16"", ""csa18"", ""csaInterdiction"", ""csaUnrated""
        ]
        
        # Iterate over each video item to check the csaRating
        for video in video_items:
            content_details = video.get('contentDetails', {})
            content_rating = content_details.get('contentRating', {})
            csa_rating = content_rating.get('csaRating')
            
            # If csaRating is not present, return 0
            if csa_rating is None:
                return 0
            
            # Check if the csaRating is within the allowed enum values
            if csa_rating not in allowed_csa_ratings:
                return -1
        
        # If all csaRatings are valid, return 1
        return 1
    
    except Exception as e:
        # In case of any unexpected error, return -1
        return -1
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,csaRating,items.contentDetails.contentRating.csaRating,"The video's rating from France's Conseil supérieur de l’audiovisuel, which rates broadcast content. schema: {""enum"": [""csaUnspecified"", ""csaT"", ""csa10"", ""csa12"", ""csa16"", ""csa18"", ""csaInterdiction"", ""csaUnrated""], ""type"": ""string""}",1,,,,,,,1
get-/youtube/v3/videos,VideoLiveStreamingDetails,concurrentViewers,items.liveStreamingDetails.concurrentViewers,"The number of viewers currently watching the broadcast. The property and its value will be present if the broadcast has current viewers and the broadcast owner has not hidden the viewcount for the video. Note that YouTube stops tracking the number of concurrent viewers for a broadcast when the broadcast ends. So, this property would not identify the number of viewers watching an archived video of a live broadcast that already ended, schema: {""type"": ""string"", ""format"": ""uint64""}",0,"def verify_latest_response(latest_response):
    try:
        items = latest_response.get(""items"", [])
        for item in items:
            live_streaming_details = item.get(""liveStreamingDetails"", {})
            concurrent_viewers = live_streaming_details.get(""concurrentViewers"")
            
            if concurrent_viewers is None:
                return 0  # Attribute does not exist, insufficient information to verify
            
            # Check if concurrentViewers is a string representing a uint64
            if not isinstance(concurrent_viewers, str):
                return -1  # Constraint not satisfied: concurrentViewers is not a string
            
            try:
                viewer_count = int(concurrent_viewers)
                if viewer_count < 0:
                    return -1  # Constraint not satisfied: concurrentViewers is negative
            except ValueError:
                return -1  # Constraint not satisfied: concurrentViewers is not a valid integer
            
        return 1  # Constraint satisfied
    except Exception as e:
        return -1  # Constraint not satisfied due to an error
",unknown,,,,,0
get-/youtube/v3/videos,VideoFileDetailsVideoStream,aspectRatio,items.fileDetails.videoStreams.aspectRatio,"The video content's display aspect ratio, which specifies the aspect ratio in which the video should be displayed, schema: {""type"": ""number"", ""format"": ""double""}",1,"def verify_latest_response(latest_response):
    try:
        items = latest_response.get(""items"", [])
        for video in items:
            file_details = video.get(""fileDetails"", {})
            video_streams = file_details.get(""videoStreams"", [])
            for stream in video_streams:
                aspect_ratio = stream.get(""aspectRatio"")
                if aspect_ratio is None:
                    return 0  # Aspect ratio attribute does not exist
                if not isinstance(aspect_ratio, (int, float)):
                    return -1  # Aspect ratio is not a number
        return 1  # All aspect ratios are valid numbers
    except Exception as e:
        return -1  # An error occurred during verification
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,menaMpaaRating,items.contentDetails.contentRating.menaMpaaRating,"The rating system for MENA countries, a clone of MPAA. It is needed to prevent titles go live w/o additional QC check, since some of them can be inappropriate for the countries at all. See b/33408548 for more details, schema: {""type"": ""string"", ""enum"": [""menaMpaaUnspecified"", ""menaMpaaG"", ""menaMpaaPg"", ""menaMpaaPg13"", ""menaMpaaR"", ""menaMpaaUnrated""]}",1,"def verify_latest_response(latest_response):
    try:
        # Define the allowed enum values for menaMpaaRating
        allowed_values = [
            ""menaMpaaUnspecified"", 
            ""menaMpaaG"", 
            ""menaMpaaPg"", 
            ""menaMpaaPg13"", 
            ""menaMpaaR"", 
            ""menaMpaaUnrated""
        ]
        
        # Check if 'items' key exists in the response
        if 'items' not in latest_response:
            return 0
        
        # Iterate over each video item in the response
        for video in latest_response['items']:
            # Check if 'contentDetails' and 'contentRating' keys exist
            if 'contentDetails' not in video or 'contentRating' not in video['contentDetails']:
                return 0
            
            # Get the menaMpaaRating value
            mena_mpaa_rating = video['contentDetails']['contentRating'].get('menaMpaaRating')
            
            # Check if menaMpaaRating exists
            if mena_mpaa_rating is None:
                return 0
            
            # Verify if the menaMpaaRating is within the allowed enum values
            if mena_mpaa_rating not in allowed_values:
                return -1
        
        # If all checks pass
        return 1
    
    except Exception as e:
        # In case of any unexpected error
        return -1
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,menaMpaaRating,items.contentDetails.contentRating.menaMpaaRating,"The rating system for MENA countries, a clone of MPAA. It is needed to prevent titles go live w/o additional QC check, since some of them can be inappropriate for the countries at all. See b/33408548 for more details. schema: {""enum"": [""menaMpaaUnspecified"", ""menaMpaaG"", ""menaMpaaPg"", ""menaMpaaPg13"", ""menaMpaaR"", ""menaMpaaUnrated""], ""type"": ""string""}",1,,,,,,,1
get-/youtube/v3/videos,ContentRating,mpaatRating,items.contentDetails.contentRating.mpaatRating,"The rating system for trailer, DVD, and Ad in the US. See http://movielabs.com/md/ratings/v2.3/html/US_MPAAT_Ratings.html, schema: {""type"": ""string"", ""enum"": [""mpaatUnspecified"", ""mpaatGb"", ""mpaatRb""]}",1,"def verify_latest_response(latest_response):
    try:
        # Extract the list of video items
        video_items = latest_response.get('items', [])
        
        # Define the allowed enum values for mpaatRating
        allowed_mpaat_ratings = [""mpaatUnspecified"", ""mpaatGb"", ""mpaatRb""]
        
        # Iterate over each video item to check the mpaatRating
        for video in video_items:
            content_details = video.get('contentDetails', {})
            content_rating = content_details.get('contentRating', {})
            mpaat_rating = content_rating.get('mpaatRating')
            
            # Check if mpaatRating exists
            if mpaat_rating is None:
                return 0  # Insufficient information to verify
            
            # Check if mpaatRating is within the allowed enum values
            if mpaat_rating not in allowed_mpaat_ratings:
                return -1  # Constraint not satisfied
        
        return 1  # Constraint satisfied for all items
    except Exception as e:
        return -1  # Constraint not satisfied due to an error
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,mpaatRating,items.contentDetails.contentRating.mpaatRating,"The rating system for trailer, DVD, and Ad in the US. See http://movielabs.com/md/ratings/v2.3/html/US_MPAAT_Ratings.html. schema: {""enum"": [""mpaatUnspecified"", ""mpaatGb"", ""mpaatRb""], ""type"": ""string""}",1,,,,,,,1
get-/youtube/v3/videos,VideoProcessingDetailsProcessingProgress,timeLeftMs,items.processingDetails.processingProgress.timeLeftMs,"An estimate of the amount of time, in millseconds, that YouTube needs to finish processing the video, schema: {""type"": ""string"", ""format"": ""uint64""}",1,"def verify_latest_response(latest_response):
    try:
        items = latest_response.get(""items"", [])
        for item in items:
            processing_details = item.get(""processingDetails"", {})
            processing_progress = processing_details.get(""processingProgress"", {})
            time_left_ms = processing_progress.get(""timeLeftMs"", None)
            
            if time_left_ms is None:
                return 0  # Attribute does not exist
            
            # Check if timeLeftMs is a string representation of a uint64
            if not isinstance(time_left_ms, str):
                return -1  # Not a string
            
            try:
                time_left_value = int(time_left_ms)
                if time_left_value < 0 or time_left_value > 2**64 - 1:
                    return -1  # Not within uint64 range
            except ValueError:
                return -1  # Not a valid integer string

        return 1  # All constraints satisfied
    except Exception as e:
        return -1  # An error occurred during verification
",unknown,,,,,1
get-/youtube/v3/videos,VideoProcessingDetails,processingFailureReason,items.processingDetails.processingFailureReason,"The reason that YouTube failed to process the video. This property will only have a value if the processingStatus property's value is failed, schema: {""type"": ""string"", ""enum"": [""uploadFailed"", ""transcodeFailed"", ""streamingFailed"", ""other""]}",1,"def verify_latest_response(latest_response):
    try:
        items = latest_response.get(""items"", [])
        for video in items:
            processing_details = video.get(""processingDetails"", {})
            processing_failure_reason = processing_details.get(""processingFailureReason"", None)
            processing_status = processing_details.get(""processingStatus"", None)
            
            if processing_failure_reason is not None:
                if processing_status != ""failed"":
                    return -1
                if processing_failure_reason not in [""uploadFailed"", ""transcodeFailed"", ""streamingFailed"", ""other""]:
                    return -1
        return 1
    except Exception as e:
        return -1
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,mtrcbRating,items.contentDetails.contentRating.mtrcbRating,The video's rating from the Movie and Television Review and Classification Board (Philippines,1,"def verify_latest_response(latest_response):
    try:
        valid_ratings = [
            ""mtrcbUnspecified"", ""mtrcbG"", ""mtrcbPg"", 
            ""mtrcbR13"", ""mtrcbR16"", ""mtrcbR18"", 
            ""mtrcbX"", ""mtrcbUnrated""
        ]
        
        items = latest_response.get(""items"", [])
        for item in items:
            content_details = item.get(""contentDetails"", {})
            content_rating = content_details.get(""contentRating"", {})
            mtrcb_rating = content_rating.get(""mtrcbRating"")
            
            if mtrcb_rating is None:
                return 0  # Attribute does not exist
            
            if mtrcb_rating not in valid_ratings:
                return -1  # Constraint not satisfied
        
        return 1  # Constraint satisfied
    except Exception as e:
        return -1  # Constraint not satisfied due to an error
",unknown,,,,,1
get-/youtube/v3/videos,ContentRating,mtrcbRating,items.contentDetails.contentRating.mtrcbRating,"The video's rating from the Movie and Television Review and Classification Board (Philippines). schema: {""enum"": [""mtrcbUnspecified"", ""mtrcbG"", ""mtrcbPg"", ""mtrcbR13"", ""mtrcbR16"", ""mtrcbR18"", ""mtrcbX"", ""mtrcbUnrated""], ""type"": ""string""}",1,,,,,,,1
