pptname;invariant;invariantType;variables;postmanAssertion;tp;fp;enter;bug
/businesses/search&getBusinesses&200&businesses&categories():::EXIT;input.offset >= size(input.attributes[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.offset, size(input.attributes[..]));pm.expect(input_offset).to.be.at.least(input_attributes_size_array);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::ENTER;size(input.categories[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.categories[..]));pm.expect(input_categories_size_array).to.be.at.least(1);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::ENTER;size(input.price[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.price[..]));pm.expect(input_price_size_array).to.be.at.least(1);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::ENTER;size(input.attributes[]) one of { 1, 2 };daikon.inv.unary.scalar.OneOfScalar;(size(input.attributes[..]));pm.expect([1, 2, 0].includes(input_attributes_size_array)).to.be.true;0;0;1;0
/businesses/search&getBusinesses&200&businesses():::ENTER;input.limit >= input.offset;daikon.inv.binary.twoScalar.IntGreaterEqual;(input.limit, input.offset);pm.expect(input_limit).to.be.at.least(input_offset);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::ENTER;input.limit > size(input.categories[]);daikon.inv.binary.twoScalar.IntGreaterThan;(input.limit, size(input.categories[..]));pm.expect(input_limit).to.be.greaterThan(input_categories_size_array);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::ENTER;input.offset >= size(input.categories[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.offset, size(input.categories[..]));pm.expect(input_offset).to.be.at.least(input_categories_size_array);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::ENTER;input.offset >= size(input.attributes[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.offset, size(input.attributes[..]));pm.expect(input_offset).to.be.at.least(input_attributes_size_array);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::EXIT;LENGTH(return.id)==22;daikon.inv.unary.string.FixedLengthString;(return.id);pm.expect(return_id).to.have.length(22);1;0;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;LENGTH(return.image_url)==68;daikon.inv.unary.string.FixedLengthString;(return.image_url);pm.expect(return_image_url).to.have.length(68);1;0;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;return.image_url is Url;daikon.inv.unary.string.IsUrl;(return.image_url);pm.expect(return_image_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;return.is_closed == false;daikon.inv.unary.scalar.OneOfScalar;(return.is_closed);pm.expect(return_is_closed).to.eql(false);0;1;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;return.review_count >= 1;daikon.inv.unary.scalar.LowerBound;(return.review_count);pm.expect(return_review_count).to.be.at.least(1);0;1;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;return.url is Url;daikon.inv.unary.string.IsUrl;(return.url);pm.expect(return_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;"return.transactions[] elements one of { ""delivery"", ""pickup"", ""restaurant_reservation"" }";daikon.inv.unary.stringsequence.EltOneOfString;(return.transactions[..]);"pm.expect(return_transactions_array.every(element => [""delivery"", ""pickup"", ""restaurant_reservation""].includes(element))).to.be.true";1;0;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;LENGTH(return.location.country)==2;daikon.inv.unary.string.FixedLengthString;(return.location.country);pm.expect(return_location_country).to.have.length(2);1;0;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;size(input.categories[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.categories[..]));pm.expect(input_categories_size_array).to.be.at.least(1);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::EXIT;size(input.price[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.price[..]));pm.expect(input_price_size_array).to.be.at.least(1);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::EXIT;size(input.attributes[]) one of { 1, 2 };daikon.inv.unary.scalar.OneOfScalar;(size(input.attributes[..]));pm.expect([1, 2, 0].includes(input_attributes_size_array)).to.be.true;0;0;1;0
/businesses/search&getBusinesses&200&businesses():::EXIT;size(return.categories[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(return.categories[..]));pm.expect(return_categories_size_array).to.be.at.least(1);0;1;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;input.limit >= input.offset;daikon.inv.binary.twoScalar.IntGreaterEqual;(input.limit, input.offset);pm.expect(input_limit).to.be.at.least(input_offset);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::EXIT;input.limit > size(input.categories[]);daikon.inv.binary.twoScalar.IntGreaterThan;(input.limit, size(input.categories[..]));pm.expect(input_limit).to.be.greaterThan(input_categories_size_array);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::EXIT;input.limit >= size(return.categories[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.limit, size(return.categories[..]));pm.expect(input_limit).to.be.at.least(return_categories_size_array);0;1;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;input.limit > size(return.transactions[]);daikon.inv.binary.twoScalar.IntGreaterThan;(input.limit, size(return.transactions[..]));pm.expect(input_limit).to.be.greaterThan(return_transactions_size_array);0;1;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;input.limit >= size(return.location.display_address[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.limit, size(return.location.display_address[..]));pm.expect(input_limit).to.be.at.least(return_location_display_address_size_array);0;1;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;input.offset >= size(input.categories[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.offset, size(input.categories[..]));pm.expect(input_offset).to.be.at.least(input_categories_size_array);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::EXIT;input.offset >= size(input.attributes[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.offset, size(input.attributes[..]));pm.expect(input_offset).to.be.at.least(input_attributes_size_array);0;0;1;0
/businesses/search&getBusinesses&200&businesses():::EXIT;return.review_count >= size(input.attributes[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(return.review_count, size(input.attributes[..]));pm.expect(return_review_count).to.be.at.least(input_attributes_size_array);0;1;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;return.review_count > size(return.transactions[]);daikon.inv.binary.twoScalar.IntGreaterThan;(return.review_count, size(return.transactions[..]));pm.expect(return_review_count).to.be.greaterThan(return_transactions_size_array);0;1;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;return.location.address1 in return.location.display_address[];daikon.inv.binary.sequenceString.MemberString;(return.location.address1, return.location.display_address[..]);pm.expect(return_location_display_address_array.includes(return_location_address1)).to.be.true;1;0;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;return.location.address2 in return.location.display_address[];daikon.inv.binary.sequenceString.MemberString;(return.location.address2, return.location.display_address[..]);pm.expect(return_location_display_address_array.includes(return_location_address2)).to.be.true;1;0;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;return.location.address3 in return.location.display_address[];daikon.inv.binary.sequenceString.MemberString;(return.location.address3, return.location.display_address[..]);pm.expect(return_location_display_address_array.includes(return_location_address3)).to.be.true;1;0;0;0
/businesses/search&getBusinesses&200&businesses():::EXIT;size(input.attributes[]) <= size(return.location.display_address[]);daikon.inv.binary.twoScalar.IntLessEqual;(size(input.attributes[..]), size(return.location.display_address[..]));pm.expect(input_attributes_size_array).to.be.lte(return_location_display_address_size_array);0;1;0;0
/businesses/search&getBusinesses&200():::ENTER;size(input.categories[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.categories[..]));pm.expect(input_categories_size_array).to.be.at.least(1);0;0;1;0
/businesses/search&getBusinesses&200():::ENTER;size(input.price[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.price[..]));pm.expect(input_price_size_array).to.be.at.least(1);0;0;1;0
/businesses/search&getBusinesses&200():::ENTER;size(input.attributes[]) one of { 1, 2, 3 };daikon.inv.unary.scalar.OneOfScalar;(size(input.attributes[..]));pm.expect([1, 2, 3].includes(input_attributes_size_array)).to.be.true;0;0;1;0
/businesses/search&getBusinesses&200():::ENTER;input.limit >= input.offset;daikon.inv.binary.twoScalar.IntGreaterEqual;(input.limit, input.offset);pm.expect(input_limit).to.be.at.least(input_offset);0;0;1;0
/businesses/search&getBusinesses&200():::ENTER;input.limit > size(input.categories[]);daikon.inv.binary.twoScalar.IntGreaterThan;(input.limit, size(input.categories[..]));pm.expect(input_limit).to.be.greaterThan(input_categories_size_array);0;0;1;0
/businesses/search&getBusinesses&200():::EXIT;return.total >= 0;daikon.inv.unary.scalar.LowerBound;(return.total);pm.expect(return_total).to.be.at.least(0);1;0;0;0
/businesses/search&getBusinesses&200():::EXIT;size(input.categories[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.categories[..]));pm.expect(input_categories_size_array).to.be.at.least(1);0;0;1;0
/businesses/search&getBusinesses&200():::EXIT;size(input.price[]) >= 1;daikon.inv.unary.scalar.LowerBound;(size(input.price[..]));pm.expect(input_price_size_array).to.be.at.least(1);0;0;1;0
/businesses/search&getBusinesses&200():::EXIT;size(input.attributes[]) one of { 1, 2, 3 };daikon.inv.unary.scalar.OneOfScalar;(size(input.attributes[..]));pm.expect([1, 2, 3].includes(input_attributes_size_array)).to.be.true;0;0;1;0
/businesses/search&getBusinesses&200():::EXIT;input.radius > return.total;daikon.inv.binary.twoScalar.IntGreaterThan;(input.radius, return.total);pm.expect(input_radius).to.be.greaterThan(return_total);0;1;0;0
/businesses/search&getBusinesses&200():::EXIT;input.limit >= input.offset;daikon.inv.binary.twoScalar.IntGreaterEqual;(input.limit, input.offset);pm.expect(input_limit).to.be.at.least(input_offset);0;0;1;0
/businesses/search&getBusinesses&200():::EXIT;input.limit > size(input.categories[]);daikon.inv.binary.twoScalar.IntGreaterThan;(input.limit, size(input.categories[..]));pm.expect(input_limit).to.be.greaterThan(input_categories_size_array);0;0;1;0
/businesses/search&getBusinesses&200():::EXIT;input.limit >= size(return.businesses[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(input.limit, size(return.businesses[..]));pm.expect(input_limit).to.be.at.least(return_businesses_size_array);1;0;0;0
/businesses/search&getBusinesses&200():::EXIT;return.total >= size(return.businesses[]);daikon.inv.binary.twoScalar.IntGreaterEqual;(return.total, size(return.businesses[..]));pm.expect(return_total).to.be.at.least(return_businesses_size_array);1;0;0;0
