endpoint,group,response resource,attribute,description,tp
get+v1_tax_rates,data.id,tax_rate,id,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
get+v1_tax_rates,has_more,,has_more,,
get+v1_tax_rates,data.country,tax_rate,country,"Two-letter country code ([ISO 3166-1 alpha-2](https://en.wikipedia.org/wiki/ISO_3166-1_alpha-2)). schema: {""maxLength"": 5000, ""nullable"": true, ""type"": ""string""}_x000D_",1.0
get+v1_tax_rates,data.created,tax_rate,created,"Time at which the object was created. Measured in seconds since the Unix epoch. schema: {""format"": ""unix-time"", ""type"": ""integer""}",1.0
get+v1_tax_rates,data.jurisdiction_level,tax_rate,jurisdiction_level,"The level of the jurisdiction that imposes this tax rate. Will be `null` for manually defined tax rates. schema: {""enum"": [""city"", ""country"", ""county"", ""district"", ""multiple"", ""state""], ""nullable"": true, ""type"": ""string""}",1.0
get+v1_test_helpers_test_clocks,data.name,test_helpers.test_clock,name,"The custom name supplied at creation, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
get+v1_test_helpers_test_clocks,data.livemode,test_helpers.test_clock,livemode,Has the value `true` if the object exists in live mode or the value `false` if the object exists in test mode,0.0
get+v1_test_helpers_test_clocks,data.frozen_time,test_helpers.test_clock,frozen_time,"Time at which all objects belonging to this clock are frozen, schema: {""type"": ""integer"", ""format"": ""unix-time""}",1.0
get+v1_test_helpers_test_clocks,data.deletes_after,test_helpers.test_clock,deletes_after,"Time at which this clock is scheduled to auto delete, schema: {""type"": ""integer"", ""format"": ""unix-time""}",1.0
get+v1_test_helpers_test_clocks,data.id,test_helpers.test_clock,id,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
get+v1_test_helpers_test_clocks,data.object,test_helpers.test_clock,object,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""test_helpers.test_clock""]}",1.0
get+v1_webhook_endpoints,data.url,webhook_endpoint,url,"The URL of the webhook endpoint, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
get+v1_webhook_endpoints,data.status,webhook_endpoint,status,"The status of the webhook. It can be `enabled` or `disabled`, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
get+v1_webhook_endpoints,data.id,webhook_endpoint,id,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
get+v1_webhook_endpoints,data.object,webhook_endpoint,object,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""webhook_endpoint""]}",1.0
get+v1_webhook_endpoints,data.livemode,webhook_endpoint,livemode,Has the value `true` if the object exists in live mode or the value `false` if the object exists in test mode,1.0
get+v1_webhook_endpoints,data.description,webhook_endpoint,description,"An optional description of what the webhook is used for, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
get+v1_webhook_endpoints,data.enabled_events,webhook_endpoint,enabled_events,"The list of events to enable for this endpoint. `['*']` indicates that all events are enabled, except those that require explicit selection",0.0
get+v1_webhook_endpoints,data.api_version,webhook_endpoint,api_version,"The API version events are rendered as for this webhook endpoint, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
get+v1_webhook_endpoints,data.application,webhook_endpoint,application,"The ID of the associated Connect application. schema: {""maxLength"": 5000, ""nullable"": true, ""type"": ""string""}_x000D_",1.0
get+v1_webhook_endpoints,data.created,webhook_endpoint,created,"Time at which the object was created. Measured in seconds since the Unix epoch. schema: {""format"": ""unix-time"", ""type"": ""integer""}_x000D_",1.0
get+v1_webhook_endpoints,data.secret,webhook_endpoint,secret,"The endpoint's secret, used to generate [webhook signatures](https://stripe.com/docs/webhooks/signatures). Only returned at creation. schema: {""maxLength"": 5000, ""type"": ""string""}_x000D_",1.0
get+v1_webhook_endpoints,has_more,,has_more,,
post+v1_account_links,url,account_link,url,"The URL for the account link, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_account_links,expires_at,account_link,expires_at,"The timestamp at which this account link will expire, schema: {""type"": ""integer"", ""format"": ""unix-time""}",1.0
post+v1_account_links,object,account_link,object,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""account_link""]}",1.0
post+v1_apple_pay_domains,livemode,apple_pay_domain,livemode,Has the value `true` if the object exists in live mode or the value `false` if the object exists in test mode,1.0
post+v1_apple_pay_domains,id,apple_pay_domain,id,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_apple_pay_domains,domain_name,apple_pay_domain,domain_name,"{""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_ephemeral_keys,livemode,ephemeral_key,livemode,Has the value `true` if the object exists in live mode or the value `false` if the object exists in test mode,0.0
post+v1_ephemeral_keys,object,ephemeral_key,object,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""ephemeral_key""]}",1.0
post+v1_ephemeral_keys,id,ephemeral_key,id,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_ephemeral_keys,secret,ephemeral_key,secret,"The key's secret. You can use this value to make authorized requests to the Stripe API, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_ephemeral_keys,expires,ephemeral_key,expires,"Time at which the key will expire. Measured in seconds since the Unix epoch, schema: {""type"": ""integer"", ""format"": ""unix-time""}",1.0
post+v1_radar_value_list_items,id,radar.value_list_item,id,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_radar_value_list_items,created_by,radar.value_list_item,created_by,"The name or email address of the user who added this item to the value list, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_radar_value_list_items,object,radar.value_list_item,object,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""radar.value_list_item""]}",1.0
post+v1_radar_value_list_items,value_list,radar.value_list_item,value_list,"The identifier of the value list this item belongs to, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_radar_value_list_items,value,radar.value_list_item,value,"The value of the item, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_radar_value_list_items,livemode,radar.value_list_item,livemode,Has the value `true` if the object exists in live mode or the value `false` if the object exists in test mode,0.0
post+v1_tax_rates,state,tax_rate,state,[ISO 3166-2 subdivision code](https://en.wikipedia.org/wiki/ISO_3166-2:US,1.0
post+v1_tax_rates,object,tax_rate,object,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""tax_rate""]}",1.0
post+v1_tax_rates,livemode,tax_rate,livemode,Has the value `true` if the object exists in live mode or the value `false` if the object exists in test mode,1.0
post+v1_tax_rates,description,tax_rate,description,"An arbitrary string attached to the tax rate for your internal use only. It will not be visible to your customers, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_tax_rates,inclusive,tax_rate,inclusive,This specifies if the tax rate is inclusive or exclusive,1.0
post+v1_tax_rates,id,tax_rate,id,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_tax_rates,percentage,tax_rate,percentage,"Tax rate percentage out of 100. For tax calculations with automatic_tax[enabled]=true, this percentage includes the statutory tax rate of non-taxable jurisdictions, schema: {""type"": ""number"", ""format"": ""uri""}",1.0
post+v1_tax_rates,display_name,tax_rate,display_name,"The display name of the tax rates as it will appear to your customer on their receipt email, PDF, and the hosted invoice page, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_tax_rates,active,tax_rate,active,"Defaults to `true`. When set to `false`, this tax rate cannot be used with new applications or Checkout Sessions, but will still work for subscriptions and invoices that already have it set",1.0
post+v1_tax_rates,tax_type,tax_rate,tax_type,"The high-level tax type, such as `vat` or `sales_tax`, schema: {""type"": ""string"", ""enum"": [""amusement_tax"", ""communications_tax"", ""gst"", ""hst"", ""igst"", ""jct"", ""lease_tax"", ""pst"", ""qst"", ""rst"", ""sales_tax"", ""vat""]}",1.0
post+v1_tax_rates,jurisdiction,tax_rate,jurisdiction,"The jurisdiction for the tax rate. You can use this label field for tax reporting purposes. It also appears on your customer’s invoice, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_test_helpers_test_clocks,livemode,test_helpers.test_clock,livemode,Has the value `true` if the object exists in live mode or the value `false` if the object exists in test mode,0.0
post+v1_test_helpers_test_clocks,frozen_time,test_helpers.test_clock,frozen_time,"Time at which all objects belonging to this clock are frozen, schema: {""type"": ""integer"", ""format"": ""unix-time""}",1.0
post+v1_test_helpers_test_clocks,deletes_after,test_helpers.test_clock,deletes_after,"Time at which this clock is scheduled to auto delete, schema: {""type"": ""integer"", ""format"": ""unix-time""}",1.0
post+v1_test_helpers_test_clocks,id,test_helpers.test_clock,id,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_test_helpers_test_clocks,name,test_helpers.test_clock,name,"The custom name supplied at creation, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_test_helpers_test_clocks,object,test_helpers.test_clock,object,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""test_helpers.test_clock""]}",1.0
post+v1_test_helpers_test_clocks,created,test_helpers.test_clock,created,"Time at which the object was created. Measured in seconds since the Unix epoch. schema: {""format"": ""unix-time"", ""type"": ""integer""}_x000D_",1.0
post+v1_webhook_endpoints,api_version,webhook_endpoint,api_version,"The API version events are rendered as for this webhook endpoint, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_webhook_endpoints,object,webhook_endpoint,object,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""webhook_endpoint""]}",1.0
post+v1_webhook_endpoints,livemode,webhook_endpoint,livemode,Has the value `true` if the object exists in live mode or the value `false` if the object exists in test mode,1.0
post+v1_webhook_endpoints,description,webhook_endpoint,description,"An optional description of what the webhook is used for, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_webhook_endpoints,id,webhook_endpoint,id,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_webhook_endpoints,enabled_events,webhook_endpoint,enabled_events,"The list of events to enable for this endpoint. `['*']` indicates that all events are enabled, except those that require explicit selection",0.0
post+v1_webhook_endpoints,url,webhook_endpoint,url,"The URL of the webhook endpoint, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_webhook_endpoints,status,webhook_endpoint,status,"The status of the webhook. It can be `enabled` or `disabled`, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
post+v1_webhook_endpoints,application,webhook_endpoint,application,"The ID of the associated Connect application. schema: {""maxLength"": 5000, ""nullable"": true, ""type"": ""string""}_x000D_",1.0
post+v1_webhook_endpoints,created,webhook_endpoint,created,"Time at which the object was created. Measured in seconds since the Unix epoch. schema: {""format"": ""unix-time"", ""type"": ""integer""}_x000D_",1.0
post+v1_webhook_endpoints,secret,webhook_endpoint,secret,"The endpoint's secret, used to generate [webhook signatures](https://stripe.com/docs/webhooks/signatures). Only returned at creation. schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
