,endpoint,group,invariant,invariantType,variables,pptname,tp_x,description,tp_y
10,get+v1_test_helpers_test_clocks,data.id,LENGTH(return.id)==30,daikon.inv.unary.string.FixedLengthString,(return.id),/v1/test_helpers/test_clocks&GetTestHelpersTestClocks&200&data():::EXIT,1.0,"Attribute id is responded to by parameter starting_after with a description: A cursor for use in pagination. `starting_after` is an object ID that defines your place in the list. For instance, if you make a list request and receive 100 objects, ending with `obj_foo`, your subsequent call can include `starting_after=obj_foo` in order to fetch the next page of the list
Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
11,get+v1_test_helpers_test_clocks,data.object,"return.object == ""test_helpers.test_clock""
LENGTH(return.object)==23","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.object)
(return.object)","/v1/test_helpers/test_clocks&GetTestHelpersTestClocks&200&data():::EXIT
/v1/test_helpers/test_clocks&GetTestHelpersTestClocks&200&data():::EXIT",1.0,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""test_helpers.test_clock""]}",1.0
12,get+v1_webhook_endpoints,data.api_version,"return.api_version one of { ""2013-12-03"", ""2015-07-28"", ""2018-09-24"" }
return.api_version is a Date. Format: YYYY/MM/DD","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.dates.IsDateYYYYMMDD","(return.api_version)
(return.api_version)","/v1/webhook_endpoints&GetWebhookEndpoints&200&data():::EXIT
/v1/webhook_endpoints&GetWebhookEndpoints&200&data():::EXIT",1.0,"The API version events are rendered as for this webhook endpoint, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
13,get+v1_webhook_endpoints,data.id,LENGTH(return.id)==27,daikon.inv.unary.string.FixedLengthString,(return.id),/v1/webhook_endpoints&GetWebhookEndpoints&200&data():::EXIT,1.0,"Attribute id is responded to by parameter ending_before with a description: A cursor for use in pagination. `ending_before` is an object ID that defines your place in the list. For instance, if you make a list request and receive 100 objects, starting with `obj_bar`, your subsequent call can include `ending_before=obj_bar` in order to fetch the previous page of the list
Attribute id is responded to by parameter starting_after with a description: A cursor for use in pagination. `starting_after` is an object ID that defines your place in the list. For instance, if you make a list request and receive 100 objects, ending with `obj_foo`, your subsequent call can include `starting_after=obj_foo` in order to fetch the next page of the list
Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
14,get+v1_webhook_endpoints,data.object,"return.object == ""webhook_endpoint""
LENGTH(return.object)==16","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.object)
(return.object)","/v1/webhook_endpoints&GetWebhookEndpoints&200&data():::EXIT
/v1/webhook_endpoints&GetWebhookEndpoints&200&data():::EXIT",1.0,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""webhook_endpoint""]}",1.0
15,get+v1_webhook_endpoints,data.status,"return.status == ""enabled""
LENGTH(return.status)==7","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.status)
(return.status)","/v1/webhook_endpoints&GetWebhookEndpoints&200&data():::EXIT
/v1/webhook_endpoints&GetWebhookEndpoints&200&data():::EXIT",1.0,"The status of the webhook. It can be `enabled` or `disabled`, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
16,post+v1_account_links,object,"return.object == ""account_link""
LENGTH(return.object)==12","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.object)
(return.object)","/v1/account_links&PostAccountLinks&200():::EXIT
/v1/account_links&PostAccountLinks&200():::EXIT",1.0,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""account_link""]}",1.0
17,post+v1_apple_pay_domains,domain_name,return.domain_name is a substring of input.domain_name,daikon.inv.binary.twoString.StdString$SubString,"(input.domain_name, return.domain_name)",/v1/apple_pay/domains&PostApplePayDomains&200():::EXIT,1.0,"{""maxLength"": 5000, ""type"": ""string""}",1.0
18,post+v1_apple_pay_domains,id,LENGTH(return.id)==29,daikon.inv.unary.string.FixedLengthString,(return.id),/v1/apple_pay/domains&PostApplePayDomains&200():::EXIT,1.0,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
19,post+v1_ephemeral_keys,id,LENGTH(return.id)==31,daikon.inv.unary.string.FixedLengthString,(return.id),/v1/ephemeral_keys&PostEphemeralKeys&200():::EXIT,1.0,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
20,post+v1_ephemeral_keys,object,"return.object == ""ephemeral_key""
LENGTH(return.object)==13","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.object)
(return.object)","/v1/ephemeral_keys&PostEphemeralKeys&200():::EXIT
/v1/ephemeral_keys&PostEphemeralKeys&200():::EXIT",1.0,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""ephemeral_key""]}",1.0
21,post+v1_ephemeral_keys,secret,LENGTH(return.secret)==90,daikon.inv.unary.string.FixedLengthString,(return.secret),/v1/ephemeral_keys&PostEphemeralKeys&200():::EXIT,1.0,"The key's secret. You can use this value to make authorized requests to the Stripe API, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
22,post+v1_radar_value_list_items,created_by,"return.created_by == ""API""
LENGTH(return.created_by)==3","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.created_by)
(return.created_by)","/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT
/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT",1.0,"The name or email address of the user who added this item to the value list, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
23,post+v1_radar_value_list_items,id,LENGTH(return.id)==29,daikon.inv.unary.string.FixedLengthString,(return.id),/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT,1.0,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
24,post+v1_radar_value_list_items,object,"return.object == ""radar.value_list_item""
LENGTH(return.object)==21","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.object)
(return.object)","/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT
/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT",1.0,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""radar.value_list_item""]}",1.0
25,post+v1_radar_value_list_items,value,input.value == return.value,daikon.inv.binary.twoString.StringEqual,"(input.value, return.value)",/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT,1.0,"The value of the item, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
26,post+v1_radar_value_list_items,value_list,input.value_list == return.value_list,daikon.inv.binary.twoString.StringEqual,"(input.value_list, return.value_list)",/v1/radar/value_list_items&PostRadarValueListItems&200():::EXIT,1.0,"The identifier of the value list this item belongs to, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
27,post+v1_tax_rates,active,input.active == return.active,daikon.inv.binary.twoScalar.IntEqual,"(input.active, return.active)",/v1/tax_rates&PostTaxRates&200():::EXIT,1.0,"Defaults to `true`. When set to `false`, this tax rate cannot be used with new applications or Checkout Sessions, but will still work for subscriptions and invoices that already have it set",1.0
28,post+v1_tax_rates,description,input.description == return.description,daikon.inv.binary.twoString.StringEqual,"(input.description, return.description)",/v1/tax_rates&PostTaxRates&200():::EXIT,1.0,"An arbitrary string attached to the tax rate for your internal use only. It will not be visible to your customers, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
29,post+v1_tax_rates,display_name,input.display_name == return.display_name,daikon.inv.binary.twoString.StringEqual,"(input.display_name, return.display_name)",/v1/tax_rates&PostTaxRates&200():::EXIT,1.0,"The display name of the tax rates as it will appear to your customer on their receipt email, PDF, and the hosted invoice page, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
30,post+v1_tax_rates,id,LENGTH(return.id)==28,daikon.inv.unary.string.FixedLengthString,(return.id),/v1/tax_rates&PostTaxRates&200():::EXIT,1.0,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
31,post+v1_tax_rates,inclusive,input.inclusive == return.inclusive,daikon.inv.binary.twoScalar.IntEqual,"(input.inclusive, return.inclusive)",/v1/tax_rates&PostTaxRates&200():::EXIT,1.0,This specifies if the tax rate is inclusive or exclusive,1.0
32,post+v1_tax_rates,jurisdiction,input.jurisdiction == return.jurisdiction,daikon.inv.binary.twoString.StringEqual,"(input.jurisdiction, return.jurisdiction)",/v1/tax_rates&PostTaxRates&200():::EXIT,1.0,"The jurisdiction for the tax rate. You can use this label field for tax reporting purposes. It also appears on your customer’s invoice, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
33,post+v1_tax_rates,object,"return.object == ""tax_rate""
LENGTH(return.object)==8","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.object)
(return.object)","/v1/tax_rates&PostTaxRates&200():::EXIT
/v1/tax_rates&PostTaxRates&200():::EXIT",1.0,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""tax_rate""]}",1.0
34,post+v1_tax_rates,percentage,input.percentage == return.percentage,daikon.inv.binary.twoScalar.FloatEqual,"(input.percentage, return.percentage)",/v1/tax_rates&PostTaxRates&200():::EXIT,1.0,"Tax rate percentage out of 100. For tax calculations with automatic_tax[enabled]=true, this percentage includes the statutory tax rate of non-taxable jurisdictions, schema: {""type"": ""number"", ""format"": ""uri""}",1.0
35,post+v1_tax_rates,tax_type,input.tax_type == return.tax_type,daikon.inv.binary.twoString.StringEqual,"(input.tax_type, return.tax_type)",/v1/tax_rates&PostTaxRates&200():::EXIT,1.0,"The high-level tax type, such as `vat` or `sales_tax`, schema: {""type"": ""string"", ""enum"": [""amusement_tax"", ""communications_tax"", ""gst"", ""hst"", ""igst"", ""jct"", ""lease_tax"", ""pst"", ""qst"", ""rst"", ""sales_tax"", ""vat""]}",1.0
36,post+v1_test_helpers_test_clocks,frozen_time,input.frozen_time == return.frozen_time,daikon.inv.binary.twoScalar.IntEqual,"(input.frozen_time, return.frozen_time)",/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT,1.0,"Time at which all objects belonging to this clock are frozen, schema: {""type"": ""integer"", ""format"": ""unix-time""}",1.0
37,post+v1_test_helpers_test_clocks,id,LENGTH(return.id)==30,daikon.inv.unary.string.FixedLengthString,(return.id),/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT,1.0,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
38,post+v1_test_helpers_test_clocks,name,input.name == return.name,daikon.inv.binary.twoString.StringEqual,"(input.name, return.name)",/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT,1.0,"The custom name supplied at creation, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
39,post+v1_test_helpers_test_clocks,object,"return.object == ""test_helpers.test_clock""
LENGTH(return.object)==23","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.object)
(return.object)","/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT
/v1/test_helpers/test_clocks&PostTestHelpersTestClocks&200():::EXIT",1.0,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""test_helpers.test_clock""]}",1.0
40,post+v1_webhook_endpoints,api_version,input.api_version == return.api_version,daikon.inv.binary.twoString.StringEqual,"(input.api_version, return.api_version)",/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,1.0,"The API version events are rendered as for this webhook endpoint, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
41,post+v1_webhook_endpoints,id,LENGTH(return.id)==27,daikon.inv.unary.string.FixedLengthString,(return.id),/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,1.0,"Unique identifier for the object, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
42,post+v1_webhook_endpoints,object,"return.object == ""webhook_endpoint""
LENGTH(return.object)==16","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.object)
(return.object)","/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT
/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT",1.0,"String representing the object's type. Objects of the same type share the same value, schema: {""type"": ""string"", ""enum"": [""webhook_endpoint""]}",1.0
43,post+v1_webhook_endpoints,secret,LENGTH(return.secret)==38,daikon.inv.unary.string.FixedLengthString,(return.secret),/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,1.0,"The endpoint's secret, used to generate [webhook signatures](https://stripe.com/docs/webhooks/signatures). Only returned at creation. schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
44,post+v1_webhook_endpoints,url,input.url == return.url,daikon.inv.binary.twoString.StringEqual,"(input.url, return.url)",/v1/webhook_endpoints&PostWebhookEndpoints&200():::EXIT,1.0,"The URL of the webhook endpoint, schema: {""maxLength"": 5000, ""type"": ""string""}",1.0
