endpoint,group,response resource,attribute,description,tp
post+orgs_{org}_repos,archive_url,repository,archive_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""}",1
post+orgs_{org}_repos,updated_at,repository,updated_at,"{""type"": ""string"", ""format"": ""date-time""}",1
post+orgs_{org}_repos,homepage,repository,homepage,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,pulls_url,repository,pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}",1
post+orgs_{org}_repos,downloads_url,repository,downloads_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,html_url,repository,html_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,private,repository,private,Whether the repository is private or public,0
post+orgs_{org}_repos,mirror_url,repository,mirror_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,url,repository,url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,git_refs_url,repository,git_refs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/refs{/sha}""}",1
post+orgs_{org}_repos,owner.starred_url,simple-user,starred_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/starred{/owner}{/repo}""}",1
post+orgs_{org}_repos,organization.starred_url,simple-user,starred_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/starred{/owner}{/repo}""}",1
post+orgs_{org}_repos,template_repository.owner.starred_url,simple-user,starred_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/starred{/owner}{/repo}""}",1
post+orgs_{org}_repos,owner.repos_url,simple-user,repos_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,organization.repos_url,simple-user,repos_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,template_repository.owner.repos_url,simple-user,repos_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,tags_url,repository,tags_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,owner.following_url,simple-user,following_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/following{/other_user}""}",1
post+orgs_{org}_repos,organization.following_url,simple-user,following_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/following{/other_user}""}",1
post+orgs_{org}_repos,template_repository.owner.following_url,simple-user,following_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/following{/other_user}""}",1
post+orgs_{org}_repos,comments_url,repository,comments_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/comments{/number}""}",1
post+orgs_{org}_repos,owner.organizations_url,simple-user,organizations_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,organization.organizations_url,simple-user,organizations_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,template_repository.owner.organizations_url,simple-user,organizations_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,owner.received_events_url,simple-user,received_events_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,organization.received_events_url,simple-user,received_events_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,template_repository.owner.received_events_url,simple-user,received_events_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,events_url,repository,events_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,ssh_url,repository,ssh_url,"{""type"": ""string"", ""example"": ""git@github.com:octocat/Hello-World.git""}",1
post+orgs_{org}_repos,languages_url,repository,languages_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,stargazers_url,repository,stargazers_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,allow_rebase_merge,repository,allow_rebase_merge,"Whether to allow rebase merges for pull requests, schema: {""type"": ""boolean"", ""example"": true}",0
post+orgs_{org}_repos,collaborators_url,repository,collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}",1
post+orgs_{org}_repos,allow_merge_commit,repository,allow_merge_commit,"Whether to allow merge commits for pull requests, schema: {""type"": ""boolean"", ""example"": true}",0
post+orgs_{org}_repos,clone_url,repository,clone_url,"{""type"": ""string"", ""example"": ""https://github.com/octocat/Hello-World.git""}",1
post+orgs_{org}_repos,teams_url,repository,teams_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,subscribers_url,repository,subscribers_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,has_issues,repository,has_issues,"Whether issues are enabled, schema: {""type"": ""boolean"", ""example"": true}",0
post+orgs_{org}_repos,svn_url,repository,svn_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,owner.subscriptions_url,simple-user,subscriptions_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,organization.subscriptions_url,simple-user,subscriptions_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,template_repository.owner.subscriptions_url,simple-user,subscriptions_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,hooks_url,repository,hooks_url,"{""type"": ""string"", ""format"": ""uri""}",1
post+orgs_{org}_repos,issue_events_url,repository,issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}",1
post+orgs_{org}_repos,owner.events_url,simple-user,events_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""}",1
post+orgs_{org}_repos,organization.events_url,simple-user,events_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""}",1
post+orgs_{org}_repos,template_repository.owner.events_url,simple-user,events_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""}",1
post+orgs_{org}_repos,template_repository.events_url,simple-user,events_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""}",1
