endpoint,group,description,tp
post+orgs_{org}_repos,organization.html_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,organization.organizations_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,organization.received_events_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,organization.repos_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,organization.starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:55Z\""""}",1.0
post+orgs_{org}_repos,organization.starred_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/starred{/owner}{/repo}""}",1.0
post+orgs_{org}_repos,organization.subscriptions_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,organization.url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,owner.events_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""}",1.0
post+orgs_{org}_repos,owner.followers_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,owner.following_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/following{/other_user}""}",1.0
post+orgs_{org}_repos,owner.gists_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/gists{/gist_id}""}",1.0
post+orgs_{org}_repos,owner.html_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,owner.organizations_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,owner.received_events_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,owner.repos_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,owner.starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:55Z\""""}",1.0
post+orgs_{org}_repos,owner.starred_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/starred{/owner}{/repo}""}",1.0
post+orgs_{org}_repos,owner.subscriptions_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,owner.url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,private,"Attribute private is responded to by parameter repository with a description: Whether the repository is private
Whether the repository is private or public",0.0
post+orgs_{org}_repos,pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}",1.0
post+orgs_{org}_repos,ssh_url,"{""type"": ""string"", ""example"": ""git@github.com:octocat/Hello-World.git""}",1.0
post+orgs_{org}_repos,stargazers_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:42Z\""""}",1.0
post+orgs_{org}_repos,statuses_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""}",1.0
post+orgs_{org}_repos,subscribers_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,subscription_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,svn_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,tags_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,teams_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,template_repository.events_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""}",1.0
post+orgs_{org}_repos,template_repository.html_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,template_repository.owner.events_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/events{/privacy}""}",1.0
post+orgs_{org}_repos,template_repository.owner.followers_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,template_repository.owner.following_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/following{/other_user}""}",1.0
post+orgs_{org}_repos,template_repository.owner.gists_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/gists{/gist_id}""}",1.0
post+orgs_{org}_repos,template_repository.owner.html_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,template_repository.owner.organizations_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,template_repository.owner.received_events_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,template_repository.owner.repos_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,template_repository.owner.starred_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/starred{/owner}{/repo}""}",1.0
post+orgs_{org}_repos,template_repository.owner.subscriptions_url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,template_repository.owner.url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,template_repository.url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,updated_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0
post+orgs_{org}_repos,url,"{""type"": ""string"", ""format"": ""uri""}",1.0
post+orgs_{org}_repos,visibility,"Attribute visibility is responded to by parameter repository with a description: Can be `public` or `private`. If your organization is associated with an enterprise account using GitHub Enterprise Cloud or GitHub Enterprise Server 2.20+, `visibility` can also be `internal`. Note: For GitHub Enterprise Server and GitHub AE, this endpoint will only list repositories available to all users on the enterprise. For more information, see ""[Creating an internal repository](https://help.github.com/en/github/creating-cloning-and-archiving-repositories/about-repository-visibility#about-internal-repositories)"" in the GitHub Help documentation.  
The `visibility` parameter overrides the `private` parameter when you use both parameters with the `nebula-preview` preview header
The repository visibility: public, private, or internal",1.0
