operation,response resource,attribute,group,description,tp,verification script,status,script confirmation,revised script,revised executable script,revised status,TP
post-/orgs/{org}/repos,simple-user,url,template_repository.owner.url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re_x000D_
from urllib.parse import urlparse_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        url = latest_response.get(""url"")_x000D_
        if url is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if the URL is a valid URI_x000D_
        parsed_url = urlparse(url)_x000D_
        if not all([parsed_url.scheme, parsed_url.netloc]):_x000D_
            return -1_x000D_
        _x000D_
        return 1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,simple-user,url,template_repository.url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re_x000D_
from urllib.parse import urlparse_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        url = latest_response.get(""url"")_x000D_
        if url is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if the URL is a valid URI_x000D_
        parsed_url = urlparse(url)_x000D_
        if not all([parsed_url.scheme, parsed_url.netloc]):_x000D_
            return -1_x000D_
        _x000D_
        return 1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,simple-user,followers_url,owner.followers_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        followers_url = latest_response['owner']['followers_url']_x000D_
        if not isinstance(followers_url, str):_x000D_
            return -1_x000D_
        # Check if the followers_url is a valid URI_x000D_
        uri_regex = re.compile(_x000D_
            r'^(?:http|ftp)s?://' # http:// or https://_x000D_
            r'(?:(?:[A-Z0-9](?:[A-Z0-9-]{0,61}[A-Z0-9])?\.)+(?:[A-Z]{2,6}\.?|[A-Z0-9-]{2,}\.?)|' # domain..._x000D_
            r'localhost|' # localhost..._x000D_
            r'\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}|' # ...or ipv4_x000D_
            r'\[?[A-F0-9]*:[A-F0-9:]+\]?)' # ...or ipv6_x000D_
            r'(?::\d+)?' # optional port_x000D_
            r'(?:/?|[/?]\S+)$', re.IGNORECASE)_x000D_
        _x000D_
        if re.match(uri_regex, followers_url):_x000D_
            return 1_x000D_
        else:_x000D_
            return -1_x000D_
    except KeyError:_x000D_
        return 0_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,simple-user,followers_url,organization.followers_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        followers_url = latest_response['owner']['followers_url']_x000D_
        if not isinstance(followers_url, str):_x000D_
            return -1_x000D_
        # Check if the followers_url is a valid URI_x000D_
        uri_regex = re.compile(_x000D_
            r'^(?:http|ftp)s?://' # http:// or https://_x000D_
            r'(?:(?:[A-Z0-9](?:[A-Z0-9-]{0,61}[A-Z0-9])?\.)+(?:[A-Z]{2,6}\.?|[A-Z0-9-]{2,}\.?)|' # domain..._x000D_
            r'localhost|' # localhost..._x000D_
            r'\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}|' # ...or ipv4_x000D_
            r'\[?[A-F0-9]*:[A-F0-9:]+\]?)' # ...or ipv6_x000D_
            r'(?::\d+)?' # optional port_x000D_
            r'(?:/?|[/?]\S+)$', re.IGNORECASE)_x000D_
        _x000D_
        if re.match(uri_regex, followers_url):_x000D_
            return 1_x000D_
        else:_x000D_
            return -1_x000D_
    except KeyError:_x000D_
        return 0_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,simple-user,followers_url,template_repository.owner.followers_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        followers_url = latest_response['owner']['followers_url']_x000D_
        if not isinstance(followers_url, str):_x000D_
            return -1_x000D_
        # Check if the followers_url is a valid URI_x000D_
        uri_regex = re.compile(_x000D_
            r'^(?:http|ftp)s?://' # http:// or https://_x000D_
            r'(?:(?:[A-Z0-9](?:[A-Z0-9-]{0,61}[A-Z0-9])?\.)+(?:[A-Z]{2,6}\.?|[A-Z0-9-]{2,}\.?)|' # domain..._x000D_
            r'localhost|' # localhost..._x000D_
            r'\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}|' # ...or ipv4_x000D_
            r'\[?[A-F0-9]*:[A-F0-9:]+\]?)' # ...or ipv6_x000D_
            r'(?::\d+)?' # optional port_x000D_
            r'(?:/?|[/?]\S+)$', re.IGNORECASE)_x000D_
        _x000D_
        if re.match(uri_regex, followers_url):_x000D_
            return 1_x000D_
        else:_x000D_
            return -1_x000D_
    except KeyError:_x000D_
        return 0_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,is_template,is_template,"Whether this repository acts as a template that can be used to generate new repositories, schema: {""type"": ""boolean"", ""example"": true}",0,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        # Check if 'is_template' exists in the response_x000D_
        if 'is_template' not in latest_response:_x000D_
            return 0_x000D_
        _x000D_
        # Check if 'is_template' is of type boolean_x000D_
        if isinstance(latest_response['is_template'], bool):_x000D_
            return 1_x000D_
        else:_x000D_
            return -1_x000D_
    except Exception as e:_x000D_
        return -1_x000D_
",unknown,,,,,0
post-/orgs/{org}/repos,repository,starred_at,starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:42Z\""""}",1,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        starred_at = latest_response.get(""starred_at"")_x000D_
        if starred_at is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if 'starred_at' is a valid ISO 8601 datetime string_x000D_
        from datetime import datetime_x000D_
        try:_x000D_
            datetime.fromisoformat(starred_at.replace(""Z"", ""+00:00""))_x000D_
            return 1_x000D_
        except ValueError:_x000D_
            return -1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,simple-user,starred_at,owner.starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:55Z\""""}",1,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        starred_at = latest_response.get(""starred_at"")_x000D_
        if starred_at is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if ""starred_at"" is a string and follows the ISO 8601 format_x000D_
        from datetime import datetime_x000D_
        datetime.strptime(starred_at, ""%Y-%m-%dT%H:%M:%SZ"")_x000D_
        _x000D_
        return 1_x000D_
    except (ValueError, TypeError):_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,simple-user,starred_at,organization.starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:55Z\""""}",1,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        starred_at = latest_response.get(""starred_at"")_x000D_
        if starred_at is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if ""starred_at"" is a string and follows the ISO 8601 format_x000D_
        from datetime import datetime_x000D_
        datetime.strptime(starred_at, ""%Y-%m-%dT%H:%M:%SZ"")_x000D_
        _x000D_
        return 1_x000D_
    except (ValueError, TypeError):_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,forks_url,forks_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re_x000D_
from urllib.parse import urlparse_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        forks_url = latest_response.get(""forks_url"")_x000D_
        if forks_url is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if forks_url is a string_x000D_
        if not isinstance(forks_url, str):_x000D_
            return -1_x000D_
        _x000D_
        # Check if forks_url is a valid URI_x000D_
        parsed_uri = urlparse(forks_url)_x000D_
        if not all([parsed_uri.scheme, parsed_uri.netloc]):_x000D_
            return -1_x000D_
        _x000D_
        return 1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,allow_squash_merge,allow_squash_merge,"Whether to allow squash merges for pull requests, schema: {""type"": ""boolean"", ""example"": true}",0,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        if 'allow_squash_merge' in latest_response:_x000D_
            if isinstance(latest_response['allow_squash_merge'], bool):_x000D_
                return 1_x000D_
            else:_x000D_
                return -1_x000D_
        else:_x000D_
            return 0_x000D_
    except Exception as e:_x000D_
        return -1_x000D_
",unknown,,,,,0
post-/orgs/{org}/repos,repository,milestones_url,milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}",1,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        milestones_url = latest_response.get(""milestones_url"")_x000D_
        if milestones_url is None:_x000D_
            return 0_x000D_
        _x000D_
        if isinstance(milestones_url, str) and milestones_url.startswith(""http://api.github.com/repos/""):_x000D_
            return 1_x000D_
        else:_x000D_
            return -1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,id,id,"Unique identifier of the repository, schema: {""type"": ""integer"", ""example"": 42}",0,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        # Check if 'id' exists in the response_x000D_
        if 'id' not in latest_response:_x000D_
            return 0_x000D_
        _x000D_
        # Check if 'id' is an integer_x000D_
        if not isinstance(latest_response['id'], int):_x000D_
            return -1_x000D_
        _x000D_
        # If all checks pass_x000D_
        return 1_x000D_
    except Exception as e:_x000D_
        return -1_x000D_
",unknown,,,,,0
post-/orgs/{org}/repos,repository,compare_url,compare_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/compare/{base}...{head}""}",1,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        compare_url = latest_response.get(""compare_url"")_x000D_
        if compare_url is None:_x000D_
            return 0  # Attribute does not exist_x000D_
_x000D_
        # Check if compare_url is a string_x000D_
        if not isinstance(compare_url, str):_x000D_
            return -1_x000D_
_x000D_
        # Check if compare_url contains placeholders {base} and {head}_x000D_
        if ""{base}"" in compare_url and ""{head}"" in compare_url:_x000D_
            return 1_x000D_
        else:_x000D_
            return -1_x000D_
    except Exception as e:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,subscription_url,subscription_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re_x000D_
from urllib.parse import urlparse_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        subscription_url = latest_response.get(""subscription_url"")_x000D_
        if subscription_url is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if the subscription_url is a valid URI_x000D_
        parsed_uri = urlparse(subscription_url)_x000D_
        if not all([parsed_uri.scheme, parsed_uri.netloc]):_x000D_
            return -1_x000D_
        _x000D_
        return 1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,git_commits_url,git_commits_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/commits{/sha}""}",1,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        git_commits_url = latest_response.get(""git_commits_url"")_x000D_
        if git_commits_url is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if git_commits_url is a string_x000D_
        if not isinstance(git_commits_url, str):_x000D_
            return -1_x000D_
        _x000D_
        # Check if git_commits_url follows the expected URL pattern_x000D_
        if not git_commits_url.startswith(""http://api.github.com/repos/""):_x000D_
            return -1_x000D_
        _x000D_
        return 1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,blobs_url,blobs_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/git/blobs{/sha}""}",1,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        blobs_url = latest_response.get(""blobs_url"")_x000D_
        if blobs_url is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if blobs_url is a string_x000D_
        if not isinstance(blobs_url, str):_x000D_
            return -1_x000D_
        _x000D_
        # Check if blobs_url starts with ""http://api.github.com/repos/""_x000D_
        if not blobs_url.startswith(""http://api.github.com/repos/""):_x000D_
            return -1_x000D_
        _x000D_
        # Check if blobs_url contains ""/git/blobs{/sha}""_x000D_
        if ""/git/blobs{/sha}"" not in blobs_url:_x000D_
            return -1_x000D_
        _x000D_
        return 1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,license-simple,html_url,license.html_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re_x000D_
from urllib.parse import urlparse_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        html_url = latest_response.get(""html_url"")_x000D_
        if html_url is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if html_url is a string_x000D_
        if not isinstance(html_url, str):_x000D_
            return -1_x000D_
        _x000D_
        # Check if html_url is a valid URI_x000D_
        parsed_uri = urlparse(html_url)_x000D_
        if not all([parsed_uri.scheme, parsed_uri.netloc]):_x000D_
            return -1_x000D_
        _x000D_
        return 1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,branches_url,branches_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/branches{/branch}""}",1,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        branches_url = latest_response.get(""branches_url"")_x000D_
        if branches_url is None:_x000D_
            return 0_x000D_
        _x000D_
        if isinstance(branches_url, str) and branches_url.startswith(""http://api.github.com/repos/""):_x000D_
            return 1_x000D_
        else:_x000D_
            return -1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,license-simple,url,license.url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re_x000D_
from urllib.parse import urlparse_x000D_
_x000D_
def is_valid_uri(uri):_x000D_
    try:_x000D_
        result = urlparse(uri)_x000D_
        return all([result.scheme, result.netloc])_x000D_
    except ValueError:_x000D_
        return False_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        url = latest_response.get(""url"", None)_x000D_
        if url is None:_x000D_
            return 1  # The attribute is nullable, so None is acceptable_x000D_
        if isinstance(url, str) and is_valid_uri(url):_x000D_
            return 1  # The URL is a valid URI_x000D_
        else:_x000D_
            return -1  # The URL is not a valid URI_x000D_
    except Exception:_x000D_
        return -1  # An error occurred, indicating the constraint is not satisfied_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,created_at,created_at,"{""type"": ""string"", ""format"": ""date-time""}",1,"from datetime import datetime_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        created_at = latest_response.get(""created_at"")_x000D_
        if created_at is None:_x000D_
            return 0  # Attribute is nullable, so None is acceptable_x000D_
        datetime.strptime(created_at, ""%Y-%m-%dT%H:%M:%SZ"")_x000D_
        return 1  # Constraint satisfied_x000D_
    except (ValueError, TypeError):_x000D_
        return -1  # Constraint not satisfied_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,archive_url,archive_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/{archive_format}{/ref}""}",1,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        archive_url = latest_response.get(""archive_url"")_x000D_
        if archive_url is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if archive_url is a string_x000D_
        if not isinstance(archive_url, str):_x000D_
            return -1_x000D_
        _x000D_
        # Check if archive_url contains placeholders {archive_format} and {/ref}_x000D_
        if ""{archive_format}"" not in archive_url or ""{/ref}"" not in archive_url:_x000D_
            return -1_x000D_
        _x000D_
        return 1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,updated_at,updated_at,"{""type"": ""string"", ""format"": ""date-time""}",1,"from datetime import datetime_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        updated_at = latest_response.get(""updated_at"", None)_x000D_
        _x000D_
        if updated_at is None:_x000D_
            return 0  # Attribute is nullable, so None is acceptable_x000D_
        _x000D_
        # Check if the updated_at is a valid date-time string_x000D_
        datetime.fromisoformat(updated_at.replace(""Z"", ""+00:00""))_x000D_
        return 1  # Constraint satisfied_x000D_
    except (ValueError, TypeError):_x000D_
        return -1  # Constraint not satisfied_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,homepage,homepage,"{""type"": ""string"", ""format"": ""uri""}",1,"from urllib.parse import urlparse_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        homepage = latest_response.get(""homepage"", None)_x000D_
        _x000D_
        if homepage is None:_x000D_
            return 0  # Attribute is nullable, so absence is acceptable_x000D_
        _x000D_
        # Check if homepage is a valid URI_x000D_
        result = urlparse(homepage)_x000D_
        if all([result.scheme, result.netloc]):_x000D_
            return 1  # Constraint satisfied_x000D_
        else:_x000D_
            return -1  # Constraint not satisfied_x000D_
    except Exception:_x000D_
        return -1  # Constraint not satisfied due to an error_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,pulls_url,pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}",1,"def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        pulls_url = latest_response.get(""pulls_url"")_x000D_
        if pulls_url is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if pulls_url is a string_x000D_
        if not isinstance(pulls_url, str):_x000D_
            return -1_x000D_
        _x000D_
        # Check if pulls_url starts with ""http://api.github.com/repos/""_x000D_
        if not pulls_url.startswith(""http://api.github.com/repos/""):_x000D_
            return -1_x000D_
        _x000D_
        return 1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
post-/orgs/{org}/repos,repository,downloads_url,downloads_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re_x000D_
from urllib.parse import urlparse_x000D_
_x000D_
def verify_latest_response(latest_response):_x000D_
    try:_x000D_
        downloads_url = latest_response.get(""downloads_url"")_x000D_
        if downloads_url is None:_x000D_
            return 0_x000D_
        _x000D_
        # Check if downloads_url is a string_x000D_
        if not isinstance(downloads_url, str):_x000D_
            return -1_x000D_
        _x000D_
        # Check if downloads_url is a valid URI_x000D_
        parsed_url = urlparse(downloads_url)_x000D_
        if not all([parsed_url.scheme, parsed_url.netloc]):_x000D_
            return -1_x000D_
        _x000D_
        return 1_x000D_
    except Exception:_x000D_
        return -1_x000D_
",unknown,,,,,1
