endpoint,group,response resource,attribute,description
post+groups,full_name,Group,full_name,Attribute full_name is responded to by parameter name with a description: The name of the group
post+groups,full_path,Group,full_path,Attribute full_path is responded to by parameter path with a description: The path of the group
post+groups,name,Group,name,Attribute name is responded to by parameter name with a description: The name of the group
post+groups,path,Group,path,Attribute path is responded to by parameter path with a description: The path of the group
post+groups,project_creation_level,Group,project_creation_level,"Attribute project_creation_level is responded to by parameter project_creation_level with a description: Determine if developers can create projects in the group. Can benoone(No one),maintainer(Maintainers), or developer(Developers + Maintainers)"
post+groups,subgroup_creation_level,Group,subgroup_creation_level,"Attribute subgroup_creation_level is responded to by parameter subgroup_creation_level with a description: Allowed to create subgroups. Can be owner(Owners), or maintainer(Maintainers)"
post+groups,visibility,Group,visibility,"Attribute visibility is responded to by parameter visibility with a description: The group's visibility. Can be private,internal, orpublic"
post+groups_{id}_hooks,group_id,Hook,group_id,Attribute group_id is responded to by parameter id with a description: The ID orURL-encoded path of the group
post+groups_{id}_hooks,url,Hook,url,Attribute url is responded to by parameter url with a description: The hook URL
post+groups_{id}_hooks,confidential_issues_events,Hook,confidential_issues_events,Attribute confidential_issues_events is responded to by parameter confidential_issues_events with a description: Trigger hook on confidential issues events
post+groups_{id}_hooks,confidential_note_events,Hook,confidential_note_events,Attribute confidential_note_events is responded to by parameter confidential_note_events with a description: Trigger hook on confidential note events
post+groups_{id}_hooks,deployment_events,Hook,deployment_events,Attribute deployment_events is responded to by parameter deployment_events with a description: Trigger hook on deployment events
post+groups_{id}_hooks,enable_ssl_verification,Hook,enable_ssl_verification,Attribute enable_ssl_verification is responded to by parameter enable_ssl_verification with a description: Do SSL verification when triggering the hook
post+groups_{id}_hooks,issues_events,Hook,issues_events,Attribute issues_events is responded to by parameter issues_events with a description: Trigger hook on issues events
post+groups_{id}_hooks,job_events,Hook,job_events,Attribute job_events is responded to by parameter job_events with a description: Trigger hook on job events
post+groups_{id}_hooks,merge_requests_events,Hook,merge_requests_events,Attribute merge_requests_events is responded to by parameter merge_requests_events with a description: Trigger hook on merge requests events
post+groups_{id}_hooks,note_events,Hook,note_events,Attribute note_events is responded to by parameter note_events with a description: Trigger hook on note events
post+groups_{id}_hooks,pipeline_events,Hook,pipeline_events,Attribute pipeline_events is responded to by parameter pipeline_events with a description: Trigger hook on pipeline events
post+groups_{id}_hooks,push_events,Hook,push_events,Attribute push_events is responded to by parameter push_events with a description: Trigger hook on push events
post+groups_{id}_hooks,releases_events,Hook,releases_events,Attribute releases_events is responded to by parameter releases_events with a description: Trigger hook on release events
post+groups_{id}_hooks,tag_push_events,Hook,tag_push_events,Attribute tag_push_events is responded to by parameter tag_push_events with a description: Trigger hook on tag push events
post+groups_{id}_hooks,wiki_page_events,Hook,wiki_page_events,Attribute wiki_page_events is responded to by parameter wiki_page_events with a description: Trigger hook on wiki events
post+groups_{id}_projects_{project_id},id,SharedProject,id,Attribute id is responded to by parameter project_id with a description: The ID orURL-encoded path of the project
post+groups_{id}_share,id,GroupDetails,id,Attribute id is responded to by parameter group_id with a description: The ID of the group to share with
post+groups_{id}_share,id,GroupDetails,id,Attribute id is responded to by parameter id with a description: The ID orURL-encoded path of the group
put+groups_{id},id,GroupDetails,id,Attribute id is responded to by parameter id with a description: The ID of the group
put+groups_{id},request_access_enabled,GroupDetails,request_access_enabled,Attribute request_access_enabled is responded to by parameter request_access_enabled with a description: Allow users to request member access
put+groups_{id},description,GroupDetails,description,Attribute description is responded to by parameter description with a description: The description of the group
put+groups_{id},full_name,GroupDetails,full_name,Attribute full_name is responded to by parameter name with a description: The name of the group
put+groups_{id},full_path,GroupDetails,full_path,Attribute full_path is responded to by parameter path with a description: The path of the group
put+groups_{id},name,GroupDetails,name,Attribute name is responded to by parameter name with a description: The name of the group
put+groups_{id},path,GroupDetails,path,Attribute path is responded to by parameter path with a description: The path of the group
put+groups_{id},visibility,GroupDetails,visibility,"Attribute visibility is responded to by parameter visibility with a description: The visibility level of the group. Can beprivate,internal, orpublic"
put+groups_{id}_hooks_{hook_id},group_id,Hook,group_id,Attribute group_id is responded to by parameter id with a description: The ID orURL-encoded path of the group
put+groups_{id}_hooks_{hook_id},id,Hook,id,Attribute id is responded to by parameter hook_id with a description: The ID of the group hook
put+groups_{id}_hooks_{hook_id},url,Hook,url,Attribute url is responded to by parameter url with a description: The hook URL
put+groups_{id}_hooks_{hook_id},confidential_issues_events,Hook,confidential_issues_events,Attribute confidential_issues_events is responded to by parameter confidential_issues_events with a description: Trigger hook on confidential issues events
put+groups_{id}_hooks_{hook_id},confidential_note_events,Hook,confidential_note_events,Attribute confidential_note_events is responded to by parameter confidential_note_events with a description: Trigger hook on confidential note events
put+groups_{id}_hooks_{hook_id},deployment_events,Hook,deployment_events,Attribute deployment_events is responded to by parameter deployment_events with a description: Trigger hook on deployment events
put+groups_{id}_hooks_{hook_id},enable_ssl_verification,Hook,enable_ssl_verification,Attribute enable_ssl_verification is responded to by parameter enable_ssl_verification with a description: Do SSL verification when triggering the hook
put+groups_{id}_hooks_{hook_id},issues_events,Hook,issues_events,Attribute issues_events is responded to by parameter issues_events with a description: Trigger hook on issues events
put+groups_{id}_hooks_{hook_id},job_events,Hook,job_events,Attribute job_events is responded to by parameter job_events with a description: Trigger hook on job events
put+groups_{id}_hooks_{hook_id},merge_requests_events,Hook,merge_requests_events,Attribute merge_requests_events is responded to by parameter merge_requests_events with a description: Trigger hook on merge requests events
put+groups_{id}_hooks_{hook_id},note_events,Hook,note_events,Attribute note_events is responded to by parameter note_events with a description: Trigger hook on note events
put+groups_{id}_hooks_{hook_id},pipeline_events,Hook,pipeline_events,Attribute pipeline_events is responded to by parameter pipeline_events with a description: Trigger hook on pipeline events
put+groups_{id}_hooks_{hook_id},push_events,Hook,push_events,Attribute push_events is responded to by parameter push_events with a description: Trigger hook on push events
put+groups_{id}_hooks_{hook_id},releases_events,Hook,releases_events,Attribute releases_events is responded to by parameter releases_events with a description: Trigger hook on release events
put+groups_{id}_hooks_{hook_id},tag_push_events,Hook,tag_push_events,Attribute tag_push_events is responded to by parameter tag_push_events with a description: Trigger hook on tag push events
get+groups,avatar_url,Group,avatar_url,"{""type"": ""string""}"
get+groups,created_at,Group,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+groups,web_url,Group,web_url,"{""type"": ""string""}"
get+groups_{id},avatar_url,GroupDetails,avatar_url,"{""type"": ""string""}"
get+groups_{id},projects.http_url_to_repo,Project,http_url_to_repo,"{""type"": ""string""}"
get+groups_{id},projects.web_url,Project,web_url,"{""type"": ""string""}"
get+groups_{id}_descendant_groups,avatar_url,Group,avatar_url,"{""type"": ""string""}"
get+groups_{id}_descendant_groups,created_at,Group,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+groups_{id}_descendant_groups,web_url,Group,web_url,"{""type"": ""string""}"
get+groups_{id}_hooks,url,Hook,url,"{""type"": ""string""}"
get+groups_{id}_hooks_{hook_id},url,Hook,url,"{""type"": ""string""}"
get+groups_{id}_projects,http_url_to_repo,Project,http_url_to_repo,"{""type"": ""string""}"
get+groups_{id}_projects,web_url,Project,web_url,"{""type"": ""string""}"
get+groups_{id}_projects,readme_url,Project,readme_url,"{""type"": ""string""}"
get+groups_{id}_projects,created_at,Project,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+groups_{id}_projects,last_activity_at,Project,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+groups_{id}_projects_shared,avatar_url,SharedProject,avatar_url,"{""type"": ""string""}"
get+groups_{id}_projects_shared,container_expiration_policy.next_run_at,ContainerExpirationPolicy,next_run_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+groups_{id}_projects_shared,emails_disabled,SharedProject,emails_disabled,"{""type"": ""string""}"
get+groups_{id}_projects_shared,http_url_to_repo,SharedProject,http_url_to_repo,"{""type"": ""string""}"
get+groups_{id}_projects_shared,readme_url,SharedProject,readme_url,"{""type"": ""string""}"
get+groups_{id}_projects_shared,web_url,SharedProject,web_url,"{""type"": ""string""}"
get+groups_{id}_subgroups,avatar_url,Group,avatar_url,"{""type"": ""string""}"
get+groups_{id}_subgroups,created_at,Group,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+groups_{id}_subgroups,web_url,Group,web_url,"{""type"": ""string""}"
post+groups,avatar_url,Group,avatar_url,"{""type"": ""string""}"
post+groups,created_at,Group,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+groups,web_url,Group,web_url,"{""type"": ""string""}"
post+groups_{id}_hooks,url,Hook,url,"{""type"": ""string""}"
post+groups_{id}_projects_{project_id},avatar_url,SharedProject,avatar_url,"{""type"": ""string""}"
post+groups_{id}_projects_{project_id},emails_disabled,SharedProject,emails_disabled,"{""type"": ""string""}"
post+groups_{id}_projects_{project_id},http_url_to_repo,SharedProject,http_url_to_repo,"{""type"": ""string""}"
post+groups_{id}_projects_{project_id},readme_url,SharedProject,readme_url,"{""type"": ""string""}"
post+groups_{id}_projects_{project_id},web_url,SharedProject,web_url,"{""type"": ""string""}"
post+groups_{id}_share,avatar_url,GroupDetails,avatar_url,"{""type"": ""string""}"
post+groups_{id}_share,projects.http_url_to_repo,Project,http_url_to_repo,"{""type"": ""string""}"
post+groups_{id}_share,web_url,GroupDetails,web_url,"{""type"": ""string""}"
post+groups_{id}_share,projects.readme_url,Project,readme_url,"{""type"": ""string""}"
post+groups_{id}_share,created_at,GroupDetails,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+groups_{id}_share,projects.last_activity_at,Project,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+groups_{id},avatar_url,GroupDetails,avatar_url,"{""type"": ""string""}"
put+groups_{id},projects.http_url_to_repo,Project,http_url_to_repo,"{""type"": ""string""}"
put+groups_{id},web_url,GroupDetails,web_url,"{""type"": ""string""}"
put+groups_{id},created_at,GroupDetails,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+groups_{id},projects.last_activity_at,Project,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+groups_{id}_hooks_{hook_id},url,Hook,url,"{""type"": ""string""}"
post+groups_{id}_projects_{project_id},container_expiration_policy.next_run_at,ContainerExpirationPolicy,next_run_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+groups_{id},projects.created_at,Project,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+groups_{id},projects.last_activity_at,Project,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+groups_{id}_share,projects.avatar_url,Project,avatar_url,"{""type"": ""string""}"
post+groups_{id}_share,projects.created_at,Project,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+groups_{id}_share,projects.web_url,Project,web_url,
put+groups_{id},projects.created_at,Project,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+groups_{id},projects.web_url,Project,web_url,"{""type"": ""string""}"
