endpoint,group,response resource,attribute,description,tp
get+groups_{id}_hooks,group_id,Hook,group_id,Attribute group_id is responded to by parameter id with a description: The ID orURL-encoded path of the groupof the immediate parent group,1
put+groups_{id}_hooks_{hook_id},group_id,Hook,group_id,Attribute group_id is responded to by parameter id with a description: The ID orURL-encoded path of the group,1
put+groups_{id}_hooks_{hook_id},url,Hook,url,Attribute url is responded to by parameter url with a description: The hook URL,1
post+groups_{id}_hooks,url,Hook,url,Attribute url is responded to by parameter url with a description: The hook URL,1
put+groups_{id}_hooks_{hook_id},push_events,Hook,push_events,Attribute push_events is responded to by parameter push_events with a description: Trigger hook on push events,1
post+groups_{id}_hooks,push_events,Hook,push_events,Attribute push_events is responded to by parameter push_events with a description: Trigger hook on push events,1
put+groups_{id}_hooks_{hook_id},issues_events,Hook,issues_events,Attribute issues_events is responded to by parameter issues_events with a description: Trigger hook on issues events,1
post+groups_{id}_hooks,issues_events,Hook,issues_events,Attribute issues_events is responded to by parameter issues_events with a description: Trigger hook on issues events,1
put+groups_{id}_hooks_{hook_id},confidential_issues_events,Hook,confidential_issues_events,Attribute confidential_issues_events is responded to by parameter confidential_issues_events with a description: Trigger hook on confidential issues events,1
post+groups_{id}_hooks,confidential_issues_events,Hook,confidential_issues_events,Attribute confidential_issues_events is responded to by parameter confidential_issues_events with a description: Trigger hook on confidential issues events,1
put+groups_{id}_hooks_{hook_id},merge_requests_events,Hook,merge_requests_events,Attribute merge_requests_events is responded to by parameter merge_requests_events with a description: Trigger hook on merge requests events,1
post+groups_{id}_hooks,merge_requests_events,Hook,merge_requests_events,Attribute merge_requests_events is responded to by parameter merge_requests_events with a description: Trigger hook on merge requests events,1
put+groups_{id}_hooks_{hook_id},tag_push_events,Hook,tag_push_events,Attribute tag_push_events is responded to by parameter tag_push_events with a description: Trigger hook on tag push events,1
post+groups_{id}_hooks,tag_push_events,Hook,tag_push_events,Attribute tag_push_events is responded to by parameter tag_push_events with a description: Trigger hook on tag push events,1
put+groups_{id}_hooks_{hook_id},note_events,Hook,note_events,Attribute note_events is responded to by parameter note_events with a description: Trigger hook on note events,1
post+groups_{id}_hooks,note_events,Hook,note_events,Attribute note_events is responded to by parameter note_events with a description: Trigger hook on note events,1
post+groups_{id}_hooks,confidential_note_events,Hook,confidential_note_events,Attribute confidential_note_events is responded to by parameter confidential_note_events with a description: Trigger hook on confidential note events,1
put+groups_{id}_hooks_{hook_id},confidential_note_events,Hook,confidential_note_events,Attribute confidential_note_events is responded to by parameter confidential_note_events with a description: Trigger hook on confidential note events,1
put+groups_{id}_hooks_{hook_id},job_events,Hook,job_events,Attribute job_events is responded to by parameter job_events with a description: Trigger hook on job events,1
post+groups_{id}_hooks,job_events,Hook,job_events,Attribute job_events is responded to by parameter job_events with a description: Trigger hook on job events,1
put+groups_{id}_hooks_{hook_id},pipeline_events,Hook,pipeline_events,Attribute pipeline_events is responded to by parameter pipeline_events with a description: Trigger hook on pipeline events,1
post+groups_{id}_hooks,pipeline_events,Hook,pipeline_events,Attribute pipeline_events is responded to by parameter pipeline_events with a description: Trigger hook on pipeline events,1
post+groups_{id}_hooks,wiki_page_events,Hook,wiki_page_events,Attribute wiki_page_events is responded to by parameter wiki_page_events with a description: Trigger hook on wiki events,1
post+groups_{id}_hooks,deployment_events,Hook,deployment_events,Attribute deployment_events is responded to by parameter deployment_events with a description: Trigger hook on deployment events,1
put+groups_{id}_hooks_{hook_id},deployment_events,Hook,deployment_events,Attribute deployment_events is responded to by parameter deployment_events with a description: Trigger hook on deployment events,1
put+groups_{id}_hooks_{hook_id},releases_events,Hook,releases_events,Attribute releases_events is responded to by parameter releases_events with a description: Trigger hook on release events,1
post+groups_{id}_hooks,releases_events,Hook,releases_events,Attribute releases_events is responded to by parameter releases_events with a description: Trigger hook on release events,1
put+groups_{id}_hooks_{hook_id},enable_ssl_verification,Hook,enable_ssl_verification,Attribute enable_ssl_verification is responded to by parameter enable_ssl_verification with a description: Do SSL verification when triggering the hook,1
post+groups_{id}_hooks,enable_ssl_verification,Hook,enable_ssl_verification,Attribute enable_ssl_verification is responded to by parameter enable_ssl_verification with a description: Do SSL verification when triggering the hook,1
get+groups_{id}_hooks_{hook_id},id,Hook,id,Attribute id is responded to by parameter hook_id with a description: The ID of a group hook,1
put+groups_{id}_hooks_{hook_id},id,Hook,id,Attribute id is responded to by parameter hook_id with a description: The ID of the group hook,0
get+groups_{id}_projects,archived,Project,archived,Attribute archived is responded to by parameter archived with a description: Limit by archived status,1
get+groups_{id}_projects,visibility,Project,visibility,"Attribute visibility is responded to by parameter visibility with a description: Limit by visibilitypublic,internal, orprivate",1
get+groups_{id}_projects,issues_enabled,Project,issues_enabled,Attribute issues_enabled is responded to by parameter with_issues_enabled with a description: Limit by projects with issues feature enabled. Default is false,1
get+groups_{id}_projects,merge_requests_enabled,Project,merge_requests_enabled,Attribute merge_requests_enabled is responded to by parameter with_merge_requests_enabled with a description: Limit by projects with merge requests feature enabled. Default is false,1
get+groups_{id}_projects_shared,archived,SharedProject,archived,Attribute archived is responded to by parameter archived with a description: Limit by archived status,1
get+groups_{id}_projects_shared,visibility,SharedProject,visibility,"Attribute visibility is responded to by parameter visibility with a description: Limit by visibilitypublic,internal, orprivate",1
get+groups_{id}_projects_shared,created_at,SharedProject,created_at,"Attribute created_at is responded to by parameter order_by with a description: Return projects ordered byid,name,path,created_at,updated_at,similarity(1), orlast_activity_atfields. Default iscreated_at",0
get+groups_{id}_projects_shared,issues_enabled,SharedProject,issues_enabled,Attribute issues_enabled is responded to by parameter with_issues_enabled with a description: Limit by projects with issues feature enabled. Default is false,1
get+groups_{id}_projects_shared,merge_requests_enabled,SharedProject,merge_requests_enabled,Attribute merge_requests_enabled is responded to by parameter with_merge_requests_enabled with a description: Limit by projects with merge requests feature enabled. Default is false,1
get+groups_{id}_projects,created_at,Project,created_at,"{""type"": ""string"", ""format"": ""date-time""}",1
get+groups_{id}_projects_shared,container_expiration_policy.next_run_at,ContainerExpirationPolicy,next_run_at,"{""type"": ""string"", ""format"": ""date-time""}",1
get+groups_{id},projects.created_at,Project,created_at,"{""type"": ""string"", ""format"": ""date-time""}",1
get+groups_{id}_subgroups,created_at,Group,created_at,"{""type"": ""string"", ""format"": ""date-time""}",1
get+groups,created_at,Group,created_at,"{""type"": ""string"", ""format"": ""date-time""}",1
put+groups_{id},projects.last_activity_at,Project,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}",1
post+groups_{id}_projects_{project_id},container_expiration_policy.next_run_at,ContainerExpirationPolicy,next_run_at,"{""type"": ""string"", ""format"": ""date-time""}",1
get+groups_{id},projects.last_activity_at,Project,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}",1
get+groups_{id}_projects,last_activity_at,Project,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}",1
get+groups_{id}_descendant_groups,created_at,Group,created_at,"{""type"": ""string"", ""format"": ""date-time""}",1
post+groups_{id}_share,projects.last_activity_at,Project,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}",1
put+groups_{id},projects.created_at,Project,created_at,"{""type"": ""string"", ""format"": ""date-time""}",1
post+groups,created_at,Group,created_at,"{""type"": ""string"", ""format"": ""date-time""}",1
post+groups_{id}_share,projects.created_at,Project,created_at,"{""type"": ""string"", ""format"": ""date-time""}",1
get+groups,avatar_url,Group,avatar_url,"{""type"": ""string""}",1
get+groups,web_url,Group,web_url,"{""type"": ""string""}",1
post+groups,avatar_url,Group,avatar_url,"{""type"": ""string""}",1
post+groups,web_url,Group,web_url,"{""type"": ""string""}",1
post+groups_{id}_projects_{project_id},avatar_url,SharedProject,avatar_url,"{""type"": ""string""}",1
post+groups_{id}_projects_{project_id},emails_disabled,SharedProject,emails_disabled,"{""type"": ""string""}",1
post+groups_{id}_projects_{project_id},http_url_to_repo,SharedProject,http_url_to_repo,"{""type"": ""string""}",1
post+groups_{id}_projects_{project_id},readme_url,SharedProject,readme_url,"{""type"": ""string""}",1
post+groups_{id}_projects_{project_id},web_url,SharedProject,web_url,"{""type"": ""string""}",1
get+groups_{id}_projects_shared,avatar_url,SharedProject,avatar_url,"{""type"": ""string""}",1
get+groups_{id}_subgroups,avatar_url,Group,avatar_url,"{""type"": ""string""}",1
put+groups_{id},avatar_url,GroupDetails,avatar_url,"{""type"": ""string""}",1
put+groups_{id},projects.http_url_to_repo,Project,http_url_to_repo,"{""type"": ""string""}",1
put+groups_{id},projects.web_url,Project,web_url,"{""type"": ""string""}",1
post+groups_{id}_share,avatar_url,GroupDetails,avatar_url,"{""type"": ""string""}",1
post+groups_{id}_share,projects.http_url_to_repo,Project,http_url_to_repo,"{""type"": ""string""}",1
post+groups_{id}_share,projects.web_url,Project,web_url,"{""type"": ""string""}",1
post+groups_{id}_share,projects.readme_url,Project,readme_url,"{""type"": ""string""}",1
post+groups_{id}_share,projects.avatar_url,Project,avatar_url,"{""type"": ""string""}",1
