endpoint,group,description_x,tp_x,description_y,tp_y,status,_check_verification_script,check_verify,_merge
post+groups,project_creation_level,"Attribute project_creation_level is responded to by parameter Group with a description: Determine if developers can create projects in the group. Can benoone(No one),maintainer(Maintainers), or developer(Developers + Maintainers)",1.0,"Attribute project_creation_level is responded to by parameter project_creation_level with a description: Determine if developers can create projects in the group. Can benoone(No one),maintainer(Maintainers), or developer(Developers + Maintainers)",1.0,satisfied,yes,yes,both
post+groups,request_access_enabled,Attribute request_access_enabled is responded to by parameter Group with a description: Allow users to request member access,1.0,Attribute request_access_enabled is responded to by parameter request_access_enabled with a description: Allow users to request member access,1.0,satisfied,yes,yes,both
post+groups,require_two_factor_authentication,Attribute require_two_factor_authentication is responded to by parameter Group with a description: Require all users in this group to setup Two-factor authentication,1.0,Attribute require_two_factor_authentication is responded to by parameter require_two_factor_authentication with a description: Require all users in this group to setup Two-factor authentication,1.0,satisfied,yes,yes,both
post+groups,share_with_group_lock,Attribute share_with_group_lock is responded to by parameter Group with a description: Prevent sharing a project with another group within this group,1.0,Attribute share_with_group_lock is responded to by parameter share_with_group_lock with a description: Prevent sharing a project with another group within this group,1.0,satisfied,yes,yes,both
post+groups,subgroup_creation_level,"Attribute subgroup_creation_level is responded to by parameter Group with a description: Allowed to create subgroups. Can be owner(Owners), or maintainer(Maintainers)",1.0,"Attribute subgroup_creation_level is responded to by parameter subgroup_creation_level with a description: Allowed to create subgroups. Can be owner(Owners), or maintainer(Maintainers)",1.0,satisfied,yes,yes,both
post+groups,two_factor_grace_period,Attribute two_factor_grace_period is responded to by parameter Group with a description: Time before Two-factor authentication is enforced (in hours),1.0,Attribute two_factor_grace_period is responded to by parameter two_factor_grace_period with a description: Time before Two-factor authentication is enforced (in hours),1.0,satisfied,yes,yes,both
post+groups,visibility,"Attribute visibility is responded to by parameter Group with a description: The group's visibility. Can be private,internal, orpublic",1.0,"Attribute visibility is responded to by parameter visibility with a description: The group's visibility. Can be private,internal, orpublic",1.0,satisfied,yes,yes,both
post+groups,web_url,"{""type"": ""string""}",1.0,"{""type"": ""string""}",0.0,satisfied,yes,yes,both
post+groups_{id}_hooks,confidential_issues_events,Attribute confidential_issues_events is responded to by parameter Hook with a description: Trigger hook on confidential issues events,1.0,Attribute confidential_issues_events is responded to by parameter confidential_issues_events with a description: Trigger hook on confidential issues events,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,confidential_note_events,Attribute confidential_note_events is responded to by parameter Hook with a description: Trigger hook on confidential note events,1.0,Attribute confidential_note_events is responded to by parameter confidential_note_events with a description: Trigger hook on confidential note events,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,deployment_events,Attribute deployment_events is responded to by parameter Hook with a description: Trigger hook on deployment events,1.0,Attribute deployment_events is responded to by parameter deployment_events with a description: Trigger hook on deployment events,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,enable_ssl_verification,Attribute enable_ssl_verification is responded to by parameter Hook with a description: Do SSL verification when triggering the hook,1.0,Attribute enable_ssl_verification is responded to by parameter enable_ssl_verification with a description: Do SSL verification when triggering the hook,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,group_id,Attribute id is responded to by parameter Hook with a description: The ID orURL-encoded path of the group,1.0,Attribute group_id is responded to by parameter id with a description: The ID orURL-encoded path of the group,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,issues_events,Attribute issues_events is responded to by parameter Hook with a description: Trigger hook on issues events,1.0,Attribute issues_events is responded to by parameter issues_events with a description: Trigger hook on issues events,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,job_events,Attribute job_events is responded to by parameter Hook with a description: Trigger hook on job events,1.0,Attribute job_events is responded to by parameter job_events with a description: Trigger hook on job events,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,merge_requests_events,Attribute merge_requests_events is responded to by parameter Hook with a description: Trigger hook on merge requests events,1.0,Attribute merge_requests_events is responded to by parameter merge_requests_events with a description: Trigger hook on merge requests events,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,note_events,Attribute note_events is responded to by parameter Hook with a description: Trigger hook on note events,1.0,Attribute note_events is responded to by parameter note_events with a description: Trigger hook on note events,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,pipeline_events,Attribute pipeline_events is responded to by parameter Hook with a description: Trigger hook on pipeline events,1.0,Attribute pipeline_events is responded to by parameter pipeline_events with a description: Trigger hook on pipeline events,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,push_events,Attribute push_events is responded to by parameter Hook with a description: Trigger hook on push events,1.0,Attribute push_events is responded to by parameter push_events with a description: Trigger hook on push events,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,releases_events,Attribute releases_events is responded to by parameter Hook with a description: Trigger hook on release events,1.0,Attribute releases_events is responded to by parameter releases_events with a description: Trigger hook on release events,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,tag_push_events,Attribute tag_push_events is responded to by parameter Hook with a description: Trigger hook on tag push events,1.0,Attribute tag_push_events is responded to by parameter tag_push_events with a description: Trigger hook on tag push events,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,url,Attribute url is responded to by parameter Hook with a description: The hook URL,1.0,Attribute url is responded to by parameter url with a description: The hook URL,1.0,satisfied,yes,yes,both
post+groups_{id}_hooks,wiki_page_events,Attribute wiki_page_events is responded to by parameter Hook with a description: Trigger hook on wiki events,1.0,Attribute wiki_page_events is responded to by parameter wiki_page_events with a description: Trigger hook on wiki events,1.0,satisfied,yes,yes,both
post+groups_{id}_projects_{project_id},avatar_url,"{""type"": ""string""}",1.0,"{""type"": ""string""}",0.0,mismatched,yes,yes,both
post+groups_{id}_projects_{project_id},container_expiration_policy.next_run_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0,"{""type"": ""string"", ""format"": ""date-time""}",0.0,unknown,yes,yes,both
post+groups_{id}_projects_{project_id},emails_disabled,"{""type"": ""string""}",1.0,"{""type"": ""string""}",0.0,mismatched,yes,yes,both
post+groups_{id}_projects_{project_id},http_url_to_repo,"{""type"": ""string""}",1.0,"{""type"": ""string""}",0.0,unknown,yes,yes,both
post+groups_{id}_projects_{project_id},readme_url,"{""type"": ""string""}",1.0,"{""type"": ""string""}",0.0,unknown,yes,yes,both
post+groups_{id}_projects_{project_id},web_url,"{""type"": ""string""}",1.0,"{""type"": ""string""}",0.0,satisfied,yes,yes,both
post+groups_{id}_share,avatar_url,"{""type"": ""string""}",1.0,"{""type"": ""string""}
{""type"": ""string""}",0.0,"mismatched
mismatched","yes,yes",yes,both
post+groups_{id}_share,id,"Attribute id is responded to by parameter GroupDetails with a description: The ID orURL-encoded path of the group
Attribute group_id is responded to by parameter GroupDetails with a description: The ID of the group to share with",1.0,"Attribute id is responded to by parameter id with a description: The ID orURL-encoded path of the group
Attribute id is responded to by parameter group_id with a description: The ID of the group to share with",1.0,"satisfied
satisfied","yes,yes",yes,both
post+groups_{id}_share,projects.avatar_url,"{""type"": ""string""}",1.0,,,,,,left_only
post+groups_{id}_share,projects.created_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0,"{""type"": ""string"", ""format"": ""date-time""}",0.0,satisfied,yes,yes,both
post+groups_{id}_share,projects.http_url_to_repo,"{""type"": ""string""}",1.0,,,,,,left_only
post+groups_{id}_share,projects.last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0,"{""type"": ""string"", ""format"": ""date-time""}",0.0,unknown,yes,yes,both
post+groups_{id}_share,projects.readme_url,"{""type"": ""string""}",1.0,,,,,,left_only
post+groups_{id}_share,projects.web_url,"{""type"": ""string""}",1.0,,,,,,left_only
put+groups_{id},avatar_url,"Attribute avatar is responded to by parameter GroupDetails with a description: Image file for avatar of the group.Introduced in GitLab 12.9
{""type"": ""string""}",0.5,"Attribute avatar_url is responded to by parameter avatar with a description: Image file for avatar of the group.Introduced in GitLab 12.9
{""type"": ""string""}",0.0,"unknown
mismatched","yes,yes",yes,both
put+groups_{id},description,Attribute description is responded to by parameter GroupDetails with a description: The description of the group,1.0,Attribute description is responded to by parameter description with a description: The description of the group,1.0,mismatched,yes,yes,both
put+groups_{id},full_path,Attribute path is responded to by parameter GroupDetails with a description: The path of the group,1.0,Attribute full_path is responded to by parameter path with a description: The path of the group,1.0,satisfied,yes,yes,both
put+groups_{id},id,Attribute id is responded to by parameter GroupDetails with a description: The ID of the group,1.0,Attribute id is responded to by parameter id with a description: The ID of the group,1.0,satisfied,yes,yes,both
put+groups_{id},name,Attribute name is responded to by parameter GroupDetails with a description: The name of the group,1.0,Attribute name is responded to by parameter name with a description: The name of the group,1.0,satisfied,yes,yes,both
put+groups_{id},projects.created_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0,"{""type"": ""string"", ""format"": ""date-time""}",0.0,satisfied,yes,yes,both
put+groups_{id},projects.http_url_to_repo,"{""type"": ""string""}",1.0,,,,,,left_only
put+groups_{id},projects.last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}",1.0,"{""type"": ""string"", ""format"": ""date-time""}",0.0,satisfied,yes,yes,both
put+groups_{id},projects.web_url,"{""type"": ""string""}",1.0,,,,,,left_only
put+groups_{id},request_access_enabled,Attribute request_access_enabled is responded to by parameter GroupDetails with a description: Allow users to request member access,1.0,Attribute request_access_enabled is responded to by parameter request_access_enabled with a description: Allow users to request member access,1.0,satisfied,yes,yes,both
put+groups_{id},visibility,"Attribute visibility is responded to by parameter GroupDetails with a description: The visibility level of the group. Can beprivate,internal, orpublic",1.0,"Attribute visibility is responded to by parameter visibility with a description: The visibility level of the group. Can beprivate,internal, orpublic",1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},confidential_issues_events,Attribute confidential_issues_events is responded to by parameter Hook with a description: Trigger hook on confidential issues events,1.0,Attribute confidential_issues_events is responded to by parameter confidential_issues_events with a description: Trigger hook on confidential issues events,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},confidential_note_events,Attribute confidential_note_events is responded to by parameter Hook with a description: Trigger hook on confidential note events,1.0,Attribute confidential_note_events is responded to by parameter confidential_note_events with a description: Trigger hook on confidential note events,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},deployment_events,Attribute deployment_events is responded to by parameter Hook with a description: Trigger hook on deployment events,1.0,Attribute deployment_events is responded to by parameter deployment_events with a description: Trigger hook on deployment events,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},enable_ssl_verification,Attribute enable_ssl_verification is responded to by parameter Hook with a description: Do SSL verification when triggering the hook,1.0,Attribute enable_ssl_verification is responded to by parameter enable_ssl_verification with a description: Do SSL verification when triggering the hook,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},group_id,Attribute id is responded to by parameter Hook with a description: The ID orURL-encoded path of the group,1.0,Attribute group_id is responded to by parameter id with a description: The ID orURL-encoded path of the group,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},id,Attribute hook_id is responded to by parameter Hook with a description: The ID of the group hook,0.0,Attribute id is responded to by parameter hook_id with a description: The ID of the group hook,0.0,mismatched,yes,yes,both
put+groups_{id}_hooks_{hook_id},issues_events,Attribute issues_events is responded to by parameter Hook with a description: Trigger hook on issues events,1.0,Attribute issues_events is responded to by parameter issues_events with a description: Trigger hook on issues events,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},job_events,Attribute job_events is responded to by parameter Hook with a description: Trigger hook on job events,1.0,Attribute job_events is responded to by parameter job_events with a description: Trigger hook on job events,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},merge_requests_events,Attribute merge_requests_events is responded to by parameter Hook with a description: Trigger hook on merge requests events,1.0,Attribute merge_requests_events is responded to by parameter merge_requests_events with a description: Trigger hook on merge requests events,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},note_events,Attribute note_events is responded to by parameter Hook with a description: Trigger hook on note events,1.0,Attribute note_events is responded to by parameter note_events with a description: Trigger hook on note events,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},pipeline_events,Attribute pipeline_events is responded to by parameter Hook with a description: Trigger hook on pipeline events,1.0,Attribute pipeline_events is responded to by parameter pipeline_events with a description: Trigger hook on pipeline events,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},push_events,Attribute push_events is responded to by parameter Hook with a description: Trigger hook on push events,1.0,Attribute push_events is responded to by parameter push_events with a description: Trigger hook on push events,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},releases_events,Attribute releases_events is responded to by parameter Hook with a description: Trigger hook on release events,1.0,Attribute releases_events is responded to by parameter releases_events with a description: Trigger hook on release events,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},tag_push_events,Attribute tag_push_events is responded to by parameter Hook with a description: Trigger hook on tag push events,1.0,Attribute tag_push_events is responded to by parameter tag_push_events with a description: Trigger hook on tag push events,1.0,satisfied,yes,yes,both
put+groups_{id}_hooks_{hook_id},url,Attribute url is responded to by parameter Hook with a description: The hook URL,1.0,Attribute url is responded to by parameter url with a description: The hook URL,1.0,satisfied,yes,yes,both
