group,invariant,invariantType,variables,pptname,tp
items.id,"LENGTH(return.id)==22
return.id is a substring of return.uri","daikon.inv.unary.string.FixedLengthString
daikon.inv.binary.twoString.StdString$SubString","(return.id)
(return.id, return.uri)","/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT",1.0
items.is_local,return.is_local == false,daikon.inv.unary.scalar.OneOfScalar,(return.is_local),/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,1.0
items.linked_from,return.linked_from == null,daikon.inv.unary.scalar.OneOfScalar,(return.linked_from),/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,0.0
items.linked_from.external_urls,return.linked_from.external_urls == null,daikon.inv.unary.scalar.OneOfScalar,(return.linked_from.external_urls),/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,0.0
items.preview_url,"LENGTH(return.preview_url)==107
return.preview_url is Url","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.preview_url)
(return.preview_url)","/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT",1.0
items.restrictions.reason,"return.restrictions.reason == ""explicit""
LENGTH(return.restrictions.reason)==8","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.restrictions.reason)
(return.restrictions.reason)","/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT",0.0
items.track_number,return.track_number >= 1,daikon.inv.unary.scalar.LowerBound,(return.track_number),/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,1.0
items.type,"return.type == ""track""
LENGTH(return.type)==5
return.type is a substring of return.uri","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString
daikon.inv.binary.twoString.StdString$SubString","(return.type)
(return.type)
(return.type, return.uri)","/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT
/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT",1.0
items.uri,LENGTH(return.uri)==36,daikon.inv.unary.string.FixedLengthString,(return.uri),/albums/{id}/tracks&getAlbumTracks&200&items():::EXIT,1.0
limit,"input.limit == return.limit
return.limit >= size(return.items[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(input.limit, return.limit)
(return.limit, size(return.items[..]))","/albums/{id}/tracks&getAlbumTracks&200():::EXIT
/albums/{id}/tracks&getAlbumTracks&200():::EXIT",1.0
next,"return.next is Url
input.id is a substring of return.next
input.market is a substring of return.next","daikon.inv.unary.string.IsUrl
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.next)
(input.id, return.next)
(input.market, return.next)","/albums/{id}/tracks&getAlbumTracks&200():::EXIT
/albums/{id}/tracks&getAlbumTracks&200():::EXIT
/albums/{id}/tracks&getAlbumTracks&200():::EXIT",1.0
offset,"input.offset == return.offset
return.offset >= 0","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.LowerBound","(input.offset, return.offset)
(return.offset)","/albums/{id}/tracks&getAlbumTracks&200():::EXIT
/albums/{id}/tracks&getAlbumTracks&200():::EXIT",1.0
previous,"return.previous is Url
input.id is a substring of return.previous
input.market is a substring of return.previous","daikon.inv.unary.string.IsUrl
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.previous)
(input.id, return.previous)
(input.market, return.previous)","/albums/{id}/tracks&getAlbumTracks&200():::EXIT
/albums/{id}/tracks&getAlbumTracks&200():::EXIT
/albums/{id}/tracks&getAlbumTracks&200():::EXIT",1.0
total,"return.total >= 1
return.total >= size(return.items[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.total)
(return.total, size(return.items[..]))","/albums/{id}/tracks&getAlbumTracks&200():::EXIT
/albums/{id}/tracks&getAlbumTracks&200():::EXIT",1.0
