endpoint,group,invariant,invariantType,variables,postmanAssertion,pptname
get+projects,permissions.project_access.notification_level,"return.permissions.project_access.notification_level == return.permissions.group_access.notification_level
return.permissions.project_access.notification_level == 3","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(return.permissions.project_access.notification_level, return.permissions.group_access.notification_level)
(return.permissions.project_access.notification_level)","pm.expect(return_permissions_project_access_notification_level).to.eql(return_permissions_group_access_notification_level)
pm.expect([3].includes(return_permissions_project_access_notification_level)).to.be.true","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT"
get+projects,repository_storage,"return.repository_storage == ""default""
LENGTH(return.repository_storage)==7","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.repository_storage)
(return.repository_storage)","pm.expect([""default""].includes(return_repository_storage)).to.be.true
pm.expect(return_repository_storage).to.have.length(7)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT"
get+projects,runners_token,LENGTH(return.runners_token)==29,daikon.inv.unary.string.FixedLengthString,(return.runners_token),pm.expect(return_runners_token).to.have.length(29),/projects&/projects&get&200():::EXIT
get+projects,ssh_url_to_repo,return.path_with_namespace is a substring of return.ssh_url_to_repo,daikon.inv.binary.twoString.StdString$SubString,"(return.ssh_url_to_repo, return.path_with_namespace)",pm.expect(return_ssh_url_to_repo.includes(return_path_with_namespace)).to.be.true,/projects&/projects&get&200():::EXIT
get+projects,star_count,return.star_count >= 0,daikon.inv.unary.scalar.LowerBound,(return.star_count),pm.expect(return_star_count).to.be.at.least(0),/projects&/projects&get&200():::EXIT
get+projects,statistics.commit_count,return.statistics.commit_count >= 0,daikon.inv.unary.scalar.LowerBound,(return.statistics.commit_count),pm.expect(return_statistics_commit_count).to.be.at.least(0),/projects&/projects&get&200():::EXIT
get+projects,statistics.repository_size,"return.statistics.repository_size >= 0
return.statistics.repository_size >= return.statistics.lfs_objects_size","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.statistics.repository_size)
(return.statistics.repository_size, return.statistics.lfs_objects_size)","pm.expect(return_statistics_repository_size).to.be.at.least(0)
pm.expect(return_statistics_repository_size).to.be.at.least(return_statistics_lfs_objects_size)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT"
get+projects,statistics.storage_size,"return.statistics.storage_size >= 0
return.statistics.storage_size >= return.statistics.repository_size
return.statistics.storage_size >= return.statistics.wiki_size
return.statistics.storage_size >= return.statistics.lfs_objects_size","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.statistics.storage_size)
(return.statistics.storage_size, return.statistics.repository_size)
(return.statistics.storage_size, return.statistics.wiki_size)
(return.statistics.storage_size, return.statistics.lfs_objects_size)","pm.expect(return_statistics_storage_size).to.be.at.least(0)
pm.expect(return_statistics_storage_size).to.be.at.least(return_statistics_repository_size)
pm.expect(return_statistics_storage_size).to.be.at.least(return_statistics_wiki_size)
pm.expect(return_statistics_storage_size).to.be.at.least(return_statistics_lfs_objects_size)","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT"
get+projects,visibility,"input.visibility == return.visibility
return.visibility one of { ""internal"", ""private"", ""public"" }","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString","(input.visibility, return.visibility)
(return.visibility)","pm.expect(input_visibility).to.eql(return_visibility)
pm.expect([""internal"", ""private"", ""public""].includes(return_visibility)).to.be.true","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT"
get+projects,web_url,"return.web_url is a substring of return.readme_url
return.path_with_namespace is a substring of return.web_url","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(return.web_url, return.readme_url)
(return.web_url, return.path_with_namespace)","pm.expect(return_readme_url.includes(return_web_url)).to.be.true
pm.expect(return_web_url.includes(return_path_with_namespace)).to.be.true","/projects&/projects&get&200():::EXIT
/projects&/projects&get&200():::EXIT"
get+projects_{id},_links.self,"input.id is a substring of return._links.self
return._links.self is a substring of return._links.issues
return._links.self is a substring of return._links.merge_requests
return._links.self is a substring of return._links.repo_branches
return._links.self is a substring of return._links.labels
return._links.self is a substring of return._links.events
return._links.self is a substring of return._links.members","daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString
daikon.inv.binary.twoString.StdString$SubString","(input.id, return._links.self)
(return._links.self, return._links.issues)
(return._links.self, return._links.merge_requests)
(return._links.self, return._links.repo_branches)
(return._links.self, return._links.labels)
(return._links.self, return._links.events)
(return._links.self, return._links.members)","pm.expect(return__links_self.includes(input_id)).to.be.true
pm.expect(return__links_issues.includes(return__links_self)).to.be.true
pm.expect(return__links_merge_requests.includes(return__links_self)).to.be.true
pm.expect(return__links_repo_branches.includes(return__links_self)).to.be.true
pm.expect(return__links_labels.includes(return__links_self)).to.be.true
pm.expect(return__links_events.includes(return__links_self)).to.be.true
pm.expect(return__links_members.includes(return__links_self)).to.be.true","/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT"
get+projects_{id},archived,"return.archived == return.service_desk_enabled
return.archived == false","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(return.archived, return.service_desk_enabled)
(return.archived)","pm.expect(return_archived).to.eql(return_service_desk_enabled)
pm.expect(return_archived).to.eql(false)","/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT"
get+projects_{id},auto_devops_deploy_strategy,"return.auto_devops_deploy_strategy one of { ""continuous"", ""manual"", ""timed_incremental"" }",daikon.inv.unary.string.OneOfString,(return.auto_devops_deploy_strategy),"pm.expect([""continuous"", ""manual"", ""timed_incremental""].includes(return_auto_devops_deploy_strategy)).to.be.true",/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},compliance_frameworks,return.compliance_frameworks[] == [],daikon.inv.unary.stringsequence.OneOfStringSequence,(return.compliance_frameworks[..]),pm.expect([[]].some(value => pm.expect(return_compliance_frameworks_array).to.deep.equal(value).that)).to.be.true,/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},container_expiration_policy.cadence,"return.container_expiration_policy.cadence == ""1d""
LENGTH(return.container_expiration_policy.cadence)==2","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.container_expiration_policy.cadence)
(return.container_expiration_policy.cadence)","pm.expect([""1d""].includes(return_container_expiration_policy_cadence)).to.be.true
pm.expect(return_container_expiration_policy_cadence).to.have.length(2)","/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT"
get+projects_{id},container_expiration_policy.enabled,return.container_expiration_policy.enabled == return.archived,daikon.inv.binary.twoScalar.IntEqual,"(return.container_expiration_policy.enabled, return.archived)",pm.expect(return_container_expiration_policy_enabled).to.eql(return_archived),/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},container_expiration_policy.keep_n,return.container_expiration_policy.keep_n == 10,daikon.inv.unary.scalar.OneOfScalar,(return.container_expiration_policy.keep_n),pm.expect([10].includes(return_container_expiration_policy_keep_n)).to.be.true,/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},container_expiration_policy.name_regex,"return.container_expiration_policy.name_regex == "".*""
LENGTH(return.container_expiration_policy.name_regex)==2","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.container_expiration_policy.name_regex)
(return.container_expiration_policy.name_regex)","pm.expect(["".*""].includes(return_container_expiration_policy_name_regex)).to.be.true
pm.expect(return_container_expiration_policy_name_regex).to.have.length(2)","/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT"
get+projects_{id},container_expiration_policy.next_run_at,"LENGTH(return.container_expiration_policy.next_run_at)==24
return.container_expiration_policy.next_run_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.container_expiration_policy.next_run_at)
(return.container_expiration_policy.next_run_at)","pm.expect(return_container_expiration_policy_next_run_at).to.have.length(24)
pm.expect(return_container_expiration_policy_next_run_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT"
get+projects_{id},container_expiration_policy.older_than,"return.container_expiration_policy.older_than == ""90d""
LENGTH(return.container_expiration_policy.older_than)==3","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.container_expiration_policy.older_than)
(return.container_expiration_policy.older_than)","pm.expect([""90d""].includes(return_container_expiration_policy_older_than)).to.be.true
pm.expect(return_container_expiration_policy_older_than).to.have.length(3)","/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT"
get+projects_{id},created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","pm.expect(return_created_at).to.have.length(24)
pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT"
get+projects_{id},creator_id,"return.creator_id >= 1
return.creator_id <= return.namespace.id
return.creator_id >= return.statistics.commit_count","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.creator_id)
(return.creator_id, return.namespace.id)
(return.creator_id, return.statistics.commit_count)","pm.expect(return_creator_id).to.be.at.least(1)
pm.expect(return_creator_id).to.be.lte(return_namespace_id)
pm.expect(return_creator_id).to.be.at.least(return_statistics_commit_count)","/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT"
get+projects_{id},default_branch,return.default_branch is a substring of return.readme_url,daikon.inv.binary.twoString.StdString$SubString,"(return.default_branch, return.readme_url)",pm.expect(return_readme_url.includes(return_default_branch)).to.be.true,/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},forked_from_project,return.forked_from_project == null,daikon.inv.unary.scalar.OneOfScalar,(return.forked_from_project),pm.expect(return_forked_from_project).to.be.null,/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},forked_from_project.namespace,return.forked_from_project.namespace == null,daikon.inv.unary.scalar.OneOfScalar,(return.forked_from_project.namespace),pm.expect(return_forked_from_project_namespace).to.be.null,/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},forked_from_project.tag_list,return.forked_from_project.tag_list == null,daikon.inv.unary.scalar.OneOfScalar,(return.forked_from_project.tag_list),pm.expect(return_forked_from_project_tag_list).to.be.null,/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},http_url_to_repo,return.web_url is a substring of return.http_url_to_repo,daikon.inv.binary.twoString.StdString$SubString,"(return.http_url_to_repo, return.web_url)",pm.expect(return_http_url_to_repo.includes(return_web_url)).to.be.true,/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},id,return.id > return.namespace.id,daikon.inv.binary.twoScalar.IntGreaterThan,"(return.id, return.namespace.id)",pm.expect(return_id).to.be.greaterThan(return_namespace_id),/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},license,"return.license == return.forked_from_project.license
return.license == null","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar","(return.license, return.forked_from_project.license)
(return.license)","pm.expect(return_license).to.eql(return_forked_from_project_license)
pm.expect(return_license).to.be.null","/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT"
get+projects_{id},merge_method,"return.merge_method one of { ""ff"", ""merge"", ""rebase_merge"" }",daikon.inv.unary.string.OneOfString,(return.merge_method),"pm.expect([""ff"", ""merge"", ""rebase_merge""].includes(return_merge_method)).to.be.true",/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},merge_requests_enabled,return.merge_requests_enabled == return.can_create_merge_request_in,daikon.inv.binary.twoScalar.IntEqual,"(return.merge_requests_enabled, return.can_create_merge_request_in)",pm.expect(return_merge_requests_enabled).to.eql(return_can_create_merge_request_in),/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},name,return.name is a substring of return.name_with_namespace,daikon.inv.binary.twoString.StdString$SubString,"(return.name, return.name_with_namespace)",pm.expect(return_name_with_namespace.includes(return_name)).to.be.true,/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},namespace.id,"return.namespace.id >= 1
return.namespace.id >= return.statistics.commit_count","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterEqual","(return.namespace.id)
(return.namespace.id, return.statistics.commit_count)","pm.expect(return_namespace_id).to.be.at.least(1)
pm.expect(return_namespace_id).to.be.at.least(return_statistics_commit_count)","/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT"
get+projects_{id},namespace.kind,"return.namespace.kind == ""user""
LENGTH(return.namespace.kind)==4","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.namespace.kind)
(return.namespace.kind)","pm.expect([""user""].includes(return_namespace_kind)).to.be.true
pm.expect(return_namespace_kind).to.have.length(4)","/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT"
get+projects_{id},namespace.path,return.namespace.path == return.namespace.full_path,daikon.inv.binary.twoString.StringEqual,"(return.namespace.path, return.namespace.full_path)",pm.expect(return_namespace_path).to.eql(return_namespace_full_path),/projects/{id}&/projects/{id}&get&200():::EXIT
get+projects_{id},open_issues_count,"return.open_issues_count == return.forks_count
return.open_issues_count == return.statistics.wiki_size
return.open_issues_count == size(return.shared_with_groups[])
return.open_issues_count == size(return.shared_with_groups[])
return.open_issues_count == size(return.compliance_frameworks[])
return.open_issues_count == size(return.compliance_frameworks[])
return.open_issues_count <= return.statistics.commit_count
return.open_issues_count <= return.statistics.storage_size
return.open_issues_count <= size(return.tag_list[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.open_issues_count, return.forks_count)
(return.open_issues_count, return.statistics.wiki_size)
(return.open_issues_count, size(return.shared_with_groups[..]))
(return.open_issues_count, size(return.shared_with_groups[..]))
(return.open_issues_count, size(return.compliance_frameworks[..]))
(return.open_issues_count, size(return.compliance_frameworks[..]))
(return.open_issues_count, return.statistics.commit_count)
(return.open_issues_count, return.statistics.storage_size)
(return.open_issues_count, size(return.tag_list[..]))","pm.expect(return_open_issues_count).to.eql(return_forks_count)
pm.expect(return_open_issues_count).to.eql(return_statistics_wiki_size)
pm.expect(return_open_issues_count).to.eql(return_shared_with_groups_size_array)
pm.expect(return_open_issues_count).to.eql(return_shared_with_groups_size_array)
pm.expect(return_open_issues_count).to.eql(return_compliance_frameworks_size_array)
pm.expect(return_open_issues_count).to.eql(return_compliance_frameworks_size_array)
pm.expect(return_open_issues_count).to.be.lte(return_statistics_commit_count)
pm.expect(return_open_issues_count).to.be.lte(return_statistics_storage_size)
pm.expect(return_open_issues_count).to.be.lte(return_tag_list_size_array)","/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT
/projects/{id}&/projects/{id}&get&200():::EXIT"
