pptname,invariant,invariantType,variables,postmanAssertion,endpoint,tp,fp,enter,invariantDescription,Unnamed: 10,group,api
/projects/{id}&/projects/{id}&get&200():::EXIT,"return.container_expiration_policy.older_than == ""90d""",daikon.inv.unary.string.OneOfString,(return.container_expiration_policy.older_than),"pm.expect([""90d""].includes(return_container_expiration_policy_older_than)).to.be.true",get+projects_{id},,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,container_expiration_policy.older_than,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return.container_expiration_policy.older_than)==3,daikon.inv.unary.string.FixedLengthString,(return.container_expiration_policy.older_than),pm.expect(return_container_expiration_policy_older_than).to.have.length(3),get+projects_{id},,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,container_expiration_policy.older_than,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,"return.container_expiration_policy.name_regex == "".*""",daikon.inv.unary.string.OneOfString,(return.container_expiration_policy.name_regex),"pm.expect(["".*""].includes(return_container_expiration_policy_name_regex)).to.be.true",get+projects_{id},,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,container_expiration_policy.name_regex,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return.container_expiration_policy.name_regex)==2,daikon.inv.unary.string.FixedLengthString,(return.container_expiration_policy.name_regex),pm.expect(return_container_expiration_policy_name_regex).to.have.length(2),get+projects_{id},,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,container_expiration_policy.name_regex,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return.container_expiration_policy.next_run_at)==24,daikon.inv.unary.string.FixedLengthString,(return.container_expiration_policy.next_run_at),pm.expect(return_container_expiration_policy_next_run_at).to.have.length(24),get+projects_{id},1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,container_expiration_policy.next_run_at,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.container_expiration_policy.next_run_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.container_expiration_policy.next_run_at),"pm.expect(return_container_expiration_policy_next_run_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+projects_{id},1.0,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,container_expiration_policy.next_run_at,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return.created_at)==24,daikon.inv.unary.string.FixedLengthString,(return.created_at),pm.expect(return_created_at).to.have.length(24),get+projects_{id},1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,created_at,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.created_at),"pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+projects_{id},1.0,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,created_at,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.creator_id >= 1,daikon.inv.unary.scalar.LowerBound,(return.creator_id),pm.expect(return_creator_id).to.be.at.least(1),get+projects_{id},1.0,,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,creator_id,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.namespace.id >= 1,daikon.inv.unary.scalar.LowerBound,(return.namespace.id),pm.expect(return_namespace_id).to.be.at.least(1),get+projects_{id},1.0,,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,namespace.id,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,"return.namespace.kind == ""user""",daikon.inv.unary.string.OneOfString,(return.namespace.kind),"pm.expect([""user""].includes(return_namespace_kind)).to.be.true",get+projects_{id},,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,namespace.kind,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return.namespace.kind)==4,daikon.inv.unary.string.FixedLengthString,(return.namespace.kind),pm.expect(return_namespace_kind).to.have.length(4),get+projects_{id},1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,namespace.kind,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,"return.import_status == ""none""",daikon.inv.unary.string.OneOfString,(return.import_status),"pm.expect([""none""].includes(return_import_status)).to.be.true",get+projects_{id},,1.0,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,import_status,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return.import_status)==4,daikon.inv.unary.string.FixedLengthString,(return.import_status),pm.expect(return_import_status).to.have.length(4),get+projects_{id},,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,import_status,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.permissions.project_access.access_level == 50,daikon.inv.unary.scalar.OneOfScalar,(return.permissions.project_access.access_level),pm.expect([50].includes(return_permissions_project_access_access_level)).to.be.true,get+projects_{id},,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,permissions.project_access.access_level,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.permissions.project_access.notification_level == 3,daikon.inv.unary.scalar.OneOfScalar,(return.permissions.project_access.notification_level),pm.expect([3].includes(return_permissions_project_access_notification_level)).to.be.true,get+projects_{id},,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,permissions.project_access.notification_level,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.permissions.group_access == null,daikon.inv.unary.scalar.OneOfScalar,(return.permissions.group_access),pm.expect(return_permissions_group_access).to.be.null,get+projects_{id},1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,permissions.group_access,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.archived == false,daikon.inv.unary.scalar.OneOfScalar,(return.archived),pm.expect(return_archived).to.eql(false),get+projects_{id},1.0,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,archived,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.license == null,daikon.inv.unary.scalar.OneOfScalar,(return.license),pm.expect(return_license).to.be.null,get+projects_{id},,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,license,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return.runners_token)==29,daikon.inv.unary.string.FixedLengthString,(return.runners_token),pm.expect(return_runners_token).to.have.length(29),get+projects_{id},1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,runners_token,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.ci_default_git_depth == 20,daikon.inv.unary.scalar.OneOfScalar,(return.ci_default_git_depth),pm.expect([20].includes(return_ci_default_git_depth)).to.be.true,get+projects_{id},,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,ci_default_git_depth,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.shared_with_groups[] == [],daikon.inv.unary.sequence.OneOfSequence,(return.shared_with_groups[..]),pm.expect([[]].some(value => pm.expect(return_shared_with_groups_array).to.deep.equal(value).that)).to.be.true,get+projects_{id},1.0,,,"Represents long[] variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,shared_with_groups,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,"return.merge_method one of { ""ff"", ""merge"", ""rebase_merge"" }",daikon.inv.unary.string.OneOfString,(return.merge_method),"pm.expect([""ff"", ""merge"", ""rebase_merge""].includes(return_merge_method)).to.be.true",get+projects_{id},1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,merge_method,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,"return.auto_devops_deploy_strategy one of { ""continuous"", ""manual"", ""timed_incremental"" }",daikon.inv.unary.string.OneOfString,(return.auto_devops_deploy_strategy),"pm.expect([""continuous"", ""manual"", ""timed_incremental""].includes(return_auto_devops_deploy_strategy)).to.be.true",get+projects_{id},1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,auto_devops_deploy_strategy,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,"return.repository_storage == ""default""",daikon.inv.unary.string.OneOfString,(return.repository_storage),"pm.expect([""default""].includes(return_repository_storage)).to.be.true",get+projects_{id},1.0,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,repository_storage,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return.repository_storage)==7,daikon.inv.unary.string.FixedLengthString,(return.repository_storage),pm.expect(return_repository_storage).to.have.length(7),get+projects_{id},1.0,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,repository_storage,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.compliance_frameworks[] == [],daikon.inv.unary.stringsequence.OneOfStringSequence,(return.compliance_frameworks[..]),pm.expect([[]].some(value => pm.expect(return_compliance_frameworks_array).to.deep.equal(value).that)).to.be.true,get+projects_{id},1.0,,,"Represents String[] variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,compliance_frameworks,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,"return.statistics.commit_count one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(return.statistics.commit_count),"pm.expect([0, 1, 0].includes(return_statistics_commit_count)).to.be.true",get+projects_{id},,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,statistics.commit_count,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,"return.statistics.storage_size one of { 0, 73400 }",daikon.inv.unary.scalar.OneOfScalar,(return.statistics.storage_size),"pm.expect([0, 73400, 0].includes(return_statistics_storage_size)).to.be.true",get+projects_{id},,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,statistics.storage_size,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.statistics.wiki_size == 0,daikon.inv.unary.scalar.OneOfScalar,(return.statistics.wiki_size),pm.expect([0].includes(return_statistics_wiki_size)).to.be.true,get+projects_{id},,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,statistics.wiki_size,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return._links.self)==42,daikon.inv.unary.string.FixedLengthString,(return._links.self),pm.expect(return__links_self).to.have.length(42),get+projects_{id},,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,_links.self,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return._links.issues)==49,daikon.inv.unary.string.FixedLengthString,(return._links.issues),pm.expect(return__links_issues).to.have.length(49),get+projects_{id},,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,_links.issues,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return._links.merge_requests)==57,daikon.inv.unary.string.FixedLengthString,(return._links.merge_requests),pm.expect(return__links_merge_requests).to.have.length(57),get+projects_{id},,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,_links.merge_requests,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return._links.repo_branches)==62,daikon.inv.unary.string.FixedLengthString,(return._links.repo_branches),pm.expect(return__links_repo_branches).to.have.length(62),get+projects_{id},,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,_links.repo_branches,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return._links.labels)==49,daikon.inv.unary.string.FixedLengthString,(return._links.labels),pm.expect(return__links_labels).to.have.length(49),get+projects_{id},,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,_links.labels,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return._links.events)==49,daikon.inv.unary.string.FixedLengthString,(return._links.events),pm.expect(return__links_events).to.have.length(49),get+projects_{id},,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,_links.events,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,LENGTH(return._links.members)==50,daikon.inv.unary.string.FixedLengthString,(return._links.members),pm.expect(return__links_members).to.have.length(50),get+projects_{id},,1.0,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,_links.members,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.forked_from_project == null,daikon.inv.unary.scalar.OneOfScalar,(return.forked_from_project),pm.expect(return_forked_from_project).to.be.null,get+projects_{id},,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,forked_from_project,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.forked_from_project.tag_list == null,daikon.inv.unary.scalar.OneOfScalar,(return.forked_from_project.tag_list),pm.expect(return_forked_from_project_tag_list).to.be.null,get+projects_{id},,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,forked_from_project.tag_list,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.forked_from_project.namespace == null,daikon.inv.unary.scalar.OneOfScalar,(return.forked_from_project.namespace),pm.expect(return_forked_from_project_namespace).to.be.null,get+projects_{id},,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,forked_from_project.namespace,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,"size(return.tag_list[]) one of { 0, 1 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.tag_list[..])),"pm.expect([0, 1, 0].includes(return_tag_list_size_array)).to.be.true",get+projects_{id},,1.0,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,tag_list,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,input.id is a substring of return._links.self,daikon.inv.binary.twoString.StdString$SubString,"(input.id, return._links.self)",pm.expect(return__links_self.includes(input_id)).to.be.true,get+projects_{id},1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,_links.self,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.id > return.namespace.id,daikon.inv.binary.twoScalar.IntGreaterThan,"(return.id, return.namespace.id)",pm.expect(return_id).to.be.greaterThan(return_namespace_id),get+projects_{id},1.0,,,Represents an invariant of > between two long scalars. Prints as x > y.,,id,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.default_branch is a substring of return.readme_url,daikon.inv.binary.twoString.StdString$SubString,"(return.default_branch, return.readme_url)",pm.expect(return_readme_url.includes(return_default_branch)).to.be.true,get+projects_{id},1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,default_branch,GitLab Project API
/projects/{id}&/projects/{id}&get&200():::EXIT,return.path_with_namespace is a substring of return.ssh_url_to_repo,daikon.inv.binary.twoString.StdString$SubString,"(return.ssh_url_to_repo, return.path_with_namespace)",pm.expect(return_ssh_url_to_repo.includes(return_path_with_namespace)).to.be.true,get+projects_{id},1.0,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,path_with_namespace,GitLab Project API
