endpoint,group,description,tp
get+youtube_v3_videos,items.contentDetails.contentRating.catvfrRating,"The video's rating from the Canadian Radio-Television and Telecommunications Commission (CRTC) for Canadian French-language broadcasts. For more information, see the Canadian Broadcast Standards Council website. schema: {""enum"": [""catvfrUnspecified"", ""catvfrG"", ""catvfr8plus"", ""catvfr13plus"", ""catvfr16plus"", ""catvfr18plus"", ""catvfrUnrated"", ""catvfrE""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.cbfcRating,"The video's Central Board of Film Certification (CBFC - India
The video's Central Board of Film Certification (CBFC - India) rating. schema: {""enum"": [""cbfcUnspecified"", ""cbfcU"", ""cbfcUA"", ""cbfcA"", ""cbfcS"", ""cbfcUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.cccRating,"The video's Consejo de Calificación Cinematográfica (Chile) rating. schema: {""enum"": [""cccUnspecified"", ""cccTe"", ""ccc6"", ""ccc14"", ""ccc18"", ""ccc18v"", ""ccc18s"", ""cccUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.cceRating,"The video's rating from Portugal's Comissão de Classificação de Espect´culos, schema: {""type"": ""string"", ""enum"": [""cceUnspecified"", ""cceM4"", ""cceM6"", ""cceM12"", ""cceM16"", ""cceM18"", ""cceUnrated"", ""cceM14""]}
The video's rating from Portugal's Comissão de Classificação de Espect´culos. schema: {""enum"": [""cceUnspecified"", ""cceM4"", ""cceM6"", ""cceM12"", ""cceM16"", ""cceM18"", ""cceUnrated"", ""cceM14""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.chfilmRating,"The video's rating in Switzerland, schema: {""type"": ""string"", ""enum"": [""chfilmUnspecified"", ""chfilm0"", ""chfilm6"", ""chfilm12"", ""chfilm16"", ""chfilm18"", ""chfilmUnrated""]}
The video's rating in Switzerland. schema: {""enum"": [""chfilmUnspecified"", ""chfilm0"", ""chfilm6"", ""chfilm12"", ""chfilm16"", ""chfilm18"", ""chfilmUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.chvrsRating,"The video's Canadian Home Video Rating System (CHVRS) rating. schema: {""enum"": [""chvrsUnspecified"", ""chvrsG"", ""chvrsPg"", ""chvrs14a"", ""chvrs18a"", ""chvrsR"", ""chvrsE"", ""chvrsUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.cicfRating,"The video's rating from the Commission de Contrôle des Films (Belgium). schema: {""enum"": [""cicfUnspecified"", ""cicfE"", ""cicfKtEa"", ""cicfKntEna"", ""cicfUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.cnaRating,"The video's rating from Romania's CONSILIUL NATIONAL AL AUDIOVIZUALULUI (CNA). schema: {""enum"": [""cnaUnspecified"", ""cnaAp"", ""cna12"", ""cna15"", ""cna18"", ""cna18plus"", ""cnaUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.cncRating,"Rating system in France - Commission de classification cinematographique, schema: {""type"": ""string"", ""enum"": [""cncUnspecified"", ""cncT"", ""cnc10"", ""cnc12"", ""cnc16"", ""cnc18"", ""cncE"", ""cncInterdiction"", ""cncUnrated""]}
Rating system in France - Commission de classification cinematographique schema: {""enum"": [""cncUnspecified"", ""cncT"", ""cnc10"", ""cnc12"", ""cnc16"", ""cnc18"", ""cncE"", ""cncInterdiction"", ""cncUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.csaRating,"The video's rating from France's Conseil supérieur de l’audiovisuel, which rates broadcast content, schema: {""type"": ""string"", ""enum"": [""csaUnspecified"", ""csaT"", ""csa10"", ""csa12"", ""csa16"", ""csa18"", ""csaInterdiction"", ""csaUnrated""]}
The video's rating from France's Conseil supérieur de l’audiovisuel, which rates broadcast content. schema: {""enum"": [""csaUnspecified"", ""csaT"", ""csa10"", ""csa12"", ""csa16"", ""csa18"", ""csaInterdiction"", ""csaUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.cscfRating,"The video's rating from Luxembourg's Commission de surveillance de la classification des films (CSCF). schema: {""enum"": [""cscfUnspecified"", ""cscfAl"", ""cscfA"", ""cscf6"", ""cscf9"", ""cscf12"", ""cscf16"", ""cscf18"", ""cscfUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.czfilmRating,"The video's rating in the Czech Republic. schema: {""enum"": [""czfilmUnspecified"", ""czfilmU"", ""czfilm12"", ""czfilm14"", ""czfilm18"", ""czfilmUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.djctqRating,"The video's Departamento de Justiça, Classificação, Qualificação e Títulos (DJCQT - Brazil) rating. schema: {""enum"": [""djctqUnspecified"", ""djctqL"", ""djctq10"", ""djctq12"", ""djctq14"", ""djctq16"", ""djctq18"", ""djctqEr"", ""djctqL10"", ""djctqL12"", ""djctqL14"", ""djctqL16"", ""djctqL18"", ""djctq1012"", ""djctq1014"", ""djctq1016"", ""djctq1018"", ""djctq1214"", ""djctq1216"", ""djctq1218"", ""djctq1416"", ""djctq1418"", ""djctq1618"", ""djctqUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.djctqRatingReasons,"Reasons that explain why the video received its DJCQT (Brazil) rating. schema: {""type"": ""array""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.ecbmctRating,"Rating system in Turkey - Evaluation and Classification Board of the Ministry of Culture and Tourism, schema: {""type"": ""string"", ""enum"": [""ecbmctUnspecified"", ""ecbmctG"", ""ecbmct7a"", ""ecbmct7plus"", ""ecbmct13a"", ""ecbmct13plus"", ""ecbmct15a"", ""ecbmct15plus"", ""ecbmct18plus"", ""ecbmctUnrated""]}
Rating system in Turkey - Evaluation and Classification Board of the Ministry of Culture and Tourism schema: {""enum"": [""ecbmctUnspecified"", ""ecbmctG"", ""ecbmct7a"", ""ecbmct7plus"", ""ecbmct13a"", ""ecbmct13plus"", ""ecbmct15a"", ""ecbmct15plus"", ""ecbmct18plus"", ""ecbmctUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.eefilmRating,"The video's rating in Estonia. schema: {""enum"": [""eefilmUnspecified"", ""eefilmPere"", ""eefilmL"", ""eefilmMs6"", ""eefilmK6"", ""eefilmMs12"", ""eefilmK12"", ""eefilmK14"", ""eefilmK16"", ""eefilmUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.egfilmRating,"The video's rating in Egypt, schema: {""type"": ""string"", ""enum"": [""egfilmUnspecified"", ""egfilmGn"", ""egfilm18"", ""egfilmBn"", ""egfilmUnrated""]}
The video's rating in Egypt. schema: {""enum"": [""egfilmUnspecified"", ""egfilmGn"", ""egfilm18"", ""egfilmBn"", ""egfilmUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.eirinRating,"The video's Eirin (映倫) rating. Eirin is the Japanese rating system. schema: {""enum"": [""eirinUnspecified"", ""eirinG"", ""eirinPg12"", ""eirinR15plus"", ""eirinR18plus"", ""eirinUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.fcbmRating,"The video's rating from Malaysia's Film Censorship Board, schema: {""type"": ""string"", ""enum"": [""fcbmUnspecified"", ""fcbmU"", ""fcbmPg13"", ""fcbmP13"", ""fcbm18"", ""fcbm18sx"", ""fcbm18pa"", ""fcbm18sg"", ""fcbm18pl"", ""fcbmUnrated""]}
The video's rating from Malaysia's Film Censorship Board. schema: {""enum"": [""fcbmUnspecified"", ""fcbmU"", ""fcbmPg13"", ""fcbmP13"", ""fcbm18"", ""fcbm18sx"", ""fcbm18pa"", ""fcbm18sg"", ""fcbm18pl"", ""fcbmUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.fcoRating,"The video's rating from Hong Kong's Office for Film, Newspaper and Article Administration, schema: {""type"": ""string"", ""enum"": [""fcoUnspecified"", ""fcoI"", ""fcoIia"", ""fcoIib"", ""fcoIi"", ""fcoIii"", ""fcoUnrated""]}
The video's rating from Hong Kong's Office for Film, Newspaper and Article Administration. schema: {""enum"": [""fcoUnspecified"", ""fcoI"", ""fcoIia"", ""fcoIib"", ""fcoIi"", ""fcoIii"", ""fcoUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.fmocRating,"This property has been deprecated. Use the contentDetails.contentRating.cncRating instead, schema: {""type"": ""string"", ""enum"": [""fmocUnspecified"", ""fmocU"", ""fmoc10"", ""fmoc12"", ""fmoc16"", ""fmoc18"", ""fmocE"", ""fmocUnrated""]}
This property has been deprecated. Use the contentDetails.contentRating.cncRating instead. schema: {""enum"": [""fmocUnspecified"", ""fmocU"", ""fmoc10"", ""fmoc12"", ""fmoc16"", ""fmoc18"", ""fmocE"", ""fmocUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.fpbRating,"The video's rating from South Africa's Film and Publication Board, schema: {""type"": ""string"", ""enum"": [""fpbUnspecified"", ""fpbA"", ""fpbPg"", ""fpb79Pg"", ""fpb1012Pg"", ""fpb13"", ""fpb16"", ""fpb18"", ""fpbX18"", ""fpbXx"", ""fpbUnrated"", ""fpb10""]}
The video's rating from South Africa's Film and Publication Board. schema: {""enum"": [""fpbUnspecified"", ""fpbA"", ""fpbPg"", ""fpb79Pg"", ""fpb1012Pg"", ""fpb13"", ""fpb16"", ""fpb18"", ""fpbX18"", ""fpbXx"", ""fpbUnrated"", ""fpb10""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.fpbRatingReasons,"Reasons that explain why the video received its FPB (South Africa) rating. schema: {""type"": ""array""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.fskRating,"The video's Freiwillige Selbstkontrolle der Filmwirtschaft (FSK - Germany
The video's Freiwillige Selbstkontrolle der Filmwirtschaft (FSK - Germany) rating. schema: {""enum"": [""fskUnspecified"", ""fsk0"", ""fsk6"", ""fsk12"", ""fsk16"", ""fsk18"", ""fskUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.grfilmRating,"The video's rating in Greece, schema: {""type"": ""string"", ""enum"": [""grfilmUnspecified"", ""grfilmK"", ""grfilmE"", ""grfilmK12"", ""grfilmK13"", ""grfilmK15"", ""grfilmK17"", ""grfilmK18"", ""grfilmUnrated""]}
The video's rating in Greece. schema: {""enum"": [""grfilmUnspecified"", ""grfilmK"", ""grfilmE"", ""grfilmK12"", ""grfilmK13"", ""grfilmK15"", ""grfilmK17"", ""grfilmK18"", ""grfilmUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.icaaRating,"The video's Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA - Spain) rating. schema: {""enum"": [""icaaUnspecified"", ""icaaApta"", ""icaa7"", ""icaa12"", ""icaa13"", ""icaa16"", ""icaa18"", ""icaaX"", ""icaaUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.ifcoRating,"The video's Irish Film Classification Office (IFCO - Ireland
The video's Irish Film Classification Office (IFCO - Ireland) rating. See the IFCO website for more information. schema: {""enum"": [""ifcoUnspecified"", ""ifcoG"", ""ifcoPg"", ""ifco12"", ""ifco12a"", ""ifco15"", ""ifco15a"", ""ifco16"", ""ifco18"", ""ifcoUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.ilfilmRating,"The video's rating in Israel, schema: {""type"": ""string"", ""enum"": [""ilfilmUnspecified"", ""ilfilmAa"", ""ilfilm12"", ""ilfilm14"", ""ilfilm16"", ""ilfilm18"", ""ilfilmUnrated""]}
The video's rating in Israel. schema: {""enum"": [""ilfilmUnspecified"", ""ilfilmAa"", ""ilfilm12"", ""ilfilm14"", ""ilfilm16"", ""ilfilm18"", ""ilfilmUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.incaaRating,"The video's INCAA (Instituto Nacional de Cine y Artes Audiovisuales - Argentina) rating. schema: {""enum"": [""incaaUnspecified"", ""incaaAtp"", ""incaaSam13"", ""incaaSam16"", ""incaaSam18"", ""incaaC"", ""incaaUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.kfcbRating,"The video's rating from the Kenya Film Classification Board. schema: {""enum"": [""kfcbUnspecified"", ""kfcbG"", ""kfcbPg"", ""kfcb16plus"", ""kfcbR"", ""kfcbUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.kijkwijzerRating,"The video's NICAM/Kijkwijzer rating from the Nederlands Instituut voor de Classificatie van Audiovisuele Media (Netherlands). schema: {""enum"": [""kijkwijzerUnspecified"", ""kijkwijzerAl"", ""kijkwijzer6"", ""kijkwijzer9"", ""kijkwijzer12"", ""kijkwijzer16"", ""kijkwijzer18"", ""kijkwijzerUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.kmrbRating,"The video's Korea Media Rating Board (영상물등급위원회) rating. The KMRB rates videos in South Korea. schema: {""enum"": [""kmrbUnspecified"", ""kmrbAll"", ""kmrb12plus"", ""kmrb15plus"", ""kmrbTeenr"", ""kmrbR"", ""kmrbUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.lsfRating,"The video's rating from Indonesia's Lembaga Sensor Film, schema: {""type"": ""string"", ""enum"": [""lsfUnspecified"", ""lsfSu"", ""lsfA"", ""lsfBo"", ""lsf13"", ""lsfR"", ""lsf17"", ""lsfD"", ""lsf21"", ""lsfUnrated""]}
The video's rating from Indonesia's Lembaga Sensor Film. schema: {""enum"": [""lsfUnspecified"", ""lsfSu"", ""lsfA"", ""lsfBo"", ""lsf13"", ""lsfR"", ""lsf17"", ""lsfD"", ""lsf21"", ""lsfUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.mccaaRating,"The video's rating from Malta's Film Age-Classification Board, schema: {""type"": ""string"", ""enum"": [""mccaaUnspecified"", ""mccaaU"", ""mccaaPg"", ""mccaa12a"", ""mccaa12"", ""mccaa14"", ""mccaa15"", ""mccaa16"", ""mccaa18"", ""mccaaUnrated""]}
The video's rating from Malta's Film Age-Classification Board. schema: {""enum"": [""mccaaUnspecified"", ""mccaaU"", ""mccaaPg"", ""mccaa12a"", ""mccaa12"", ""mccaa14"", ""mccaa15"", ""mccaa16"", ""mccaa18"", ""mccaaUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.mccypRating,"The video's rating from the Danish Film Institute's (Det Danske Filminstitut) Media Council for Children and Young People. schema: {""enum"": [""mccypUnspecified"", ""mccypA"", ""mccyp7"", ""mccyp11"", ""mccyp15"", ""mccypUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.mcstRating,"The video's rating system for Vietnam - MCST, schema: {""type"": ""string"", ""enum"": [""mcstUnspecified"", ""mcstP"", ""mcst0"", ""mcstC13"", ""mcstC16"", ""mcst16plus"", ""mcstC18"", ""mcstGPg"", ""mcstUnrated""]}
The video's rating system for Vietnam - MCST schema: {""enum"": [""mcstUnspecified"", ""mcstP"", ""mcst0"", ""mcstC13"", ""mcstC16"", ""mcst16plus"", ""mcstC18"", ""mcstGPg"", ""mcstUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.mdaRating,"The video's rating from Singapore's Media Development Authority (MDA
The video's rating from Singapore's Media Development Authority (MDA) and, specifically, it's Board of Film Censors (BFC). schema: {""enum"": [""mdaUnspecified"", ""mdaG"", ""mdaPg"", ""mdaPg13"", ""mdaNc16"", ""mdaM18"", ""mdaR21"", ""mdaUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.medietilsynetRating,"The video's rating from Medietilsynet, the Norwegian Media Authority. schema: {""enum"": [""medietilsynetUnspecified"", ""medietilsynetA"", ""medietilsynet6"", ""medietilsynet7"", ""medietilsynet9"", ""medietilsynet11"", ""medietilsynet12"", ""medietilsynet15"", ""medietilsynet18"", ""medietilsynetUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.mekuRating,"The video's rating from Finland's Kansallinen Audiovisuaalinen Instituutti (National Audiovisual Institute). schema: {""enum"": [""mekuUnspecified"", ""mekuS"", ""meku7"", ""meku12"", ""meku16"", ""meku18"", ""mekuUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.menaMpaaRating,"The rating system for MENA countries, a clone of MPAA. It is needed to prevent titles go live w/o additional QC check, since some of them can be inappropriate for the countries at all. See b/33408548 for more details, schema: {""type"": ""string"", ""enum"": [""menaMpaaUnspecified"", ""menaMpaaG"", ""menaMpaaPg"", ""menaMpaaPg13"", ""menaMpaaR"", ""menaMpaaUnrated""]}
The rating system for MENA countries, a clone of MPAA. It is needed to prevent titles go live w/o additional QC check, since some of them can be inappropriate for the countries at all. See b/33408548 for more details. schema: {""enum"": [""menaMpaaUnspecified"", ""menaMpaaG"", ""menaMpaaPg"", ""menaMpaaPg13"", ""menaMpaaR"", ""menaMpaaUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.mibacRating,"The video's rating from the Ministero dei Beni e delle Attività Culturali e del Turismo (Italy). schema: {""enum"": [""mibacUnspecified"", ""mibacT"", ""mibacVap"", ""mibacVm12"", ""mibacVm14"", ""mibacVm18"", ""mibacUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.mocRating,"The video's Ministerio de Cultura (Colombia) rating. schema: {""enum"": [""mocUnspecified"", ""mocE"", ""mocT"", ""moc7"", ""moc12"", ""moc15"", ""moc18"", ""mocX"", ""mocBanned"", ""mocUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.moctwRating,"The video's rating from Taiwan's Ministry of Culture (文化部
The video's rating from Taiwan's Ministry of Culture (文化部). schema: {""enum"": [""moctwUnspecified"", ""moctwG"", ""moctwP"", ""moctwPg"", ""moctwR"", ""moctwUnrated"", ""moctwR12"", ""moctwR15""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.mpaaRating,"The video's Motion Picture Association of America (MPAA
The video's Motion Picture Association of America (MPAA) rating. schema: {""enum"": [""mpaaUnspecified"", ""mpaaG"", ""mpaaPg"", ""mpaaPg13"", ""mpaaR"", ""mpaaNc17"", ""mpaaX"", ""mpaaUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.mpaatRating,"The rating system for trailer, DVD, and Ad in the US. See http://movielabs.com/md/ratings/v2.3/html/US_MPAAT_Ratings.html, schema: {""type"": ""string"", ""enum"": [""mpaatUnspecified"", ""mpaatGb"", ""mpaatRb""]}
The rating system for trailer, DVD, and Ad in the US. See http://movielabs.com/md/ratings/v2.3/html/US_MPAAT_Ratings.html. schema: {""enum"": [""mpaatUnspecified"", ""mpaatGb"", ""mpaatRb""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.mtrcbRating,"The video's rating from the Movie and Television Review and Classification Board (Philippines
The video's rating from the Movie and Television Review and Classification Board (Philippines). schema: {""enum"": [""mtrcbUnspecified"", ""mtrcbG"", ""mtrcbPg"", ""mtrcbR13"", ""mtrcbR16"", ""mtrcbR18"", ""mtrcbX"", ""mtrcbUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.nbcRating,"The video's rating from the Maldives National Bureau of Classification, schema: {""type"": ""string"", ""enum"": [""nbcUnspecified"", ""nbcG"", ""nbcPg"", ""nbc12plus"", ""nbc15plus"", ""nbc18plus"", ""nbc18plusr"", ""nbcPu"", ""nbcUnrated""]}
The video's rating from the Maldives National Bureau of Classification. schema: {""enum"": [""nbcUnspecified"", ""nbcG"", ""nbcPg"", ""nbc12plus"", ""nbc15plus"", ""nbc18plus"", ""nbc18plusr"", ""nbcPu"", ""nbcUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.nbcplRating,"The video's rating in Poland, schema: {""type"": ""string"", ""enum"": [""nbcplUnspecified"", ""nbcplI"", ""nbcplIi"", ""nbcplIii"", ""nbcplIv"", ""nbcpl18plus"", ""nbcplUnrated""]}
The video's rating in Poland. schema: {""enum"": [""nbcplUnspecified"", ""nbcplI"", ""nbcplIi"", ""nbcplIii"", ""nbcplIv"", ""nbcpl18plus"", ""nbcplUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.nfrcRating,"The video's rating from the Bulgarian National Film Center, schema: {""type"": ""string"", ""enum"": [""nfrcUnspecified"", ""nfrcA"", ""nfrcB"", ""nfrcC"", ""nfrcD"", ""nfrcX"", ""nfrcUnrated""]}
The video's rating from the Bulgarian National Film Center. schema: {""enum"": [""nfrcUnspecified"", ""nfrcA"", ""nfrcB"", ""nfrcC"", ""nfrcD"", ""nfrcX"", ""nfrcUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.nfvcbRating,"The video's rating from Nigeria's National Film and Video Censors Board, schema: {""type"": ""string"", ""enum"": [""nfvcbUnspecified"", ""nfvcbG"", ""nfvcbPg"", ""nfvcb12"", ""nfvcb12a"", ""nfvcb15"", ""nfvcb18"", ""nfvcbRe"", ""nfvcbUnrated""]}
The video's rating from Nigeria's National Film and Video Censors Board. schema: {""enum"": [""nfvcbUnspecified"", ""nfvcbG"", ""nfvcbPg"", ""nfvcb12"", ""nfvcb12a"", ""nfvcb15"", ""nfvcb18"", ""nfvcbRe"", ""nfvcbUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.nkclvRating,"The video's rating from the Nacionãlais Kino centrs (National Film Centre of Latvia). schema: {""enum"": [""nkclvUnspecified"", ""nkclvU"", ""nkclv7plus"", ""nkclv12plus"", ""nkclv16plus"", ""nkclv18plus"", ""nkclvUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.nmcRating,"The National Media Council ratings system for United Arab Emirates, schema: {""type"": ""string"", ""enum"": [""nmcUnspecified"", ""nmcG"", ""nmcPg"", ""nmcPg13"", ""nmcPg15"", ""nmc15plus"", ""nmc18plus"", ""nmc18tc"", ""nmcUnrated""]}
The National Media Council ratings system for United Arab Emirates. schema: {""enum"": [""nmcUnspecified"", ""nmcG"", ""nmcPg"", ""nmcPg13"", ""nmcPg15"", ""nmc15plus"", ""nmc18plus"", ""nmc18tc"", ""nmcUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.oflcRating,"The video's Office of Film and Literature Classification (OFLC - New Zealand) rating. schema: {""enum"": [""oflcUnspecified"", ""oflcG"", ""oflcPg"", ""oflcM"", ""oflcR13"", ""oflcR15"", ""oflcR16"", ""oflcR18"", ""oflcUnrated"", ""oflcRp13"", ""oflcRp16"", ""oflcRp18""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.pefilmRating,"The video's rating in Peru, schema: {""type"": ""string"", ""enum"": [""pefilmUnspecified"", ""pefilmPt"", ""pefilmPg"", ""pefilm14"", ""pefilm18"", ""pefilmUnrated""]}
The video's rating in Peru. schema: {""enum"": [""pefilmUnspecified"", ""pefilmPt"", ""pefilmPg"", ""pefilm14"", ""pefilm18"", ""pefilmUnrated""], ""type"": ""string""}",1.0
get+youtube_v3_videos,items.contentDetails.contentRating.rcnofRating,"The video's rating from the Hungarian Nemzeti Filmiroda, the Rating Committee of the National Office of Film. schema: {""enum"": [""rcnofUnspecified"", ""rcnofI"", ""rcnofIi"", ""rcnofIii"", ""rcnofIv"", ""rcnofV"", ""rcnofVi"", ""rcnofUnrated""], ""type"": ""string""}",1.0
