pptname,invariant,invariantType,variables,postmanAssertion,endpoint,tp,fp,enter,invariantDescription,Unnamed: 10,group,api
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200&commits():::EXIT,return.title is a substring of return.message,daikon.inv.binary.twoString.StdString$SubString,"(return.message, return.title)",pm.expect(return_message.includes(return_title)).to.be.true,get+projects_{id}_repository_compare,1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,commits.message,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,LENGTH(return.commit.authored_date)==29,daikon.inv.unary.string.FixedLengthString,(return.commit.authored_date),pm.expect(return_commit_authored_date).to.have.length(29),get+projects_{id}_repository_compare,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,commit.authored_date,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,return.commit.authored_date is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.commit.authored_date),"pm.expect(return_commit_authored_date).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+projects_{id}_repository_compare,1,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,commit.authored_date,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,return.commit.committer_email is Email,daikon.inv.unary.string.IsEmail,(return.commit.committer_email),"pm.expect(return_commit_committer_email).to.match(/^(?:[A-Za-z0-9!#$%&'*+/=?^_`{|}~-]+(?:\.[A-Za-z0-9!#$%&'*+/=?^_`{|}~-]+)*|""(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])*"")@(?:(?:[A-Za-z0-9](?:[A-Za-z0-9-]*[A-Za-z0-9])?\.)+[A-Za-z0-9](?:[A-Za-z0-9-]*[A-Za-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9]^[0-9]?|[A-Za-z0-9-]*[A-Za-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\])$/)",get+projects_{id}_repository_compare,1,,,Indicates that a string variable consistently holds values that match the format of an email address.,,commit.committer_email,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,LENGTH(return.commit.created_at)==29,daikon.inv.unary.string.FixedLengthString,(return.commit.created_at),pm.expect(return_commit_created_at).to.have.length(29),get+projects_{id}_repository_compare,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,commit.created_at,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,return.commit.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.commit.created_at),"pm.expect(return_commit_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+projects_{id}_repository_compare,1,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,commit.created_at,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,LENGTH(return.commit.id)==40,daikon.inv.unary.string.FixedLengthString,(return.commit.id),pm.expect(return_commit_id).to.have.length(40),get+projects_{id}_repository_compare,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,commit.id,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,LENGTH(return.commit.short_id)==8,daikon.inv.unary.string.FixedLengthString,(return.commit.short_id),pm.expect(return_commit_short_id).to.have.length(8),get+projects_{id}_repository_compare,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,commit.short_id,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,All the elements of return.commit.parent_ids[] have LENGTH=40,daikon.inv.unary.stringsequence.SequenceFixedLengthString,(return.commit.parent_ids[..]),pm.expect(return_commit_parent_ids_array.every(element => element.length === 40)).to.be.true,get+projects_{id}_repository_compare,1,,,Indicates that all the elements of an array of strings have a fixed length n. Represented as All the elements of x have LENGTH=n.,,commit.parent_ids,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,"return.compare_same_ref one of { ""false"", ""true"" }",daikon.inv.unary.string.OneOfString,(return.compare_same_ref),"pm.expect([""false"", ""true""].includes(return_compare_same_ref)).to.be.true",get+projects_{id}_repository_compare,1,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,compare_same_ref,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,"return.compare_timeout one of { ""false"", ""true"" }",daikon.inv.unary.string.OneOfString,(return.compare_timeout),"pm.expect([""false"", ""true""].includes(return_compare_timeout)).to.be.true",get+projects_{id}_repository_compare,1,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,compare_timeout,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,"size(return.commit.parent_ids[]) one of { 1, 2 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.commit.parent_ids[..])),"pm.expect([1, 2, 0].includes(return_commit_parent_ids_size_array)).to.be.true",get+projects_{id}_repository_compare,1,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,commit.parent_ids,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,return.commit.short_id is a substring of return.commit.id,daikon.inv.binary.twoString.StdString$SubString,"(return.commit.id, return.commit.short_id)",pm.expect(return_commit_id.includes(return_commit_short_id)).to.be.true,get+projects_{id}_repository_compare,1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,commit.id,GitLab Repository API
/projects/{id}/repository/compare&/projects/{id}/repository/compare&get&200():::EXIT,return.commit.title is a substring of return.commit.message,daikon.inv.binary.twoString.StdString$SubString,"(return.commit.message, return.commit.title)",pm.expect(return_commit_message.includes(return_commit_title)).to.be.true,get+projects_{id}_repository_compare,1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,commit.message,GitLab Repository API
/projects/{id}/repository/contributors&/projects/{id}/repository/contributors&get&200():::EXIT,return.additions is Numeric,daikon.inv.unary.string.IsNumeric,(return.additions),"pm.expect(return_additions).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",get+projects_{id}_repository_contributors,1,,,Indicates that the characters of a string variable are always numeric. Represented as x is Numeric.,,additions,GitLab Repository API
/projects/{id}/repository/contributors&/projects/{id}/repository/contributors&get&200():::EXIT,return.commits is Numeric,daikon.inv.unary.string.IsNumeric,(return.commits),"pm.expect(return_commits).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",get+projects_{id}_repository_contributors,1,,,Indicates that the characters of a string variable are always numeric. Represented as x is Numeric.,,commits,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,return.committed_date == return.created_at,daikon.inv.binary.twoString.StringEqual,"(return.committed_date, return.created_at)",pm.expect(return_committed_date).to.eql(return_created_at),get+projects_{id}_repository_merge_base,1,,,Represents an invariant of == between two String scalars. Prints as x == y.,,committed_date,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,LENGTH(return.authored_date)==29,daikon.inv.unary.string.FixedLengthString,(return.authored_date),pm.expect(return_authored_date).to.have.length(29),get+projects_{id}_repository_merge_base,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,authored_date,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,return.authored_date is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.authored_date),"pm.expect(return_authored_date).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+projects_{id}_repository_merge_base,1,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,authored_date,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,LENGTH(return.committed_date)==29,daikon.inv.unary.string.FixedLengthString,(return.committed_date),pm.expect(return_committed_date).to.have.length(29),get+projects_{id}_repository_merge_base,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,committed_date,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,return.committed_date is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.committed_date),"pm.expect(return_committed_date).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+projects_{id}_repository_merge_base,1,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,committed_date,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,return.committer_email is Email,daikon.inv.unary.string.IsEmail,(return.committer_email),"pm.expect(return_committer_email).to.match(/^(?:[A-Za-z0-9!#$%&'*+/=?^_`{|}~-]+(?:\.[A-Za-z0-9!#$%&'*+/=?^_`{|}~-]+)*|""(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21\x23-\x5b\x5d-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])*"")@(?:(?:[A-Za-z0-9](?:[A-Za-z0-9-]*[A-Za-z0-9])?\.)+[A-Za-z0-9](?:[A-Za-z0-9-]*[A-Za-z0-9])?|\[(?:(?:25[0-5]|2[0-4][0-9]|[01]?[0-9][0-9]?)\.){3}(?:25[0-5]|2[0-4][0-9]|[01]?[0-9]^[0-9]?|[A-Za-z0-9-]*[A-Za-z0-9]:(?:[\x01-\x08\x0b\x0c\x0e-\x1f\x21-\x5a\x53-\x7f]|\\[\x01-\x09\x0b\x0c\x0e-\x7f])+)\])$/)",get+projects_{id}_repository_merge_base,1,,,Indicates that a string variable consistently holds values that match the format of an email address.,,committer_email,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,LENGTH(return.id)==40,daikon.inv.unary.string.FixedLengthString,(return.id),pm.expect(return_id).to.have.length(40),get+projects_{id}_repository_merge_base,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,id,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,All the elements of return.parent_ids[] have LENGTH=40,daikon.inv.unary.stringsequence.SequenceFixedLengthString,(return.parent_ids[..]),pm.expect(return_parent_ids_array.every(element => element.length === 40)).to.be.true,get+projects_{id}_repository_merge_base,1,,,Indicates that all the elements of an array of strings have a fixed length n. Represented as All the elements of x have LENGTH=n.,,parent_ids,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,LENGTH(return.short_id)==8,daikon.inv.unary.string.FixedLengthString,(return.short_id),pm.expect(return_short_id).to.have.length(8),get+projects_{id}_repository_merge_base,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,short_id,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,"size(return.parent_ids[]) one of { 0, 1, 2 }",daikon.inv.unary.scalar.OneOfScalar,(size(return.parent_ids[..])),"pm.expect([0, 1, 2].includes(return_parent_ids_size_array)).to.be.true",get+projects_{id}_repository_merge_base,1,,,"Represents long variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,parent_ids,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,return.short_id is a substring of return.id,daikon.inv.binary.twoString.StdString$SubString,"(return.id, return.short_id)",pm.expect(return_id.includes(return_short_id)).to.be.true,get+projects_{id}_repository_merge_base,1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,id,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,return.title is a substring of return.message,daikon.inv.binary.twoString.StdString$SubString,"(return.message, return.title)",pm.expect(return_message.includes(return_title)).to.be.true,get+projects_{id}_repository_merge_base,1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,message,GitLab Repository API
/projects/{id}/repository/merge_base&/projects/{id}/repository/merge_base&get&200():::EXIT,size(input.refs[]) >= size(return.parent_ids[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(size(input.refs[..]), size(return.parent_ids[..]))",pm.expect(input_refs_size_array).to.be.at.least(return_parent_ids_size_array),get+projects_{id}_repository_merge_base,1,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,parent_ids,GitLab Repository API
/projects/{id}/repository/tree&/projects/{id}/repository/tree&get&200%array():::EXIT,input.per_page >= size(return.array[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(input.per_page, size(return.array[..]))",pm.expect(input_per_page).to.be.at.least(return_array_size_array),get+projects_{id}_repository_tree,1,,,Represents an invariant of >= between two long scalars. Prints as x >= y.,,array,GitLab Repository API
/projects/{id}/repository/tree&/projects/{id}/repository/tree&get&200():::EXIT,LENGTH(return.id)==40,daikon.inv.unary.string.FixedLengthString,(return.id),pm.expect(return_id).to.have.length(40),get+projects_{id}_repository_tree,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,id,GitLab Repository API
/projects/{id}/repository/tree&/projects/{id}/repository/tree&get&200():::EXIT,LENGTH(return.mode)==6,daikon.inv.unary.string.FixedLengthString,(return.mode),pm.expect(return_mode).to.have.length(6),get+projects_{id}_repository_tree,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,mode,GitLab Repository API
/projects/{id}/repository/tree&/projects/{id}/repository/tree&get&200():::EXIT,return.mode is Numeric,daikon.inv.unary.string.IsNumeric,(return.mode),"pm.expect(return_mode).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",get+projects_{id}_repository_tree,1,,,Indicates that the characters of a string variable are always numeric. Represented as x is Numeric.,,mode,GitLab Repository API
/projects/{id}/repository/tree&/projects/{id}/repository/tree&get&200():::EXIT,"return.type one of { ""blob"", ""tree"" }",daikon.inv.unary.string.OneOfString,(return.type),"pm.expect([""blob"", ""tree""].includes(return_type)).to.be.true",get+projects_{id}_repository_tree,1,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,type,GitLab Repository API
/projects/{id}/repository/tree&/projects/{id}/repository/tree&get&200():::EXIT,LENGTH(return.type)==4,daikon.inv.unary.string.FixedLengthString,(return.type),pm.expect(return_type).to.have.length(4),get+projects_{id}_repository_tree,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,type,GitLab Repository API
/projects/{id}/repository/tree&/projects/{id}/repository/tree&get&200():::EXIT,return.name is a substring of return.path,daikon.inv.binary.twoString.StdString$SubString,"(return.name, return.path)",pm.expect(return_path.includes(return_name)).to.be.true,get+projects_{id}_repository_tree,1,,,Represents the substring invariant between two String scalars. Prints as x is a substring of y.,,name,GitLab Repository API
/projects&/projects&get&200():::EXIT,input.archived == return.archived,daikon.inv.binary.twoScalar.IntEqual,"(input.archived, return.archived)",pm.expect(input_archived).to.eql(return_archived),get+projects,1,,,Represents an invariant of == between two long scalars. Prints as x == y.,,archived,GitLab Repository API
/projects&/projects&get&200():::EXIT,input.visibility == return.visibility,daikon.inv.binary.twoString.StringEqual,"(input.visibility, return.visibility)",pm.expect(input_visibility).to.eql(return_visibility),get+projects,1,,,Represents an invariant of == between two String scalars. Prints as x == y.,,visibility,GitLab Repository API
/projects&/projects&get&200():::EXIT,return.owner.name == return.namespace.name,daikon.inv.binary.twoString.StringEqual,"(return.owner.name, return.namespace.name)",pm.expect(return_owner_name).to.eql(return_namespace_name),get+projects,1,,,Represents an invariant of == between two String scalars. Prints as x == y.,,owner.name,GitLab Repository API
/projects&/projects&get&200():::EXIT,return.permissions.project_access.access_level == return.permissions.group_access.access_level,daikon.inv.binary.twoScalar.IntEqual,"(return.permissions.project_access.access_level, return.permissions.group_access.access_level)",pm.expect(return_permissions_project_access_access_level).to.eql(return_permissions_group_access_access_level),get+projects,1,,,Represents an invariant of == between two long scalars. Prints as x == y.,,permissions.project_access.access_level,GitLab Repository API
/projects&/projects&get&200():::EXIT,return.permissions.project_access.notification_level == return.permissions.group_access.notification_level,daikon.inv.binary.twoScalar.IntEqual,"(return.permissions.project_access.notification_level, return.permissions.group_access.notification_level)",pm.expect(return_permissions_project_access_notification_level).to.eql(return_permissions_group_access_notification_level),get+projects,1,,,Represents an invariant of == between two long scalars. Prints as x == y.,,permissions.project_access.notification_level,GitLab Repository API
/projects&/projects&get&200():::EXIT,"return.visibility one of { ""internal"", ""private"", ""public"" }",daikon.inv.unary.string.OneOfString,(return.visibility),"pm.expect([""internal"", ""private"", ""public""].includes(return_visibility)).to.be.true",get+projects,1,,,"Represents String variables that take on only a few distinct values. Prints as either x == c (when there is only one value) or as x one of {c1, c2, c3} (when there are multiple values).",,visibility,GitLab Repository API
/projects&/projects&get&200():::EXIT,return.owner.id >= 1,daikon.inv.unary.scalar.LowerBound,(return.owner.id),pm.expect(return_owner_id).to.be.at.least(1),get+projects,1,,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,owner.id,GitLab Repository API
/projects&/projects&get&200():::EXIT,return.open_issues_count >= 0,daikon.inv.unary.scalar.LowerBound,(return.open_issues_count),pm.expect(return_open_issues_count).to.be.at.least(0),get+projects,1,,,"Represents the invariant x >= c, where c is a constant and x is a long scalar.",,open_issues_count,GitLab Repository API
/projects&/projects&get&200():::EXIT,LENGTH(return.created_at)==24,daikon.inv.unary.string.FixedLengthString,(return.created_at),pm.expect(return_created_at).to.have.length(24),get+projects,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,created_at,GitLab Repository API
/projects&/projects&get&200():::EXIT,return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional),daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm,(return.created_at),"pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)",get+projects,1,,,Indicates that the value of a string variable is always a timestamp. Represented as x is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional).,,created_at,GitLab Repository API
/projects&/projects&get&200():::EXIT,LENGTH(return.last_activity_at)==24,daikon.inv.unary.string.FixedLengthString,(return.last_activity_at),pm.expect(return_last_activity_at).to.have.length(24),get+projects,1,,,Indicates that the value of a string variable always has a fixed length n. Represented as LENGTH(x)==n.,,last_activity_at,GitLab Repository API
