operation,response resource,attribute,group,description,tp,verification script,status,script confirmation,revised script,revised executable script,revised status,TP
get-/orgs/{org}/repos,repository,visibility,template_repository.visibility,"The repository visibility: public, private, or internal",0,"def verify_latest_response(latest_response):
    try:
        valid_values = {""public"", ""private"", ""internal""}
        for repo in latest_response:
            if ""visibility"" not in repo:
                return 0
            if repo[""visibility""] not in valid_values:
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,0
get-/orgs/{org}/repos,repository,visibility,template_repository.template_repository.visibility,"The repository visibility: public, private, or internal",0,"def verify_latest_response(latest_response):
    try:
        valid_values = {""public"", ""private"", ""internal""}
        for repo in latest_response:
            if ""visibility"" not in repo:
                return 0
            if repo[""visibility""] not in valid_values:
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,0
get-/orgs/{org}/repos,repository,milestones_url,template_repository.milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            milestones_url = repo.get(""milestones_url"")
            if milestones_url is None:
                return 0
            if not isinstance(milestones_url, str):
                return -1
            if not milestones_url.startswith(""http://api.github.com/repos/""):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,milestones_url,template_repository.template_repository.milestones_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/milestones{/number}""}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            milestones_url = repo.get(""milestones_url"")
            if milestones_url is None:
                return 0
            if not isinstance(milestones_url, str):
                return -1
            if not milestones_url.startswith(""http://api.github.com/repos/""):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,minimal-repository,languages_url,languages_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re
from urllib.parse import urlparse

def is_valid_uri(uri):
    try:
        result = urlparse(uri)
        return all([result.scheme, result.netloc])
    except ValueError:
        return False

def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            languages_url = repo.get(""languages_url"")
            if languages_url is None:
                return 0
            if not isinstance(languages_url, str):
                return -1
            if not is_valid_uri(languages_url):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,minimal-repository,pulls_url,pulls_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/pulls{/number}""}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            pulls_url = repo.get(""pulls_url"")
            if pulls_url is None:
                return 0
            if not isinstance(pulls_url, str):
                return -1
            if not pulls_url.startswith(""http://api.github.com/repos/""):
                return -1
            if ""/pulls"" not in pulls_url:
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,simple-user,gists_url,owner.gists_url,"{""type"": ""string"", ""example"": ""https://api.github.com/users/octocat/gists{/gist_id}""}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            if ""gists_url"" not in repo:
                return 0
            gists_url = repo[""gists_url""]
            if not isinstance(gists_url, str):
                return -1
            if not gists_url.startswith(""https://api.github.com/users/""):
                return -1
            if ""{/gist_id}"" not in gists_url:
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,simple-user,starred_at,owner.starred_at,"{""type"": ""string"", ""example"": ""\""2020-07-09T00:17:55Z\""""}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            if ""starred_at"" not in repo:
                return 0
            starred_at = repo[""starred_at""]
            # Check if the ""starred_at"" is a valid ISO 8601 date-time string
            from datetime import datetime
            try:
                datetime.strptime(starred_at, ""%Y-%m-%dT%H:%M:%SZ"")
            except ValueError:
                return -1
        return 1
    except Exception as e:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,minimal-repository,teams_url,teams_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re
from urllib.parse import urlparse

def is_valid_uri(uri):
    try:
        result = urlparse(uri)
        return all([result.scheme, result.netloc])
    except Exception:
        return False

def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            teams_url = repo.get(""teams_url"")
            if teams_url is None:
                return 0
            if not isinstance(teams_url, str) or not is_valid_uri(teams_url):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,minimal-repository,statuses_url,statuses_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/statuses/{sha}""}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            if 'statuses_url' not in repo:
                return 0
            statuses_url = repo['statuses_url']
            if not isinstance(statuses_url, str):
                return -1
            if not statuses_url.startswith(""http://api.github.com/repos/""):
                return -1
            if ""/statuses/"" not in statuses_url:
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,ssh_url,template_repository.ssh_url,"{""type"": ""string"", ""example"": ""git@github.com:octocat/Hello-World.git""}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            ssh_url = repo.get(""ssh_url"")
            if ssh_url is None:
                return 0
            if not isinstance(ssh_url, str):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,ssh_url,template_repository.template_repository.ssh_url,"{""type"": ""string"", ""example"": ""git@github.com:octocat/Hello-World.git""}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            ssh_url = repo.get(""ssh_url"")
            if ssh_url is None:
                return 0
            if not isinstance(ssh_url, str):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,collaborators_url,template_repository.collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            collaborators_url = repo.get(""collaborators_url"")
            if collaborators_url is None:
                return 0
            if not isinstance(collaborators_url, str):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,collaborators_url,template_repository.template_repository.collaborators_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/collaborators{/collaborator}""}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            collaborators_url = repo.get(""collaborators_url"")
            if collaborators_url is None:
                return 0
            if not isinstance(collaborators_url, str):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,events_url,template_repository.events_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re
from urllib.parse import urlparse

def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            events_url = repo.get(""events_url"")
            if events_url is None:
                return 0
            
            # Check if events_url is a valid URI
            parsed_url = urlparse(events_url)
            if not all([parsed_url.scheme, parsed_url.netloc]):
                return -1
            
            # Check if the format is a URI
            uri_regex = re.compile(
                r'^(?:http|ftp)s?://' # http:// or https://
                r'(?:(?:[A-Z0-9](?:[A-Z0-9-]{0,61}[A-Z0-9])?\.)+(?:[A-Z]{2,6}\.?|[A-Z0-9-]{2,}\.?)|' # domain...
                r'localhost|' # localhost...
                r'\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}|' # ...or ipv4
                r'\[?[A-F0-9]*:[A-F0-9:]+\]?)' # ...or ipv6
                r'(?::\d+)?' # optional port
                r'(?:/?|[/?]\S+)$', re.IGNORECASE)
            
            if not re.match(uri_regex, events_url):
                return -1
        
        return 1
    except Exception as e:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,events_url,template_repository.template_repository.owner.events_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re
from urllib.parse import urlparse

def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            events_url = repo.get(""events_url"")
            if events_url is None:
                return 0
            
            # Check if events_url is a valid URI
            parsed_url = urlparse(events_url)
            if not all([parsed_url.scheme, parsed_url.netloc]):
                return -1
            
            # Check if the format is a URI
            uri_regex = re.compile(
                r'^(?:http|ftp)s?://' # http:// or https://
                r'(?:(?:[A-Z0-9](?:[A-Z0-9-]{0,61}[A-Z0-9])?\.)+(?:[A-Z]{2,6}\.?|[A-Z0-9-]{2,}\.?)|' # domain...
                r'localhost|' # localhost...
                r'\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}|' # ...or ipv4
                r'\[?[A-F0-9]*:[A-F0-9:]+\]?)' # ...or ipv6
                r'(?::\d+)?' # optional port
                r'(?:/?|[/?]\S+)$', re.IGNORECASE)
            
            if not re.match(uri_regex, events_url):
                return -1
        
        return 1
    except Exception as e:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,events_url,template_repository.template_repository.events_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re
from urllib.parse import urlparse

def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            events_url = repo.get(""events_url"")
            if events_url is None:
                return 0
            
            # Check if events_url is a valid URI
            parsed_url = urlparse(events_url)
            if not all([parsed_url.scheme, parsed_url.netloc]):
                return -1
            
            # Check if the format is a URI
            uri_regex = re.compile(
                r'^(?:http|ftp)s?://' # http:// or https://
                r'(?:(?:[A-Z0-9](?:[A-Z0-9-]{0,61}[A-Z0-9])?\.)+(?:[A-Z]{2,6}\.?|[A-Z0-9-]{2,}\.?)|' # domain...
                r'localhost|' # localhost...
                r'\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}|' # ...or ipv4
                r'\[?[A-F0-9]*:[A-F0-9:]+\]?)' # ...or ipv6
                r'(?::\d+)?' # optional port
                r'(?:/?|[/?]\S+)$', re.IGNORECASE)
            
            if not re.match(uri_regex, events_url):
                return -1
        
        return 1
    except Exception as e:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,subscribers_url,template_repository.subscribers_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re
from urllib.parse import urlparse

def is_valid_uri(uri):
    try:
        result = urlparse(uri)
        return all([result.scheme, result.netloc])
    except Exception:
        return False

def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            if ""subscribers_url"" not in repo:
                return 0
            if not isinstance(repo[""subscribers_url""], str):
                return -1
            if not is_valid_uri(repo[""subscribers_url""]):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,subscribers_url,template_repository.template_repository.subscribers_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re
from urllib.parse import urlparse

def is_valid_uri(uri):
    try:
        result = urlparse(uri)
        return all([result.scheme, result.netloc])
    except Exception:
        return False

def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            if ""subscribers_url"" not in repo:
                return 0
            if not isinstance(repo[""subscribers_url""], str):
                return -1
            if not is_valid_uri(repo[""subscribers_url""]):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,has_projects,template_repository.has_projects,"Whether projects are enabled, schema: {""type"": ""boolean"", ""example"": true}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            if 'has_projects' not in repo:
                return 0  # Attribute does not exist
            if not isinstance(repo['has_projects'], bool):
                return -1  # Constraint not satisfied: must be a boolean
        return 1  # All constraints satisfied
    except Exception as e:
        return -1  # Constraint not satisfied due to an error
",unknown,,,,,1
get-/orgs/{org}/repos,repository,has_projects,template_repository.template_repository.has_projects,"Whether projects are enabled, schema: {""type"": ""boolean"", ""example"": true}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            if 'has_projects' not in repo:
                return 0  # Attribute does not exist
            if not isinstance(repo['has_projects'], bool):
                return -1  # Constraint not satisfied: must be a boolean
        return 1  # All constraints satisfied
    except Exception as e:
        return -1  # Constraint not satisfied due to an error
",unknown,,,,,1
get-/orgs/{org}/repos,repository,hooks_url,template_repository.hooks_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re
from urllib.parse import urlparse

def is_valid_uri(uri):
    try:
        result = urlparse(uri)
        return all([result.scheme, result.netloc])
    except ValueError:
        return False

def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            hooks_url = repo.get(""hooks_url"")
            if hooks_url is None:
                return 0
            if not isinstance(hooks_url, str) or not is_valid_uri(hooks_url):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,hooks_url,template_repository.template_repository.hooks_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re
from urllib.parse import urlparse

def is_valid_uri(uri):
    try:
        result = urlparse(uri)
        return all([result.scheme, result.netloc])
    except ValueError:
        return False

def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            hooks_url = repo.get(""hooks_url"")
            if hooks_url is None:
                return 0
            if not isinstance(hooks_url, str) or not is_valid_uri(hooks_url):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
get-/orgs/{org}/repos,repository,has_downloads,template_repository.has_downloads,"Whether downloads are enabled, schema: {""type"": ""boolean"", ""example"": true}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            if 'has_downloads' not in repo:
                return 0  # Attribute does not exist
            if not isinstance(repo['has_downloads'], bool):
                return -1  # Constraint not satisfied: must be a boolean
        return 1  # All constraints satisfied
    except Exception as e:
        return -1  # Constraint not satisfied due to an error
",unknown,,,,,1
get-/orgs/{org}/repos,repository,has_downloads,template_repository.template_repository.has_downloads,"Whether downloads are enabled, schema: {""type"": ""boolean"", ""example"": true}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            if 'has_downloads' not in repo:
                return 0  # Attribute does not exist
            if not isinstance(repo['has_downloads'], bool):
                return -1  # Constraint not satisfied: must be a boolean
        return 1  # All constraints satisfied
    except Exception as e:
        return -1  # Constraint not satisfied due to an error
",unknown,,,,,1
get-/orgs/{org}/repos,minimal-repository,forks_url,forks_url,"{""type"": ""string"", ""format"": ""uri""}",1,"import re
from urllib.parse import urlparse

def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            forks_url = repo.get(""forks_url"")
            if forks_url is None:
                return 0  # Attribute does not exist
            
            # Check if forks_url is a valid URI
            parsed_uri = urlparse(forks_url)
            if not all([parsed_uri.scheme, parsed_uri.netloc]):
                return -1  # Constraint not satisfied
        return 1  # Constraint satisfied
    except Exception as e:
        return -1  # Constraint not satisfied due to an error
",unknown,,,,,1
get-/orgs/{org}/repos,repository,issue_events_url,template_repository.issue_events_url,"{""type"": ""string"", ""example"": ""http://api.github.com/repos/octocat/Hello-World/issues/events{/number}""}",1,"def verify_latest_response(latest_response):
    try:
        for repo in latest_response:
            issue_events_url = repo.get(""issue_events_url"")
            if issue_events_url is None:
                return 0
            if not isinstance(issue_events_url, str):
                return -1
            if not issue_events_url.startswith(""http://"") and not issue_events_url.startswith(""https://""):
                return -1
        return 1
    except Exception:
        return -1
",unknown,,,,,1
