pptname;invariant;invariantType;variables;postmanAssertion;tp;fp;enter;bug
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.forks == return.subscribers_count;daikon.inv.binary.twoScalar.IntEqual;(return.forks, return.subscribers_count);pm.expect(return_forks).to.eql(return_subscribers_count);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.forks == return.network_count;daikon.inv.binary.twoScalar.IntEqual;(return.forks, return.network_count);pm.expect(return_forks).to.eql(return_network_count);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.forks == return.open_issues;daikon.inv.binary.twoScalar.IntEqual;(return.forks, return.open_issues);pm.expect(return_forks).to.eql(return_open_issues);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.forks == return.watchers;daikon.inv.binary.twoScalar.IntEqual;(return.forks, return.watchers);pm.expect(return_forks).to.eql(return_watchers);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.forks == size(return.topics[]);daikon.inv.binary.twoScalar.IntEqual;(return.forks, size(return.topics[..]));pm.expect(return_forks).to.eql(return_topics_size_array);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.permissions.admin == return.has_downloads;daikon.inv.binary.twoScalar.IntEqual;(return.permissions.admin, return.has_downloads);pm.expect(return_permissions_admin).to.eql(return_has_downloads);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.permissions.pull == return.has_downloads;daikon.inv.binary.twoScalar.IntEqual;(return.permissions.pull, return.has_downloads);pm.expect(return_permissions_pull).to.eql(return_has_downloads);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.permissions.triage == return.has_downloads;daikon.inv.binary.twoScalar.IntEqual;(return.permissions.triage, return.has_downloads);pm.expect(return_permissions_triage).to.eql(return_has_downloads);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.permissions.push == return.has_downloads;daikon.inv.binary.twoScalar.IntEqual;(return.permissions.push, return.has_downloads);pm.expect(return_permissions_push).to.eql(return_has_downloads);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.permissions.maintain == return.has_downloads;daikon.inv.binary.twoScalar.IntEqual;(return.permissions.maintain, return.has_downloads);pm.expect(return_permissions_maintain).to.eql(return_has_downloads);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.id == return.organization.id;daikon.inv.binary.twoScalar.IntEqual;(return.owner.id, return.organization.id);pm.expect(return_owner_id).to.eql(return_organization_id);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.node_id == return.organization.node_id;daikon.inv.binary.twoString.StringEqual;(return.owner.node_id, return.organization.node_id);pm.expect(return_owner_node_id).to.eql(return_organization_node_id);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.avatar_url == return.organization.avatar_url;daikon.inv.binary.twoString.StringEqual;(return.owner.avatar_url, return.organization.avatar_url);pm.expect(return_owner_avatar_url).to.eql(return_organization_avatar_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.gravatar_id == return.organization.gravatar_id;daikon.inv.binary.twoString.StringEqual;(return.owner.gravatar_id, return.organization.gravatar_id);pm.expect(return_owner_gravatar_id).to.eql(return_organization_gravatar_id);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.url == return.organization.url;daikon.inv.binary.twoString.StringEqual;(return.owner.url, return.organization.url);pm.expect(return_owner_url).to.eql(return_organization_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.html_url == return.organization.html_url;daikon.inv.binary.twoString.StringEqual;(return.owner.html_url, return.organization.html_url);pm.expect(return_owner_html_url).to.eql(return_organization_html_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.followers_url == return.organization.followers_url;daikon.inv.binary.twoString.StringEqual;(return.owner.followers_url, return.organization.followers_url);pm.expect(return_owner_followers_url).to.eql(return_organization_followers_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.following_url == return.organization.following_url;daikon.inv.binary.twoString.StringEqual;(return.owner.following_url, return.organization.following_url);pm.expect(return_owner_following_url).to.eql(return_organization_following_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.gists_url == return.organization.gists_url;daikon.inv.binary.twoString.StringEqual;(return.owner.gists_url, return.organization.gists_url);pm.expect(return_owner_gists_url).to.eql(return_organization_gists_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.starred_url == return.organization.starred_url;daikon.inv.binary.twoString.StringEqual;(return.owner.starred_url, return.organization.starred_url);pm.expect(return_owner_starred_url).to.eql(return_organization_starred_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.subscriptions_url == return.organization.subscriptions_url;daikon.inv.binary.twoString.StringEqual;(return.owner.subscriptions_url, return.organization.subscriptions_url);pm.expect(return_owner_subscriptions_url).to.eql(return_organization_subscriptions_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.organizations_url == return.organization.organizations_url;daikon.inv.binary.twoString.StringEqual;(return.owner.organizations_url, return.organization.organizations_url);pm.expect(return_owner_organizations_url).to.eql(return_organization_organizations_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.repos_url == return.organization.repos_url;daikon.inv.binary.twoString.StringEqual;(return.owner.repos_url, return.organization.repos_url);pm.expect(return_owner_repos_url).to.eql(return_organization_repos_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.events_url == return.organization.events_url;daikon.inv.binary.twoString.StringEqual;(return.owner.events_url, return.organization.events_url);pm.expect(return_owner_events_url).to.eql(return_organization_events_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.received_events_url == return.organization.received_events_url;daikon.inv.binary.twoString.StringEqual;(return.owner.received_events_url, return.organization.received_events_url);pm.expect(return_owner_received_events_url).to.eql(return_organization_received_events_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.type == return.organization.type;daikon.inv.binary.twoString.StringEqual;(return.owner.type, return.organization.type);pm.expect(return_owner_type).to.eql(return_organization_type);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.site_admin == return.fork;daikon.inv.binary.twoScalar.IntEqual;(return.owner.site_admin, return.fork);pm.expect(return_owner_site_admin).to.eql(return_fork);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.organization.site_admin == return.fork;daikon.inv.binary.twoScalar.IntEqual;(return.organization.site_admin, return.fork);pm.expect(return_organization_site_admin).to.eql(return_fork);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.html_url == return.svn_url;daikon.inv.binary.twoString.StringEqual;(return.html_url, return.svn_url);pm.expect(return_html_url).to.eql(return_svn_url);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.fork == return.has_pages;daikon.inv.binary.twoScalar.IntEqual;(return.fork, return.has_pages);pm.expect(return_fork).to.eql(return_has_pages);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.fork == return.archived;daikon.inv.binary.twoScalar.IntEqual;(return.fork, return.archived);pm.expect(return_fork).to.eql(return_archived);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.fork == return.disabled;daikon.inv.binary.twoScalar.IntEqual;(return.fork, return.disabled);pm.expect(return_fork).to.eql(return_disabled);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.fork == return.allow_update_branch;daikon.inv.binary.twoScalar.IntEqual;(return.fork, return.allow_update_branch);pm.expect(return_fork).to.eql(return_allow_update_branch);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.fork == return.web_commit_signoff_required;daikon.inv.binary.twoScalar.IntEqual;(return.fork, return.web_commit_signoff_required);pm.expect(return_fork).to.eql(return_web_commit_signoff_required);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;LENGTH(return.node_id)==12;daikon.inv.unary.string.FixedLengthString;(return.node_id);pm.expect(return_node_id).to.have.length(12);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.license.url is Url;daikon.inv.unary.string.IsUrl;(return.license.url);pm.expect(return_license_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;LENGTH(return.license.node_id)==16;daikon.inv.unary.string.FixedLengthString;(return.license.node_id);pm.expect(return_license_node_id).to.have.length(16);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;LENGTH(return.owner.node_id)==12;daikon.inv.unary.string.FixedLengthString;(return.owner.node_id);pm.expect(return_owner_node_id).to.have.length(12);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;LENGTH(return.owner.avatar_url)==53;daikon.inv.unary.string.FixedLengthString;(return.owner.avatar_url);pm.expect(return_owner_avatar_url).to.have.length(53);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.avatar_url is Url;daikon.inv.unary.string.IsUrl;(return.owner.avatar_url);pm.expect(return_owner_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;"return.owner.gravatar_id == """"";daikon.inv.unary.string.OneOfString;(return.owner.gravatar_id);"pm.expect([""""].includes(return_owner_gravatar_id)).to.be.true";1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;LENGTH(return.owner.gravatar_id)==0;daikon.inv.unary.string.FixedLengthString;(return.owner.gravatar_id);pm.expect(return_owner_gravatar_id).to.have.length(0);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.url is Url;daikon.inv.unary.string.IsUrl;(return.owner.url);pm.expect(return_owner_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.html_url is Url;daikon.inv.unary.string.IsUrl;(return.owner.html_url);pm.expect(return_owner_html_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.followers_url is Url;daikon.inv.unary.string.IsUrl;(return.owner.followers_url);pm.expect(return_owner_followers_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.following_url is Url;daikon.inv.unary.string.IsUrl;(return.owner.following_url);pm.expect(return_owner_following_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.gists_url is Url;daikon.inv.unary.string.IsUrl;(return.owner.gists_url);pm.expect(return_owner_gists_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.starred_url is Url;daikon.inv.unary.string.IsUrl;(return.owner.starred_url);pm.expect(return_owner_starred_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.subscriptions_url is Url;daikon.inv.unary.string.IsUrl;(return.owner.subscriptions_url);pm.expect(return_owner_subscriptions_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.organizations_url is Url;daikon.inv.unary.string.IsUrl;(return.owner.organizations_url);pm.expect(return_owner_organizations_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.repos_url is Url;daikon.inv.unary.string.IsUrl;(return.owner.repos_url);pm.expect(return_owner_repos_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
/orgs/{org}/repos&createOrganizationRepository&201():::EXIT;return.owner.events_url is Url;daikon.inv.unary.string.IsUrl;(return.owner.events_url);pm.expect(return_owner_events_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/);1;0;0;0
