endpoint,group,description
get+projects_{id},marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}"
get+projects_{id},owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+projects_{id}_forks,archived,Attribute archived is responded to by parameter archived with a description: Limit by archived status
get+projects_{id}_forks,created_at,"Attribute created_at is responded to by parameter order_by with a description: Return projects ordered byid,name,path,created_at,updated_at, orlast_activity_atfields. Default iscreated_at
{""type"": ""string"", ""format"": ""date-time""}"
get+projects_{id}_forks,id,Attribute id is responded to by parameter id with a description: The ID orURL-encoded path of the project
get+projects_{id}_forks,issues_enabled,Attribute issues_enabled is responded to by parameter with_issues_enabled with a description: Limit by enabled issues feature
get+projects_{id}_forks,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+projects_{id}_forks,merge_requests_enabled,Attribute merge_requests_enabled is responded to by parameter with_merge_requests_enabled with a description: Limit by enabled merge requests feature
get+projects_{id}_forks,visibility,"Attribute visibility is responded to by parameter visibility with a description: Limit by visibilitypublic,internal, orprivate"
get+projects_{id}_starrers,starred_since,"{""type"": ""string"", ""format"": ""date-time""}"
get+projects_{id}_users,avatar_url,"{""type"": ""string""}_x000D_"
get+projects_{id}_users,web_url,"{""type"": ""string""}_x000D_"
get+users_{user_id}_projects,archived,Attribute archived is responded to by parameter archived with a description: Limit by archived status
get+users_{user_id}_projects,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+users_{user_id}_projects,id,Attribute id is responded to by parameter id_after with a description: Limit results to projects with IDs greater than the specified ID
get+users_{user_id}_projects,issues_enabled,Attribute issues_enabled is responded to by parameter with_issues_enabled with a description: Limit by enabled issues feature
get+users_{user_id}_projects,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+users_{user_id}_projects,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}"
get+users_{user_id}_projects,merge_requests_enabled,Attribute merge_requests_enabled is responded to by parameter with_merge_requests_enabled with a description: Limit by enabled merge requests feature
get+users_{user_id}_projects,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+users_{user_id}_projects,visibility,Attribute visibility is responded to by parameter visibility with a description: Limit by visibility
get+users_{user_id}_starred_projects,archived,Attribute archived is responded to by parameter archived with a description: Limit by archived status
get+users_{user_id}_starred_projects,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+users_{user_id}_starred_projects,issues_enabled,Attribute issues_enabled is responded to by parameter with_issues_enabled with a description: Limit by enabled issues feature
get+users_{user_id}_starred_projects,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+users_{user_id}_starred_projects,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}"
get+users_{user_id}_starred_projects,merge_requests_enabled,Attribute merge_requests_enabled is responded to by parameter with_merge_requests_enabled with a description: Limit by enabled merge requests feature
get+users_{user_id}_starred_projects,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
get+users_{user_id}_starred_projects,visibility,Attribute visibility is responded to by parameter visibility with a description: Limit by visibility
post+projects,allow_merge_on_skipped_pipeline,Attribute allow_merge_on_skipped_pipeline is responded to by parameter allow_merge_on_skipped_pipeline with a description: Set whether or not merge requests can be merged with skipped jobs
post+projects,auto_devops_deploy_strategy,Attribute auto_devops_deploy_strategy is responded to by parameter auto_devops_deploy_strategy with a description: Auto Deploy strategy
post+projects,auto_devops_enabled,Attribute auto_devops_enabled is responded to by parameter auto_devops_enabled with a description: Enable Auto DevOps for this project
post+projects,autoclose_referenced_issues,Attribute autoclose_referenced_issues is responded to by parameter autoclose_referenced_issues with a description: Set whether auto-closing referenced issues on default branch
post+projects,container_registry_enabled,Attribute container_registry_enabled is responded to by parameter container_registry_enabled with a description: Enable container registry for this project
post+projects,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects,default_branch,Attribute default_branch is responded to by parameter default_branch with a description: master by default
post+projects,description,Attribute description is responded to by parameter description with a description: Short project description
post+projects,issues_enabled,Attribute issues_enabled is responded to by parameter issues_enabled with a description: (Deprecated)Enable issues for this project. Use issues_access_level instead
post+projects,jobs_enabled,Attribute jobs_enabled is responded to by parameter jobs_enabled with a description: (Deprecated)Enable jobs for this project. Use builds_access_level instead
post+projects,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}"
post+projects,merge_method,Attribute merge_method is responded to by parameter merge_method with a description: Set the merge method used
post+projects,merge_requests_enabled,Attribute merge_requests_enabled is responded to by parameter merge_requests_enabled with a description: (Deprecated)Enable merge requests for this project. Use merge_requests_access_level instead
post+projects,name,"Attribute name is responded to by parameter name with a description: The name of the new project. Either path or name is required, not both"
post+projects,only_allow_merge_if_all_discussions_are_resolved,Attribute only_allow_merge_if_all_discussions_are_resolved is responded to by parameter only_allow_merge_if_all_discussions_are_resolved with a description: Set whether merge requests can only be merged when all the discussions are resolved
post+projects,only_allow_merge_if_pipeline_succeeds,Attribute only_allow_merge_if_pipeline_succeeds is responded to by parameter only_allow_merge_if_pipeline_succeeds with a description: Set whether merge requests can only be merged with successful jobs
post+projects,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects,packages_enabled,Attribute packages_enabled is responded to by parameter packages_enabled with a description: Enable or disable packages repository feature
post+projects,path,Attribute path is responded to by parameter path with a description: Repository name for new project. Generated based on name if not provided (generated as lowercase with dashes)
post+projects,remove_source_branch_after_merge,Attribute remove_source_branch_after_merge is responded to by parameter remove_source_branch_after_merge with a description: Enable Delete source branch option by default for all new merge requests
post+projects,repository_storage,Attribute repository_storage is responded to by parameter repository_storage with a description: Which storage shard the repository is on.(admins only)
post+projects,request_access_enabled,Attribute request_access_enabled is responded to by parameter request_access_enabled with a description: Allow users to request member access
post+projects,resolve_outdated_diff_discussions,Attribute resolve_outdated_diff_discussions is responded to by parameter resolve_outdated_diff_discussions with a description: Automatically resolve merge request diffs discussions on lines changed with a push
post+projects,shared_runners_enabled,Attribute shared_runners_enabled is responded to by parameter shared_runners_enabled with a description: Enable shared runners for this project
post+projects,snippets_enabled,Attribute snippets_enabled is responded to by parameter snippets_enabled with a description: (Deprecated)Enable snippets for this project. Use snippets_access_level instead
post+projects,tag_list,"Attribute tag_list is responded to by parameter tag_list with a description: The list of tags for a project; put array of tags, that should be finally assigned to a project"
post+projects,visibility,Attribute visibility is responded to by parameter visibility with a description: See project visibility level
post+projects,wiki_enabled,Attribute wiki_enabled is responded to by parameter wiki_enabled with a description: (Deprecated)Enable wiki for this project. Use wiki_access_levelinstead
post+projects_user_{user_id},allow_merge_on_skipped_pipeline,Attribute allow_merge_on_skipped_pipeline is responded to by parameter allow_merge_on_skipped_pipeline with a description: Set whether or not merge requests can be merged with skipped jobs
post+projects_user_{user_id},auto_devops_deploy_strategy,Attribute auto_devops_deploy_strategy is responded to by parameter auto_devops_deploy_strategy with a description: Auto Deploy strategy
post+projects_user_{user_id},auto_devops_enabled,Attribute auto_devops_enabled is responded to by parameter auto_devops_enabled with a description: Enable Auto DevOps for this project
post+projects_user_{user_id},autoclose_referenced_issues,Attribute autoclose_referenced_issues is responded to by parameter autoclose_referenced_issues with a description: Set whether auto-closing referenced issues on default branch
post+projects_user_{user_id},container_registry_enabled,Attribute container_registry_enabled is responded to by parameter container_registry_enabled with a description: Enable container registry for this project
post+projects_user_{user_id},created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_user_{user_id},description,Attribute description is responded to by parameter description with a description: Short project description
post+projects_user_{user_id},issues_enabled,Attribute issues_enabled is responded to by parameter issues_enabled with a description: (Deprecated)Enable issues for this project. Use issues_access_level instead
post+projects_user_{user_id},jobs_enabled,Attribute jobs_enabled is responded to by parameter jobs_enabled with a description: (Deprecated)Enable jobs for this project. Use builds_access_level instead
post+projects_user_{user_id},last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_user_{user_id},marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}"
post+projects_user_{user_id},merge_method,Attribute merge_method is responded to by parameter merge_method with a description: Set the merge method used
post+projects_user_{user_id},merge_requests_enabled,Attribute merge_requests_enabled is responded to by parameter merge_requests_enabled with a description: (Deprecated)Enable merge requests for this project. Use merge_requests_access_level instead
post+projects_user_{user_id},name,Attribute name is responded to by parameter name with a description: The name of the new project. Equals path if not provided
post+projects_user_{user_id},only_allow_merge_if_all_discussions_are_resolved,Attribute only_allow_merge_if_all_discussions_are_resolved is responded to by parameter only_allow_merge_if_all_discussions_are_resolved with a description: Set whether merge requests can only be merged when all the discussions are resolved
post+projects_user_{user_id},only_allow_merge_if_pipeline_succeeds,Attribute only_allow_merge_if_pipeline_succeeds is responded to by parameter only_allow_merge_if_pipeline_succeeds with a description: Set whether merge requests can only be merged with successful jobs
post+projects_user_{user_id},owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_user_{user_id},packages_enabled,Attribute packages_enabled is responded to by parameter packages_enabled with a description: Enable or disable packages repository feature
post+projects_user_{user_id},path,"Attribute path is responded to by parameter path with a description: Repository name for new project. Either path or name is required, not both"
post+projects_user_{user_id},remove_source_branch_after_merge,Attribute remove_source_branch_after_merge is responded to by parameter remove_source_branch_after_merge with a description: Enable Delete source branch option by default for all new merge requests
post+projects_user_{user_id},repository_storage,Attribute repository_storage is responded to by parameter repository_storage with a description: Which storage shard the repository is on.(admins only)
post+projects_user_{user_id},request_access_enabled,Attribute request_access_enabled is responded to by parameter request_access_enabled with a description: Allow users to request member access
post+projects_user_{user_id},resolve_outdated_diff_discussions,Attribute resolve_outdated_diff_discussions is responded to by parameter resolve_outdated_diff_discussions with a description: Automatically resolve merge request diffs discussions on lines changed with a push
post+projects_user_{user_id},shared_runners_enabled,Attribute shared_runners_enabled is responded to by parameter shared_runners_enabled with a description: Enable shared runners for this project
post+projects_user_{user_id},snippets_enabled,Attribute snippets_enabled is responded to by parameter snippets_enabled with a description: (Deprecated)Enable snippets for this project. Use snippets_access_level instead
post+projects_user_{user_id},tag_list,"Attribute tag_list is responded to by parameter tag_list with a description: The list of tags for a project; put array of tags, that should be finally assigned to a project"
post+projects_user_{user_id},visibility,Attribute visibility is responded to by parameter visibility with a description: See project visibility level
post+projects_user_{user_id},wiki_enabled,Attribute wiki_enabled is responded to by parameter wiki_enabled with a description: (Deprecated)Enable wiki for this project. Use wiki_access_levelinstead
post+projects_{id}_archive,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_archive,id,Attribute id is responded to by parameter id with a description: The ID or URL-encoded path of the project
post+projects_{id}_archive,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_archive,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_fork,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_fork,http_url_to_repo,"{""type"": ""string""}_x000D_"
post+projects_{id}_fork,id,Attribute id is responded to by parameter id with a description: The ID orURL-encoded path of the project
post+projects_{id}_fork,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_fork,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}"
post+projects_{id}_fork,name,Attribute name is responded to by parameter name with a description: The name assigned to the resultant project after forking
post+projects_{id}_fork,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_fork,path,"Attribute path is responded to by parameter path with a description: The path assigned to the resultant project after forking. Either path or name is required, not both"
post+projects_{id}_fork,readme_url,"{""type"": ""string""}"
post+projects_{id}_fork,web_url,"{""type"": ""string""}_x000D_"
post+projects_{id}_share,expires_at,Attribute expires_at is responded to by parameter expires_at with a description: Share expiration date in ISO 8601 format: 2016-09-26
post+projects_{id}_star,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_star,id,Attribute id is responded to by parameter id with a description: The ID or URL-encoded path of the project
post+projects_{id}_unarchive,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_unarchive,id,Attribute id is responded to by parameter id with a description: The ID or URL-encoded path of the project
post+projects_{id}_unarchive,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_unarchive,license_url,"{""type"": ""string""}"
post+projects_{id}_unarchive,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_unstar,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
post+projects_{id}_unstar,id,Attribute id is responded to by parameter id with a description: The ID or URL-encoded path of the project
post+projects_{id}_unstar,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+projects_{id},allow_merge_on_skipped_pipeline,Attribute allow_merge_on_skipped_pipeline is responded to by parameter allow_merge_on_skipped_pipeline with a description: Set whether or not merge requests can be merged with skipped jobs
put+projects_{id},auto_devops_deploy_strategy,Attribute auto_devops_deploy_strategy is responded to by parameter auto_devops_deploy_strategy with a description: Auto Deploy strategy
put+projects_{id},auto_devops_enabled,Attribute auto_devops_enabled is responded to by parameter auto_devops_enabled with a description: Enable Auto DevOps for this project
put+projects_{id},autoclose_referenced_issues,Attribute autoclose_referenced_issues is responded to by parameter autoclose_referenced_issues with a description: Set whether auto-closing referenced issues on default branch
put+projects_{id},avatar_url,"{""type"": ""string""}_x000D_"
put+projects_{id},ci_default_git_depth,Attribute ci_default_git_depth is responded to by parameter ci_default_git_depth with a description: Default number of revisions forshallow cloning
put+projects_{id},ci_forward_deployment_enabled,"Attribute ci_forward_deployment_enabled is responded to by parameter ci_forward_deployment_enabled with a description: When a new deployment job starts,skip older deployment jobsthat are still pending"
put+projects_{id},container_registry_enabled,Attribute container_registry_enabled is responded to by parameter container_registry_enabled with a description: Enable container registry for this project
put+projects_{id},default_branch,Attribute default_branch is responded to by parameter default_branch with a description: master by default
put+projects_{id},description,Attribute description is responded to by parameter description with a description: Short project description
put+projects_{id},id,Attribute id is responded to by parameter id with a description: The ID or URL-encoded path of the project
put+projects_{id},issues_enabled,Attribute issues_enabled is responded to by parameter issues_enabled with a description: (Deprecated)Enable issues for this project. Use issues_access_level instead
put+projects_{id},jobs_enabled,Attribute jobs_enabled is responded to by parameter jobs_enabled with a description: (Deprecated)Enable jobs for this project. Use builds_access_level instead
put+projects_{id},last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+projects_{id},marked_for_deletion_at,"{""type"": ""string"", ""format"": ""date""}_x000D_"
put+projects_{id},marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}
{""type"": ""string"", ""format"": ""date""}_x000D_
{""type"": ""string"", ""format"": ""date""}
{""type"": ""string"", ""format"": ""date""}_x000D_"
put+projects_{id},merge_method,Attribute merge_method is responded to by parameter merge_method with a description: Set the merge method used
put+projects_{id},merge_requests_enabled,Attribute merge_requests_enabled is responded to by parameter merge_requests_enabled with a description: (Deprecated)Enable merge requests for this project. Use merge_requests_access_level instead
put+projects_{id},name,Attribute name is responded to by parameter name with a description: The name of the new project. Equals path if not provided
put+projects_{id},only_allow_merge_if_all_discussions_are_resolved,Attribute only_allow_merge_if_all_discussions_are_resolved is responded to by parameter only_allow_merge_if_all_discussions_are_resolved with a description: Set whether merge requests can only be merged when all the discussions are resolved
put+projects_{id},only_allow_merge_if_pipeline_succeeds,Attribute only_allow_merge_if_pipeline_succeeds is responded to by parameter only_allow_merge_if_pipeline_succeeds with a description: Set whether merge requests can only be merged with successful jobs
put+projects_{id},owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+projects_{id},packages_enabled,Attribute packages_enabled is responded to by parameter packages_enabled with a description: Enable or disable packages repository feature
put+projects_{id},path,"Attribute path is responded to by parameter path with a description: Repository name for new project.Either path or name is required, not both. Generated based on name if not provided (generated as lowercase with dashes)"
put+projects_{id},remove_source_branch_after_merge,Attribute remove_source_branch_after_merge is responded to by parameter remove_source_branch_after_merge with a description: Enable Delete source branch option by default for all new merge requests
put+projects_{id},repository_storage,Attribute repository_storage is responded to by parameter repository_storage with a description: Which storage shard the repository is on.(admins only)
put+projects_{id},request_access_enabled,Attribute request_access_enabled is responded to by parameter request_access_enabled with a description: Allow users to request member access
put+projects_{id},resolve_outdated_diff_discussions,Attribute resolve_outdated_diff_discussions is responded to by parameter resolve_outdated_diff_discussions with a description: Automatically resolve merge request diffs discussions on lines changed with a push
put+projects_{id},service_desk_enabled,Attribute service_desk_enabled is responded to by parameter service_desk_enabled with a description: Enable or disable Service Desk feature
put+projects_{id},shared_runners_enabled,Attribute shared_runners_enabled is responded to by parameter shared_runners_enabled with a description: Enable shared runners for this project
put+projects_{id},snippets_enabled,Attribute snippets_enabled is responded to by parameter snippets_enabled with a description: (Deprecated)Enable snippets for this project. Use snippets_access_level instead
put+projects_{id},tag_list,"Attribute tag_list is responded to by parameter tag_list with a description: The list of tags for a project; put array of tags, that should be finally assigned to a project"
put+projects_{id},visibility,Attribute visibility is responded to by parameter visibility with a description: See project visibility level
put+projects_{id},wiki_enabled,Attribute wiki_enabled is responded to by parameter wiki_enabled with a description: (Deprecated)Enable wiki for this project. Use wiki_access_levelinstead
put+projects_{id}_transfer,container_expiration_policy.next_run_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+projects_{id}_transfer,created_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+projects_{id}_transfer,forked_from_project.avatar_url,"{""type"": ""string""}"
put+projects_{id}_transfer,forked_from_project.created_at,"{""type"": ""string"", ""format"": ""date-time""}
{""type"": ""string"", ""format"": ""date-time""}
{""type"": ""string"", ""format"": ""date-time""}
{""type"": ""string"", ""format"": ""date-time""}"
put+projects_{id}_transfer,forked_from_project.last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}
{""type"": ""string"", ""format"": ""date-time""}
{""type"": ""string"", ""format"": ""date-time""}
{""type"": ""string"", ""format"": ""date-time""}"
put+projects_{id}_transfer,forked_from_project.license_url,"{""type"": ""string""}"
put+projects_{id}_transfer,forked_from_project.web_url,"{""type"": ""string""}"
put+projects_{id}_transfer,last_activity_at,"{""type"": ""string"", ""format"": ""date-time""}"
put+projects_{id}_transfer,marked_for_deletion_on,"{""type"": ""string"", ""format"": ""date""}"
put+projects_{id}_transfer,owner.created_at,"{""type"": ""string"", ""format"": ""date-time""}"
